DLiP-ID,T002GM
DLiP-Mol-ID,18708
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H19N3O4/c21-19(22)11-1-3-12(4-2-11)20(27)23-15-7-8-16-13(9-15)5-6-14(18(16)26)10-17(24)25/h1-4,7-9,14H,5-6,10H2,(H3,21,22)(H,23,27)(H,24,25)"
Standard Inchi Key(RDKit),IEPGKKVDERKGDN-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3=O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),365.389
MW Monoisotopic(RDKit),365.137556088
MolLogP(RDKit),2.44277
XLogP(SDF),
XLogP(CDK),2.135
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),133.34
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.476926863025608
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1049703.6616611178
qed,0.4769268630256079
Chi0,19.551677284948283
Chi1,12.846244348298507
TPSA,133.34
Chi0n,14.489431233157825
Chi0v,14.489431233157825
Chi1n,8.496333941508178
Chi1v,8.496333941508178
Chi2n,6.514787811549282
Chi2v,6.514787811549282
Chi3n,4.6406120467915555
Chi3v,4.6406120467915555
Chi4n,3.209398461465754
Chi4v,3.209398461465754
MolMR,100.24760000000003
MolWt,365.3890000000001
fr_SH,0
Kappa1,18.31524572282112
Kappa2,7.408448406763017
Kappa3,4.027926291773171
fr_ArN,1
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,934.7430521730047
MolLogP,2.4427700000000003
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.738390275339201
SMR_VSA1,19.49013894705617
SMR_VSA2,5.409283605791522
SMR_VSA3,0.0
SMR_VSA4,11.651573523323577
SMR_VSA5,19.26246486877803
SMR_VSA6,5.316788604006331
SMR_VSA7,64.71837544601925
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
