DLiP-ID,C000YR
IC0,2.063558608511122
IC1,3.41041725276052
IC2,3.8077635764171944
IC3,4.087462841250339
IC4,4.087462841250339
IC5,4.087462841250339
MID,26.149159864642765
Mpe,1.0521337946943483
Mse,1.0646287648344115
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,50.44810000000001
SdO,10.566642101284959
SdS,0
Spe,17.886274509803922
SsF,0
SsI,0
Sse,18.098689002184994
StN,0
fMF,0.5294117647058824
nBr,1
nCl,0
AMID,2.011473835741751
BIC0,0.456180025510214
BIC1,0.7539229673187074
BIC2,0.8417622248588039
BIC3,0.9035938671686058
BIC4,0.9035938671686058
BIC5,0.9035938671686058
CIC0,2.023904232739217
CIC1,0.6770455884898192
CIC2,0.27969926483314467
CIC3,0.0
CIC4,0.0
CIC5,0.0
GGI1,2.5
GGI2,2.000000000000001
GGI3,1.2569444444444444
GGI4,0.5683333333333334
GGI5,0.4586111111111111
GGI6,0.0
GGI7,0.0
GGI8,0.0
GGI9,0.0
JGI1,0.17857142857142855
JGI2,0.10000000000000006
JGI3,0.06615497076023391
JGI4,0.03788888888888888
JGI5,0.057326388888888885
JGI6,0.0
JGI7,0.0
JGI8,0.0
JGI9,0.0
MIC0,38.035242198168305
MIC1,53.13946623546093
MIC2,57.91199292890124
MIC3,58.193929787853065
MIC4,58.193929787853065
MIC5,58.193929787853065
MPC2,20
MPC3,27
MPC4,35
MPC5,38
MPC6,35
MPC7,33
MPC8,25
MPC9,12
Mare,1.064705882352941
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,1
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.24913458017870463
RPCG,0.27165469194658354
SIC0,0.5048507322649782
SIC1,0.8343604297372124
SIC2,0.9315714232285018
SIC3,1.0
SIC4,1.0
SIC5,1.0
SaaN,3.8260185185185183
SaaO,0
SaaS,0
Sare,18.099999999999998
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,3.185164871504157
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,35.080496344689074
TIC1,57.977093296928835
TIC2,64.7319807990923
TIC3,69.48686830125577
TIC4,69.48686830125577
TIC5,69.48686830125577
Vabc,139.7874978832006
WPol,19
apol,22.311172
bpol,7.1288279999999995
nRot,1
ABCGG,9.421456716487173
ATS0Z,1756.0
ATS0d,72.0
ATS0i,2771.419731201996
ATS0m,8499.086468
ATS0p,35.519659619396
ATS0s,159.272719478738
ATS0v,4955.085826292171
ATS1Z,774.0
ATS1d,89.0
ATS1i,2775.6634408250006
ATS1m,3169.1223769999997
ATS1p,37.17530523
ATS1s,77.71913580246914
ATS1v,5606.8626026257525
ATS2Z,1246.0
ATS2d,128.0
ATS2i,4226.3299220791005
ATS2m,5149.886429999999
ATS2p,55.468866469999995
ATS2s,156.80246913580248
ATS2v,8306.689120059062
ATS3Z,1407.0
ATS3d,122.0
ATS3i,4976.9938407437985
ATS3m,5871.492352
ATS3p,57.834001209698
ATS3s,129.95524691358025
ATS3v,8299.694855928412
ATS4Z,1177.0
ATS4d,91.0
ATS4i,5215.13114455225
ATS4m,4655.550705
ATS4p,46.422873536848996
ATS4s,167.97839506172838
ATS4v,6647.426054502524
ATS5Z,868.0
ATS5d,40.0
ATS5i,3681.986711187498
ATS5m,3523.567942
ATS5p,25.793254223698003
ATS5s,150.80246913580245
ATS5v,3744.7695121949605
ATS6Z,612.0
ATS6d,6.0
ATS6i,1037.697329509949
ATS6m,2670.5814720000003
ATS6p,8.440067526849
ATS6s,33.03703703703704
ATS6v,1123.2625619181006
ATS7Z,0.0
ATS7d,0.0
ATS7i,0.0
ATS7m,0.0
ATS7p,0.0
ATS7s,0.0
ATS7v,0.0
ATS8Z,0.0
ATS8d,0.0
ATS8i,0.0
ATS8m,0.0
ATS8p,0.0
ATS8s,0.0
ATS8v,0.0
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,5
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.0
JGI10,0.0
JGT10,0.4399416771094402
Kier1,9.551020408163266
Kier2,3.63
Kier3,1.646090534979424
MAXdO,10.566642101284959
MID_C,14.878583639141535
MID_N,6.068592291753749
MID_O,3.4265714363735134
MID_X,1.7754124973739656
MID_h,11.270576225501227
MINdO,10.566642101284959
MPC10,7
MWC01,14.0
MWC02,4.23410650459726
MWC03,5.093750200806762
MWC04,5.983936280687191
MWC05,6.8658910748834385
MWC06,7.759187438507795
MWC07,8.646641258603124
MWC08,9.540003766668065
MWC09,10.429251048666325
MWC10,11.322430597487113
NaaCH,3
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,2
NaasN,0
NdCH2,0
NddsN,1
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.2336
SRW02,3.367295829986474
SRW03,0.0
SRW04,4.6913478822291435
SRW05,2.3978952727983707
SRW06,6.220590170099739
SRW07,4.727387818712341
SRW08,7.846589975291186
SRW09,6.823286122355687
SRW10,9.524347869595513
SaaCH,4.823032407407407
SaaNH,2.599236111111111
SaaSe,0
SaaaC,1.1607175925925932
SaasC,0.6267592592592601
SaasN,0
SdCH2,0
SddsN,-0.43754629629629616
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.3226481424936027
VE1_D,3.5585713708673086
VE2_A,0.2555883186533541
VE2_D,0.2737362592974853
VE3_A,1.4631263627367237
VE3_D,1.5317234284707373
VR1_A,55.10900104607953
VR1_D,55.024983178968775
VR2_A,4.239153926621502
VR2_D,4.2326910137668285
VR3_A,4.271677325652885
VR3_D,4.270151586181992
WPath,223
Xc-3d,0.9772838841927122
Xc-4d,0.0
Xc-5d,0.34341891946400305
Xc-6d,0.0
Xp-0d,9.422285251880869
Xp-1d,6.198377302757662
Xp-2d,5.721118580584251
Xp-3d,4.717349848430176
Xp-4d,3.966713461594049
Xp-5d,2.889980418723086
Xp-6d,1.7757173945931208
Xp-7d,1.1659942122024964
ZMIC0,47.604039148222405
ZMIC1,34.07005712644856
ZMIC2,28.975337047561858
ZMIC3,28.37180089809059
ZMIC4,28.37180089809059
ZMIC5,28.37180089809059
nAcid,0
nAtom,17
nBase,0
nRing,2
piPC1,3.044522437723423
piPC2,3.71965111278069
piPC3,4.392904752821065
piPC4,5.040598545281635
piPC5,5.490228215431148
piPC6,5.756187130419523
piPC7,6.08572659258411
piPC8,6.235841992633707
piPC9,5.731873776697638
AATS0Z,103.29411764705883
AATS0d,4.235294117647059
AATS0i,163.02469007070565
AATS0m,499.94626282352937
AATS0p,2.089391742317412
AATS0s,9.368983498749294
AATS0v,291.47563684071594
AATS1Z,43.0
AATS1d,4.944444444444445
AATS1i,154.2035244902778
AATS1m,176.06235427777776
AATS1p,2.065294735
AATS1s,4.317729766803841
AATS1v,311.49236681254183
AATS2Z,44.5
AATS2d,4.571428571428571
AATS2i,150.94035435996787
AATS2m,183.9245153571428
AATS2p,1.9810309453571426
AATS2s,5.6000881834215175
AATS2v,296.6674685735379
AATS3Z,43.96875
AATS3d,3.8125
AATS3i,155.5310575232437
AATS3m,183.484136
AATS3p,1.8073125378030626
AATS3s,4.061101466049383
AATS3v,259.3654642477629
AATS4Z,37.96774193548387
AATS4d,2.935483870967742
AATS4i,168.23003692104032
AATS4m,150.17905499999998
AATS4p,1.497512049575774
AATS4s,5.418657905217044
AATS4v,214.43309853233947
AATS5Z,41.333333333333336
AATS5d,1.9047619047619047
AATS5i,175.332700532738
AATS5m,167.78894961904763
AATS5p,1.2282502011284764
AATS5s,7.181069958847736
AATS5v,178.32235772356955
AATS6Z,102.0
AATS6d,1.0
AATS6i,172.94955491832482
AATS6m,445.09691200000003
AATS6p,1.4066779211415001
AATS6s,5.506172839506173
AATS6v,187.2104269863501
AMID_C,1.144506433780118
AMID_N,0.4668147916733653
AMID_O,0.26358241818257794
AMID_X,0.13657019210568966
AMID_h,0.8669674019616328
ATS0dv,233.06721536351165
ATS0pe,125.0311
ATS0se,147.32776900000002
ATS1dv,215.03703703703704
ATS1pe,129.9963
ATS1se,151.11029
ATS2dv,313.33333333333337
ATS2pe,198.166
ATS2se,232.361812
ATS3dv,260.85185185185185
ATS3pe,219.91649999999998
ATS3se,261.516426
ATS4dv,246.8148148148148
ATS4pe,225.7033
ATS4se,269.199936
ATS5dv,157.8148148148148
ATS5pe,156.9856
ATS5se,189.61405200000002
ATS6dv,3.3703703703703702
ATS6pe,46.8528
ATS6se,57.5289
ATS7dv,0.0
ATS7pe,0.0
ATS7se,0.0
ATS8dv,0.0
ATS8pe,0.0
ATS8se,0.0
ATSC0Z,936.9411764705883
ATSC0c,0.4212984946167441
ATSC0d,11.764705882352942
ATSC0i,30.30064243745575
ATSC0m,5053.234172470588
ATSC0p,6.237989265655763
ATSC0s,65.63376502864521
ATSC0v,695.5272827186536
ATSC1Z,-3.8200692041522477
ATSC1c,-0.03198014372469322
ATSC1d,2.1903114186851216
ATSC1i,12.341608266537655
ATSC1m,-19.319255498269836
ATSC1p,0.9950124649258956
ATSC1s,-2.827519745491997
ATSC1v,62.2744986194095
ATSC2Z,19.861591695501733
ATSC2c,-0.21904514879689377
ATSC2d,-0.5536332179930794
ATSC2i,-11.499768511678905
ATSC2m,86.39106922491358
ATSC2p,-0.8399792524965537
ATSC2s,24.79037264869637
ATSC2v,-126.79454731488893
ATSC3Z,75.11072664359864
ATSC3c,0.02963383363844404
ATSC3d,-7.439446366782008
ATSC3i,-16.173642572410962
ATSC3m,352.3034965259516
ATSC3p,-0.9656420613168509
ATSC3s,4.568554176693679
ATSC3v,-90.27725414719536
ATSC4Z,-334.95155709342566
ATSC4c,0.12290377263823211
ATSC4d,-4.335640138408304
ATSC4i,-5.758207632214798
ATSC4m,-1718.4122638581314
ATSC4p,-1.3445617360795121
ATSC4s,-11.18106135579383
ATSC4v,-273.6437754067708
ATSC5Z,-140.1038062283737
ATSC5c,-0.10311391692533617
ATSC5d,-0.41522491349480983
ATSC5i,5.895848488821819
ATSC5m,-718.6450068166091
ATSC5p,0.8558794847335851
ATSC5s,-24.612860794281406
ATSC5v,86.15895108093245
ATSC6Z,-84.56747404844292
ATSC6c,-0.009047644138125036
ATSC6d,4.671280276816608
ATSC6i,0.04384074221731771
ATSC6m,-508.9351258131489
ATSC6p,-1.819703532594446
ATSC6s,-23.554367444145413
ATSC6v,-5.481514190813691
ATSC7Z,0.0
ATSC7c,0.0
ATSC7d,0.0
ATSC7i,0.0
ATSC7m,0.0
ATSC7p,0.0
ATSC7s,0.0
ATSC7v,0.0
ATSC8Z,0.0
ATSC8c,0.0
ATSC8d,0.0
ATSC8i,0.0
ATSC8m,0.0
ATSC8p,0.0
ATSC8s,0.0
ATSC8v,0.0
AXp-0d,0.7247911732216052
AXp-1d,0.4427412359112616
AXp-2d,0.2860559290292125
AXp-3d,0.17471666105296949
AXp-4d,0.11333467033125855
AXp-5d,0.07605211628218647
AXp-6d,0.050734782702660595
AXp-7d,0.03533315794553019
GATS1Z,0.45395948434622463
GATS1c,0.9851289865035333
GATS1d,0.7555555555555555
GATS1i,0.7541336087088082
GATS1m,0.4539684202968765
GATS1p,0.4462726613156519
GATS1s,0.5221717857360808
GATS1v,0.5669036259301262
GATS2Z,0.5644507426275382
GATS2c,1.2721419224416457
GATS2d,0.9957142857142856
GATS2i,1.2540287851303573
GATS2m,0.5669922712429185
GATS2p,0.7658459704017758
GATS2s,0.38874421140663695
GATS2v,0.8517924322161043
GATS3Z,0.740174535409342
GATS3c,0.8274167773585771
GATS3d,1.29625
GATS3i,1.2384215672651457
GATS3m,0.7435084025926105
GATS3p,0.914810293078446
GATS3s,0.5461361494678043
GATS3v,1.0166163172610454
GATS4Z,1.2242996711005978
GATS4c,0.7739202624552188
GATS4d,1.0748387096774192
GATS4i,1.036198266615522
GATS4m,1.214439127477534
GATS4p,1.1168778564644002
GATS4s,1.1155447042844597
GATS4v,1.199016501705691
GATS5Z,1.2966205065652578
GATS5c,1.2250163360753532
GATS5d,0.939047619047619
GATS5i,0.6191006202544994
GATS5m,1.2864899203774853
GATS5p,1.0635005170941967
GATS5s,2.0543168508137737
GATS5v,1.0508877138798465
GATS6Z,3.8593671521848316
GATS6c,1.0755827242336098
GATS6d,0.0
GATS6i,0.4266732694468537
GATS6m,3.9161024461933693
GATS6p,3.382125189530624
GATS6s,3.41952890908124
GATS6v,1.6959451557500296
MATS1Z,-0.0038506613092248437
MATS1c,-0.07169137668245767
MATS1d,0.17583333333333334
MATS1i,0.3846771033617673
MATS1m,-0.003610749651291751
MATS1p,0.15064694000454423
MATS1s,-0.04068691342057554
MATS1v,0.08456146252347026
MATS2Z,0.012870416875941738
MATS2c,-0.3156709534526372
MATS2d,-0.028571428571428564
MATS2i,-0.2304242335809844
MATS2m,0.01037983176924415
MATS2p,-0.08175509472407967
MATS2s,0.22932247865099104
MATS2v,-0.11068207623141772
MATS3Z,0.042588130964339534
MATS3c,0.037367743586990035
MATS3d,-0.3359375
MATS3i,-0.2835665162654151
MATS3m,0.03703791000801895
MATS3p,-0.08223761267095554
MATS3s,0.03697859486362328
MATS3v,-0.06895457943538019
MATS4Z,-0.19604551125224803
MATS4c,0.1599788366701583
MATS4d,-0.20209677419354835
MATS4i,-0.10421319523410147
MATS4m,-0.1864855417886959
MATS4p,-0.11820159918226485
MATS4s,-0.0934206619577873
MATS4v,-0.2157538881279947
MATS5Z,-0.12105068044294563
MATS5c,-0.19813308594956036
MATS5d,-0.02857142857142858
MATS5i,0.15751579323434944
MATS5m,-0.1151263178704057
MATS5p,0.11107021693503527
MATS5s,-0.30357388190011586
MATS5v,0.10028035425294092
MATS6Z,-0.2557341369496066
MATS6c,-0.06084757494329002
MATS6d,1.1249999999999998
MATS6i,0.004099432430807238
MATS6m,-0.2853584075573496
MATS6p,-0.8265206072204201
MATS6s,-1.0168146592832483
MATS6v,-0.0223297593924213
MAXaaN,3.8260185185185183
MAXsBr,3.185164871504157
MINaaN,3.8260185185185183
MINsBr,3.185164871504157
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,3
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,16.537135218677747
SpAD_D,70.64403253512774
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,259
TMWC10,96.87519817090707
TSRW10,58.59874094106847
VE1_Dt,3.596639596216719
VE2_Dt,0.27666458432436297
VE3_Dt,1.542364228502653
VR1_Dt,51.75514131659259
VR2_Dt,3.9811647166609685
VR3_Dt,4.208888040791074
Xc-3dv,0.4649909212013494
Xc-4dv,0.0
Xc-5dv,0.11060684600867471
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.2878633639084475
Xch-7d,0.40903183738312676
Xp-0dv,7.929438178665857
Xp-1dv,4.316317419154761
Xp-2dv,3.2673940405849446
Xp-3dv,2.3688194080601304
Xp-4dv,1.592755538297297
Xp-5dv,0.9842565024579552
Xp-6dv,0.48719554258792847
Xp-7dv,0.2515102688861697
Xpc-4d,2.389886776857397
Xpc-5d,3.7653333653833023
Xpc-6d,5.393560988047847
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,18
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.55020020963952
AATS0dv,13.709836197853626
AATS0pe,7.354770588235294
AATS0se,8.666339352941177
AATS1dv,11.946502057613168
AATS1pe,7.222016666666666
AATS1se,8.395016111111111
AATS2dv,11.190476190476192
AATS2pe,7.077357142857143
AATS2se,8.298636142857143
AATS3dv,8.15162037037037
AATS3pe,6.8723906249999995
AATS3se,8.1723883125
AATS4dv,7.961768219832736
AATS4pe,7.280751612903226
AATS4se,8.683868903225806
AATS5dv,7.514991181657848
AATS5pe,7.475504761904762
AATS5se,9.029240571428572
AATS6dv,0.5617283950617283
AATS6pe,7.808800000000001
AATS6se,9.58815
AATSC0Z,55.11418685121107
AATSC0c,0.02478226438922024
AATSC0d,0.6920415224913495
AATSC0i,1.782390731615044
AATSC0m,297.2490689688581
AATSC0p,0.3669405450385743
AATSC0s,3.8608097075673657
AATSC0v,40.91336957168551
AATSC1Z,-0.2122260668973471
AATSC1c,-0.0017766746513718454
AATSC1d,0.12168396770472897
AATSC1i,0.6856449036965364
AATSC1m,-1.073291972126102
AATSC1p,0.05527847027366087
AATSC1s,-0.15708443030511096
AATSC1v,3.459694367744972
AATSC2Z,0.7093425605536333
AATSC2c,-0.007823041028460492
AATSC2d,-0.019772614928324266
AATSC2i,-0.41070601827424663
AATSC2m,3.0853953294611993
AATSC2p,-0.02999925901773406
AATSC2s,0.8853704517391561
AATSC2v,-4.5283766898174616
AATSC3Z,2.3472102076124575
AATSC3c,0.0009260573012013762
AATSC3d,-0.23248269896193774
AATSC3i,-0.5054263303878426
AATSC3m,11.009484266435987
AATSC3p,-0.03017631441615159
AATSC3s,0.14276731802167747
AATSC3v,-2.821164192099855
AATSC4Z,-10.804888938497601
AATSC4c,0.003964637827039746
AATSC4d,-0.1398593593034937
AATSC4i,-0.18574863329725155
AATSC4m,-55.432653672842946
AATSC4p,-0.04337295922837136
AATSC4s,-0.3606793985739945
AATSC4v,-8.827218561508737
AATSC5Z,-6.671609820398748
AATSC5c,-0.004910186520254103
AATSC5d,-0.01977261492832428
AATSC5i,0.28075468994389613
AATSC5m,-34.22119080079091
AATSC5p,0.04075616593969453
AATSC5s,-1.1720409902038764
AATSC5v,4.102807194330117
AATSC6Z,-14.09457900807382
AATSC6c,-0.001507940689687506
AATSC6d,0.778546712802768
AATSC6i,0.007306790369552951
AATSC6m,-84.82252096885814
AATSC6p,-0.30328392209907434
AATSC6s,-3.925727907357569
AATSC6v,-0.9135856984689484
ATS0are,123.3923
ATS1are,127.7939
ATS2are,193.9908
ATS3are,215.2707
ATS4are,223.30589999999998
ATS5are,156.27579999999998
ATS6are,45.44800000000001
ATS7are,0.0
ATS8are,0.0
ATSC0dv,78.50770596304365
ATSC0pe,2.6621529411764704
ATSC0se,2.034204235294117
ATSC1dv,10.045984213099423
ATSC1pe,0.6327674740484434
ATSC1se,0.5792416920415221
ATSC2dv,5.501872499181225
ATSC2pe,0.5200363321799316
ATSC2se,0.539880671280276
ATSC3dv,-2.3486455826581407
ATSC3pe,0.48978858131488084
ATSC3se,0.117398792387542
ATSC4dv,-11.18289736616021
ATSC4pe,-1.2703671280276825
ATSC4se,-1.029348134948096
ATSC5dv,-18.449243168581887
ATSC5pe,-1.491000692041524
ATSC5se,-1.1836764083044968
ATSC6dv,-22.820923576402237
ATSC6pe,-0.21230103806228445
ATSC6se,-0.04059873010380564
ATSC7dv,0.0
ATSC7pe,0.0
ATSC7se,0.0
ATSC8dv,0.0
ATSC8pe,0.0
ATSC8se,0.0
AXp-0dv,0.6099567829742967
AXp-1dv,0.3083083870824829
AXp-2dv,0.16336970202924722
AXp-3dv,0.0877340521503752
AXp-4dv,0.04550730109420849
AXp-5dv,0.025901486906788295
AXp-6dv,0.013919872645369384
AXp-7dv,0.007621523299580899
BertzCT,479.5424323747194
ECIndex,127
ETA_eta,7.182802787987893
GATS1dv,0.4188867853120546
GATS1pe,0.3808947203280848
GATS1se,0.36762243344901246
GATS2dv,0.6094679751717244
GATS2pe,0.5368909096763155
GATS2se,0.5346598978121663
GATS3dv,0.788132640454866
GATS3pe,0.6463002081464361
GATS3se,0.6820513525277351
GATS4dv,1.1197231845841262
