DLiP-ID,T004BF
StsC,0
TIC0,69.28388235679722
TIC1,134.72580094896176
TIC2,171.19311924156364
TIC3,194.21266925021754
TIC4,202.21266925021754
TIC5,202.21266925021754
Vabc,280.11377747174976
WPol,36
apol,47.561859999999974
bpol,30.166139999999995
nRot,3
ABCGG,15.71342640087247
ATS0Z,1142.0
ATS0d,140.0
ATS0i,6813.22652815258
ATS0m,4516.686917000001
ATS0p,66.27427009697999
ATS0s,193.02169067215362
ATS0v,9130.523230710962
ATS1Z,1354.0
ATS1d,176.0
ATS1i,6356.007213522997
ATS1m,5187.072748000003
ATS1p,84.52152620000004
ATS1s,114.25308641975309
ATS1v,11745.212070162244
ATS2Z,1903.0
ATS2d,289.0
ATS2i,12407.698564488237
ATS2m,7208.033644
ATS2p,128.478057333037
ATS2s,267.0216049382716
ATS2v,17599.113694991807
ATS3Z,2104.0
ATS3d,312.0
ATS3i,15027.26906671064
ATS3m,7693.985058999998
ATS3p,151.30173855103703
ATS3s,280.31790123456784
ATS3v,19751.006993235053
ATS4Z,2058.0
ATS4d,314.0
ATS4i,17230.833388457377
ATS4m,7298.136429999999
ATS4p,150.45707501558394
ATS4s,380.9475308641974
ATS4v,20115.611461099736
ATS5Z,1715.0
ATS5d,276.0
ATS5i,16196.00275897757
ATS5m,5959.391346999997
ATS5p,137.20930429194303
ATS5s,352.1265432098764
ATS5v,18361.7098975007
ATS6Z,1647.0
ATS6d,261.0
ATS6i,16328.318936766074
ATS6m,5888.423373999997
ATS6p,132.97725374922499
ATS6s,239.7361111111112
ATS6v,16741.49199507774
ATS7Z,1445.0
ATS7d,230.0
ATS7i,15785.842106953854
ATS7m,5017.4156559999965
ATS7p,115.17070274607401
ATS7s,310.27777777777766
ATS7v,14520.624314635983
ATS8Z,851.0
ATS8d,170.0
ATS8i,14496.921953980927
ATS8m,2627.4274039999996
ATS8p,85.58523788698
ATS8s,232.0
ATS8v,10712.28839363217
C1SP1,0
C1SP2,0
C1SP3,5
C2SP1,0
C2SP2,6
C2SP3,2
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.4375
GGI10,0.0
JGI10,0.0
JGT10,0.5375608881352587
Kier1,16.84375
Kier2,6.481481481481482
Kier3,3.1653477717617657
MAXdO,12.833809760015116
MID_C,32.43865066359191
MID_N,4.151365582111514
MID_O,5.48286812774178
MID_X,0.0
MID_h,11.879586204302043
MINdO,12.833809760015116
MPC10,70
MWC01,24.0
MWC02,4.795790545596741
MWC03,5.673323267171493
MWC04,6.586171654854675
MWC05,7.480428306074208
MWC06,8.395477432732141
MWC07,9.295692039075686
MWC08,10.210788411857061
MWC09,11.114043639426223
MWC10,12.028720719639104
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,3.0513600000000016
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.262690188904886
SRW05,3.044522437723423
SRW06,6.823286122355687
SRW07,5.2832037287379885
SRW08,8.473241303887054
SRW09,7.273092595999522
SRW10,10.172330783101328
SaaCH,5.518408919123205
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.322732531284119
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,5.531979481607458
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.5758392384731672
SsssP,0
VE1_A,4.277690006195298
VE1_D,4.62936626209033
VE2_A,0.19444045482705902
VE2_D,0.21042573918592408
VE3_A,2.2418705060790236
VE3_D,2.3208773426556046
VR1_A,126.67881091452728
VR1_D,121.60268902791388
VR2_A,5.758127768842149
VR2_D,5.527394955814267
VR3_A,5.630112195461821
VR3_D,5.58921644336823
WPath,985
Xc-3d,2.1577568589824487
Xc-4d,0.16666666666666666
Xc-5d,0.8609618568023515
Xc-6d,0.15137471507731048
Xp-0d,15.905412915006313
Xp-1d,10.408720733802744
Xp-2d,10.068925128703254
Xp-3d,8.535210419312122
Xp-4d,7.114442906456063
Xp-5d,4.645259659531797
Xp-6d,2.988013867475696
Xp-7d,2.269642313100516
ZMIC0,72.62254317940828
ZMIC1,38.421147431517326
ZMIC2,30.175582101991797
ZMIC3,25.9679615446211
ZMIC4,25.056602526419667
ZMIC5,25.056602526419667
nAcid,0
nAtom,42
nBase,0
nRing,3
piPC1,3.481240089335692
piPC2,4.154969184038536
piPC3,4.706146103328094
piPC4,5.250635962476888
piPC5,5.611073076551934
piPC6,5.916202062607435
piPC7,6.376673800227811
piPC8,6.594840864979177
piPC9,6.808331964324321
AATS0Z,27.19047619047619
AATS0d,3.3333333333333335
AATS0i,162.2196792417281
AATS0m,107.54016469047622
AATS0p,1.577958811832857
AATS0s,4.595754539813181
AATS0v,217.3934102550229
AATS1Z,30.772727272727273
AATS1d,4.0
AATS1i,144.45470939824992
AATS1m,117.88801700000008
AATS1p,1.9209437772727282
AATS1s,2.5966610549943883
AATS1v,266.93663795823284
AATS2Z,23.7875
AATS2d,3.6125
AATS2i,155.09623205610296
AATS2m,90.10042055
AATS2p,1.6059757166629622
AATS2s,3.3377700617283947
AATS2v,219.98892118739758
AATS3Z,21.690721649484537
AATS3d,3.216494845360825
AATS3i,154.92029965681073
AATS3m,79.31943359793812
AATS3p,1.559811737639557
AATS3s,2.8898752704594624
AATS3v,203.61862879623766
AATS4Z,18.880733944954127
AATS4d,2.8807339449541285
AATS4i,158.08104026107685
AATS4m,66.95538009174311
AATS4p,1.3803401377576507
AATS4s,3.494931475818325
AATS4v,184.5468941385297
AATS5Z,16.813725490196077
AATS5d,2.7058823529411766
AATS5i,158.7843407742899
AATS5m,58.42540536274507
AATS5p,1.3451892577641473
AATS5s,3.4522210118615333
AATS5v,180.01676370098724
AATS6Z,15.990291262135923
AATS6d,2.533980582524272
AATS6i,158.52736831811723
AATS6m,57.16915897087376
AATS6p,1.291041298536165
AATS6s,2.3275350593311765
AATS6v,162.53875723376447
AATS7Z,14.744897959183673
AATS7d,2.3469387755102042
AATS7i,161.08002149952912
AATS7m,51.19811893877547
AATS7p,1.1752112525109593
AATS7s,3.166099773242629
AATS7v,148.1696358636325
AATS8Z,9.895348837209303
AATS8d,1.9767441860465116
AATS8i,168.56885993001077
AATS8m,30.55148144186046
AATS8p,0.9951771847323255
AATS8s,2.697674418604651
AATS8v,124.56149294921129
AMID_C,1.4744841210723594
AMID_N,0.18869843555052335
AMID_O,0.24922127853371726
AMID_X,0.0
AMID_h,0.5399811911046384
ATS0dv,300.44444444444446
ATS0pe,261.4804
ATS0se,324.21980499999995
ATS1dv,253.0
ATS1pe,284.39570000000003
ATS1se,342.6516479999998
ATS2dv,462.33333333333337
ATS2pe,507.62379999999996
ATS2se,620.3276959999997
ATS3dv,381.0
ATS3pe,608.1154999999998
ATS3se,751.1201660000002
ATS4dv,387.66666666666663
ATS4pe,695.2284999999998
ATS4se,861.5054200000002
ATS5dv,311.33333333333337
ATS5pe,653.2585000000004
ATS5se,806.3856319999999
ATS6dv,264.66666666666663
ATS6pe,608.7774000000002
ATS6se,765.9996999999996
ATS7dv,294.0
ATS7pe,591.9386000000001
ATS7se,743.4123199999999
ATS8dv,84.0
ATS8pe,523.88
ATS8se,662.4087360000001
ATSC0Z,453.90476190476187
ATSC0c,0.40282611506059013
ATSC0d,29.90476190476191
ATSC0i,64.01656737542757
ATSC0m,2072.3858301190476
ATSC0p,12.414019462227618
ATSC0s,73.59194142334573
ATSC0v,2173.9077093174997
ATSC1Z,127.9569160997732
ATSC1c,-0.1669839959690622
ATSC1d,14.480725623582767
ATSC1i,-8.886054400030808
ATSC1m,553.5944663514737
ATSC1p,-1.1658636154879856
ATSC1s,-14.072795842159456
ATSC1v,12.329741954798305
ATSC2Z,198.18140589569163
ATSC2c,0.0005909716040219653
ATSC2d,3.276643990929704
ATSC2i,13.806751530841062
ATSC2m,919.436333225623
ATSC2p,4.260994493663915
ATSC2s,38.99062973383227
ATSC2v,730.6389662313658
ATSC3Z,-75.16099773242628
ATSC3c,-0.0033894861228276627
ATSC3d,-14.970521541950113
ATSC3i,-1.4782426211929556
ATSC3m,-317.8255787749436
ATSC3p,-1.1718841465234573
ATSC3s,4.040739389605865
ATSC3v,-83.26113037265047
ATSC4Z,-292.8956916099774
ATSC4c,0.12433213161755036
ATSC4d,-12.276643990929706
ATSC4i,-15.627975300386234
ATSC4m,-1289.9349158327664
ATSC4p,-4.470277790254348
ATSC4s,-25.338826668641858
ATSC4v,-412.81686010139526
ATSC5Z,-305.3401360544218
ATSC5c,-0.1304083576334011
ATSC5d,2.6122448979591835
ATSC5i,-1.6826642739950117
ATSC5m,-1422.8752982176873
ATSC5p,-1.030448639810743
ATSC5s,-60.4027212050801
ATSC5v,-1020.7306050594107
ATSC6Z,136.85260770975057
ATSC6c,-0.2825875199780704
ATSC6d,-9.766439909297054
ATSC6i,-20.489403001658903
ATSC6m,592.0653306842405
ATSC6p,-1.4881493752622559
ATSC6s,-6.645136624036905
ATSC6v,-195.7843599346315
ATSC7Z,-58.015873015873055
ATSC7c,0.38985800016494454
ATSC7d,-15.01587301587302
ATSC7i,-29.58480976743803
ATSC7m,-249.14217503968266
ATSC7p,-7.613213347551394
ATSC7s,58.98451142574085
ATSC7v,-726.7307521609596
ATSC8Z,-196.94784580498862
ATSC8c,-0.1258612551700597
ATSC8d,0.38548752834467326
ATSC8i,14.377058351198176
ATSC8m,-922.1521403390018
ATSC8p,1.192411690327259
ATSC8s,-46.483536664551515
ATSC8v,-457.4895978865781
AXp-0d,0.7229733143184688
AXp-1d,0.433696697241781
AXp-2d,0.2796923646862015
AXp-3d,0.1741879677410637
AXp-4d,0.11292766518184226
AXp-5d,0.07038272211411814
AXp-6d,0.04208470235881262
AXp-7d,0.02767856479390873
GATS1Z,0.8386070365849007
GATS1c,1.4297224801343076
GATS1d,0.794567892298784
GATS1i,1.363544089471316
GATS1m,0.8311352285430894
GATS1p,1.3324033968254496
GATS1s,0.7243522307778586
GATS1v,1.048859309828882
GATS2Z,0.7039885386067982
GATS2c,1.0354766917980605
GATS2d,1.1825039808917197
GATS2i,0.9932336102593771
GATS2m,0.700338461412553
GATS2p,0.8229929769608988
GATS2s,0.5020488652871762
GATS2v,0.8088909291343855
GATS3Z,1.3469944971036252
GATS3c,1.1621059715337323
GATS3d,1.491159957974916
GATS3i,1.1273673903089172
GATS3m,1.311259462139997
GATS3p,1.2923998530295402
GATS3s,0.8628053359335655
GATS3v,1.0380749346697768
GATS4Z,1.505731538766569
GATS4c,1.1915525505564202
GATS4d,1.3584409513235551
GATS4i,1.128927759350567
GATS4m,1.4701849305558659
GATS4p,1.3147694155081042
GATS4s,1.802325067818856
GATS4v,1.0469519965092255
GATS5Z,1.1406037866258547
GATS5c,1.2290190009175221
GATS5d,0.9005713750468338
GATS5i,0.9975357251692956
GATS5m,1.1542781495351813
GATS5p,0.9155589581523859
GATS5s,2.0596549268696
GATS5v,1.111827676161045
GATS6Z,0.772605510717094
GATS6c,1.0036210445260834
GATS6d,1.0914909405726299
GATS6i,1.0828861845839803
GATS6m,0.7857406287099725
GATS6p,1.0123205236600639
GATS6s,0.6960414226976648
GATS6v,1.0511276521862845
GATS7Z,1.1180309933457226
GATS7c,0.5243660940056715
GATS7d,1.2171292083712464
GATS7i,1.160017656204474
GATS7m,1.1076504228456097
GATS7p,1.3008887638121542
GATS7s,0.5394937721036809
GATS7v,1.1390289262231281
GATS8Z,0.9552639090846989
GATS8c,1.1938894886050013
GATS8d,0.7333358021033919
GATS8i,0.7612741527112084
GATS8m,0.9849966868745488
GATS8p,0.6588653709623519
GATS8s,1.6331392091090164
GATS8v,0.9899593762028605
MATS1Z,0.2690888108953572
MATS1c,-0.39568888007702774
MATS1d,0.46221771858714533
MATS1i,-0.1324991823858533
MATS1m,0.2549868242859778
MATS1p,-0.08964621154092252
MATS1s,-0.18253524834470614
MATS1v,0.0054138908879283075
MATS2Z,0.22922261854804868
MATS2c,0.0007702084857752204
MATS2d,0.057523885350318445
MATS2i,0.11322919754791279
MATS2m,0.23292191440805368
MATS2p,0.18020127292213348
MATS2s,0.27815655103465137
MATS2v,0.17644974330207147
MATS3Z,-0.07169772140289246
MATS3c,-0.0036432904748683564
MATS3d,-0.21675750213408623
MATS3i,-0.009998408874506187
MATS3m,-0.06640423663256123
MATS3p,-0.04087425154348386
MATS3s,0.023774321817758178
MATS3v,-0.016583597792432122
MATS4Z,-0.24864002279140862
MATS4c,0.11892921546826607
MATS4d,-0.15818383684917897
MATS4i,-0.09406609717981658
MATS4m,-0.23983909494882197
MATS4p,-0.13875379886334224
MATS4s,-0.1326719257445724
MATS4v,-0.0731710211660669
MATS5Z,-0.27699266865789546
MATS5c,-0.13330208002388652
MATS5d,0.03596852753840389
MATS5i,-0.010823163257364068
MATS5m,-0.2827127169867857
MATS5p,-0.034179290792122126
MATS5s,-0.3379678297712834
MATS5v,-0.1933388595918629
MATS6Z,0.12294203683861007
MATS6c,-0.2860536052832564
MATS6d,-0.1331704903840208
MATS6i,-0.13051156188762145
MATS6m,0.11649601847308765
MATS6p,-0.04888168523505943
MATS6s,-0.03682016412191258
MATS6v,-0.03672391374043654
MATS7Z,-0.054777891013728236
MATS7c,0.41477449903057867
MATS7d,-0.21519563239308467
MATS7i,-0.19806129422227847
MATS7m,-0.05152284691505348
MATS7p,-0.2628323348700211
MATS7s,0.34350332164627706
MATS7v,-0.14327012839850187
MATS8Z,-0.211903112160751
MATS8c,-0.15258972127139944
MATS8d,0.006295363649829688
MATS8i,0.10968026506818365
MATS8m,-0.21731154706716127
MATS8p,0.04690991461084954
MATS8s,-0.30847483641447604
MATS8v,-0.10277582231233742
MAXaaN,3.9494038170823886
MAXaaO,5.195352103804485
MINaaN,3.9494038170823886
MINaaO,5.195352103804485
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.4263307823129243
SdssSe,0
SdsssP,0
SpAD_A,27.919560063564546
SpAD_D,184.34568845300402
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.081661837574536
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,638
TMWC10,121.58043601642734
TSRW10,72.22418745882051
VE1_Dt,4.633015076662624
VE2_Dt,0.21059159439375563
VE3_Dt,2.3216652209835633
VR1_Dt,120.39544928202922
VR2_Dt,5.472520421910419
VR3_Dt,5.579239095863793
Xc-3dv,1.3716303094543874
Xc-4dv,0.04564354645876384
Xc-5dv,0.42782122414202095
Xc-6dv,0.035997930146750165
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.24056261216234406
Xch-6d,0.38821581067811123
Xch-7d,0.6132535927538454
Xp-0dv,13.904394866098164
Xp-1dv,8.890889525764187
Xp-2dv,7.696996042993379
Xp-3dv,6.233670165704149
Xp-4dv,4.76409384132001
Xp-5dv,2.9297924269998714
Xp-6dv,1.890656339437062
Xp-7dv,1.1990042103577923
Xpc-4d,5.099565092211913
Xpc-5d,8.458547045591525
Xpc-6d,12.121172499657327
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,44
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,6.87429544008183
AATS0dv,7.1534391534391535
AATS0pe,6.225723809523809
AATS0se,7.719519166666665
AATS1dv,5.75
AATS1pe,6.463538636363637
AATS1se,7.78753745454545
AATS2dv,5.779166666666667
AATS2pe,6.345297499999999
AATS2se,7.754096199999997
AATS3dv,3.9278350515463916
AATS3pe,6.269231958762885
AATS3se,7.743506865979383
AATS4dv,3.5565749235474002
AATS4pe,6.378243119266053
AATS4se,7.903719449541286
AATS5dv,3.0522875816993467
AATS5pe,6.404495098039219
AATS5se,7.905741490196077
AATS6dv,2.5695792880258894
AATS6pe,5.9104601941747585
AATS6se,7.436890291262133
AATS7dv,3.0
AATS7pe,6.040189795918368
AATS7se,7.585839999999999
AATS8dv,0.9767441860465116
AATS8pe,6.091627906976744
AATS8se,7.702427162790698
AATSC0Z,10.807256235827664
AATSC0c,0.009591097977633098
AATSC0d,0.7120181405895692
AATSC0i,1.524203985129228
AATSC0m,49.34251976473923
AATSC0p,0.2955718919578004
AATSC0s,1.7521890815082317
AATSC0v,51.75970736470237
AATSC1Z,2.9081117295403
AATSC1c,-0.003795090817478686
AATSC1d,0.329107400535972
AATSC1i,-0.201955781818882
AATSC1m,12.581692417078948
AATSC1p,-0.026496900351999673
AATSC1s,-0.31983626913998764
AATSC1v,0.28022140806359785
AATSC2Z,2.477267573696145
AATSC2c,7.387145050274566e-06
AATSC2d,0.0409580498866213
AATSC2i,0.17258439413551327
AATSC2m,11.492954165320288
AATSC2p,0.05326243117079894
AATSC2s,0.4873828716729034
AATSC2v,9.132987077892071
AATSC3Z,-0.7748556467260441
AATSC3c,-3.4943155905439824e-05
AATSC3d,-0.15433527362835167
AATSC3i,-0.01523961465147377
AATSC3m,-3.2765523585045733
AATSC3p,-0.01208127986106657
AATSC3s,0.041657107109338815
AATSC3v,-0.858362168790211
AATSC4Z,-2.6871164367887834
AATSC4c,0.0011406617579591777
AATSC4d,-0.1126297613846762
AATSC4i,-0.14337592018702966
AATSC4m,-11.834265282869417
AATSC4p,-0.04101172284637016
AATSC4s,-0.23246629971231061
AATSC4v,-3.7873106431320664
