DLiP-ID,C1028G
DLiP-Mol-ID,40982
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H22F3N5S/c21-20(22,23)10-16-9-17-18(25-12-26-19(17)29-16)27-15-4-6-28(7-5-15)11-13-2-1-3-14(24)8-13/h1-3,8-9,12,15H,4-7,10-11,24H2,(H,25,26,27)"
Standard Inchi Key(RDKit),NIIAGYQSTWVVLA-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1cccc(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),421.492
MW Monoisotopic(RDKit),421.154801364
MolLogP(RDKit),4.4548
XLogP(SDF),
XLogP(CDK),3.362
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),67.07
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.595872663503489
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,4067962.5526087806
qed,0.5958726635034891
Chi0,20.432510652501765
Chi1,13.854287845262967
TPSA,67.07
Chi0n,15.745225336627714
Chi0v,16.561721917555438
Chi1n,9.490714169155217
Chi1v,10.307210750082943
Chi2n,7.385565276224981
Chi2v,8.500765147514231
Chi3n,5.040762910727855
Chi3v,6.083811929404345
Chi4n,3.6835919703013533
Chi4v,4.709951394798595
MolMR,109.95010000000003
MolWt,421.4920000000002
fr_SH,0
Kappa1,19.906147451486
Kappa2,8.155688549478157
Kappa3,5.157805358607978
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,979.6522770508823
MolLogP,4.454800000000003
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.381358664493516
SMR_VSA1,13.171245143024459
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,38.02536062128204
SMR_VSA6,24.139968892993668
SMR_VSA7,47.09975410247088
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,170.30971961084717
NHOHCount,3
PEOE_VSA1,11.050456081168516
PEOE_VSA2,4.899909730850478
PEOE_VSA3,9.967957041894417
PEOE_VSA4,13.171245143024459
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
PEOE_VSA7,36.60419594293385
PEOE_VSA8,36.24064351527055
PEOE_VSA9,11.807045837390806
RingCount,4
SMR_VSA10,33.05865556453869
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,421.154801364
NumHDonors,2
PEOE_VSA10,16.975579272220138
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,6.176298517443475
SlogP_VSA1,11.050456081168516
SlogP_VSA2,40.17551893116148
SlogP_VSA3,12.965578028838586
SlogP_VSA4,0.0
SlogP_VSA5,23.282241931250315
SlogP_VSA6,36.65915541707259
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
