DLiP-ID,T005CI
SRW03,0.0
SRW04,5.564520407322694
SRW05,0.0
SRW06,7.0825485693553
SRW07,0.0
SRW08,8.688285266258644
SRW09,0.0
SRW10,10.341710224882465
SaaCH,3.7590687191603984
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-0.757684519146528
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.845948059203981
SdssS,0
SsCH3,5.587348301208746
SsNH2,5.3827308165984045
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.8637174576365596
SssPH,0
SssSe,0
SsssB,0
SsssN,1.7417556712767752
SsssP,0
VE1_A,4.675777039079619
VE1_D,5.637070156427812
VE2_A,0.14169021330544299
VE2_D,0.17082030777053975
VE3_A,2.7363178289693058
VE3_D,2.9232869231974257
VR1_A,349.69892219722647
VR1_D,213.38410896014886
VR2_A,10.59693703627959
VR2_D,6.466185120004511
VR3_A,7.050995030458738
VR3_D,6.557016338588675
WPath,3430
Xc-3d,3.1082142231284795
Xc-4d,0.16666666666666666
Xc-5d,1.1125710800904902
Xc-6d,0.17955837819827097
Xp-0d,24.758784066134826
Xp-1d,15.46647004406711
Xp-2d,14.530822758079026
Xp-3d,11.14141026592819
Xp-4d,8.349663825364011
Xp-5d,6.244805716383305
Xp-6d,4.101168555577761
Xp-7d,3.023639816332317
ZMIC0,108.85573101638637
ZMIC1,48.33536271940962
ZMIC2,33.342233821164335
ZMIC3,28.531679623334007
ZMIC4,27.818213724561296
ZMIC5,27.818213724561296
nAcid,1
nAtom,68
nBase,2
nRing,2
piPC1,3.7376696182833684
piPC2,4.212127597878484
piPC3,4.5976419195673
piPC4,4.944317413058608
piPC5,5.3128980498630645
piPC6,5.491517041489175
piPC7,5.710530488842704
piPC8,5.3517100182421435
piPC9,5.488808585586997
AATS0Z,21.058823529411764
AATS0d,2.926470588235294
AATS0i,167.72796648968702
AATS0m,83.34553923749664
AATS0p,1.3267370098487499
AATS0s,5.879595588235294
AATS0v,195.12059563959977
AATS1Z,22.434782608695652
AATS1d,3.5942028985507246
AATS1i,149.47925530142544
AATS1m,83.82809904108987
AATS1p,1.7011208186376812
AATS1s,3.177536231884058
AATS1v,245.23429215403314
AATS2Z,18.544
AATS2d,3.256
AATS2i,155.9738162437367
AATS2m,68.3351285093632
AATS2p,1.4480010442182558
AATS2s,3.120444444444445
AATS2v,201.12718503456506
AATS3Z,15.511111111111111
AATS3d,2.7222222222222223
AATS3i,160.28169941588374
AATS3m,55.2464856829511
AATS3p,1.2599569209009334
AATS3s,2.9462191358024694
AATS3v,170.901075753723
AATS4Z,13.730232558139535
AATS4d,2.372093023255814
AATS4i,167.08795183861952
AATS4m,47.95203128611722
AATS4p,1.101252385920214
AATS4s,3.281330749354005
AATS4v,147.55581988584612
AATS5Z,13.358490566037736
AATS5d,2.339622641509434
AATS5i,165.4236077993653
AATS5m,46.30900569778868
AATS5p,1.1110899069009292
AATS5s,3.1948375262054505
AATS5v,147.96050490583727
AATS6Z,12.604651162790697
AATS6d,2.269767441860465
AATS6i,165.48522426537787
AATS6m,43.03921477382698
AATS6p,1.1092197214636976
AATS6s,3.0225452196382427
AATS6v,144.81901836024844
AATS7Z,12.666666666666666
AATS7d,2.2582159624413145
AATS7i,164.32469590632297
AATS7m,44.14146317461032
AATS7p,1.110714598091488
AATS7s,2.9314032342201357
AATS7v,144.00933526004385
AATS8Z,12.134615384615385
AATS8d,2.1490384615384617
AATS8i,167.72932598140773
AATS8m,41.18060754643846
AATS8p,1.0667644416268893
AATS8s,3.4257478632478637
AATS8v,138.271981139314
AMID_C,1.4718738556122024
AMID_N,0.23166049431889113
AMID_O,0.21059791838962458
AMID_X,0.05380340606417802
AMID_h,0.4960618187726937
ATS0dv,456.0
ATS0pe,425.60119999999995
ATS0se,526.332032
ATS1dv,407.0
ATS1pe,445.176
ATS1se,534.5214759999999
ATS2dv,563.0
ATS2pe,777.9674
ATS2se,952.0586319999999
ATS3dv,583.0
ATS3pe,1108.1860000000001
ATS3se,1371.122808
ATS4dv,612.0
ATS4pe,1329.1166000000003
ATS4se,1658.153056
ATS5dv,534.0
ATS5pe,1301.8064000000002
ATS5se,1627.8243160000002
ATS6dv,530.0
ATS6pe,1309.8188999999998
ATS6se,1642.549332
ATS7dv,506.0
ATS7pe,1268.2439
ATS7se,1594.6749680000003
ATS8dv,493.0
ATS8pe,1270.7935999999997
ATS8se,1594.5287160000003
ATSC0Z,527.529411764706
ATSC0c,1.475326537978394
ATSC0d,42.98529411764706
ATSC0i,114.7858068420822
ATSC0m,2520.913177423521
ATSC0p,14.86384000221463
ATSC0s,177.0256331699347
ATSC0v,3293.3327771207864
ATSC1Z,-3.2871972318339044
ATSC1c,-0.9958829047738509
ATSC1d,15.514922145328725
ATSC1i,-2.306664509813556
ATSC1m,-11.05328277082575
ATSC1p,0.5402665000808811
ATSC1s,-11.120883494329103
ATSC1v,113.76121888759603
ATSC2Z,100.15916955017305
ATSC2c,0.45850608597693604
ATSC2d,-7.5170847750865
ATSC2i,-3.5645251002759313
ATSC2m,467.5909790814831
ATSC2p,0.2016836933058308
ATSC2s,50.079105692522106
ATSC2v,198.91894213669804
ATSC3Z,-36.401384083044945
ATSC3c,-0.26766469546787924
ATSC3d,-8.872837370242213
ATSC3i,-61.17679376782164
ATSC3m,-175.68846583410232
ATSC3p,-5.595193042973456
ATSC3s,-10.175389273356394
ATSC3v,-792.1249234999764
ATSC4Z,-23.570934256055367
ATSC4c,0.26050160968907304
ATSC4d,-3.997621107266436
ATSC4i,11.216793843420724
ATSC4m,-91.37658215332344
ATSC4p,0.09640787408752954
ATSC4s,-8.438480692522104
ATSC4v,1.5827816413608957
ATSC5Z,-66.76816608996542
ATSC5c,-0.3494432753996146
ATSC5d,-2.1600346020761236
ATSC5i,4.903796970228779
ATSC5m,-300.2957225965169
ATSC5p,-0.46963037801251634
ATSC5s,-30.609939686658972
ATSC5v,-173.98154072412729
ATSC6Z,-119.68858131487892
ATSC6c,0.02796741605145697
ATSC6d,-4.791738754325259
ATSC6i,8.84602954333234
ATSC6m,-569.5425126431965
ATSC6p,1.2306616008881468
ATSC6s,-35.1165852676855
ATSC6v,-242.21296497880394
ATSC7Z,115.2387543252595
ATSC7c,0.29044856134716984
ATSC7d,-4.262759515570936
ATSC7i,-22.710480139792413
ATSC7m,540.3580677502666
ATSC7p,-2.738258270887143
ATSC7s,41.02295541378317
ATSC7v,-65.76090905206969
ATSC8Z,-107.03114186851211
ATSC8c,-0.16643896331536107
ATSC8d,-1.2638408304498288
ATSC8i,37.331416267440225
ATSC8m,-525.8731489868522
ATSC8p,1.8933822621228757
ATSC8s,9.484603277585528
ATSC8v,-179.90662709816064
AXp-0d,0.7502661838222675
AXp-1d,0.45489617776667973
AXp-2d,0.30272547412664635
AXp-3d,0.1888374621343761
AXp-4d,0.12100962065744944
AXp-5d,0.07709636686892969
AXp-6d,0.0482490418303266
AXp-7d,0.03251225608959481
GATS1Z,0.8973330295155721
GATS1c,1.6918845007395957
GATS1d,1.0165256065090957
GATS1i,1.280519978818021
GATS1m,0.899969007314722
GATS1p,1.2245094813955815
GATS1s,0.6665996973505272
GATS1v,1.1209183983471824
GATS2Z,0.7996369313113291
GATS2c,0.6720741190666052
GATS2d,1.6147848101265825
GATS2i,1.1328363017427625
GATS2m,0.8062077962185592
GATS2p,1.1458871349728381
GATS2s,0.4257752820267271
GATS2v,1.0662667750903219
GATS3Z,0.9659598324908314
GATS3c,0.9569799858527749
GATS3d,1.2729159539286121
GATS3i,1.2548828627029949
GATS3m,0.9684832942347782
GATS3p,1.2160135608475178
GATS3s,0.7925441873120901
GATS3v,1.1358950564880197
GATS4Z,1.0136941684127543
GATS4c,0.9820858041004994
GATS4d,1.0765715376842842
GATS4i,0.9282869857508323
GATS4m,1.007858670843375
GATS4p,0.9520732479865599
GATS4s,1.018383536225055
GATS4v,0.9626314461469492
GATS5Z,1.034628890141888
GATS5c,1.0651676605421223
GATS5d,1.0954821551907772
GATS5i,0.9329143286882259
GATS5m,1.0294669733117303
GATS5p,0.9963898840465452
GATS5s,1.1024633660366032
GATS5v,1.0001755903554506
GATS6Z,1.0585897143331326
GATS6c,0.8465379823508297
GATS6d,1.0403233377622545
GATS6i,0.9373051746653484
GATS6m,1.057455257063847
GATS6p,0.968504712209565
GATS6s,1.0681257814417544
GATS6v,1.0133341172303858
GATS7Z,0.8726523204047358
GATS7c,0.6453750653344621
GATS7d,1.0061853616854508
GATS7i,1.0378950260020763
GATS7m,0.8780336005868827
GATS7p,1.0816029734987391
GATS7s,0.7028933013151677
GATS7v,1.0282877822949217
GATS8Z,1.0765076039593768
GATS8c,0.7352351768213694
GATS8d,0.8580192899813154
GATS8i,0.9744040597891229
GATS8m,1.082615853756442
GATS8p,0.9477021930744378
GATS8s,1.1339061381237028
GATS8v,0.9965052353671645
MATS1Z,-0.006140997297961178
MATS1c,-0.6652424354423099
MATS1d,0.35570463143385556
MATS1i,-0.01980414349057024
MATS1m,-0.004321089026173418
MATS1p,0.03582092855715727
MATS1s,-0.06191030684947698
MATS1v,0.0340422645258459
MATS2Z,0.10328635147190011
MATS2c,0.16906583346168075
MATS2d,-0.09513239822100576
MATS2i,-0.016893217967425597
MATS2m,0.10090371017073388
MATS2p,0.007381398692533349
MATS2s,0.15389315665138864
MATS2v,0.03285787129503765
MATS3Z,-0.02606799484587171
MATS3c,-0.06853924961044923
MATS3d,-0.07797924506785264
MATS3i,-0.20134225508361492
MATS3m,-0.026328236449550537
MATS3p,-0.14220683172701393
MATS3s,-0.021714572510650797
MATS3v,-0.09086454773144176
MATS4Z,-0.014131900504118
MATS4c,0.05584608197875978
MATS4d,-0.029413870744456557
MATS4i,0.030906583489463776
MATS4m,-0.01146429819987648
MATS4p,0.002051407491611683
MATS4s,-0.015076431451706208
MATS4v,0.00015200428837691332
MATS5Z,-0.04059717570228739
MATS5c,-0.0759734038644431
MATS5d,-0.016118100426674577
MATS5i,0.0137030531264429
MATS5m,-0.03820888016878658
MATS5p,-0.010134403960396695
MATS5s,-0.05546249074324067
MATS5v,-0.016944962331956297
MATS6Z,-0.0717590191481858
MATS6c,0.005995627479645712
MATS6d,-0.03525686416472404
MATS6i,0.024374215524307668
MATS6m,-0.07145600162077241
MATS6p,0.026186537682686334
MATS6s,-0.0627402976788727
MATS6v,-0.023261205724883976
MATS7Z,0.06973987846197015
MATS7c,0.06285073841013943
MATS7d,-0.031659222067494504
MATS7i,-0.06316368136968602
MATS7m,0.06843102747493252
MATS7p,-0.05881291368396816
MATS7s,0.07398098304932844
MATS7v,-0.006374725681096185
MATS8Z,-0.06632985658409386
MATS8c,-0.03688182690830295
MATS8d,-0.009612095055133042
MATS8i,0.10632413368700051
MATS8m,-0.06819753630456996
MATS8p,0.04164404049240036
MATS8s,0.017515744083945337
MATS8v,-0.01785899939975187
MAXdNH,7.4104540348236165
MAXsOH,9.000774630445564
MINdNH,7.4104540348236165
MINsOH,9.000774630445564
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,9
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.93235248752293
SpAD_D,434.0539650965609
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.553966818092727
SssNH2,0
SsssAs,0
SsssCH,-0.45159323583298994
SsssNH,0
SssssB,0
SssssC,-0.9302916614176531
SssssN,0
TMPC10,753
TMWC10,144.05667193299763
TSRW10,68.91117097241636
VE1_Dt,5.642966880106268
VE2_Dt,0.17099899636685661
VE3_Dt,2.924332438242545
VR1_Dt,213.2006750589648
VR2_Dt,6.460626516938327
VR3_Dt,6.556156327076957
Xc-3dv,1.6887895643057875
Xc-4dv,0.14433756729740643
Xc-5dv,0.3798302647892222
Xc-6dv,0.07738335014271937
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.15137471507731048
Xch-7d,0.25364688940716357
Xp-0dv,19.618092400030864
Xp-1dv,11.428736408866339
Xp-2dv,9.331703618819887
Xp-3dv,6.4637928295174065
Xp-4dv,4.26815626099661
Xp-5dv,2.952669834618427
Xp-6dv,1.7131053530250036
Xp-7dv,1.0083278605578183
Xpc-4d,6.668692411677353
Xpc-5d,9.188701882785166
Xpc-6d,13.331819857373862
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,69
nFRing,0
nHBAcc,4
nHBDon,4
nHRing,1
nSpiro,0
naRing,1
piPC10,5.709391713420712
AATS0dv,6.705882352941177
AATS0pe,6.258841176470588
AATS0se,7.740176941176471
AATS1dv,5.898550724637682
AATS1pe,6.451826086956522
AATS1se,7.746688057971013
AATS2dv,4.504
AATS2pe,6.2237392
AATS2se,7.616469055999999
AATS3dv,3.238888888888889
AATS3pe,6.15658888888889
AATS3se,7.617348933333334
AATS4dv,2.8465116279069766
AATS4pe,6.181937674418606
AATS4se,7.7123397953488375
AATS5dv,2.518867924528302
AATS5pe,6.140596226415095
AATS5se,7.678416584905661
AATS6dv,2.4651162790697674
AATS6pe,6.092180930232557
AATS6se,7.639764334883721
AATS7dv,2.375586854460094
AATS7pe,5.954196713615024
AATS7se,7.486736938967137
AATS8dv,2.3701923076923075
AATS8pe,6.109584615384614
AATS8se,7.6660034423076935
AATSC0Z,7.757785467128029
AATSC0c,0.021695978499682265
AATSC0d,0.6321366782006921
AATSC0i,1.6880265712070912
AATSC0m,37.072252609169425
AATSC0p,0.21858588238550927
AATSC0s,2.603318134851981
AATSC0v,48.43136436942333
AATSC1Z,-0.04764053959179572
AATSC1c,-0.014433085576432622
AATSC1d,0.2248539441351989
AATSC1i,-0.03342992043208052
AATSC1m,-0.16019250392501086
AATSC1p,0.007829949276534508
AATSC1s,-0.16117222455549424
AATSC1v,1.6487133172115367
AATSC2Z,0.8012733564013844
AATSC2c,0.0036680486878154883
AATSC2d,-0.060136678200692004
AATSC2i,-0.028516200802207452
AATSC2m,3.740727832651865
AATSC2p,0.0016134695464466464
AATSC2s,0.40063284554017686
AATSC2v,1.5913515370935842
AATSC3Z,-0.20222991157247192
AATSC3c,-0.0014870260859326625
AATSC3d,-0.04929354094579007
AATSC3i,-0.339871076487898
AATSC3m,-0.9760470324116796
AATSC3p,-0.031084405794296978
AATSC3s,-0.05652994040753553
AATSC3v,-4.400694019444313
AATSC4Z,-0.1096322523537459
