DLiP-ID,C000XP
AATSC5i,-0.07281375576832509
AATSC5m,-4.5929238742497
AATSC5p,-0.008879274557296741
AATSC5s,-0.2066463540148568
AATSC5v,-2.1499766190080427
AATSC6Z,-0.6848086734693875
AATSC6c,0.0005215091888366515
AATSC6d,0.14969387755102045
AATSC6i,0.07172111731527402
AATSC6m,-3.409076096938777
AATSC6p,-0.02100935669793916
AATSC6s,-1.072759082542482
AATSC6v,0.9149723404577742
AATSC7Z,1.30045918367347
AATSC7c,0.003779473665492987
AATSC7d,0.09731292517006807
AATSC7i,-0.06227416701170337
AATSC7m,6.42537680484694
AATSC7p,-0.020110020181644945
AATSC7s,0.27976261629480353
AATSC7v,6.497660545156209
AATSC8Z,-1.384229266174554
AATSC8c,-0.008925025044857019
AATSC8d,0.019070777247069043
AATSC8i,0.21196967523547167
AATSC8m,-6.18875680590534
AATSC8p,0.0390251249347248
AATSC8s,-0.8512078061239383
AATSC8v,3.5495035992918913
ATS0are,234.7136
ATS1are,238.60000000000002
ATS2are,383.6419999999999
ATS3are,433.24000000000007
ATS4are,482.046
ATS5are,417.21400000000006
ATS6are,406.88400000000007
ATS7are,293.60600000000005
ATS8are,309.78
ATSC0dv,173.63174603174602
ATSC0pe,6.46218857142857
ATSC0se,4.972728742857141
ATSC1dv,65.49623582766439
ATSC1pe,-0.67102824489796
ATSC1se,-0.654276249795918
ATSC2dv,60.11283446712019
ATSC2pe,2.5083992653061196
ATSC2se,1.2738132906122448
ATSC3dv,-120.69804988662129
ATSC3pe,-2.2467562448979583
ATSC3se,-0.9979132440816334
ATSC4dv,-49.62893424036282
ATSC4pe,0.4313048163265321
ATSC4se,0.616266415510205
ATSC5dv,-35.15437641723356
ATSC5pe,-1.0125292244897943
ATSC5se,-1.0279665861224467
ATSC6dv,-59.43138321995469
ATSC6pe,-3.2956619591836707
ATSC6se,-1.916847844081632
ATSC7dv,65.42249433106578
ATSC7pe,2.147235673469387
ATSC7se,1.1359415526530625
ATSC8dv,-34.76580498866213
ATSC8pe,-2.9205017959183674
ATSC8se,-2.1821430832653057
AXp-0dv,0.586718063095205
AXp-1dv,0.3302643906375557
AXp-2dv,0.17623715609931456
AXp-3dv,0.10358524641982965
AXp-4dv,0.061070956607778976
AXp-5dv,0.03913052543110297
AXp-6dv,0.02667584518549016
AXp-7dv,0.01934471467886973
BertzCT,681.6957500365271
ECIndex,414
ETA_eta,17.93876004307551
GATS1dv,0.4067427668279681
GATS1pe,0.7953299668390884
GATS1se,0.8760313061139564
GATS2dv,0.6903369315755516
GATS2pe,0.537043747291096
GATS2se,0.6312887056296062
GATS3dv,1.337740999926866
GATS3pe,1.1702573135881429
GATS3se,1.1387508207910868
GATS4dv,1.0277515286002699
GATS4pe,0.8034535612297738
GATS4se,0.7680927366958726
GATS5dv,0.9958816323545545
GATS5pe,0.9111116048256096
GATS5se,0.8973307676211992
GATS6dv,1.1959778494898892
GATS6pe,1.328887781992036
GATS6se,1.2414633501259436
GATS7dv,0.6137403859046088
GATS7pe,0.5046864743449735
GATS7se,0.5356792040640221
GATS8dv,1.1978150779306767
GATS8pe,1.425379360406021
GATS8se,1.42491848495878
LogEE_A,3.9576765508502967
LogEE_D,105.55339703866201
MATS1dv,0.3667353315212313
MATS1pe,-0.10095474067609131
MATS1se,-0.12791807927136786
MATS2dv,0.2053780881365849
MATS2pe,0.2302677252485033
MATS2se,0.15195921417260785
MATS3dv,-0.38015367316341825
MATS3pe,-0.19013602092347304
MATS3se,-0.10974533974752568
MATS4dv,-0.13163163283570026
MATS4pe,0.030736834100340064
MATS4se,0.057072669062707616
MATS5dv,-0.10421000045171101
MATS5pe,-0.08064678740625937
MATS5se,-0.1064004244147638
MATS6dv,-0.18718660867736878
MATS6pe,-0.27890166218565476
MATS6se,-0.2108050165088721
MATS7dv,0.2747418211625895
MATS7pe,0.2422852043491679
MATS7se,0.16656663942628147
MATS8dv,-0.14910539022133978
MATS8pe,-0.33654879285535144
MATS8se,-0.32678238697882284
MAXaaCH,1.5094943363147728
MAXaasC,0.8047556584362141
MAXdssC,-1.0099268287561938
MAXsCH3,1.7102247677333355
MDEC-11,0.1111111111111111
MDEC-12,1.760955402756461
MDEC-13,3.8622419938640182
MDEC-22,1.9827032282500943
MDEC-23,10.21607124418805
MDEC-33,7.194512107943255
MDEO-11,0.90856029641607
MDEO-12,1.3955135191894739
MDEO-22,0.14285714285714285
MINaaCH,1.5007252036617116
MINaasC,-0.07860508494031171
MINdssC,-1.0952690982525037
MINsCH3,1.6081157955734073
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.125
SM1_Dzi,0.951904620000015
SM1_Dzm,2.1209521770251007
SM1_Dzp,-6.0696276550004296
SM1_Dzv,-2.2363879931766864
SddssSe,0
SpAD_Dt,293.4152895488722
SpAbs_A,25.467099806581114
SpAbs_D,211.10679407732397
SpMAD_A,1.2127190384086246
SpMAD_D,10.052704479872572
SpMax_A,2.3717873219075196
SpMax_D,105.55339703866201
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,126.17999999999999
TpiPC10,7.419418052240689
VAdjMat,5.459431618637297
VE1_DzZ,4.509053773429814
VE1_Dzi,4.527814576618848
VE1_Dzm,4.509030013513656
VE1_Dzp,4.4901663066088675
VE1_Dzv,4.511857287214178
VE2_DzZ,0.21471684635380067
VE2_Dzi,0.21561021793423085
VE2_Dzm,0.21471571492922173
VE2_Dzp,0.21381744317185084
VE2_Dzv,0.21485034701019895
VE3_DzZ,2.2480246698966835
VE3_Dzi,2.252176734398405
VE3_Dzm,2.2480194005031584
VE3_Dzp,2.2438270851314246
VE3_Dzv,2.2486462288181217
VR1_DzZ,109.31544298839631
VR1_Dzi,107.56662774443927
VR1_Dzm,109.31790839248464
VR1_Dzp,111.17239132660713
VR1_Dzv,109.16126861244622
VR2_DzZ,5.205497285161729
VR2_Dzi,5.1222203687828225
VR2_Dzm,5.205614685356411
VR2_Dzp,5.293923396505101
VR2_Dzv,5.198155648211725
VR3_DzZ,5.436175019852673
VR3_Dzi,5.420047793276285
VR3_Dzm,5.436197572716386
VR3_Dzp,5.453019416282431
VR3_Dzv,5.43476366208907
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05892556509887896
Xch-6dv,0.1300550143149851
Xch-7dv,0.16819810638290777
Xpc-4dv,1.2512162469618562
Xpc-5dv,1.6335284527615608
Xpc-6dv,1.788851799758584
Zagreb1,106.0
Zagreb2,122.0
fragCpx,64.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,0
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,10
nBondsD,2
nBondsM,12
nBondsO,22
nBondsS,24
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,2
AATS0are,6.706102857142858
AATS1are,6.627777777777778
AATS2are,6.5024067796610145
AATS3are,6.769375000000001
AATS4are,6.3427105263157895
AATS5are,6.1355
AATS6are,6.357562500000001
AATS7are,6.116791666666668
AATS8are,6.591063829787234
AATSC0dv,4.960907029478458
AATSC0pe,0.18463395918367342
AATSC0se,0.14207796408163262
AATSC1dv,1.8193398841017887
AATSC1pe,-0.018639673469387778
AATSC1se,-0.018174340272108833
AATSC2dv,1.0188616011376304
AATSC2pe,0.042515241784849486
AATSC2se,0.021590055773088895
AATSC3dv,-1.8859070294784577
AATSC3pe,-0.0351055663265306
AATSC3se,-0.015592394438775522
AATSC4dv,-0.6530122926363529
AATSC4pe,0.005675063372717528
AATSC4se,0.008108768625134277
AATSC5dv,-0.5169761237828464
AATSC5pe,-0.014890135654261682
AATSC5se,-0.015117155678271276
AATSC6dv,-0.928615362811792
AATSC6pe,-0.051494718112244854
AATSC6se,-0.0299507475637755
AATSC7dv,1.3629686318972036
AATSC7pe,0.04473407653061223
AATSC7se,0.02366544901360547
AATSC8dv,-0.739697978482173
AATSC8pe,-0.06213833608336952
AATSC8se,-0.04642857623968735
AETA_eta,0.8542266687178814
ATSC0are,7.177097142857142
ATSC1are,-0.7934027755102032
ATSC2are,2.697201959183671
ATSC3are,-2.1958347755101997
ATSC4are,0.655571918367345
ATSC5are,-1.0906687346938813
ATSC6are,-3.870600489795919
ATSC7are,2.189683918367343
ATSC8are,-3.2316675918367332
BCUTZ-1h,16.002002507211913
BCUTZ-1l,5.7307695671272105
BCUTc-1h,0.5013303485707409
BCUTc-1l,-0.5384078946446001
BCUTd-1h,3.2083106024492616
BCUTd-1l,0.9715286085542242
BCUTi-1h,13.6463962967847
BCUTi-1l,10.338104142169925
BCUTm-1h,32.060998688766475
BCUTm-1l,11.742453496802174
BCUTp-1h,2.9162270665768046
BCUTp-1l,0.7394081199032476
BCUTs-1h,7.009388289476865
BCUTs-1l,0.6250817380965629
BCUTv-1h,24.43422518035702
BCUTv-1l,14.699770162014472
BalabanJ,1.6848825737483188
Diameter,12
ETA_beta,24.0
GATS1are,0.8202883103997124
GATS2are,0.5491082691771436
GATS3are,1.168571336441633
GATS4are,0.7864277588425804
GATS5are,0.8901091726698894
GATS6are,1.337811068860311
GATS7are,0.5011264668352451
GATS8are,1.4292508706858544
HybRatio,0.2857142857142857
Lipinski,True
LogEE_Dt,146.7076447744361
MATS1are,-0.10747573763739461
MATS2are,0.22293624130824088
MATS3are,-0.16731655137930782
MATS4are,0.04206549170108681
MATS5are,-0.07821736313045109
MATS6are,-0.2949290779718343
MATS7are,0.22246383071442033
MATS8are,-0.33531118845722413
MAXssCH2,0.5602834467120181
MINssCH2,0.5011356764928193
NsssssAs,0
RotRatio,0.2727272727272727
SM1_Dzpe,1.5639534883720931
SM1_Dzse,1.56232490547325
SMR_VSA1,28.636431031931746
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,25.353181612874828
SMR_VSA6,0.0
SMR_VSA7,46.30062679581498
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,147.83273457555617
SpAD_Dzi,178.84349630445
SpAD_Dzm,147.8395107807072
SpAD_Dzp,188.12149129503015
SpAD_Dzv,184.58355397766059
SpAbs_Dt,293.4152895488722
SpDiam_A,4.517572257614499
SpDiam_D,164.3922385198278
SpMAD_Dt,13.97215664518439
SpMax_Dt,146.7076447744361
SsssssAs,0
VE1_Dzpe,4.526805974529035
VE1_Dzse,4.525241795522575
VE2_Dzpe,0.21556218926328738
VE2_Dzse,0.21548770454869406
VE3_Dzpe,2.2519539526510557
VE3_Dzse,2.251608355928245
VMcGowan,212.16999999999976
VR1_Dzpe,107.63752439627717
VR1_Dzse,107.79023038874305
VR2_Dzpe,5.125596399822722
VR2_Dzse,5.1328681137496694
VR3_Dzpe,5.4207066714038445
VR3_Dzse,5.42212437190576
mZagreb1,8.63888888888889
mZagreb2,4.611111111111112
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,30
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.2050599183673469
AATSC1are,-0.022038965986394533
AATSC2are,0.04571528744379103
AATSC3are,-0.03430991836734687
AATSC4are,0.008625946294307171
AATSC5are,-0.01603924609843943
AATSC6are,-0.060478132653061234
AATSC7are,0.045618414965986315
AATSC8are,-0.06875888493269645
AETA_beta,1.1428571428571428
BCUTdv-1h,6.026577866838072
BCUTdv-1l,0.6518104875437156
BCUTpe-1h,3.506700135262626
BCUTpe-1l,2.2776848537256043
BCUTse-1h,3.7195272635236587
BCUTse-1l,2.474633820266643
ETA_alpha,9.833333333333334
ETA_dBeta,-2.0
ETA_eta_B,0.5342957092633753
ETA_eta_F,16.438694220725182
ETA_eta_L,5.193837089441713
ETA_eta_R,34.37745426380069
ETA_psi_1,0.5025553662691654
LabuteASA,124.3014302699391
LogEE_DzZ,73.94785052074167
LogEE_Dzi,89.46707694365357
LogEE_Dzm,73.9503515626319
LogEE_Dzp,93.5819917319567
LogEE_Dzv,92.18528232248856
PEOE_VSA1,19.047356663788108
PEOE_VSA2,0.0
PEOE_VSA3,9.589074368143644
PEOE_VSA4,0.0
PEOE_VSA5,11.761884949391115
PEOE_VSA6,0.0
PEOE_VSA7,25.980208536304467
PEOE_VSA8,11.316305098443785
PEOE_VSA9,5.752853606746789
SM1_Dzare,1.689695550351288
SpAD_Dzpe,172.4906482691115
SpAD_Dzse,170.3214451260518
SpAbs_DzZ,146.1124964803181
SpAbs_Dzi,177.9822492673071
SpAbs_Dzm,146.12254949454407
SpAbs_Dzp,193.2336111189139
SpAbs_Dzv,186.60695263815376
SpDiam_Dt,218.9791711968551
SpMAD_DzZ,7.039654027407437
SpMAD_Dzi,8.516356966878572
SpMAD_Dzm,7.0399767038432
SpMAD_Dzp,8.958166252144293
SpMAD_Dzv,8.789693046555266
SpMax_DzZ,73.94785052074167
SpMax_Dzi,89.46707694365357
SpMax_Dzm,73.9503515626319
SpMax_Dzp,93.5819917319567
SpMax_Dzv,92.18528232248856
VE1_Dzare,4.528012345482502
VE2_Dzare,0.21561963549916674
VE3_Dzare,2.2522204121023597
VR1_Dzare,107.51297650831404
VR2_Dzare,5.119665548014955
VR3_Dzare,5.41954889671727
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,10
nAromBond,10
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46825396825396826
AETA_dBeta,-0.09523809523809523
AETA_eta_B,0.02544265282206549
AETA_eta_F,0.7827949628916754
AETA_eta_L,0.2473255756877006
AETA_eta_R,1.637021631609557
BCUTare-1h,3.5601222269116573
BCUTare-1l,2.2262498278235903
ETA_beta_s,13.0
ETA_dPsi_A,0.21144463373083455
ETA_dPsi_B,0.0
ETA_eta_BR,0.7062957092633753
ETA_eta_FL,4.6860807636680075
ETA_eta_RL,9.87991785310972
LogEE_Dzpe,86.31979811019251
LogEE_Dzse,85.23511898709606
PEOE_VSA10,22.844193748320322
PEOE_VSA11,0.0
PEOE_VSA12,5.760247418874442
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,22.15166536558511
SlogP_VSA3,11.505707213493578
SlogP_VSA4,13.847474399381248
SlogP_VSA5,43.7569670270354
SlogP_VSA6,20.967036011029915
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,173.24585380557102
SpAbs_Dzpe,171.07564273201294
SpAbs_Dzse,168.90791306871887
SpDiam_DzZ,114.15285230452173
SpDiam_Dzi,142.88084506355978
SpDiam_Dzm,114.15058060299904
SpDiam_Dzp,139.83795117210462
SpDiam_Dzv,142.397372357994
SpMAD_Dzpe,8.213840393767214
SpMAD_Dzse,8.110545006002466
SpMax_Dzpe,86.31979811019251
SpMax_Dzse,85.23511898709606
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6190476190476191
AETA_eta_BR,0.03363312901254168
AETA_eta_FL,0.2231467030318099
AETA_eta_RL,0.4704722787195105
DetourIndex,1503
EState_VSA1,11.938610575903699
EState_VSA2,11.323698910571437
EState_VSA3,28.786449470116906
EState_VSA4,5.563451491696996
EState_VSA5,23.894619086314336
EState_VSA6,13.847474399381248
EState_VSA7,0.0
EState_VSA8,0.0
EState_VSA9,19.047356663788108
ETA_beta_ns,11.0
ETA_shape_p,0.2372881355932203
ETA_shape_x,0.0
ETA_shape_y,0.4067796610169491
GhoseFilter,True
LogEE_Dzare,86.70338859565939
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,171.71708164096756
SpDiam_Dzpe,137.70750659889762
SpDiam_Dzse,135.5312206112367
SpMAD_Dzare,8.249802562170048
SpMax_Dzare,86.70338859565939
TopoPSA(NO),100.88
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,10.487842282727293
VSA_EState9,47.18602676489176
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5238095238095238
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.031746031746031717
FilterItLogS,-3.4660234701859336
SpDiam_Dzare,138.71145007565568
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6790476190476191
ETA_epsilon_2,0.9317460317460314
ETA_epsilon_3,0.4377049180327872
ETA_epsilon_4,0.6085271317829459
ETA_epsilon_5,0.8768115942028983
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.2413427010148319
ETA_dEpsilon_B,0.07052048726467319
ETA_dEpsilon_C,-0.1708222137501587
ETA_dEpsilon_D,0.0549344375431331
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6190476190476191
MDEDescriptor,"0.1111111111111111,1.760955402756461,3.8622419938640182,0.0,1.9827032282500943,10.21607124418805,0.0,7.194512107943255,0.0,0.0,0.90856029641607,1.3955135191894739,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,41.687102
BCUTDescriptor,"11.993717709387672,31.972072078560103,-0.36846131442637614,0.3145146716947198,4.057418413405279,10.297335837327612"
BPolDescriptor,23.332897999999997
TPSADescriptor,126.18
ALOGPDescriptor,"2.8754,8.267925159999999,78.1547"
XLogPDescriptor,1.1729999999999998
VAdjMaDescriptor,5.459431618637297
WeightDescriptor,310.05110928
ChiPathDescriptor,"15.568549621822843,9.87991785310972,9.36635366654001,7.112691300936927,5.58175083600496,3.79672903924838,2.4160120199425807,1.3254862528588824,12.321079324999305,7.265816594026225,5.463351839078753,3.9362393639535265,2.809264003957834,1.800004169830737,1.147061342976077,0.6770650137604408"
ChiChainDescriptor,"0.0,0.0,0.19245008972987526,0.43964396432894076,0.644208561818064,0.0,0.0,0.05892556509887897,0.13005501431498512,0.1681981063829078"
AtomCountDescriptor,35
BondCountDescriptor,22
SmallRingDescriptor,"2,2,2,2,0,0,2,0,0,0,0"
ChiClusterDescriptor,"1.8116114295109178,0.0,0.5168256052173166,0.0,0.6119009928463406,0.0,0.09506389320627279,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,6,2,4,0,0,0"
ZagrebIndexDescriptor,106.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.23
WeightedPathDescriptor,"41.57963885028556,1.9799828023945505,18.764427588810648,15.70692352229824,0.0"
FractionalPSADescriptor,0.40696516226958496
WienerNumbersDescriptor,"1075.0,28.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.795263139524175,5.0593156928145175,5.833888009196121,1.2512162469618562,1.633528452761561,1.6192476540411984"
FractionalCSP3Descriptor,0.2857142857142857
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,8
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"17.355371900826448,7.513007284079085,4.487534626038781"
AromaticAtomsCountDescriptor,10
AromaticBondsCountDescriptor,10
FragmentComplexityDescriptor,876.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2857142857142857
AutocorrelationDescriptorMass,"31.774567251695686,27.99630622616648,39.87361220577862,39.7714289534536,37.773306135139144"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6903872073427075,-0.2976627821977886,-0.15769588159063874,0.10163261632447132,0.1025079956714533"
EccentricConnectivityIndexDescriptor,414
AutocorrelationDescriptorPolarizability,"1250.6921826731734,1425.017579433331,1929.9434255247186,1661.8860431337696,1390.6166457339236"
