DLiP-ID,C000JM
DLiP-Mol-ID,30921
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H14ClN3O3S/c21-14-7-3-2-6-13(14)15-11-28-20(22-15)23-19(27)17-9-12-5-1-4-8-16(12)24(17)10-18(25)26/h1-9,11H,10H2,(H,25,26)(H,22,23,27)"
Standard Inchi Key(RDKit),ILNRQFBVVQUOLP-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),411.87
MW Monoisotopic(RDKit),411.044439988
MolLogP(RDKit),4.7551
XLogP(SDF),
XLogP(CDK),4.303
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),84.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.495745868197534
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,3498969.8502664436
qed,0.4957458681975341
Chi0,19.67299762850792
Chi1,13.524877143252588
TPSA,84.22
Chi0n,14.424959603983499
Chi0v,15.99738513092968
Chi1n,8.34559802011962
Chi1v,9.603215304383744
Chi2n,6.0401463525800265
Chi2v,7.305449331178652
Chi3n,4.2110373946890665
Chi3v,5.2983466825337695
Chi4n,2.989050754138085
Chi4v,3.9272043449339815
MolMR,110.087
MolWt,411.8700000000001
fr_SH,0
Kappa1,18.21485136741974
Kappa2,7.456361981157689
Kappa3,3.493900624789617
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1198.3593691897986
MolLogP,4.755100000000002
NOCount,6
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.643949856046127
SMR_VSA1,14.69560176298435
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,5.316788604006331
SMR_VSA7,70.69392769521019
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
