DLiP-ID,J100AL
AATSC4s,0.08035921031034196
AATSC4v,-7.466693684465481
AATSC5Z,0.5034978530419261
AATSC5c,-0.0009904435546132795
AATSC5d,0.05883630047763785
AATSC5i,-0.04790630019979113
AATSC5m,2.2504634964056525
AATSC5p,0.018905648465150103
AATSC5s,-0.15268312595057193
AATSC5v,2.012432222573057
AATSC6Z,1.5671935440843006
AATSC6c,0.00047770550689586814
AATSC6d,0.016506602641056425
AATSC6i,0.20650915224001598
AATSC6m,7.501465935540881
AATSC6p,0.059539165891076794
AATSC6s,-0.07255832145386736
AATSC6v,12.10357040220954
AATSC7Z,-0.5788084930942073
AATSC7c,-0.0001763904476945368
AATSC7d,-0.07680890538033394
AATSC7i,0.12820913609820733
AATSC7m,-3.1483369443929043
AATSC7p,-0.020751733002476763
AATSC7s,-0.28703478544013533
AATSC7v,-4.1198916644443875
AATSC8Z,-0.5592357161443813
AATSC8c,-0.00014515789962350973
AATSC8d,-0.028437604550016725
AATSC8i,0.02580932915911171
AATSC8m,-2.520516614075686
AATSC8p,0.002326728394854278
AATSC8s,-0.04699606592357721
AATSC8v,-0.5955888441484828
ATS0are,255.17340000000002
ATS1are,282.474
ATS2are,475.4330000000001
ATS3are,592.7269000000001
ATS4are,637.8160000000001
ATS5are,567.2408
ATS6are,416.5939999999999
ATS7are,351.2868
ATS8are,361.18699999999995
ATSC0dv,159.5132275132275
ATSC0pe,3.9769642857142835
ATSC0se,2.5212021190476177
ATSC1dv,69.0400604686319
ATSC1pe,0.4852882653061209
ATSC1se,0.32897570578231317
ATSC2dv,70.49659863945577
ATSC2pe,1.2441877551020386
ATSC2se,0.5604171122448978
ATSC3dv,31.881834215167533
ATSC3pe,1.1489642857142848
ATSC3se,0.5361669365079363
ATSC4dv,1.8349710254471985
ATSC4pe,1.0288051020408153
ATSC4se,0.9311267052154198
ATSC5dv,-18.635424540186445
ATSC5pe,-1.1817010204081633
ATSC5se,-0.8590206950113373
ATSC6dv,2.6082136558327056
ATSC6pe,-0.2745112244897976
ATSC6se,-0.5600989308390018
ATSC7dv,-58.13504661123707
ATSC7pe,-1.6465270408163277
ATSC7se,-0.7094780844671189
ATSC8dv,-41.22423784328545
ATSC8pe,-0.5971505102040812
ATSC8se,-0.3973950538548752
AXp-0dv,0.601838353938323
AXp-1dv,0.3325098747431821
AXp-2dv,0.1878925838026908
AXp-3dv,0.1002087319130296
AXp-4dv,0.054498721612266286
AXp-5dv,0.029394961865050175
AXp-6dv,0.01674005404655496
AXp-7dv,0.009187034158062041
BertzCT,890.4899932648673
ECIndex,544
ETA_eta,20.058890394431227
GATS1dv,0.42711733227190307
GATS1pe,0.6018839846536852
GATS1se,0.5993947489152371
GATS2dv,0.6718713321970586
GATS2pe,0.5677489525875319
GATS2se,0.5933521477733764
GATS3dv,0.8802325195701208
GATS3pe,0.7637034708814153
GATS3se,0.7861911854182542
GATS4dv,1.0187912707565754
GATS4pe,1.0545247355132408
GATS4se,1.0650776693529977
GATS5dv,1.159226362709922
GATS5pe,1.4042350275188518
GATS5se,1.4764198782039857
GATS6dv,1.1436242966073256
GATS6pe,1.354507312331785
GATS6se,1.489898273305625
GATS7dv,1.342537722990821
GATS7pe,1.6652445699870606
GATS7se,1.6725254501546236
GATS8dv,1.1557075259321774
GATS8pe,1.0715154530886672
GATS8se,1.1088237820093862
LogEE_A,4.134403259411322
LogEE_D,123.33078519302157
MATS1dv,0.40396267303524847
MATS1pe,0.11388981186296052
MATS1se,0.12178475884332429
MATS2dv,0.23797215786734163
MATS2pe,0.16845694469869385
MATS2se,0.11969015025005257
MATS3dv,0.08565837108360656
MATS3pe,0.12381636593391787
MATS3se,0.09114137585239462
MATS4dv,0.004645671099498839
MATS4pe,0.10447138914697619
MATS4se,0.14914787505681398
MATS5dv,-0.0521992214295998
MATS5pe,-0.1327630913973616
MATS5se,-0.15223601251393443
MATS6dv,0.010099196903121083
MATS6pe,-0.042633284646084485
MATS6se,-0.1372136944790419
MATS7dv,-0.2783094310492479
MATS7pe,-0.3161577101897702
MATS7se,-0.21489084925361784
MATS8dv,-0.17794073825955883
MATS8pe,-0.10338358123590846
MATS8se,-0.10852611320664801
MAXaaCH,2.05387892430513
MAXaasC,1.3008170266060988
MAXdssC,-0.21205876795162482
MAXsCH3,2.146787501160281
MAXssNH,2.919551917989418
MDEC-11,0.4999999999999999
MDEC-12,2.5410312769155703
MDEC-13,3.14167240629653
MDEC-22,6.330224546665
MDEC-23,18.982953846991673
MDEC-33,10.0033125921654
MDEN-22,0.33333333333333337
MDEO-12,0.25
MINaaCH,1.9273269137902074
MINaasC,0.39795010288065846
MINdssC,-0.21205876795162482
MINsCH3,2.146787501160281
MINssNH,2.919551917989418
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4107142857142856
SM1_Dzi,0.7098670474021058
SM1_Dzm,1.408890217594701
SM1_Dzp,-2.7768142340074573
SM1_Dzv,-1.279059337431441
SddssSe,0
SpAD_Dt,525.0237230182784
SpAbs_A,31.380970677749744
SpAbs_D,246.66157038604334
SpMAD_A,1.3075404449062393
SpMAD_D,10.277565432751805
SpMax_A,2.5093021077097695
SpMax_D,123.33078519302157
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,83.37
TpiPC10,8.652053193236055
VAdjMat,5.754887502163468
VE1_DzZ,4.821140809869625
VE1_Dzi,4.815407990013301
VE1_Dzm,4.821162195612166
VE1_Dzp,4.840448796406607
VE1_Dzv,4.835594828436033
VE2_DzZ,0.20088086707790107
VE2_Dzi,0.20064199958388754
VE2_Dzm,0.2008817581505069
VE2_Dzp,0.20168536651694194
VE2_Dzv,0.2014831178515014
VE3_DzZ,2.4484793199570793
VE3_Dzi,2.447289512142752
VE3_Dzm,2.4484837557734043
VE3_Dzp,2.452476180313892
VE3_Dzv,2.451472884221824
VR1_DzZ,140.9361602171165
VR1_Dzi,141.57460295634735
VR1_Dzm,140.93471594235092
VR1_Dzp,139.9661343984997
VR1_Dzv,140.16733265055095
VR2_DzZ,5.872340009046521
VR2_Dzi,5.8989417898478065
VR2_Dzm,5.872279830931288
VR2_Dzp,5.8319222666041535
VR2_Dzv,5.840305527106289
VR3_DzZ,5.823775760785697
VR3_Dzi,5.828295544874098
VR3_Dzm,5.82376551300994
VR3_Dzp,5.816869233547795
VR3_Dzv,5.818305679458856
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.12488384584534767
Xch-6dv,0.22118680157304338
Xch-7dv,0.30400010876393013
Xpc-4dv,2.1135934754213452
Xpc-5dv,2.6824091857487375
Xpc-6dv,3.2019894988994957
Zagreb1,132.0
Zagreb2,159.0
fragCpx,177.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,1
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,27
nBondsS,28
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,5
naHRing,2
AATS0are,6.075557142857143
AATS1are,6.2772
AATS2are,6.095294871794873
AATS3are,6.048233673469389
AATS4are,6.132846153846155
AATS5are,6.034476595744681
AATS6are,6.1263823529411745
AATS7are,6.387032727272728
AATS8are,5.921098360655737
AATSC0dv,3.797933988410178
AATSC0pe,0.09468962585034009
AATSC0se,0.06002862188208614
AATSC1dv,1.534223565969598
AATSC1pe,0.010784183673469354
AATSC1se,0.007310571239606959
AATSC2dv,0.9038025466596894
AATSC2pe,0.01595112506541075
AATSC2se,0.007184834772370484
AATSC3dv,0.32532483893028097
AATSC3pe,0.011724125364431476
AATSC3se,0.005471091188856493
AATSC4dv,0.017643952167761524
AATSC4pe,0.009892356750392454
AATSC4se,0.008953141396302114
AATSC5dv,-0.19824919723602602
AATSC5pe,-0.012571287451150673
AATSC5se,-0.009138518032035503
AATSC6dv,0.038356083174010375
AATSC6pe,-0.0040369297719087885
AATSC6se,-0.008236748982926496
AATSC7dv,-1.0570008474770376
AATSC7pe,-0.029936855287569595
AATSC7se,-0.012899601535765798
AATSC8dv,-0.6758071777587779
AATSC8pe,-0.009789352626296412
AATSC8se,-0.006514673014014348
AETA_eta,0.8357870997679678
ATSC0are,4.145247619047616
ATSC1are,0.5545346938775493
ATSC2are,1.2504734693877535
ATSC3are,1.3063984126984112
ATSC4are,1.1639106575963698
ATSC5are,-1.441087528344672
ATSC6are,-0.5708580498866228
ATSC7are,-1.8788480725623602
ATSC8are,-0.6121501133786842
BCUTZ-1h,16.004503284982334
BCUTZ-1l,5.691692155687033
BCUTc-1h,0.4447169717001778
BCUTc-1l,-0.4578678911676115
BCUTd-1h,3.2623085678637276
BCUTd-1l,0.977916312250202
BCUTi-1h,14.56500239203049
BCUTi-1l,10.311398001748957
BCUTm-1h,32.0622459504749
BCUTm-1l,11.703166498436705
BCUTp-1h,2.9363896566536116
BCUTp-1l,0.7157409538447681
BCUTs-1h,7.008270645484393
BCUTs-1l,0.609959385447694
BCUTv-1h,24.4407190147422
BCUTv-1l,14.681750929043194
BalabanJ,1.3022690713982092
Diameter,13
ETA_beta,31.0
GATS1are,0.5993522128610849
GATS2are,0.5644565523023586
GATS3are,0.7510582563689853
GATS4are,1.0749683747909917
GATS5are,1.458078847827449
GATS6are,1.438856071824412
GATS7are,1.7688786470335514
GATS8are,1.0663465486336492
HybRatio,0.2631578947368421
Lipinski,True
LogEE_Dt,262.3726718017113
MATS1are,0.12485761089578166
MATS2are,0.1624346552996917
MATS3are,0.13506672832785804
MATS4are,0.1133927054999033
MATS5are,-0.15533213728424855
MATS6are,-0.08505856053038796
MATS7are,-0.3461208694418963
MATS8are,-0.10167798034456166
MAXssCH2,0.9350979635043487
MAXsssCH,0.4695536697580486
MINssCH2,0.7930429089042004
MINsssCH,0.4695536697580486
NsssssAs,0
RotRatio,0.1111111111111111
SM1_Dzpe,0.8514381884944923
SM1_Dzse,0.8488716908216677
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,32.60702369139466
SMR_VSA6,5.316788604006331
SMR_VSA7,57.40987628471771
SMR_VSA8,0.0
SMR_VSA9,11.323698910571437
SpAD_DzZ,192.1650355709744
SpAD_Dzi,191.2948397008463
SpAD_Dzm,192.18408864840058
SpAD_Dzp,234.130356297036
SpAD_Dzv,221.28906650917003
SpAbs_Dt,525.0237230182784
SpDiam_A,4.8741791917529795
SpDiam_D,190.23361321055938
SpMAD_Dt,21.87598845909493
SpMax_Dt,262.3726718017113
SsssssAs,0
VE1_Dzpe,4.817434387658514
VE1_Dzse,4.818547911808486
VE2_Dzpe,0.20072643281910474
VE2_Dzse,0.20077282965868692
VE3_Dzpe,2.4477102389844574
VE3_Dzse,2.4479413569172896
VMcGowan,248.77999999999992
VR1_Dzpe,141.339569999516
VR1_Dzse,141.24520561159358
VR2_Dzpe,5.8891487499798325
VR2_Dzse,5.885216900483066
VR3_Dzpe,5.826634030299231
VR3_Dzse,5.825966164231599
mZagreb1,7.0
mZagreb2,5.166666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,1
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,37
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.0986963718820861
AATSC1are,0.012322993197278873
AATSC2are,0.01603171114599684
AATSC3are,0.013330596047942971
AATSC4are,0.011191448630734326
AATSC5are,-0.015330718386645447
AATSC6are,-0.0083949713218621
AATSC7are,-0.034160874046588366
AATSC8are,-0.010035247760306298
AETA_beta,1.2916666666666667
BCUTdv-1h,6.033461450301355
BCUTdv-1l,0.6503214303287641
BCUTpe-1h,3.5154102492369876
BCUTpe-1l,2.240930843151122
BCUTse-1h,3.7236217755747765
BCUTse-1l,2.4368184420110857
ETA_alpha,11.8
ETA_dBeta,1.0
ETA_eta_B,0.2831832692378615
ETA_eta_F,20.006008910825752
ETA_eta_L,6.013861573912787
ETA_eta_R,40.06489930525698
ETA_psi_1,0.6082474226804127
LabuteASA,144.0464941693314
LogEE_DzZ,95.9345722028449
LogEE_Dzi,95.6769976440649
LogEE_Dzm,95.94350689280044
LogEE_Dzp,116.39254600768645
LogEE_Dzv,110.4313566983464
PEOE_VSA1,9.83988354097968
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,31.13687179342991
PEOE_VSA7,47.90216475956115
PEOE_VSA8,21.691436451778852
PEOE_VSA9,0.0
SM1_Dzare,0.9181739123801387
SpAD_Dzpe,193.6929686671435
SpAD_Dzse,194.55128829178653
SpAbs_DzZ,190.9894403328792
SpAbs_Dzi,190.64412824072775
SpAbs_Dzm,191.0100134670717
SpAbs_Dzp,235.61718391857687
SpAbs_Dzv,222.1417727341243
SpDiam_Dt,373.6837525341889
SpMAD_DzZ,8.006876482123934
SpMAD_Dzi,7.970618320868596
SpMAD_Dzm,8.007670360350025
SpMAD_Dzp,9.7554315123765
SpMAD_Dzv,9.220377771215418
SpMax_DzZ,95.9345722028449
SpMax_Dzi,95.6769976440649
SpMax_Dzm,95.94350689280044
SpMax_Dzp,116.39254600768645
SpMax_Dzv,110.4313566983464
VE1_Dzare,4.8161104880626695
VE2_Dzare,0.20067127033594456
VE3_Dzare,2.4474353869707373
VR1_Dzare,141.43867486092546
VR2_Dzare,5.8932781192052275
VR3_Dzare,5.8273349672862045
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,1
n12FHRing,1
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4916666666666667
AETA_dBeta,0.041666666666666664
AETA_eta_B,0.011799302884910897
AETA_eta_F,0.8335837046177397
AETA_eta_L,0.25057756557969946
AETA_eta_R,1.6693708043857074
BCUTare-1h,3.569757852129343
BCUTare-1l,2.19111390585058
ETA_beta_s,15.0
ETA_dPsi_A,0.10575257731958732
ETA_dPsi_B,0.0
ETA_eta_BR,0.6271832692378615
ETA_eta_FL,5.617168719222447
ETA_eta_RL,11.631030293135234
LogEE_Dzpe,96.88196092475901
LogEE_Dzse,97.31101379967751
PEOE_VSA10,0.0
PEOE_VSA11,11.454175413722904
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,11.063842986476951
SlogP_VSA3,12.841643245852019
SlogP_VSA4,0.0
SlogP_VSA5,46.257895801558206
SlogP_VSA6,40.23499304974732
SlogP_VSA7,0.0
SlogP_VSA8,11.323698910571437
SlogP_VSA9,0.0
SpAD_Dzare,192.49719316118183
SpAbs_Dzpe,192.9124836610236
SpAbs_Dzse,193.77315590853345
SpDiam_DzZ,149.7908047871248
SpDiam_Dzi,147.63602632320908
SpDiam_Dzm,149.8065720140205
SpDiam_Dzp,183.68515430926033
SpDiam_Dzv,173.48302844077622
SpMAD_Dzpe,8.070540361130979
SpMAD_Dzse,8.106303678824439
SpMax_Dzpe,96.88196092475901
SpMax_Dzse,97.31101379967751
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,1
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.625
AETA_eta_BR,0.02613263621824423
AETA_eta_FL,0.23404869663426864
AETA_eta_RL,0.4846262622139681
DetourIndex,3077
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,11.611834041009853
EState_VSA4,35.41617992280401
EState_VSA5,10.440598685398296
EState_VSA6,11.336785877934737
EState_VSA7,30.33183534230805
EState_VSA8,29.70098903097894
EState_VSA9,4.523094936973348
ETA_beta_ns,16.0
ETA_shape_p,0.11299435028248586
ETA_shape_x,0.0
ETA_shape_y,0.3813559322033898
GhoseFilter,True
LogEE_Dzare,96.2868538269401
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,191.6555337415001
SpDiam_Dzpe,150.19746406583494
SpDiam_Dzse,151.06401529797742
SpMAD_Dzare,8.020716381715909
SpMax_Dzare,96.2868538269401
TopoPSA(NO),55.13
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.477146993452008
VSA_EState9,44.29837012082881
nBridgehead,0
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.6666666666666666
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.008333333333333304
FilterItLogS,-5.976335305035059
SpDiam_Dzare,149.1113863575012
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5904761904761906
ETA_epsilon_2,0.808333333333333
ETA_epsilon_3,0.4454545454545458
ETA_epsilon_4,0.5259259259259261
ETA_epsilon_5,0.7879999999999997
AETA_beta_ns_d,0.020833333333333332
ETA_dEpsilon_A,0.14502164502164477
ETA_dEpsilon_B,0.06455026455026447
ETA_dEpsilon_C,-0.0804713804713803
ETA_dEpsilon_D,0.020333333333333314
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8333333333333334
MDEDescriptor,"0.4999999999999999,2.5410312769155703,3.14167240629653,0.0,6.330224546665,18.982953846991673,0.0,10.0033125921654,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0"
APolDescriptor,52.146273999999984
BCUTDescriptor,"11.850000000000005,31.972072189915135,-0.27280180110426966,0.2564607613367319,5.347499247261565,11.017190438778892"
BPolDescriptor,25.491725999999996
TPSADescriptor,83.37
ALOGPDescriptor,"3.924299999999999,15.40013048999999,96.05579999999998"
XLogPDescriptor,4.183000000000001
VAdjMaDescriptor,5.754887502163469
WeightDescriptor,338.10889896000003
ChiPathDescriptor,"16.681433796945207,11.631030293135234,10.738910973625686,9.342066072635161,7.982103477699619,5.963831624130717,4.470137071119344,3.33021989181218,14.444120494519751,8.97776661806592,7.32781076830494,5.4112715233036,3.9239079560831716,2.5279667203943164,1.6740054046554966,1.065695962335197"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.4694160968212876,0.7763515008754809,0.0,0.0,0.12488384584534769,0.22118680157304338,0.3040001087639302"
AtomCountDescriptor,42
BondCountDescriptor,27
SmallRingDescriptor,"4,3,2,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"1.6508241262459316,0.0,0.49759975994224814,0.0,1.0032607670896758,0.0,0.2226737540425765,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,9,3,2,2,1,0"
ZagrebIndexDescriptor,132.0
LargestChainDescriptor,14
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"49.658072414173986,2.0690863505905828,15.029000164842772,5.728420224201873,6.211606027798128"
FractionalPSADescriptor,0.24657736089301538
WienerNumbersDescriptor,"1429.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.1939898759364125,6.569751338370269,8.378578685989813,2.113593475421345,2.6824091857487393,2.8471480270466554"
FractionalCSP3Descriptor,0.2631578947368421
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,2,0,0,6,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,19
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"17.415637860082306,7.3188691650230115,3.48559670781893"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,1473.05
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.2631578947368421
AutocorrelationDescriptorMass,"32.39665171208486,32.05576175997904,46.88827671833848,45.07647383614666,42.709940683871295"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.28354565567018464,-0.0811419350443897,-0.07665574896798767,0.012512158470933137,0.03311669260461912"
EccentricConnectivityIndexDescriptor,544
AutocorrelationDescriptorPolarizability,"1810.4509967273939,2154.2015187543457,3073.0005423506414,2825.1893211300658,2405.655190761351"
