DLiP-ID,T002O9
DLiP-Mol-ID,19037
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H30N4O2S/c1-14(24-2)21(28)27-23-26-20-17(11-5-6-13-19(20)30-23)22(29)25-18-12-7-9-15-8-3-4-10-16(15)18/h3-4,8,10,14,17-18,24H,5-7,9,11-13H2,1-2H3,(H,25,29)(H,26,27,28)/t14-,17?,18?/m0/s1"
Standard Inchi Key(RDKit),IVKFBGNLUYZKLZ-NNGSBXSVSA-N
Canonical SMILES(RDKit),CN[C@@H](C)C(=O)Nc1nc2c(s1)CCCCC2C(=O)NC1CCCc2ccccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),426.586
MW Monoisotopic(RDKit),426.2089472
MolLogP(RDKit),3.6933
XLogP(SDF),
XLogP(CDK),2.311
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),83.12
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.636935074057298
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,8209316.349056432
qed,0.6369350740572984
Chi0,21.087211190881018
Chi1,14.562881945713373
TPSA,83.12
Chi0n,17.663157819524766
Chi0v,18.479654400452493
Chi1n,10.92406488449009
Chi1v,11.740561465417816
Chi2n,8.277632739129462
Chi2v,9.361254495255123
Chi3n,6.263096445446518
Chi3v,7.309456784774092
Chi4n,4.415300394353909
Chi4v,5.483179668228665
MolMR,119.82510000000003
MolWt,426.5860000000002
fr_SH,0
Kappa1,21.00004957366647
Kappa2,9.266636734693877
Kappa3,4.418265611596436
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,925.6769671370753
MolLogP,3.6933000000000025
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.523603930597351
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,15.617555728959871
