DLiP-ID,C101GJ
DLiP-Mol-ID,36466
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H13NO2/c1-11-7-8-14-13(9-11)16(15(17)18-14)10-12-5-3-2-4-6-12/h2-9H,10H2,1H3"
Standard Inchi Key(RDKit),OHZOKKGTLRVETE-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc2oc(=O)n(Cc3ccccc3)c2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),239.274
MW Monoisotopic(RDKit),239.094628656
MolLogP(RDKit),2.95122
XLogP(SDF),
XLogP(CDK),3.28
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),35.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.688800870084008
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
Common Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
RDKit Descriptors
Ipc,21581.658154315457
qed,0.688800870084008
Chi0,12.535169427003234
Chi1,8.737183443017882
TPSA,35.14
Chi0n,10.08961911113124
Chi0v,10.08961911113124
Chi1n,5.87808466204141
Chi1v,5.87808466204141
Chi2n,4.410892216982229
Chi2v,4.410892216982229
Chi3n,3.006402873526634
Chi3v,3.006402873526634
Chi4n,2.0878714180276106
Chi4v,2.0878714180276106
MolMR,70.75500000000002
MolWt,239.27400000000003
fr_SH,0
Kappa1,10.838380862257573
Kappa2,4.182957278177247
Kappa3,1.838312450338613
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,738.0246318569684
MolLogP,2.951220000000001
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.1389041871284804
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,4.567099647791355
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,0.0
SMR_VSA7,70.20843953738816
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,104.28551691775186
NHOHCount,0
PEOE_VSA1,4.417150937053347
