DLiP-ID,C004S3
DLiP-Mol-ID,35697
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H18N6OS3/c1-11-7-12(2)24-16(19-11)20-17(23-24)26-10-15-21-22-18(28-15)27-9-13-5-4-6-14(8-13)25-3/h4-8H,9-10H2,1-3H3"
Standard Inchi Key(RDKit),UGEUNXISLGGFQR-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(CSc2nnc(CSc3nc4nc(C)cc(C)n4n3)s2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),430.584
MW Monoisotopic(RDKit),430.070422196
MolLogP(RDKit),4.18584
XLogP(SDF),
XLogP(CDK),3.842
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),10
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),78.09
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.404052702088402
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1
Common Target Pref Name,Ras and Rab interactor 1/Tyrosine-protein kinase ABL1
RDKit Descriptors
Ipc,3817349.5883513996
qed,0.4040527020884025
Chi0,19.509860921691395
Chi1,13.601688085973592
TPSA,78.09
Chi0n,15.617239643176427
Chi0v,18.066729385959604
Chi1n,8.52450472098505
Chi1v,11.312198421219751
Chi2n,6.035672128176769
Chi2v,9.262709542224702
Chi3n,3.86835952174427
Chi3v,7.02770562250321
Chi4n,2.5975631359026403
Chi4v,5.2401223870866325
MolMR,112.28100000000002
MolWt,430.5840000000001
fr_SH,0
Kappa1,19.159693639884747
Kappa2,8.457968130553803
Kappa3,4.45014993932839
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,6
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1109.8505724959505
MolLogP,4.1858400000000024
