DLiP-ID,T003E4
DLiP-Mol-ID,20141
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H26N4O3/c28-22(29)15-18(16-6-2-1-3-7-16)14-21-26-20(27-30-21)10-4-9-19-12-11-17-8-5-13-24-23(17)25-19/h1-3,6-7,11-12,18H,4-5,8-10,13-15H2,(H,24,25)(H,28,29)"
Standard Inchi Key(RDKit),LAKQAEHCCWPUIS-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(Cc1nc(CCCc2ccc3c(n2)NCCC3)no1)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),406.486
MW Monoisotopic(RDKit),406.200490692
MolLogP(RDKit),3.799
XLogP(SDF),
XLogP(CDK),3.252
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),101.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.557232427617453
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,10695379.098140486
qed,0.5572324276174531
Chi0,20.760937777247957
Chi1,14.669836433395455
TPSA,101.14
Chi0n,16.88100736593695
Chi0v,16.88100736593695
Chi1n,10.480322526926894
Chi1v,10.480322526926894
Chi2n,7.70814064260048
Chi2v,7.70814064260048
Chi3n,5.408283009348691
Chi3v,5.408283009348691
Chi4n,3.864924268583819
Chi4v,3.864924268583819
MolMR,112.51050000000004
MolWt,406.48600000000016
fr_SH,0
Kappa1,20.069059099616123
Kappa2,9.518994463287138
Kappa3,5.226379123370244
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,987.1231133541212
MolLogP,3.799000000000002
NOCount,7
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.3258195816164562
SMR_VSA1,14.424159515885876
SMR_VSA2,0.0
SMR_VSA3,15.124620299019863
SMR_VSA4,0.0
SMR_VSA5,50.86365740664347
SMR_VSA6,11.861545009918906
SMR_VSA7,71.00052887749956
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,175.09942907059533
NHOHCount,2
