DLiP-ID,C001FU
DLiP-Mol-ID,32309
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H18F2N4O/c1-11-8-17(15-9-12(20)10-16(21)18(15)22-11)24-19(26)23-13-4-6-14(7-5-13)25(2)3/h4-10H,1-3H3,(H2,22,23,24,26)"
Standard Inchi Key(RDKit),JTARFZSNUAGHRB-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1
SMILES(SDF),
MW(SDF),
MW(RDKit),356.376
MW Monoisotopic(RDKit),356.144867636
MolLogP(RDKit),4.53142
XLogP(SDF),
XLogP(CDK),3.431
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),57.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.724782838618405
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,583898.1677154998
qed,0.7247828386184044
Chi0,18.844570503761737
Chi1,12.329407595892897
TPSA,57.260000000000005
Chi0n,14.600056311809617
Chi0v,14.600056311809617
Chi1n,7.950754215105809
Chi1v,7.950754215105809
Chi2n,6.1154020930693775
Chi2v,6.1154020930693775
Chi3n,3.849501610959413
Chi3v,3.849501610959413
Chi4n,2.6111732570260826
Chi4v,2.6111732570260826
MolMR,99.80640000000004
MolWt,356.3760000000001
fr_SH,0
Kappa1,17.598143976924298
Kappa2,6.952252101690133
Kappa3,3.715161374108674
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,971.4302184642257
MolLogP,4.531420000000003
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,1
BalabanJ,1.8484210379563444
SMR_VSA1,13.575367279421462
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,29.62883090421752
SMR_VSA7,59.79293915617152
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,149.20172923914484
NHOHCount,2
PEOE_VSA1,15.53348693886314
PEOE_VSA2,0.0
PEOE_VSA3,18.55934580036867
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,43.321939610460284
PEOE_VSA8,42.61663579249637
PEOE_VSA9,5.687386274683562
RingCount,3
SMR_VSA10,33.99619826846982
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,356.144867636
NumHDonors,2
PEOE_VSA10,11.333921558662157
PEOE_VSA11,5.817220841045895
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,6.031114512338072
SlogP_VSA1,15.53348693886314
SlogP_VSA2,25.11043699863966
SlogP_VSA3,0.0
SlogP_VSA4,18.558178881782414
SlogP_VSA5,5.693927994848461
SlogP_VSA6,42.46456947923127
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
