DLiP-ID,C002WK
AATSC4p,-0.012815865130227429
AATSC4s,0.04106955139958438
AATSC4v,-2.3332552114471543
AATSC5Z,-0.5653557337406132
AATSC5c,-0.0031660187904092967
AATSC5d,-0.0506401934580629
AATSC5i,0.09653196029697085
AATSC5m,-2.523881493664249
AATSC5p,0.016358238141133172
AATSC5s,-0.22079292350770013
AATSC5v,1.8836202094619392
AATSC6Z,-0.7094739667203436
AATSC6c,0.0014809643053386632
AATSC6d,-0.058250134192163176
AATSC6i,0.08556336968097739
AATSC6m,-3.367149637428876
AATSC6p,0.00040581549103587246
AATSC6s,0.12726516371443894
AATSC6v,-2.4467636093581775
AATSC7Z,-0.4691358024691356
AATSC7c,0.00019820111484618137
AATSC7d,-0.019089506172839506
AATSC7i,0.07714130548438605
AATSC7m,-2.265333500895062
AATSC7p,-0.007030452386453115
AATSC7s,-0.06212191358024691
AATSC7v,-2.8439126808044435
AATSC8Z,0.11535493827160492
AATSC8c,0.00012524820188987627
AATSC8d,0.0040586419753086455
AATSC8i,-0.11187917036577695
AATSC8m,0.44479581924382644
AATSC8p,-0.02079638160527371
AATSC8s,-0.06785108024691354
AATSC8v,-3.1541847258821245
ATS0are,289.03979999999984
ATS1are,318.57500000000005
ATS2are,519.0349
ATS3are,630.1999999999999
ATS4are,643.3140000000003
ATS5are,613.343
ATS6are,583.2739999999998
ATS7are,591.3059999999999
ATS8are,587.81
ATSC0dv,179.11111111111117
ATSC0pe,5.583631111111107
ATSC0se,3.984051199999999
ATSC1dv,35.34567901234566
ATSC1pe,-0.21176054320987733
ATSC1se,-0.3180025955555552
ATSC2dv,-1.2839506172839639
ATSC2pe,0.5254920493827163
ATSC2se,0.5070910044444451
ATSC3dv,-23.66666666666668
ATSC3pe,-1.202610666666667
ATSC3se,-1.0116046399999996
ATSC4dv,-30.04938271604939
ATSC4pe,-0.4655298271604936
ATSC4se,-0.3717760711111106
ATSC5dv,-66.83950617283952
ATSC5pe,-2.346533728395061
ATSC5se,-1.6174345422222216
ATSC6dv,-45.27160493827161
ATSC6pe,-0.4959213827160484
ATSC6se,0.05773790222222261
ATSC7dv,-19.814814814814813
ATSC7pe,0.010000296296297465
ATSC7se,0.2264950399999992
ATSC8dv,24.518518518518526
ATSC8pe,1.0180380740740744
ATSC8se,0.6078275733333321
AXp-0dv,0.5268636530532121
AXp-1dv,0.27511510423807223
AXp-2dv,0.14028932447354578
AXp-3dv,0.07247793987585108
AXp-4dv,0.037425697641533806
AXp-5dv,0.01981972945557503
AXp-6dv,0.010024582818266983
AXp-7dv,0.005342211647684667
BertzCT,1324.2612484555402
ECIndex,640
ETA_eta,19.429831758219333
GATS1dv,0.531422494556135
GATS1pe,0.7500802515834554
GATS1se,0.8377563019270436
GATS2dv,0.8706850519835408
GATS2pe,0.8400517776277199
GATS2se,0.876496818748626
GATS3dv,0.9727047146401983
GATS3pe,0.9666310334095617
GATS3se,0.9708228649270374
GATS4dv,1.0592462472053654
GATS4pe,1.0026276555334617
GATS4se,0.9904874298963243
GATS5dv,1.1801693484433753
GATS5pe,1.1752227499808003
GATS5se,1.154027627616627
GATS6dv,1.0427095695328512
GATS6pe,0.9455012929269342
GATS6se,0.8858141791647307
GATS7dv,0.9391284119106696
GATS7pe,0.792249164621668
GATS7se,0.7280611964357621
GATS8dv,0.8457273573200991
GATS8pe,0.7565133839628054
GATS8se,0.7436183300053976
LogEE_A,4.3241230741753975
LogEE_D,158.27204744057593
MATS1dv,0.1812300602623182
MATS1pe,-0.0348293009305319
MATS1se,-0.0733030740167194
MATS2dv,-0.004083299305839159
MATS2pe,0.05360864789396515
MATS2se,0.0725014041810292
MATS3dv,-0.060060906835100396
MATS3pe,-0.09790066736920126
MATS3se,-0.11541525643774128
MATS4dv,-0.07474879001547796
MATS4pe,-0.03714684500113199
MATS4se,-0.041576474710062934
MATS5dv,-0.17312169041467343
MATS5pe,-0.19496239987167868
MATS5se,-0.18834000700790066
MATS6dv,-0.12363118998813245
MATS6pe,-0.04344309943097643
MATS6se,0.00708860499016466
MATS7dv,-0.05185716501240692
MATS7pe,0.0008395323393698595
MATS7se,0.026648640961240574
MATS8dv,0.06416718362282878
MATS8pe,0.08546505629152523
MATS8se,0.07151493811123702
MAXaaCH,1.9046159821953472
MAXaaaC,0.610407165952801
MAXaasC,0.8880708301839256
MAXaasN,1.4915982457797932
MAXdsCH,1.858932350718065
MDEC-22,18.099211202869284
MDEC-23,29.960363442702736
MDEC-33,9.070354944623784
MDEN-23,0.4999999999999999
MDEO-11,0.16666666666666669
MDEO-12,0.3831385763447929
MDEO-22,0.4999999999999999
MINaaCH,1.5374682994307813
MINaaaC,0.5102522033708903
MINaasC,0.07709180810371308
MINaasN,1.4915982457797932
MINdsCH,1.773236961451247
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.2857142857142858
SM1_Dzi,1.1430359144285005
SM1_Dzm,1.28206267335915
SM1_Dzp,-5.365540693720245
SM1_Dzv,-2.2346271687189603
SddssSe,0
SpAD_Dt,742.1038023946796
SpAbs_A,38.730888269446325
SpAbs_D,316.54409488115186
SpMAD_A,1.335547871360218
SpMAD_D,10.915313616591444
SpMax_A,2.4847709346074227
SpMax_D,158.27204744057593
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.58
TpiPC10,9.702908779932274
VAdjMat,6.044394119358453
VE1_DzZ,5.30464138336015
VE1_Dzi,5.299340530436533
VE1_Dzm,5.3046293201801795
VE1_Dzp,5.275476795237069
VE1_Dzv,5.295430851011715
VE2_DzZ,0.18291866839172932
VE2_Dzi,0.18273588035988045
VE2_Dzm,0.1829182524200062
VE2_Dzp,0.1819129929392093
VE2_Dzv,0.18260106382799018
VE3_DzZ,2.7332929070297993
VE3_Dzi,2.7322931215891493
VE3_Dzm,2.7332906329470075
VE3_Dzp,2.727779799992502
VE3_Dzv,2.731555082142799
VR1_DzZ,189.05872913139677
VR1_Dzi,189.67567315710585
VR1_Dzm,189.06026111349234
VR1_Dzp,191.94447136487335
VR1_Dzv,190.04328662391146
VR2_DzZ,6.519266521772303
VR2_Dzi,6.540540453693305
VR2_Dzm,6.519319348741115
VR2_Dzp,6.618774874650805
VR2_Dzv,6.5532167801348775
VR3_DzZ,6.30676843992855
VR3_Dzi,6.310026367213068
VR3_Dzm,6.306776543103133
VR3_Dzp,6.321916855549174
VR3_Dzv,6.311962607541267
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02946278254943948
Xch-6dv,0.12613250764377854
Xch-7dv,0.14583819891209995
Xpc-4dv,1.3611137134014812
Xpc-5dv,1.885496144181804
Xpc-6dv,2.373484457505972
Zagreb1,160.0
Zagreb2,192.0
fragCpx,277.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,23
nBondsD,2
nBondsM,25
nBondsO,33
nBondsS,24
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.423106666666663
AATS1are,6.501530612244899
AATS2are,6.570062025316456
AATS3are,6.365656565656565
AATS4are,6.369445544554458
AATS5are,6.323123711340206
AATS6are,6.339934782608693
AATS7are,6.159437499999999
AATS8are,6.1230208333333325
AATSC0dv,3.980246913580248
AATSC0pe,0.1240806913580246
AATSC0se,0.08853447111111108
AATSC1dv,0.7213403880070544
AATSC1pe,-0.004321643738977089
AATSC1se,-0.006489848888888882
AATSC2dv,-0.016252539459290682
AATSC2pe,0.006651798093452105
AATSC2se,0.006418873473980318
AATSC3dv,-0.2390572390572392
AATSC3pe,-0.012147582491582494
AATSC3se,-0.010218228686868683
AATSC4dv,-0.29751864075296425
AATSC4pe,-0.004609206209509838
AATSC4se,-0.003680951199119907
AATSC5dv,-0.6890670739467992
AATSC5pe,-0.02419106936489754
AATSC5se,-0.01667458290950744
AATSC6dv,-0.49208266237251747
AATSC6pe,-0.005390449812130961
AATSC6se,0.000627585893719811
AATSC7dv,-0.2064043209876543
AATSC7pe,0.00010416975308643192
AATSC7se,0.002359323333333325
AATSC8dv,0.2554012345679013
AATSC8pe,0.010604563271604943
AATSC8se,0.00633153722222221
AETA_eta,0.6699941985592873
ATSC0are,6.087231111111111
ATSC1are,-0.3353583209876551
ATSC2are,0.7153653827160477
ATSC3are,-1.4582595555555558
ATSC4are,-0.5181631604938275
ATSC5are,-2.630778172839506
ATSC6are,-0.34673916049382664
ATSC7are,0.18822696296296387
ATSC8are,1.155675851851852
BCUTZ-1h,8.022917994542915
BCUTZ-1l,5.679981078696084
BCUTc-1h,0.4928153264388359
BCUTc-1l,-0.48688721893039427
BCUTd-1h,3.2934051963252986
BCUTd-1l,0.9779126849923825
BCUTi-1h,14.557562742343187
BCUTi-1l,10.94376517357391
BCUTm-1h,16.011188220038232
BCUTm-1l,11.693917993637598
BCUTp-1h,2.011225151924477
BCUTp-1l,0.74865694759453
BCUTs-1h,7.0082815242347865
BCUTs-1l,1.4044686693002109
BCUTv-1h,20.91002323134453
BCUTv-1l,14.702204359907654
BalabanJ,1.25497647330741
Diameter,12
ETA_beta,42.75
GATS1are,0.786587985529741
GATS2are,0.8531708434375269
GATS3are,0.9836072156871903
GATS4are,1.0091059915445502
GATS5are,1.1845603775981777
GATS6are,0.9338107319031729
GATS7are,0.7648838880950796
GATS8are,0.7363624366342074
HybRatio,0.043478260869565216
Lipinski,True
LogEE_Dt,371.05190119733976
MATS1are,-0.05059478207704499
MATS2are,0.06694120906040253
MATS3are,-0.10889109357378458
MATS4are,-0.037926073491122606
MATS5are,-0.2004957719732543
MATS6are,-0.027861711381210352
MATS7are,0.014494502882901767
MATS8are,0.08899334453833053
MAXssCH2,0.21406069817335616
MINssCH2,0.21406069817335616
NsssssAs,0
RotRatio,0.09090909090909091
SM1_Dzpe,1.3572521419828643
SM1_Dzse,1.2745051870999227
SMR_VSA1,14.580253302440804
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,6.792942306099827
SMR_VSA7,88.47169782189849
SMR_VSA8,0.0
SMR_VSA9,22.935921774535277
SpAD_DzZ,223.49081195966878
SpAD_Dzi,220.44922663303254
SpAD_Dzm,223.53046319927176
SpAD_Dzp,297.7401233810226
SpAD_Dzv,267.26707355386463
SpAbs_Dt,742.1038023946793
SpDiam_A,4.968743990551875
SpDiam_D,228.26677864601749
SpMAD_Dt,25.58978628947171
SpMax_Dt,371.05190119733976
SsssssAs,0
VE1_Dzpe,5.304335667136332
VE1_Dzse,5.304675412752568
VE2_Dzpe,0.18290812645297697
VE2_Dzse,0.18291984181905405
VE3_Dzpe,2.733235273532725
VE3_Dzse,2.733299322031457
VMcGowan,272.4700000000003
VR1_Dzpe,189.09217137235282
VR1_Dzse,189.05510513384675
VR2_Dzpe,6.520419702494925
VR2_Dzse,6.519141556339543
VR3_Dzpe,6.3069453123940065
VR3_Dzse,6.306749271111006
mZagreb1,7.361111111111111
mZagreb2,6.25
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,37
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.13527180246913578
AATSC1are,-0.006844047367095003
AATSC2are,0.009055258009063894
AATSC3are,-0.01472989450056117
AATSC4are,-0.005130328321721065
AATSC5are,-0.02712142446226295
AATSC6are,-0.0037689039184111593
AATSC7are,0.001960697530864207
AATSC8are,0.012038290123456792
AETA_beta,1.4741379310344827
BCUTdv-1h,6.0225234742261
BCUTdv-1l,1.994992017489787
BCUTpe-1h,3.492180089837533
BCUTpe-1l,2.2241647834177836
BCUTse-1h,3.704733575565662
BCUTse-1l,2.4194835861036514
ETA_alpha,13.633333333333336
ETA_dBeta,4.25
ETA_eta_B,0.2275403765720334
ETA_eta_F,33.186416808914544
ETA_eta_L,5.450479972601025
ETA_eta_R,52.61624856713388
ETA_psi_1,0.5641379310344832
LabuteASA,165.45876198057843
LogEE_DzZ,111.78974095520385
LogEE_Dzi,110.26402834804829
LogEE_Dzm,111.80944065733793
LogEE_Dzp,147.57493117823404
LogEE_Dzv,133.0941440120691
PEOE_VSA1,14.580253302440804
PEOE_VSA2,9.361636831863176
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.34148838068032
PEOE_VSA7,48.03767400930054
PEOE_VSA8,6.06636706846161
PEOE_VSA9,16.590311206764618
SM1_Dzare,1.514192647743136
SpAD_Dzpe,222.17151253038116
SpAD_Dzse,223.6842917906016
SpAbs_DzZ,222.29376762469343
SpAbs_Dzi,219.40795566808055
SpAbs_Dzm,222.33681864131677
SpAbs_Dzp,300.5154030501884
SpAbs_Dzv,268.4229151928572
SpDiam_Dt,530.3875817907065
SpMAD_DzZ,7.7065797227471995
SpMAD_Dzi,7.60169747010457
SpMAD_Dzm,7.70794700687144
SpMAD_Dzp,10.266900806242159
SpMAD_Dzv,9.216105984616021
SpMax_DzZ,111.78974095520385
SpMax_Dzi,110.26402834804829
SpMax_Dzm,111.80944065733793
SpMax_Dzp,147.57493117823404
SpMax_Dzv,133.0941440120691
VE1_Dzare,5.304400485430463
VE2_Dzare,0.1829103615665677
VE3_Dzare,2.73324749332841
VR1_Dzare,189.0786850029304
VR2_Dzare,6.519954655273462
VR3_Dzare,6.30687398818062
n10AHRing,0
n10FARing,0
n10FHRing,1
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,22
nAromBond,23
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47011494252873576
AETA_dBeta,0.14655172413793102
AETA_eta_B,0.007846219881794255
AETA_eta_F,1.1443592003073981
AETA_eta_L,0.1879475852621043
AETA_eta_R,1.8143533988666856
BCUTare-1h,3.5462541398756775
BCUTare-1l,2.1755754372784772
ETA_beta_s,19.25
ETA_dPsi_A,0.1498620689655168
ETA_dPsi_B,0.0
ETA_eta_BR,0.6575403765720333
ETA_eta_FL,8.736193213200037
ETA_eta_RL,14.186673185801062
LogEE_Dzpe,111.13255806318999
LogEE_Dzse,111.88609435002837
PEOE_VSA10,11.573916331283833
PEOE_VSA11,11.49902366656781
PEOE_VSA12,6.792942306099827
PEOE_VSA13,5.559266895052007
SlogP_VSA1,15.032992802652105
SlogP_VSA2,21.4505478696791
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,11.387855989696924
SlogP_VSA6,71.52457493714954
SlogP_VSA7,0.0
SlogP_VSA8,28.742351420432378
SlogP_VSA9,0.0
SpAD_Dzare,220.03151013384843
SpAbs_Dzpe,220.90786398439712
SpAbs_Dzse,222.49768351295683
SpDiam_DzZ,163.82473421137993
SpDiam_Dzi,161.71153994321185
SpDiam_Dzm,163.84961077423662
SpDiam_Dzp,210.23635889456017
SpDiam_Dzv,191.69451565983502
SpMAD_Dzpe,7.661086638978661
SpMAD_Dzse,7.7132514410552275
SpMax_Dzpe,111.13255806318999
SpMax_Dzse,111.88609435002837
n10FAHRing,0
n10FaHRing,1
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
AETA_beta_s,0.6637931034482759
AETA_eta_BR,0.022673806088690806
AETA_eta_FL,0.30124804183448406
AETA_eta_RL,0.48919562709658837
DetourIndex,5262
EState_VSA1,0.0
EState_VSA2,18.101721034435737
EState_VSA3,33.913739371332355
EState_VSA4,5.563451491696996
EState_VSA5,10.633466716252965
EState_VSA6,42.47422251760354
EState_VSA7,30.34148838068032
EState_VSA8,4.9839785209472085
EState_VSA9,9.473725907600098
ETA_beta_ns,23.5
ETA_shape_p,0.04889975550122248
ETA_shape_x,0.0
ETA_shape_y,0.35941320293398527
GhoseFilter,True
LogEE_Dzare,110.06796860650158
SlogP_VSA10,0.0
SlogP_VSA11,17.248535499851716
SpAbs_Dzare,218.6263389568104
SpDiam_Dzpe,162.9716316888648
SpDiam_Dzse,163.9495234674537
SpMAD_Dzare,7.587293452891325
SpMax_Dzare,110.06796860650158
TopoPSA(NO),73.58
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.4915982457797932
VSA_EState9,66.0084017542202
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8103448275862069
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029885057471264263
FilterItLogS,-4.981944938529784
SpDiam_Dzare,161.60933290469004
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6437037037037037
ETA_epsilon_2,0.8333333333333329
ETA_epsilon_3,0.44683544303797446
ETA_epsilon_4,0.5379487179487177
ETA_epsilon_5,0.8155555555555551
AETA_beta_ns_d,0.034482758620689655
ETA_dEpsilon_A,0.1968682606657292
ETA_dEpsilon_B,0.10575498575498599
ETA_dEpsilon_C,-0.09111327491074322
ETA_dEpsilon_D,0.01777777777777778
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.9310344827586207
MDEDescriptor,"0.0,0.0,0.0,0.0,18.099211202869284,29.960363442702736,0.0,9.070354944623784,0.0,0.0,0.16666666666666669,0.3831385763447929,0.4999999999999999,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,56.55668799999998
BCUTDescriptor,"11.849999999999993,15.997941896533815,-0.3604599875860262,0.24591137702790716,5.113023437629049,11.587582238151349"
BPolDescriptor,25.581311999999997
TPSADescriptor,73.58
ALOGPDescriptor,"5.284399999999999,27.92488335999999,105.14659999999998"
XLogPDescriptor,4.547000000000001
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,384.11100711999995
ChiPathDescriptor,"19.794317972067567,14.186673185801062,12.879988721851054,11.265448512504284,9.94875819434579,7.983525501419612,5.720248212886654,4.198920268820488,15.27904593854315,9.078798439856383,6.593598250256652,4.7110660919303164,3.3308870900965086,2.239629428479977,1.2530728522833727,0.7692784772665926"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.44673563623996193,0.7165602692963182,0.0,0.0,0.029462782549439483,0.12613250764377854,0.14583819891209995"
AtomCountDescriptor,45
BondCountDescriptor,33
SmallRingDescriptor,"5,4,3,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.7657765774890184,0.0,0.40520327623021857,0.0,0.6591461524633961,0.0,0.09017748877568522,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,18,2,0,0,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,13
MannholdLogPDescriptor,3.3299999999999996
WeightedPathDescriptor,"60.68294916316854,2.092515488385122,18.063775443456652,11.299353775392358,6.764421668064285"
FractionalPSADescriptor,0.19155920719817565
WienerNumbersDescriptor,"2221.0,48.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.401977149235262,7.698832914682649,10.809562293691364,1.3611137134014812,1.8854961441818032,2.158358261791679"
FractionalCSP3Descriptor,0.043478260869565216
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,2,11,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,28
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.877869605142333,9.240380262562246,4.48"
AromaticAtomsCountDescriptor,22
AromaticBondsCountDescriptor,23
FragmentComplexityDescriptor,1589.06
HBondAcceptorCountDescriptor,2
HybridizationRatioDescriptor,0.043478260869565216
AutocorrelationDescriptorMass,"32.81783674471674,35.823461528697614,52.17582830607509,52.98273910313007,49.42520645376985"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.6059726967902881,-0.40260182256585064,0.17521700448977376,-0.13692697350925537,0.1169734225980112"
EccentricConnectivityIndexDescriptor,640
AutocorrelationDescriptorPolarizability,"2051.284890129596,2459.6684745102457,3522.020585662887,3665.0361670343077,3301.133284002992"
