DLiP-ID,C001GW
DLiP-Mol-ID,32347
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H10ClN3O2/c1-18-11-3-2-8(13)6-9(11)16-12(17)10-7-14-4-5-15-10/h2-7H,1H3,(H,16,17)"
Standard Inchi Key(RDKit),UUKGDFFDCNHPFT-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(Cl)cc1NC(=O)c1cnccn1
SMILES(SDF),
MW(SDF),
MW(RDKit),263.684
MW Monoisotopic(RDKit),263.04615424
MolLogP(RDKit),2.3909
XLogP(SDF),
XLogP(CDK),1.115
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),64.11
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.923478760136796
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,14427.679049098746
qed,0.9234787601367955
Chi0,12.957819157813608
Chi1,8.702708600407233
TPSA,64.11
Chi0n,9.552989860074625
Chi0v,10.30891880609308
Chi1n,5.113724624064534
Chi1v,5.4916890970737615
Chi2n,3.3893825489963016
