DLiP-ID,P0007F
ATS3dv,483.0
ATS3pe,659.208
ATS3se,815.843658
ATS4dv,439.3333333333333
ATS4pe,670.8069999999999
ATS4se,826.3186599999998
ATS5dv,341.3333333333333
ATS5pe,672.1496
ATS5se,832.7586419999998
ATS6dv,242.0
ATS6pe,602.4148
ATS6se,752.1282699999998
ATS7dv,226.33333333333331
ATS7pe,496.5724
ATS7se,624.9077679999999
ATS8dv,168.66666666666666
ATS8pe,417.2847
ATS8se,524.015158
ATSC0Z,457.62790697674427
ATSC0c,0.5575681143209568
ATSC0d,30.046511627906977
ATSC0i,65.97574636484971
ATSC0m,2091.143439767442
ATSC0p,12.696285467686977
ATSC0s,97.31726720260312
ATSC0v,2231.964124316216
ATSC1Z,117.11032990805845
ATSC1c,-0.3857624018791929
ATSC1d,13.486208761492707
ATSC1i,-10.089685085393942
ATSC1m,506.23385896430574
ATSC1p,-0.972795687707303
ATSC1s,-17.244696879490725
ATSC1v,60.71617079151076
ATSC2Z,28.4218496484586
ATSC2c,0.2315517260795541
ATSC2d,13.889129259058947
ATSC2i,-1.4884779068546774
ATSC2m,153.7013486473772
ATSC2p,-0.37767675304919035
ATSC2s,43.68595683649116
ATSC2v,182.76862736273273
ATSC3Z,92.31260140616547
ATSC3c,-0.1267533096299431
ATSC3d,5.187669010275823
ATSC3i,20.328887560874527
ATSC3m,464.44285543374804
ATSC3p,4.908807372686078
ATSC3s,-13.817034112162355
ATSC3v,1069.9927184598405
ATSC4Z,-63.733910221741496
ATSC4c,0.013685563127077539
ATSC4d,-12.323958896700919
ATSC4i,-10.009809920226445
ATSC4m,-276.5949776360193
ATSC4p,-0.6462635475167806
ATSC4s,-16.88106336536044
ATSC4v,-133.79480221532785
ATSC5Z,-247.5246078961601
ATSC5c,0.06374750446353922
ATSC5d,-14.254191454840457
ATSC5i,-15.455272604563334
ATSC5m,-1125.4770613569492
ATSC5p,-4.7800141655722905
ATSC5s,-25.039800644844924
ATSC5v,-929.5073765407144
ATSC6Z,-139.85830178474856
ATSC6c,-0.10050827051328101
ATSC6d,-4.0816657652785295
ATSC6i,-6.365827965300277
ATSC6m,-671.4845167777174
ATSC6p,-1.6441583378649243
ATSC6s,-39.510586442009576
ATSC6v,-819.5748758982013
ATSC7Z,82.16008653326122
ATSC7c,-0.03190781628229797
ATSC7d,-10.554894537587886
ATSC7i,-8.819310481427822
ATSC7m,360.0340020302865
ATSC7p,-1.721687299088954
ATSC7s,-3.266489189648353
ATSC7v,-132.78347255219253
ATSC8Z,-41.00757166035695
ATSC8c,0.06877505516252796
ATSC8d,-10.772309356408872
ATSC8i,-0.24978830263631902
ATSC8m,-193.05700439426715
ATSC8p,-1.5404585374485897
ATSC8s,51.16017138615692
ATSC8v,-314.0342994714619
AXp-0d,0.7222834650518636
AXp-1d,0.4392597475546313
AXp-2d,0.276766444342982
AXp-3d,0.16526057820332107
AXp-4d,0.10281085692669335
AXp-5d,0.06576782861867461
AXp-6d,0.040087525693763594
AXp-7d,0.026087667501174867
GATS1Z,0.8443541010265269
GATS1c,1.7271802814914397
GATS1d,0.8076367389060887
GATS1i,1.3626020536732644
GATS1m,0.8357141114118657
GATS1p,1.2834831764558658
GATS1s,0.6764218538389355
GATS1v,1.0021958738179964
GATS2Z,0.9596993069906982
GATS2c,0.8677159980417459
GATS2d,0.9577743378052976
GATS2i,1.1301317405411815
GATS2m,0.946333286601893
GATS2p,1.068992912013245
GATS2s,0.4803463686753207
GATS2v,0.9414607637851804
GATS3Z,0.880978566237173
GATS3c,1.2166650442365048
GATS3d,1.0747488171038029
GATS3i,0.9071718056465207
GATS3m,0.8725960023344863
GATS3p,0.817932974538561
GATS3s,0.979571540863591
GATS3v,0.7733067705360169
GATS4Z,1.1281720607440162
GATS4c,1.2425069516774059
GATS4d,1.338490858110871
GATS4i,1.1196004673262157
GATS4m,1.113550655299959
GATS4p,1.0815691733614012
GATS4s,1.1597856490709073
GATS4v,0.9906230630216396
GATS5Z,1.3814263414559307
GATS5c,1.1133905840996015
GATS5d,1.2461811437583972
GATS5i,1.11473324524767
GATS5m,1.3617297278285163
GATS5p,1.2504060051787966
GATS5s,1.4823132862734505
GATS5v,1.1273182145962282
GATS6Z,1.099912194580163
GATS6c,1.0525900013846596
GATS6d,0.9366920940921132
GATS6i,0.9941673670174865
GATS6m,1.1080521412192623
GATS6p,0.9993797013383312
GATS6s,1.4834302791179
GATS6v,1.108611967761644
GATS7Z,0.8309744721338855
GATS7c,0.885727262200862
GATS7d,1.077846991681898
GATS7i,0.9984479503707241
GATS7m,0.8412725841135729
GATS7p,1.0043302435839447
GATS7s,0.886531581544375
GATS7v,1.0184650456496023
GATS8Z,1.0248500863908931
GATS8c,0.8519430735517939
GATS8d,1.1142145645443533
GATS8i,0.9531975411844669
GATS8m,1.0284374399387455
GATS8p,1.0362187784834642
GATS8s,0.610013148588402
GATS8v,1.0672379351131225
MATS1Z,0.24453365856963785
MATS1c,-0.6611163672604276
MATS1d,0.4288957688338496
MATS1i,-0.14613331668637008
MATS1m,0.23132539219665701
MATS1p,-0.07321514045781367
MATS1s,-0.16932520179346078
MATS1v,0.025993999491215992
MATS2Z,0.03297032846106258
MATS2c,0.2204618917310437
MATS2d,0.2453942590681496
MATS2i,-0.011976819863394791
MATS2m,0.039019103882312195
MATS2p,-0.01579163188664875
MATS2s,0.23830622340730412
MATS2v,0.04347082448220771
MATS3Z,0.08182972268619104
MATS3c,-0.09221975592801163
MATS3d,0.07003913780010512
MATS3i,0.12499478450184366
MATS3m,0.09009714991988399
MATS3p,0.15684183033313237
MATS3s,-0.05759536239592423
MATS3v,0.19447160696376903
MATS4Z,-0.05649638423907937
MATS4c,0.009956973076293889
MATS4d,-0.16638676324551668
MATS4i,-0.06154660603717252
MATS4m,-0.05365658848145257
MATS4p,-0.020648835852495624
MATS4s,-0.07036755893225012
MATS4v,-0.02431725911898439
MATS5Z,-0.21941608960873837
MATS5c,0.04637969075372109
MATS5d,-0.19244698872597701
MATS5i,-0.09502873498807117
MATS5m,-0.218331005294003
MATS5p,-0.15272674477271708
MATS5s,-0.1043766976873911
MATS5v,-0.16893833956248025
MATS6Z,-0.13547915249957304
MATS6c,-0.07990990079485809
MATS6d,-0.060219909993297384
MATS6i,-0.04277276317122265
MATS6m,-0.14234719071618873
MATS6p,-0.057406845334559774
MATS6s,-0.17997836088754243
MATS6v,-0.1627789145913919
MATS7Z,0.09301195023002876
MATS7c,-0.02964759820150618
MATS7d,-0.18199112238427398
MATS7i,-0.06925333356032506
MATS7m,0.08919696088700425
MATS7p,-0.07025349914516389
MATS7s,-0.017389283326908197
MATS7v,-0.03082103195021354
MATS8Z,-0.05584327970174888
MATS8c,0.0768692037519775
MATS8d,-0.22342621259029935
MATS8i,-0.002359430285878906
MATS8m,-0.057533540984547306
MATS8p,-0.07561234367267375
MATS8s,0.3276132444211586
MATS8v,-0.08768175631549871
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,-3.374680702527925
SdssSe,0
SdsssP,0
SpAD_A,29.41150208795962
SpAD_D,207.64103237669474
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.13893012758746
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,999
TMWC10,124.45145558889578
TSRW10,72.46647751546293
VE1_Dt,4.7692128558333104
VE2_Dt,0.2073570806884048
VE3_Dt,2.395090394476654
VR1_Dt,123.87455428743748
VR2_Dt,5.385850186410325
VR3_Dt,5.652178517495534
Xc-3dv,1.0682095918525192
Xc-4dv,0.07216878364870322
Xc-5dv,0.12519051652283025
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.06415002990995841
Xch-6d,0.3608667677344825
Xch-7d,0.7655642801811982
Xp-0dv,14.111881808977458
Xp-1dv,9.514877446981307
Xp-2dv,7.526149738991769
Xp-3dv,5.490350977975832
Xp-4dv,4.285750351648919
Xp-5dv,3.068769775866657
Xp-6dv,1.7564362190691971
Xp-7dv,1.2502766055372925
Xpc-4d,4.301651214174139
Xpc-5d,7.778060840638198
Xpc-6d,12.654195642087641
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,1
nHBAcc,3
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,7.779676879814561
AATS0dv,7.173126614987081
AATS0pe,6.232160465116277
AATS0se,7.71535630232558
AATS1dv,5.977777777777778
AATS1pe,6.428235555555557
AATS1se,7.7434050666666625
AATS2dv,6.283950617283951
AATS2pe,6.357912345679012
AATS2se,7.748136296296293
AATS3dv,4.556603773584905
AATS3pe,6.218943396226415
AATS3se,7.696638283018868
AATS4dv,4.144654088050315
AATS4pe,6.328367924528301
AATS4se,7.795459056603772
AATS5dv,3.2201257861635217
AATS5pe,6.3410339622641505
AATS5se,7.856213603773583
AATS6dv,2.4948453608247423
AATS6pe,6.210461855670103
AATS6se,7.7538996907216475
AATS7dv,2.726907630522088
AATS7pe,5.9828
AATS7se,7.529009253012047
AATS8dv,2.444444444444444
AATS8pe,6.047604347826087
AATS8se,7.5944225797101454
AATSC0Z,10.642509464575449
AATSC0c,0.012966700333045506
AATSC0d,0.6987560843699296
AATSC0i,1.5343196829034818
AATSC0m,48.63124278528935
AATSC0p,0.29526245273690643
AATSC0s,2.263192260525654
AATSC0v,51.90614242595851
AATSC1Z,2.602451775734632
AATSC1c,-0.00857249781953762
AATSC1d,0.2996935280331713
AATSC1i,-0.2242152241198654
AATSC1m,11.249641310317905
AATSC1p,-0.021617681949051178
AATSC1s,-0.383215486210905
AATSC1v,1.3492482398113503
AATSC2Z,0.35088703269701976
AATSC2c,0.0028586632849327666
AATSC2d,0.17147073159332032
AATSC2i,-0.018376270454996017
AATSC2m,1.8975475141651506
AATSC2p,-0.004662675963570251
AATSC2s,0.5393328004505081
AATSC2v,2.2564028069473174
AATSC3Z,0.8708735981713723
AATSC3c,-0.0011957859399051236
AATSC3d,0.04894027368184739
AATSC3i,0.1917819581214578
AATSC3m,4.381536372016491
AATSC3p,0.046309503515906396
AATSC3s,-0.130349378416626
AATSC3v,10.09427092886642
AATSC4Z,-0.6012633039786933
AATSC4c,0.0001291090861045051
AATSC4d,-0.11626376317642377
AATSC4i,-0.09443216905874005
AATSC4m,-2.60938658147188
AATSC4p,-0.006096825919969628
AATSC4s,-0.1592553147675513
AATSC4v,-1.262215115238942
AATSC5Z,-2.335137810341133
AATSC5c,0.0006013915515428228
AATSC5d,-0.1344735042909477
AATSC5i,-0.14580445853361634
