DLiP-ID,C100MR
AATSC4d,-0.04069518271893968
AATSC4i,-0.24277310034681482
AATSC4m,-9.674181267751408
AATSC4p,-0.039495414696893674
AATSC4s,-0.3469847549491998
AATSC4v,-5.980142669738345
AATSC5Z,0.7899110205424839
AATSC5c,-0.0034603245535946123
AATSC5d,-0.04974875643930285
AATSC5i,-0.023515034837144917
AATSC5m,3.4691236454304666
AATSC5p,0.0254275482245095
AATSC5s,-0.5119260173730851
AATSC5v,1.3002606368175589
AATSC6Z,0.23191786590378907
AATSC6c,0.0024039481592351337
AATSC6d,-0.05561162764272204
AATSC6i,0.275832864291283
AATSC6m,1.2383054768556465
AATSC6p,-0.01656391701680556
AATSC6s,0.6309983242464093
AATSC6v,0.16179079593628035
AATSC7Z,-1.5534773044837655
AATSC7c,0.0037301411965753872
AATSC7d,-0.06813496949490198
AATSC7i,0.0705608898020608
AATSC7m,-6.7185297260950625
AATSC7p,-0.01431237397134377
AATSC7s,0.19773899922908175
AATSC7v,-1.064004535599295
AATSC8Z,-0.9051984260659531
AATSC8c,-0.005462402952395636
AATSC8d,-0.06892770367609644
AATSC8i,-0.2105040104087069
AATSC8m,-4.2921434886927985
AATSC8p,-0.031217078951846527
AATSC8s,-0.7829139816291777
AATSC8v,-5.253809305071923
ATS0are,279.65209999999996
ATS1are,282.19980000000004
ATS2are,457.30899999999997
ATS3are,591.5930000000001
ATS4are,607.4377999999998
ATS5are,612.8376
ATS6are,598.5699999999999
ATS7are,558.0400000000001
ATS8are,531.98
ATSC0dv,186.43902439024393
ATSC0pe,7.905204878048779
ATSC0se,5.820945902439023
ATSC1dv,-6.999735607112178
ATSC1pe,-0.831088042831647
ATSC1se,-0.23775999524092806
ATSC2dv,23.70017846519929
ATSC2pe,2.402418619869124
ATSC2se,1.7681250910172521
ATSC3dv,-88.60598849890937
ATSC3pe,-2.8680911957168354
ATSC3se,-1.9089338834027367
ATSC4dv,-39.95518540551259
ATSC4pe,-2.667030577037478
ATSC4se,-2.3428814860202243
ATSC5dv,-17.811421772754315
ATSC5pe,-2.067501427721594
ATSC5se,-1.8410253129089824
ATSC6dv,52.388459250446175
ATSC6pe,3.3074528256989884
ATSC6se,2.652726553242117
ATSC7dv,20.729526075748566
ATSC7pe,1.1039580606781683
ATSC7se,0.7052638631766808
ATSC8dv,-83.1462092669707
ATSC8pe,-2.698573289708505
ATSC8se,-1.8057874122546096
AXp-0dv,0.5685142771139664
AXp-1dv,0.34907185593540585
AXp-2dv,0.19661584896956064
AXp-3dv,0.11500925043913113
AXp-4dv,0.06298931944747259
AXp-5dv,0.03557229042172391
AXp-6dv,0.021680740249873435
AXp-7dv,0.012949320357915827
BertzCT,1114.5501930691114
ECIndex,564
ETA_eta,19.329491073021824
GATS1dv,0.6835578596375936
GATS1pe,0.6756278713303056
GATS1se,0.6621580257079195
GATS2dv,0.6871734200926746
GATS2pe,0.4817519450586283
GATS2se,0.5143542245749967
GATS3dv,1.1144543287400428
GATS3pe,1.0207676970124926
GATS3se,1.014697398955691
GATS4dv,1.0031434685812566
GATS4pe,0.9930982539225567
GATS4se,1.0202280819393834
GATS5dv,0.993232535785727
GATS5pe,0.9622208796398536
GATS5se,1.0019212808736764
GATS6dv,0.853635990072587
GATS6pe,0.7793443053704958
GATS6se,0.7832499360125666
GATS7dv,0.8871560947972907
GATS7pe,0.8041537313792023
GATS7se,0.8273876248588987
GATS8dv,1.1903500974068957
GATS8pe,1.067718073179816
GATS8se,1.0628780556194857
LogEE_A,4.219982977713273
LogEE_D,140.63076387224237
MATS1dv,-0.035798119685162916
MATS1pe,-0.10024190356229172
MATS1se,-0.03894579929288258
MATS2dv,0.07553523081473391
MATS2pe,0.18058027963606899
MATS2se,0.18049043431970302
MATS3dv,-0.21650483555245456
MATS3pe,-0.16528033089653194
MATS3se,-0.14939589722144261
MATS4dv,-0.09447942397251152
MATS4pe,-0.14873588880822555
MATS4se,-0.17744250729758038
MATS5dv,-0.04166945010410056
MATS5pe,-0.114074530835668
MATS5se,-0.13795015722488688
MATS6dv,0.12944719806678076
MATS6pe,0.19274112016127967
MATS6se,0.20993882952237058
MATS7dv,0.05300757750923864
MATS7pe,0.06657709637974688
MATS7se,0.05776216649897086
MATS8dv,-0.22029842726916732
MATS8pe,-0.16862689833063849
MATS8se,-0.15324235676719183
MAXaaCH,1.6820745095686473
MAXaaaC,0.4447793314856807
MAXaasC,0.22954270597127757
MAXdssC,-1.0685171188751463
MAXssNH,2.4301785714285713
MDEC-22,10.091781704668751
MDEC-23,20.77157730477595
MDEC-33,7.843477069740324
MDEO-11,1.7117768118155856
MINaaCH,1.0393183444942102
MINaaaC,0.37934712773998513
MINaasC,-0.5588980385459601
MINdssC,-1.0685171188751463
MINssNH,2.4301785714285713
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.9761904761904763
SM1_Dzi,1.270822717826111
SM1_Dzm,3.007334451759004
SM1_Dzp,-7.079581945672167
SM1_Dzv,-2.5457989334913287
SddssSe,0
SpAD_Dt,540.8293303203172
SpAbs_A,33.87971850690043
SpAbs_D,281.2615277444848
SpMAD_A,1.2548043891444605
SpMAD_D,10.417093620166101
SpMax_A,2.4775639032296852
SpMax_D,140.63076387224237
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,137.38
TpiPC10,8.944464637006137
VAdjMat,5.857980995127572
VE1_DzZ,5.096285684829798
VE1_Dzi,5.096452420380466
VE1_Dzm,5.096796454216209
VE1_Dzp,5.066233234698981
VE1_Dzv,5.09700975366947
VE2_DzZ,0.1887513216603629
VE2_Dzi,0.18875749705112835
VE2_Dzm,0.18877023904504478
VE2_Dzp,0.1876382679518141
VE2_Dzv,0.18877813902479518
VE3_DzZ,2.6217637503112026
VE3_Dzi,2.621796466848989
VE3_Dzm,2.6218639691419487
VE3_Dzp,2.6158493627520594
VE3_Dzv,2.6219058179762196
VR1_DzZ,164.14349822363096
VR1_Dzi,164.62906498126887
VR1_Dzm,164.09814349664987
VR1_Dzp,167.51739969735652
VR1_Dzv,164.8405292027344
VR2_DzZ,6.079388823097442
VR2_Dzi,6.097372777084032
VR2_Dzm,6.077709018394439
VR2_Dzp,6.204348136939131
VR2_Dzv,6.105204785286459
VR3_DzZ,6.093992807423094
VR3_Dzi,6.096946625138012
VR3_Dzm,6.0937164577982745
VR3_Dzp,6.114338997670565
VR3_Dzv,6.098230289878163
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07359775146773136
Xch-7dv,0.13231771529501118
Xpc-4dv,2.3677536274855937
Xpc-5dv,3.0805307834997935
Xpc-6dv,4.194606474417669
Zagreb1,142.0
Zagreb2,166.0
fragCpx,139.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,3
nBondsM,20
nBondsO,29
nBondsS,23
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,1
nHetero,9
naHRing,0
AATS0are,6.820782926829267
AATS1are,6.562786046511629
AATS2are,6.627666666666666
AATS3are,6.573255555555557
AATS4are,6.5315892473118256
AATS5are,6.519548936170212
AATS6are,6.725505617977527
AATS7are,6.488837209302327
AATS8are,6.409397590361446
AATSC0dv,4.5472932778108275
AATSC0pe,0.19280987507436045
AATSC0se,0.14197429030339082
AATSC1dv,-0.16278454900260877
AATSC1pe,-0.019327628903061556
AATSC1se,-0.0055293022149053035
AATSC2dv,0.34348084732172884
AATSC2pe,0.034817661157523536
AATSC2se,0.02562500131909061
AATSC3dv,-0.9845109833212152
AATSC3pe,-0.03186767995240928
AATSC3se,-0.02121037648225263
AATSC4dv,-0.42962564952164073
AATSC4pe,-0.028677748140187934
AATSC4se,-0.025192274043228217
AATSC5dv,-0.18948321034845017
AATSC5pe,-0.02199469603959143
AATSC5se,-0.019585375669244495
AATSC6dv,0.5886343736005188
AATSC6pe,0.037162391299988634
AATSC6se,0.029805916328563112
AATSC7dv,0.24104100088079727
AATSC7pe,0.012836721635792653
AATSC7se,0.008200742595077684
AATSC8dv,-1.001761557433382
AATSC8pe,-0.032512931201307285
AATSC8se,-0.02175647484644108
AETA_eta,0.7159070767785861
ATSC0are,8.953990243902437
ATSC1are,-1.1171214753123135
ATSC2are,2.984148126115408
ATSC3are,-3.361881023200474
ATSC4are,-2.937914455681141
ATSC5are,-2.472831290898275
ATSC6are,3.7962382510410473
ATSC7are,1.5300350981558586
ATSC8are,-3.0964729327781093
BCUTZ-1h,16.01323024224086
BCUTZ-1l,5.6546975290227355
BCUTc-1h,0.4631676721324545
BCUTc-1l,-0.3613964824615523
BCUTd-1h,4.043823770660518
BCUTd-1l,0.9706212377753014
BCUTi-1h,17.424772113479357
BCUTi-1l,10.319746897846136
BCUTm-1h,32.06673558819709
BCUTm-1l,11.666227828627328
BCUTp-1h,2.954648744559708
BCUTp-1l,0.545853149543532
BCUTs-1h,8.001921927551672
BCUTs-1l,0.2989385787152284
BCUTv-1h,24.442000785993486
BCUTv-1l,13.304119024623718
BalabanJ,1.686015713844454
Diameter,13
ETA_beta,38.75
GATS1are,0.7099186483357587
GATS2are,0.47679819393581535
GATS3are,1.0333468683505294
GATS4are,0.9878865891934746
GATS5are,0.9593630800998743
GATS6are,0.7792395547379535
GATS7are,0.7794004679420946
GATS8are,1.055637589189424
HybRatio,0.05555555555555555
Lipinski,True
LogEE_Dt,270.4146651601586
MATS1are,-0.11895951502192638
MATS2are,0.1980334373772643
MATS3are,-0.17104369510327772
MATS4are,-0.14465166517499511
MATS5are,-0.12045750787141131
MATS6are,0.19531279458474826
MATS7are,0.08146483496446139
MATS8are,-0.17082696913014903
MAXddssS,-4.006315415826824
MAXssCH2,-0.2955829723226904
MINddssS,-4.006315415826824
MINssCH2,-0.2955829723226904
NsssssAs,0
RotRatio,0.20689655172413793
SM1_Dzpe,1.8373411580546557
SM1_Dzse,1.8389492025260181
SMR_VSA1,27.815804005756988
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,9.79096695103555
SMR_VSA6,10.474948471198877
SMR_VSA7,60.414524457200386
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,168.90921233038262
SpAD_Dzi,220.6873352079245
SpAD_Dzm,168.72071454357575
SpAD_Dzp,245.1126473780257
SpAD_Dzv,241.03932020415073
SpAbs_Dt,540.8293303203175
SpDiam_A,4.955127806459369
SpDiam_D,200.27035216841716
SpMAD_Dt,20.030715937789527
SpMax_Dt,270.4146651601586
SsssssAs,0
VE1_Dzpe,5.099631451254862
VE1_Dzse,5.099883076663188
VE2_Dzpe,0.18887523893536529
VE2_Dzse,0.1888845583949329
VE3_Dzpe,2.622420045669531
VE3_Dzse,2.6224693863332824
VMcGowan,266.9900000000002
VR1_Dzpe,164.12516772456266
VR1_Dzse,164.0926080519497
VR2_Dzpe,6.078709915724543
VR2_Dzse,6.077504001924063
VR3_Dzpe,6.093881127564558
VR3_Dzse,6.093682724704489
mZagreb1,9.95138888888889
mZagreb2,5.819444444444444
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,32
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.21839000594883992
AATSC1are,-0.025979569193309616
AATSC2are,0.043248523566889976
AATSC3are,-0.03735423359111638
AATSC4are,-0.03159047801807678
AATSC5are,-0.026306715860619948
AATSC6are,0.04265436237124772
AATSC7are,0.017791105792509983
AATSC8are,-0.037306902804555536
AETA_beta,1.4351851851851851
BCUTdv-1h,7.0040600108406
BCUTdv-1l,0.6441861332506792
BCUTpe-1h,3.9886748683144106
BCUTpe-1l,2.202088053712509
BCUTse-1h,4.009962833298272
BCUTse-1l,2.3987106616192326
ETA_alpha,13.019047619047619
ETA_dBeta,6.25
ETA_eta_B,0.6385194319906766
ETA_eta_F,31.904264749586726
ETA_eta_L,5.2530147991279295
ETA_eta_R,51.23375582260855
ETA_psi_1,0.5253651037663338
LabuteASA,158.2493191948398
LogEE_DzZ,84.1406241111332
LogEE_Dzi,110.39073511202989
LogEE_Dzm,84.04911079586314
LogEE_Dzp,120.33343894953495
LogEE_Dzv,119.85963815635536
PEOE_VSA1,10.213054789681411
PEOE_VSA2,9.51663204852391
PEOE_VSA3,12.808212032003757
PEOE_VSA4,0.0
PEOE_VSA5,11.761884949391115
PEOE_VSA6,24.26546827384644
PEOE_VSA7,30.33183534230805
PEOE_VSA8,10.772448428929591
PEOE_VSA9,21.2312068324659
SM1_Dzare,1.9553027555845972
SpAD_Dzpe,214.94208639643603
SpAD_Dzse,211.63523269351947
SpAbs_DzZ,166.59439751556775
SpAbs_Dzi,219.51064750623368
SpAbs_Dzm,166.38167663665206
SpAbs_Dzp,247.7464598447421
SpAbs_Dzv,242.26507524620217
SpDiam_Dt,381.9214714079221
SpMAD_DzZ,6.255896752977134
SpMAD_Dzi,8.173605007700907
SpMAD_Dzm,6.248915353465769
SpMAD_Dzp,9.078246199186138
SpMAD_Dzv,8.92738222978336
SpMax_DzZ,84.1406241111332
SpMax_Dzi,110.39073511202989
SpMax_Dzm,84.04911079586314
SpMax_Dzp,120.33343894953495
SpMax_Dzv,119.85963815635536
VE1_Dzare,5.099190807799186
VE2_Dzare,0.18885891880737726
VE3_Dzare,2.6223336350145043
VR1_Dzare,164.14284551959875
VR2_Dzare,6.079364648874027
VR3_Dzare,6.093988830991879
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,1
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4821869488536155
AETA_dBeta,0.23148148148148148
AETA_eta_B,0.023648867851506543
AETA_eta_F,1.1816394351698787
AETA_eta_L,0.1945561036714048
AETA_eta_R,1.897546511948465
BCUTare-1h,4.107721793041692
BCUTare-1l,2.1515345538062767
ETA_beta_s,16.25
ETA_dPsi_A,0.18863489623366614
ETA_dPsi_B,0.0
ETA_eta_BR,0.8965194319906766
ETA_eta_FL,7.52267933125449
ETA_eta_RL,12.77569413038242
LogEE_Dzpe,107.53909287073856
LogEE_Dzse,105.88572557648291
PEOE_VSA10,11.5667326743298
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,30.35301066870899
SlogP_VSA3,14.817828337479405
SlogP_VSA4,5.817220841045895
SlogP_VSA5,0.0
SlogP_VSA6,64.38827056719003
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
SpAD_Dzare,216.00015820560327
SpAbs_Dzpe,213.24084458342247
SpAbs_Dzse,209.93250195043987
SpDiam_DzZ,119.32618615341772
SpDiam_Dzi,158.4642871438151
SpDiam_Dzm,119.2223584002995
SpDiam_Dzp,172.77472568480948
SpDiam_Dzv,174.6128648326757
SpMAD_Dzpe,7.960818014682816
SpMAD_Dzse,7.838341951611832
SpMax_Dzpe,107.53909287073856
SpMax_Dzse,105.88572557648291
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,27
AETA_beta_s,0.6018518518518519
AETA_eta_BR,0.033204423407062096
AETA_eta_FL,0.27861775300942554
AETA_eta_RL,0.47317385668083034
DetourIndex,3584
EState_VSA1,21.809817282405326
EState_VSA2,26.980718665749805
EState_VSA3,10.772448428929591
EState_VSA4,36.027353223237554
EState_VSA5,6.06636706846161
EState_VSA6,24.26546827384644
EState_VSA7,0.0
EState_VSA8,4.722094864452088
EState_VSA9,5.106527394840706
ETA_beta_ns,22.5
ETA_shape_p,0.14996342355523043
ETA_shape_x,0.0640087783467447
ETA_shape_y,0.30724213606437456
GhoseFilter,True
LogEE_Dzare,108.07249772337883
SlogP_VSA10,10.077801322358383
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,214.18969269117315
SpDiam_Dzpe,154.9006175389617
SpDiam_Dzse,152.45195736818903
SpMAD_Dzare,8.000005859466787
SpMax_Dzare,108.07249772337883
TopoPSA(NO),103.7
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,38.30749657113585
VSA_EState9,43.90818538987552
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8333333333333334
EState_VSA10,22.709276610916284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.01781305114638448
FilterItLogS,-4.713877756853375
SpDiam_Dzare,155.64461740134675
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.7068524970963995
ETA_epsilon_2,0.9178130511463841
ETA_epsilon_3,0.44025974025974035
ETA_epsilon_4,0.5926482873851293
ETA_epsilon_5,0.8560317460317458
AETA_beta_ns_d,0.07407407407407407
ETA_dEpsilon_A,0.2665927568366592
ETA_dEpsilon_B,0.11420420971127021
ETA_dEpsilon_C,-0.15238854712538896
ETA_dEpsilon_D,0.06178130511463831
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.6666666666666666
MDEDescriptor,"0.0,0.0,0.0,0.0,10.091781704668751,20.77157730477595,0.0,7.843477069740324,0.0,0.0,1.7117768118155856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,52.48210199999997
BCUTDescriptor,"11.996163349573395,31.973073698587342,-0.38403353688696573,0.26935419781743597,4.177194723549769,12.391437750415017"
BPolDescriptor,26.881897999999996
TPSADescriptor,137.37999999999997
ALOGPDescriptor,"3.7300999999999997,13.913646009999999,97.9574"
XLogPDescriptor,3.595
VAdjMaDescriptor,5.857980995127573
WeightDescriptor,407.02974287999996
ChiPathDescriptor,"19.604083527755577,12.775694130382421,12.34784273808922,9.528895154473812,7.601051695820109,6.383603610696879,4.692432343160873,3.0888780516212133,14.737130672047607,9.010016804761191,6.995276088181368,5.0587859121167265,3.479795312665893,2.5132321046471406,1.5586479006002425,0.9617458887525551"
ChiChainDescriptor,"0.0,0.0,0.0,0.21202758782931808,0.39488602584750593,0.0,0.0,0.0,0.07359775146773136,0.11529674834974774"
AtomCountDescriptor,41
BondCountDescriptor,29
SmallRingDescriptor,"3,3,2,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.68968675804715,0.20412414523193154,0.646851114825647,0.10206207261596577,0.9056471822385814,0.025499585890087693,0.15597294134335307,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,14,2,1,0,0,0"
ZagrebIndexDescriptor,142.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.45
WeightedPathDescriptor,"54.43365459800006,2.0160612814074095,24.499334759693472,12.37742825546259,3.0822764631656763"
FractionalPSADescriptor,0.3375183322671881
WienerNumbersDescriptor,"1826.0,44.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.056306877285661,7.438226789843962,10.773172904747433,1.7796983420597747,2.3298948345134947,2.9387600153113866"
FractionalCSP3Descriptor,0.05555555555555555
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"21.702734839476815,9.212018140589569,5.331434674261303"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,1147.09
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.05555555555555555
AutocorrelationDescriptorMass,"44.98987569492388,42.979852764088896,58.32924037792003,66.67121726542022,59.19414895562329"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.5208948121277022,-0.23359832804049782,-0.021559445113114202,0.08885572566774814,-0.006874092016683528"
EccentricConnectivityIndexDescriptor,564
AutocorrelationDescriptorPolarizability,"2239.474223387057,2650.8898614632762,3814.011240319992,4020.7262083597075,3655.313793866749"
