DLiP-ID,C001SD
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,49.28094053290509
TIC1,76.60593781761291
TIC2,92.6059378176129
TIC3,108.60593781761293
TIC4,108.60593781761293
TIC5,108.60593781761293
Vabc,229.64202053495328
WPol,22
apol,35.739929999999994
bpol,13.060069999999998
nRot,2
ABCGG,11.377858349711584
ATS0Z,1218.0
ATS0d,98.0
ATS0i,4441.75341646879
ATS0m,5047.359312000001
ATS0p,53.269833048490014
ATS0s,121.01059289742419
ATS0v,7527.518207284494
ATS1Z,914.0
ATS1d,117.0
ATS1i,4241.8103571088
ATS1m,3572.9604649999983
ATS1p,59.81063907999999
ATS1s,96.48559670781893
ATS1v,8684.790944080025
ATS2Z,1361.0
ATS2d,168.0
ATS2i,6683.375124614002
ATS2m,5282.343596999997
ATS2p,86.20028619999995
ATS2s,156.45987654320987
ATS2v,12058.224146971566
ATS3Z,1366.0
ATS3d,170.0
ATS3i,9204.352999251456
ATS3m,5045.666186000001
ATS3p,91.486222551396
ATS3s,171.58436213991766
ATS3v,12220.210011890244
ATS4Z,1233.0
ATS4d,144.0
ATS4i,8436.540968745718
ATS4m,4672.890822999998
ATS4p,71.70976161333898
ATS4s,163.80246913580248
ATS4v,9710.343612527604
ATS5Z,974.0
ATS5d,114.0
ATS5i,6917.404751920956
ATS5m,3551.8505539999996
ATS5p,59.761106803396004
ATS5s,161.86831275720166
ATS5v,8352.77669586654
ATS6Z,1074.0
ATS6d,104.0
ATS6i,5784.873691298391
ATS6m,4190.001860000001
ATS6p,53.296201101094006
ATS6s,134.12345679012344
ATS6v,7668.263875759935
ATS7Z,702.0
ATS7d,94.0
ATS7i,4885.618214686378
ATS7m,2573.4975900000004
ATS7p,54.865655581698
ATS7s,87.51028806584361
ATS7v,7186.449557685664
ATS8Z,786.0
ATS8d,89.0
ATS8i,4851.654045202095
ATS8m,3032.8683840000012
ATS8p,55.13089776909399
ATS8s,72.20987654320987
ATS8v,7028.933941204739
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.024691358024691357
JGI10,0.006172839506172839
JGT10,0.4570353393956673
Kier1,14.409972299168976
Kier2,6.9632
Kier3,4.8979591836734695
MAXdO,11.696069538926682
MID_C,26.78298846240928
MID_N,4.042959685660355
MID_O,1.7733481709794536
MID_X,3.5219347323681065
MID_h,9.338242589007915
MINdO,11.696069538926682
MPC10,29
MWC01,19.0
MWC02,4.48863636973214
MWC03,5.272999558563747
MWC04,6.111467339502679
MWC05,6.906754778648554
MWC06,7.748028524432376
MWC07,8.546169299652755
MWC08,9.388235479817224
MWC09,10.187274549019024
MWC10,11.029698795395019
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.637400000000001
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.9344739331306915
SRW05,0.0
SRW06,6.3818160174060985
SRW07,0.0
SRW08,7.909489492673759
SRW09,0.0
SRW10,9.474165107897397
SaaCH,13.836270287508261
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.384414105148233
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.34765432098765436
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.3462226001511715
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.059677873279578
VE1_D,4.189925894437211
VE2_A,0.22553765962664324
VE2_D,0.2327736608020673
VE3_A,1.9888902938112982
VE3_D,2.020469712387926
VR1_A,83.4022711656882
VR1_D,85.61496918265783
VR2_A,4.633459509204901
VR2_D,4.756387176814324
VR3_A,5.0114622060985266
VR3_D,5.037646806390385
WPath,679
Xc-3d,1.2742736942483017
Xc-4d,0.0
Xc-5d,0.0
Xc-6d,0.0
Xp-0d,12.957819157813608
Xp-1d,8.631030293135234
Xp-2d,7.852182315284359
Xp-3d,5.5614007630910045
Xp-4d,4.781900245340575
Xp-5d,3.3030046812647824
Xp-6d,2.140753363287188
Xp-7d,1.010198893601158
ZMIC0,59.81855754936994
ZMIC1,51.44594651625494
ZMIC2,39.713153032233876
ZMIC3,37.7576874515637
ZMIC4,37.7576874515637
ZMIC5,37.7576874515637
nAcid,0
nAtom,28
nBase,0
nRing,2
piPC1,3.295836866004329
piPC2,3.8501476017100584
piPC3,4.269697449699962
piPC4,4.7978545298175925
piPC5,5.212895634494042
piPC6,5.100628332622961
piPC7,4.992131822531696
piPC8,5.37989735354046
piPC9,5.2108513407667605
AATS0Z,43.5
AATS0d,3.5
AATS0i,158.63405058817108
AATS0m,180.26283257142862
AATS0p,1.902494037446072
AATS0s,4.321806889193721
AATS0v,268.8399359744462
AATS1Z,31.517241379310345
AATS1d,4.0344827586206895
AATS1i,146.26932265892415
AATS1m,123.20553327586201
AATS1p,2.0624358303448274
AATS1s,3.3270895416489283
AATS1v,299.47554979586295
AATS2Z,30.244444444444444
AATS2d,3.7333333333333334
AATS2i,148.5194472136445
AATS2m,117.3854132666666
AATS2p,1.9155619155555546
AATS2s,3.476886145404664
AATS2v,267.96053659936814
AATS3Z,23.551724137931036
AATS3d,2.9310344827586206
AATS3i,158.6957413664044
AATS3m,86.99424458620692
AATS3p,1.5773486646792414
AATS3s,2.9583510713778907
AATS3v,210.69327606707316
AATS4Z,23.71153846153846
AATS4d,2.769230769230769
AATS4i,162.24117247587918
AATS4m,89.86328505769227
AATS4p,1.3790338771795958
AATS4s,3.150047483380817
AATS4v,186.7373771639924
AATS5Z,23.19047619047619
AATS5d,2.7142857142857144
AATS5i,164.70011314097513
AATS5m,84.56787033333333
AATS5p,1.4228834953189524
AATS5s,3.85400744660004
AATS5v,198.87563561586998
AATS6Z,29.833333333333332
AATS6d,2.888888888888889
AATS6i,160.69093586939977
AATS6m,116.38894055555559
AATS6p,1.4804500305859447
AATS6s,3.725651577503429
AATS6v,213.00732988222043
AATS7Z,21.9375
AATS7d,2.9375
AATS7i,152.67556920894933
AATS7m,80.42179968750001
AATS7p,1.7145517369280625
AATS7s,2.734696502057613
AATS7v,224.576548677677
AATS8Z,24.5625
AATS8d,2.78125
AATS8i,151.61418891256548
AATS8m,94.77713700000004
AATS8p,1.7228405552841872
AATS8s,2.2565586419753085
AATS8v,219.6541856626481
AMID_C,1.4879438034671821
AMID_N,0.22460887142557528
AMID_O,0.09851934283219187
AMID_X,0.19566304068711704
AMID_h,0.5187912549448842
ATS0dv,221.20987654320987
ATS0pe,183.22050000000002
ATS0se,223.11758600000007
ATS1dv,226.22222222222223
ATS1pe,192.18200000000002
ATS1se,228.18642400000004
ATS2dv,287.33333333333337
ATS2pe,296.6318000000001
ATS2se,354.7155480000002
ATS3dv,260.8888888888889
ATS3pe,375.9450000000001
ATS3se,460.137392
ATS4dv,226.8888888888889
ATS4pe,330.9413
ATS4se,408.33803600000016
ATS5dv,218.22222222222223
ATS5pe,283.675
ATS5se,346.94770000000005
ATS6dv,167.55555555555554
ATS6pe,239.67360000000002
ATS6se,292.51408
ATS7dv,114.22222222222223
ATS7pe,200.55700000000004
ATS7se,246.85280400000005
ATS8dv,94.33333333333333
ATS8pe,191.83199999999997
ATS8se,238.45115999999996
ATSC0Z,477.42857142857156
ATSC0c,0.48310264916428886
ATSC0d,15.714285714285714
ATSC0i,41.97242421073282
ATSC0m,2224.5932228571432
ATSC0p,7.650454605457857
ATSC0s,35.17415137065345
ATSC0v,1403.4961375002354
ATSC1Z,-5.83673469387756
ATSC1c,-0.4399755387904033
ATSC1d,-0.06122448979591624
ATSC1i,0.23792778487339095
ATSC1m,-24.309485530612054
ATSC1p,0.4012078601082938
ATSC1s,-3.1672170354195637
ATSC1v,67.63217556758171
ATSC2Z,0.3469387755102007
ATSC2c,0.4452806541437064
ATSC2d,-4.897959183673467
ATSC2i,-8.425000727951094
ATSC2m,-7.072462591836437
ATSC2p,-1.2868333669054812
ATSC2s,8.347470869920897
ATSC2v,-400.91950380628145
ATSC3Z,-206.24489795918367
ATSC3c,-0.3908444655816
ATSC3d,-2.4081632653061216
ATSC3i,-9.699119181082747
ATSC3m,-960.7929790612247
ATSC3p,-2.1102820173088475
ATSC3s,-11.466164861006131
ATSC3v,-513.1518533723167
ATSC4Z,98.63265306122452
ATSC4c,0.2862650321420106
ATSC4d,-1.469387755102041
ATSC4i,-18.856896678049083
ATSC4m,461.3903496938773
ATSC4p,-1.113838428085594
ATSC4s,10.842714680751131
ATSC4v,112.47172051393653
ATSC5Z,-208.85714285714286
ATSC5c,-0.2586450527639977
ATSC5d,0.857142857142857
ATSC5i,5.804205352870353
ATSC5m,-962.6714962857145
ATSC5p,-0.21802026829507387
ATSC5s,-14.743786334835722
ATSC5v,-104.59439997834589
ATSC6Z,154.16326530612253
ATSC6c,0.18829906269032673
ATSC6d,0.6530612244897958
ATSC6i,7.589867976256057
ATSC6m,706.7928008979594
ATSC6p,0.17482061653746853
ATSC6s,-7.145224253395917
ATSC6v,250.26768008091105
ATSC7Z,-117.91836734693881
ATSC7c,-0.11235043915639165
ATSC7d,-0.530612244897959
ATSC7i,8.620401273534693
ATSC7m,-549.759852122449
ATSC7p,-0.18380769407883643
ATSC7s,-8.825268516185623
ATSC7v,-201.0521033391218
ATSC8Z,99.79591836734694
ATSC8c,0.04815933648538557
ATSC8d,-2.1020408163265305
ATSC8i,-1.394628316623589
ATSC8m,471.6821304489794
ATSC8p,1.532511391247164
ATSC8s,2.1375474744081475
ATSC8v,208.09419317068532
AXp-0d,0.719878842100756
AXp-1d,0.45426475227027546
AXp-2d,0.31408729261137436
AXp-3d,0.19862145582467874
AXp-4d,0.136625721295445
AXp-5d,0.08692117582275743
AXp-6d,0.06296333421432906
AXp-7d,0.036078531914327076
GATS1Z,0.508976660682226
GATS1c,1.9217152211705462
GATS1d,1.0072100313479624
GATS1i,1.1062878126019293
GATS1m,0.5099841506544047
GATS1p,0.6693286764074939
GATS1s,0.5931392204585333
GATS1v,0.7106769475538347
GATS2Z,0.6220825852782763
GATS2c,0.4437534895526288
GATS2d,1.26
GATS2i,1.1832591571438051
GATS2m,0.6261017800868501
GATS2p,0.8880293341322831
GATS2s,0.4860699068196914
GATS2v,0.9869678460711223
GATS3Z,1.1388596545533334
GATS3c,1.4868426000639239
GATS3d,1.0072100313479624
GATS3i,1.1272248686208979
GATS3m,1.1386739038357256
GATS3p,1.0632295276851162
GATS3s,1.0976390290063278
GATS3v,1.1016734644752626
GATS4Z,0.8145801684850157
GATS4c,1.097337234600973
GATS4d,1.0903846153846153
GATS4i,1.2261360840555242
GATS4m,0.8163960678436964
GATS4p,1.0481275533580343
GATS4s,0.8954140611015199
GATS4v,0.9637712058351803
GATS5Z,1.277827648114901
GATS5c,2.026411320047846
GATS5d,0.940909090909091
GATS5i,0.9305973842421037
GATS5m,1.2721686220751998
GATS5p,0.9765472428773152
GATS5s,2.508595783231629
GATS5v,0.9436902460394541
GATS6Z,0.6220825852782763
GATS6c,0.9385158128586557
GATS6d,1.0022727272727274
GATS6i,0.8463418910534025
GATS6m,0.6260917449713195
GATS6p,0.919717763103589
GATS6s,2.125695029831595
GATS6v,0.7885496026878926
GATS7Z,1.0815754039497305
GATS7c,0.7533913483820397
GATS7d,0.912784090909091
GATS7i,0.7435952245808528
GATS7m,1.0831324573011536
GATS7p,0.969911888736449
GATS7s,1.0614668228441322
GATS7v,1.095889579682255
GATS8Z,0.7369557899461399
GATS8c,0.13580758604897059
GATS8d,1.0201704545454546
GATS8i,0.8864861944084735
GATS8m,0.7381736986659891
GATS8p,0.8343441679708387
GATS8s,0.1511402327194099
GATS8v,0.9515938982226675
MATS1Z,-0.011803792897088274
MATS1c,-0.8793244442400536
MATS1d,-0.003761755485893287
MATS1i,0.005473197767778769
MATS1m,-0.010550795160079505
MATS1p,0.05063399840776821
MATS1s,-0.08693891780539764
MATS1v,0.04652669133724761
MATS2Z,0.00045215772325287134
MATS2c,0.5735085879018658
MATS2d,-0.19393939393939386
MATS2i,-0.12489682866183065
MATS2m,-0.00197817890716401
MATS2p,-0.10465996577698972
MATS2s,0.14766473879881287
MATS2v,-0.17774258006501517
MATS3Z,-0.20854743184960478
MATS3c,-0.39056613627509407
MATS3d,-0.07398119122257052
MATS3i,-0.11155737334244228
MATS3m,-0.20850153123463303
MATS3p,-0.13316291494827226
MATS3s,-0.1573709589911473
MATS3v,-0.17650813160026832
MATS4Z,0.1112415412235879
MATS4c,0.3190682350460666
MATS4d,-0.05034965034965036
MATS4i,-0.24191391816906693
MATS4m,0.11167927465336279
MATS4p,-0.07839523067775353
MATS4s,0.1659850941839027
MATS4v,0.04315059660172402
MATS5Z,-0.29164173149810485
MATS5c,-0.3569221478588086
MATS5d,0.036363636363636355
MATS5i,0.09219077306136239
MATS5m,-0.28849364051354165
MATS5p,-0.01899845865713109
MATS5s,-0.2794435830537531
MATS5v,-0.04968278723570924
MATS6Z,0.2511470177538401
MATS6c,0.3031546748714182
MATS6d,0.03232323232323232
MATS6i,0.14064545375221937
MATS6m,0.24711382215113764
MATS6p,0.017773007965206505
MATS6s,-0.157996609014619
MATS6v,0.1386912545478225
MATS7Z,-0.21611310592459607
MATS7c,-0.2034901576960956
MATS7d,-0.029545454545454538
MATS7i,0.1797096845412628
MATS7m,-0.21623722740165602
MATS7p,-0.021022506584673285
MATS7s,-0.219539339280411
MATS7v,-0.1253445490310101
MATS8Z,0.182899461400359
MATS8c,0.08722663702550307
MATS8d,-0.11704545454545455
MATS8i,-0.029073845506726682
MATS8m,0.18552689089503746
MATS8p,0.17527683471053243
MATS8s,0.05317410562085673
MATS8v,0.12973489143237427
MAXsCl,5.82011667240443
MINsCl,5.82011667240443
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.082799099898764
SpAD_D,155.20023808665525
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,312
TMWC10,106.67926469476353
TSRW10,50.36350619723759
VE1_Dt,4.179930773538942
VE2_Dt,0.232218376307719
VE3_Dt,2.018081349947323
VR1_Dt,86.23622425520112
VR2_Dt,4.7909013475111735
VR3_Dt,5.044876989276909
Xc-3dv,0.5956621759838767
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.16666666666666666
Xch-7d,0.2845177968644246
Xp-0dv,10.794837282036234
Xp-1dv,5.980751974351451
Xp-2dv,4.472690403225409
Xp-3dv,2.635166441790902
Xp-4dv,1.806485138775045
Xp-5dv,1.0327904819330456
Xp-6dv,0.5206182088057639
Xp-7dv,0.18654544934044678
Xpc-4d,1.8349946125163743
Xpc-5d,3.041689577614914
Xpc-6d,3.5751702082406935
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,29
nFRing,0
nHBAcc,1
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,5.685703361256295
AATS0dv,7.900352733686067
AATS0pe,6.543589285714286
AATS0se,7.9684852142857165
AATS1dv,7.800766283524904
AATS1pe,6.62696551724138
AATS1se,7.868497379310346
AATS2dv,6.385185185185186
AATS2pe,6.591817777777781
AATS2se,7.882567733333337
AATS3dv,4.49808429118774
AATS3pe,6.481810344827588
AATS3se,7.933403310344827
AATS4dv,4.363247863247864
AATS4pe,6.36425576923077
AATS4se,7.852654538461541
AATS5dv,5.195767195767196
AATS5pe,6.754166666666667
AATS5se,8.260659523809526
AATS6dv,4.65432098765432
AATS6pe,6.6576
AATS6se,8.12539111111111
AATS7dv,3.5694444444444446
AATS7pe,6.267406250000001
AATS7se,7.7141501250000015
AATS8dv,2.9479166666666665
AATS8pe,5.994749999999999
AATS8se,7.451598749999999
AATSC0Z,17.05102040816327
AATSC0c,0.017253666041581746
AATSC0d,0.5612244897959183
AATSC0i,1.499015150383315
AATSC0m,79.44975795918369
AATSC0p,0.27323052162349487
AATSC0s,1.2562196918090518
AATSC0v,50.12486205357983
AATSC1Z,-0.2012667135819848
AATSC1c,-0.015171570303117355
AATSC1d,-0.0021111893033074567
AATSC1i,0.008204406374944516
AATSC1m,-0.8382581217452433
AATSC1p,0.013834753796837717
AATSC1s,-0.1092143805317091
AATSC1v,2.3321439850890244
AATSC2Z,0.007709750566893349
AATSC2c,0.00989512564763792
AATSC2d,-0.10884353741496593
AATSC2i,-0.1872222383989132
AATSC2m,-0.15716583537414305
AATSC2p,-0.028596297042344027
AATSC2s,0.18549935266490883
AATSC2v,-8.909322306806255
AATSC3Z,-3.5559465165376496
AATSC3c,-0.0067386976824413795
AATSC3d,-0.04152005629838141
AATSC3i,-0.16722619277728873
AATSC3m,-16.56539619071077
AATSC3p,-0.03638417271222151
AATSC3s,-0.19769249760355398
AATSC3v,-8.847445747798565
AATSC4Z,1.896781789638933
AATSC4c,0.005505096771961742
AATSC4d,-0.0282574568288854
AATSC4i,-0.36263262842402083
AATSC4m,8.872891340266872
AATSC4p,-0.021419969770876807
AATSC4s,0.20851374386059868
AATSC4v,2.1629177021910873
AATSC5Z,-4.9727891156462585
AATSC5c,-0.006158215541999945
AATSC5d,0.020408163265306117
AATSC5i,0.1381953655445322
AATSC5m,-22.92074991156463
AATSC5p,-0.00519095876893033
AATSC5s,-0.3510425317818029
AATSC5v,-2.490342856627283
