DLiP-ID,C002WU
AATSC4d,-0.05415120593692023
AATSC4i,-0.13319250220962364
AATSC4m,-12.836219479736808
AATSC4p,-0.034346970773715235
AATSC4s,-0.5976481602566671
AATSC4v,-8.699732925261591
AATSC5Z,-0.0017660910518054512
AATSC5c,0.004412307210190638
AATSC5d,0.03784013605442176
AATSC5i,-0.048551761127181486
AATSC5m,-0.11856026901543355
AATSC5p,-0.013453281819367993
AATSC5s,0.14900936835012837
AATSC5v,-4.342776456673945
AATSC6Z,0.9063985183114338
AATSC6c,0.0001494413923677537
AATSC6d,0.011829046687168018
AATSC6i,-0.12085143512633566
AATSC6m,4.309474785166448
AATSC6p,-0.0036048024708772494
AATSC6s,-0.03321635576390068
AATSC6v,1.1570284515884175
AATSC7Z,0.6177721088435373
AATSC7c,-0.0018102703557435502
AATSC7d,-0.0338718820861678
AATSC7i,-0.06875057931521596
AATSC7m,2.798078693929927
AATSC7p,0.005335038896666691
AATSC7s,-0.31408371658419887
AATSC7v,3.191488496718555
AATSC8Z,-1.4030852907200615
AATSC8c,0.0020844038983606774
AATSC8d,-0.011238929534077778
AATSC8i,0.16742927333970176
AATSC8m,-6.424654580370503
AATSC8p,-0.003928615462330759
AATSC8s,0.14238125554034992
AATSC8v,-1.5706897958490542
ATS0are,365.9483000000001
ATS1are,381.5208
ATS2are,689.57
ATS3are,912.7179
ATS4are,982.0027999999999
ATS5are,958.7628
ATS6are,877.9159000000001
ATS7are,788.2800000000001
ATS8are,693.0989999999998
ATSC0dv,257.3888888888889
ATSC0pe,9.648021428571425
ATSC0se,6.672359982142855
ATSC1dv,30.77083333333332
ATSC1pe,-0.17100471938775272
ATSC1se,0.07477096524234662
ATSC2dv,27.51388888888888
ATSC2pe,2.2540487244897984
ATSC2se,1.822221319515305
ATSC3dv,-105.80555555555557
ATSC3pe,-3.2548122448979586
ATSC3se,-2.5766419897959176
ATSC4dv,-159.7083333333334
ATSC4pe,-6.756033928571423
ATSC4se,-4.38389034375
ATSC5dv,43.472222222222236
ATSC5pe,3.306822448979587
ATSC5se,2.725648031887756
ATSC6dv,66.31944444444446
ATSC6pe,2.3039298469387655
ATSC6se,0.8968934215561232
ATSC7dv,-18.958333333333314
ATSC7pe,-1.9520410714285736
ATSC7se,-1.9033134955357132
ATSC8dv,-7.263888888888887
ATSC8pe,-0.983204846938772
ATSC8se,-0.5692029304846944
AXp-0dv,0.5694644694398708
AXp-1dv,0.3386557939940534
AXp-2dv,0.19186508309157324
AXp-3dv,0.11586736636402208
AXp-4dv,0.0667555059498247
AXp-5dv,0.03797738955115863
AXp-6dv,0.023235541994233083
AXp-7dv,0.013992373154021905
BertzCT,1128.7553381724342
ECIndex,975
ETA_eta,28.299618324988913
GATS1dv,0.5881352273849721
GATS1pe,0.5985103495796357
GATS1se,0.5865886311514029
GATS2dv,0.8229314719261736
GATS2pe,0.6121073676838256
GATS2se,0.5750441685373472
GATS3dv,1.1016455020744897
GATS3pe,0.985080356553079
GATS3se,0.9885082488949005
GATS4dv,1.1994696432425764
GATS4pe,1.2049824427362237
GATS4se,1.22787215047244
GATS5dv,0.8338867765804955
GATS5pe,0.6716225262986883
GATS5se,0.6459002370622542
GATS6dv,0.7917219825610791
GATS6pe,0.6649340481569995
GATS6se,0.6606577324291382
GATS7dv,1.0565508309950356
GATS7pe,1.132262334896036
GATS7se,1.150763150161687
GATS8dv,1.1033642979608955
GATS8pe,1.240149667433873
GATS8se,1.2631501057403052
LogEE_A,4.400442263030446
LogEE_D,218.49095748828245
MATS1dv,0.11347115571050712
MATS1pe,-0.016823093249356484
MATS1se,0.010636274413458076
MATS2dv,0.05647345336368705
MATS2pe,0.1234261555994912
MATS2se,0.14427923011195196
MATS3dv,-0.1598616207401012
MATS3pe,-0.13119377136869992
MATS3se,-0.1501758662838789
MATS4dv,-0.22563428369601485
MATS4pe,-0.25463662457405795
MATS4se,-0.23891725677993966
MATS5dv,0.06062970772662119
MATS5pe,0.12303708875989042
MATS5se,0.14664043271873967
MATS6dv,0.09882942204376585
MATS6pe,0.09159381806064475
MATS6se,0.05155805682518581
MATS7dv,-0.032736168069645265
MATS7pe,-0.089922458811565
MATS7se,-0.1267792971888357
MATS8dv,-0.014909447808787649
MATS8pe,-0.05383787542210605
MATS8se,-0.04506815923416094
MAXaaCH,1.6840257950960187
MAXaasC,0.8552178493528639
MAXdssC,-0.2790071521662667
MAXsssN,2.0225864061932852
MDEC-22,20.40504370387382
MDEC-23,21.797021529441803
MDEC-33,3.6879482027181676
MDEN-33,0.5503212081491045
MDEO-11,1.5952359509720524
MINaaCH,1.3875968689159561
MINaasC,-0.31136616505273884
MINdssC,-1.0289472802321107
MINsssN,1.4439311247915145
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.636904761904762
SM1_Dzi,1.8082223840111986
SM1_Dzm,2.666976106290441
SM1_Dzp,-8.540083513070286
SM1_Dzv,-3.3420270651496544
SddssSe,0
SpAD_Dt,687.6468331405383
SpAbs_A,41.00870045892644
SpAbs_D,436.9819149765648
SpMAD_A,1.2815218893414513
SpMAD_D,13.655684843017653
SpMax_A,2.49499477889582
SpMax_D,218.49095748828245
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,106.60999999999999
TpiPC10,8.37706868332207
VAdjMat,6.129283016944966
VE1_DzZ,5.525146776351112
VE1_Dzi,5.548870356290292
VE1_Dzm,5.52538887791147
VE1_Dzp,5.519555769874293
VE1_Dzv,5.541379232943184
VE2_DzZ,0.17266083676097224
VE2_Dzi,0.17340219863407164
VE2_Dzm,0.17266840243473344
VE2_Dzp,0.17248611780857165
VE2_Dzv,0.1731681010294745
VE3_DzZ,2.872460622712036
VE3_Dzi,2.876745177439913
VE3_Dzm,2.872504439874927
VE3_Dzp,2.8714481903842315
VE3_Dzv,2.8753942385947355
VR1_DzZ,216.09304473619204
VR1_Dzi,213.72355550402506
VR1_Dzm,216.0631738226829
VR1_Dzp,217.431696057719
VR1_Dzv,214.89636851470885
VR2_DzZ,6.752907648006001
VR2_Dzi,6.678861109500783
VR2_Dzm,6.751974181958841
VR2_Dzp,6.794740501803719
VR2_Dzv,6.715511516084652
VR3_DzZ,6.538859887405799
VR3_Dzi,6.527834193028745
VR3_Dzm,6.538721646129733
VR3_Dzp,6.545035569899247
VR3_Dzv,6.533306714822341
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05590169943749474
Xch-6dv,0.19433461114954986
Xch-7dv,0.2832454850852882
Xpc-4dv,3.422830404328116
Xpc-5dv,4.567651272433569
Xpc-6dv,5.925390137566729
Zagreb1,172.0
Zagreb2,204.0
fragCpx,233.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,12
nBondsD,4
nBondsM,16
nBondsO,35
nBondsS,43
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,10
naHRing,0
AATS0are,6.534791071428573
AATS1are,6.4664542372881355
AATS2are,6.505377358490566
AATS3are,6.33831875
AATS4are,6.376641558441557
AATS5are,6.1459153846153844
AATS6are,6.013122602739727
AATS7are,6.2561904761904765
AATS8are,6.538669811320753
AATSC0dv,4.596230158730159
AATSC0pe,0.17228609693877545
AATSC0se,0.11914928539540813
AATSC1dv,0.5215395480225987
AATSC1pe,-0.0028983850743686903
AATSC1se,0.0012673044956329935
AATSC2dv,0.2595649895178196
AATSC2pe,0.021264610608394324
AATSC2se,0.017190767165238725
AATSC3dv,-0.7347608024691359
AATSC3pe,-0.02260286281179138
AATSC3se,-0.01789334715136054
AATSC4dv,-1.0370670995671
AATSC4pe,-0.04387035018552872
AATSC4se,-0.02846682041396104
AATSC5dv,0.27866809116809127
AATSC5pe,0.0211975798011512
AATSC5se,0.017472102768511258
AATSC6dv,0.4542427701674278
AATSC6pe,0.015780341417388804
AATSC6se,0.006143105627096734
AATSC7dv,-0.15046296296296283
AATSC7pe,-0.01549238945578233
AATSC7se,-0.01510566266298185
AATSC8dv,-0.06852725366876308
AATSC8pe,-0.009275517423950679
AATSC8se,-0.005369838966836739
AETA_eta,0.8843630726559035
ATSC0are,10.678612499999996
ATSC1are,-0.5326453124999996
ATSC2are,2.574640625000001
ATSC3are,-3.5529749999999978
ATSC4are,-7.0662468749999965
ATSC5are,4.118768749999995
ATSC6are,2.291353124999994
ATSC7are,-2.6515781250000003
ATSC8are,-0.7977343749999973
BCUTZ-1h,16.0131241097069
BCUTZ-1l,5.693080769962711
BCUTc-1h,0.4477161938693644
BCUTc-1l,-0.4330113059122609
BCUTd-1h,4.048488047303268
BCUTd-1l,0.9706378191563971
BCUTi-1h,17.424773448487784
BCUTi-1l,10.3197642123449
BCUTm-1h,32.06654451640003
BCUTm-1l,11.704616240297325
BCUTp-1h,2.954620829932041
BCUTp-1l,0.5458489179917546
BCUTs-1h,8.001923338621152
BCUTs-1l,0.2975880442534282
BCUTv-1h,24.44183420214438
BCUTv-1l,13.304117829831304
BalabanJ,1.266981342262882
Diameter,19
ETA_beta,39.5
GATS1are,0.6358182563194438
GATS2are,0.6113038897600755
GATS3are,0.9824866058207467
GATS4are,1.192582369666471
GATS5are,0.6373919400541538
GATS6are,0.6491864892469981
GATS7are,1.1513043790411286
GATS8are,1.2395752159961244
HybRatio,0.36363636363636365
Lipinski,True
LogEE_Dt,343.82341657026916
MATS1are,-0.04734338403443075
MATS2are,0.12737492815663093
MATS3are,-0.12939063946744014
MATS4are,-0.24062529829430723
MATS5are,0.13845734844249385
MATS6are,0.08230237507287344
MATS7are,-0.11035882860874176
MATS8are,-0.0394662298563317
MAXddssS,-3.6896253829176797
MAXssCH2,0.5236600266878322
MINddssS,-3.6896253829176797
MINssCH2,-0.2350902094488787
NsssssAs,0
RotRatio,0.17142857142857143
SM1_Dzpe,2.1480816721305427
SM1_Dzse,2.0481190845905672
SMR_VSA1,27.503813794988105
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,24.157948344295804
SMR_VSA6,42.52360149126383
SMR_VSA7,53.84524181197416
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,320.54597764916196
SpAD_Dzi,349.31023325769377
SpAD_Dzm,320.40305442613766
SpAD_Dzp,459.30874612213995
SpAD_Dzv,432.0802841137976
SpAbs_Dt,687.6468331405381
SpDiam_A,4.946752380735349
SpDiam_D,333.69642430287774
SpMAD_Dt,21.488963535641822
SpMax_Dt,343.82341657026916
SsssssAs,0
VE1_Dzpe,5.547504123624918
VE1_Dzse,5.545621745300377
VE2_Dzpe,0.1733595038632787
VE2_Dzse,0.17330067954063677
VE3_Dzpe,2.876498928960331
VE3_Dzse,2.8761595515179668
VMcGowan,320.4000000000011
VR1_Dzpe,213.73553850772407
VR1_Dzse,213.9451236197275
VR2_Dzpe,6.679235578366377
VR2_Dzse,6.685785113116484
VR3_Dzpe,6.527890259229558
VR3_Dzse,6.52887036025979
mZagreb1,10.92361111111111
mZagreb2,6.861111111111112
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,1
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,49
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.19068950892857137
AATSC1are,-0.009027886652542366
AATSC2are,0.02428906250000001
AATSC3are,-0.024673437499999985
AATSC4are,-0.04588471996753245
AATSC5are,0.02640236378205125
AATSC6are,0.015694199486301328
AATSC7are,-0.021044270833333337
AATSC8are,-0.007525795990566013
AETA_beta,1.234375
BCUTdv-1h,7.004062538521584
BCUTdv-1l,0.6449113637932675
BCUTpe-1h,3.988681769979521
BCUTpe-1l,2.2363083236355594
BCUTse-1h,4.009971764472935
BCUTse-1l,2.43491818037422
ETA_alpha,14.985714285714288
ETA_dBeta,-2.5
ETA_eta_B,0.6621562356698227
ETA_eta_F,33.790411086641825
ETA_eta_L,7.566598183953287
ETA_eta_R,62.09002941163074
ETA_psi_1,0.5200793257312843
LabuteASA,185.4493464207036
LogEE_DzZ,159.96014178771455
LogEE_Dzi,174.6158251755301
LogEE_Dzm,159.89156088492678
LogEE_Dzp,227.80581697044346
LogEE_Dzv,215.41351198218322
PEOE_VSA1,14.906346856541662
PEOE_VSA2,9.589074368143644
PEOE_VSA3,12.808212032003757
PEOE_VSA4,4.305215991296234
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,54.44884259385427
PEOE_VSA8,50.519376201856005
PEOE_VSA9,11.316305098443785
SM1_Dzare,2.351228424405017
SpAD_Dzpe,352.6407760115442
SpAD_Dzse,352.77632891494864
SpAbs_DzZ,318.40349253011436
SpAbs_Dzi,347.7280386716842
SpAbs_Dzm,318.23613633977686
SpAbs_Dzp,464.1517174539573
SpAbs_Dzv,434.16905102951614
SpDiam_Dt,493.1258229566416
SpMAD_DzZ,10.017061801536311
SpMAD_Dzi,10.91594478930293
SpMAD_Dzm,10.012595450816802
SpMAD_Dzp,14.353398316316873
SpMAD_Dzv,13.502508878556174
SpMax_DzZ,159.96014178771455
SpMax_Dzi,174.6158251755301
SpMax_Dzm,159.89156088492678
SpMax_Dzp,227.80581697044346
SpMax_Dzv,215.41351198218322
VE1_Dzare,5.548512323910132
VE2_Dzare,0.17339101012219163
VE3_Dzare,2.8766806518863475
VR1_Dzare,213.6007996518927
VR2_Dzare,6.675024989121646
VR3_Dzare,6.52725966057335
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4683035714285715
AETA_dBeta,-0.078125
AETA_eta_B,0.02069238236468196
AETA_eta_F,1.055950346457557
AETA_eta_L,0.23645619324854023
AETA_eta_R,1.9403134191134606
BCUTare-1h,4.107727749022394
BCUTare-1l,2.18314300092955
ETA_beta_s,21.0
ETA_dPsi_A,0.19392067426871562
ETA_dPsi_B,0.0
ETA_eta_BR,1.0061562356698226
ETA_eta_FL,7.685459142749986
ETA_eta_RL,15.252057326703273
LogEE_Dzpe,176.34609063813585
LogEE_Dzse,176.42181111294727
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,15.930470882759089
PEOE_VSA13,0.0
SlogP_VSA1,9.799819461700956
SlogP_VSA2,62.4298074173321
SlogP_VSA3,26.03318714447724
SlogP_VSA4,5.817220841045895
SlogP_VSA5,18.405094737549014
SlogP_VSA6,47.360052954749044
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,350.3614744925628
SpAbs_Dzpe,350.76120454842993
SpAbs_Dzse,350.984224715932
SpDiam_DzZ,241.63383394297762
SpDiam_Dzi,268.23323565564027
SpDiam_Dzm,241.56617829912713
SpDiam_Dzp,343.51493541751654
SpDiam_Dzv,329.1561785459048
SpMAD_Dzpe,11.020024250360756
SpMAD_Dzse,11.024260278592145
SpMax_Dzpe,176.34609063813585
SpMax_Dzse,176.42181111294727
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,32
AETA_beta_s,0.65625
AETA_eta_BR,0.031442382364681956
AETA_eta_FL,0.24017059821093706
AETA_eta_RL,0.4766267914594773
DetourIndex,5376
EState_VSA1,15.992596441359433
EState_VSA2,29.461527291767194
EState_VSA3,44.831989927172444
EState_VSA4,11.250837766380558
EState_VSA5,27.40422692753154
EState_VSA6,24.26546827384644
EState_VSA7,4.899909730850478
EState_VSA8,0.0
EState_VSA9,5.106527394840706
ETA_beta_ns,18.5
ETA_shape_p,0.1302828090244677
ETA_shape_x,0.05560851604702891
ETA_shape_y,0.313632030505243
GhoseFilter,True
LogEE_Dzare,175.2024559713026
SlogP_VSA10,15.765187597041944
SlogP_VSA11,0.0
SpAbs_Dzare,348.30414962120847
SpDiam_Dzpe,270.7582903009301
SpDiam_Dzse,270.464280451698
SpMAD_Dzare,10.948796077892588
SpMax_Dzare,175.2024559713026
TopoPSA(NO),98.22999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,40.94552833493228
VSA_EState9,49.327430381318756
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.578125
EState_VSA10,22.3972864001474
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.031696428571428514
FilterItLogS,-3.7241519193170585
SpDiam_Dzare,269.26019544692946
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6431122448979584
ETA_epsilon_2,0.9004464285714282
ETA_epsilon_3,0.44222222222222146
ETA_epsilon_4,0.5825630252100829
ETA_epsilon_5,0.882251082251082
AETA_beta_ns_d,0.015625
ETA_dEpsilon_A,0.2008900226757369
ETA_dEpsilon_B,0.06054921968787552
ETA_dEpsilon_C,-0.1403408029878614
ETA_dEpsilon_D,0.01819534632034625
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.6875
MDEDescriptor,"0.0,0.0,0.0,0.0,20.40504370387382,21.797021529441803,0.0,3.6879482027181676,0.0,0.0,1.5952359509720524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5503212081491045"
APolDescriptor,65.49003199999996
BCUTDescriptor,"11.994284167636133,31.972072661739716,-0.33164575192431267,0.2595471426062531,3.814865426301675,12.358270402670595"
BPolDescriptor,41.771967999999994
TPSADescriptor,106.60999999999999
ALOGPDescriptor,"2.2742000000000004,5.171985640000002,115.2434"
XLogPDescriptor,1.8139999999999996
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,461.14207028000004
ChiPathDescriptor,"22.880104409694468,15.252057326703275,14.576618836918126,11.995638682194068,9.421398416621662,7.6490491413416155,5.382659651035958,4.167674594191503,17.61010821204638,10.772230895687853,8.330760446437576,6.3412486171487,4.5017544439511665,3.1002533466416575,1.9359103091103034,1.3332165470384332"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.42634636745415366,0.6515574089194849,0.0,0.0,0.05590169943749474,0.1943346111495498,0.23786715481224055"
AtomCountDescriptor,56
BondCountDescriptor,35
SmallRingDescriptor,"4,2,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.904149949547873,0.16666666666666666,0.92516378342595,0.16666666666666666,1.0712925447579154,0.02280752297933222,0.24218222948483073,0.019006269149443516"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,11,1,5,3,0,0"
ZagrebIndexDescriptor,172.0
LargestChainDescriptor,20
MannholdLogPDescriptor,2.78
WeightedPathDescriptor,"65.13473079457616,2.035460337330505,28.812831768032797,12.35060297234774,10.40646418663458"
FractionalPSADescriptor,0.23118688766624057
WienerNumbersDescriptor,"3342.0,53.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.396935940940929,9.079372210929108,12.33765337113017,2.3986513084553476,3.2225374420585267,3.6699759413365665"
FractionalCSP3Descriptor,0.36363636363636365
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"25.103673469387754,10.726643598615917,5.8142125194920915"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2489.1
HBondAcceptorCountDescriptor,8
HybridizationRatioDescriptor,0.36363636363636365
AutocorrelationDescriptorMass,"44.58208325902683,46.803555887246034,65.54049505419164,66.68316057752513,59.6811900705918"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.734753508152986,-0.3958015193713822,0.12443162845042519,-0.004700553614000005,-0.3620791927195481"
EccentricConnectivityIndexDescriptor,975
AutocorrelationDescriptorPolarizability,"2449.215281336207,2921.4585134660274,4242.150700234384,4350.297629556314,3857.4675717184714"
