DLiP-ID,T007GL
DLiP-Mol-ID,25539
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H27N5O5/c1-12(19(28)24-11-18(27)26-8-4-7-17(26)21(30)31)25-20(29)15(22)9-13-10-23-16-6-3-2-5-14(13)16/h2-3,5-6,10,12,15,17,23H,4,7-9,11,22H2,1H3,(H,24,28)(H,25,29)(H,30,31)/t12-,15-,17-/m0/s1"
Standard Inchi Key(RDKit),XURYMJWOMGEPRF-NUTKFTJISA-N
Canonical SMILES(RDKit),C[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),429.477
MW Monoisotopic(RDKit),429.201218964
MolLogP(RDKit),-0.265799999999998
XLogP(SDF),
XLogP(CDK),-2.478
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),157.62
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.388759830767294
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,9697213.056689952
qed,0.3887598307672943
Chi0,22.543241116511002
Chi1,14.773764703227075
TPSA,157.61999999999998
Chi0n,17.259106681494742
Chi0v,17.259106681494742
Chi1n,10.185378264180693
Chi1v,10.185378264180693
Chi2n,7.701591700337424
Chi2v,7.701591700337424
Chi3n,5.475615640331225
Chi3v,5.475615640331225
Chi4n,3.755414271445112
Chi4v,3.755414271445112
MolMR,112.96330000000006
MolWt,429.4770000000003
fr_SH,0
Kappa1,22.28891526661797
Kappa2,9.605995283122837
Kappa3,5.207176129599919
fr_ArN,0
fr_COO,1
fr_C_O,4
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,987.4506938346926
MolLogP,-0.2657999999999983
NOCount,10
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.4753044797385542
SMR_VSA1,24.284676131127995
SMR_VSA2,0.0
SMR_VSA3,20.51746545981035
SMR_VSA4,5.733667477162185
SMR_VSA5,44.311724555912534
SMR_VSA6,13.08951281182515
SMR_VSA7,36.02576333715651
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,3
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,178.7004152926764
NHOHCount,6
PEOE_VSA1,31.357660331813236
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,37.81602062862726
PEOE_VSA8,23.64452490960671
PEOE_VSA9,12.586597235060536
RingCount,3
SMR_VSA10,34.593769408087425
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,429.20121896399996
NumHDonors,5
PEOE_VSA10,12.083681658295921
PEOE_VSA11,0.0
PEOE_VSA12,17.721539188054518
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,16.367244685174846
SlogP_VSA2,69.89629542191379
SlogP_VSA3,25.598970359213293
SlogP_VSA4,0.0
SlogP_VSA5,25.328831937239638
SlogP_VSA6,30.462311845459514
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
