DLiP-ID,C001TW
DLiP-Mol-ID,32909
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H24N2O2/c1-3-5-12-21-17-11-10-16-18-14(17)8-7-9-15(18)19(23)22(20(16)24)13-6-4-2/h7-11,21H,3-6,12-13H2,1-2H3"
Standard Inchi Key(RDKit),DXWHZJXKTHGHQF-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O
SMILES(SDF),
MW(SDF),
MW(RDKit),324.424
MW Monoisotopic(RDKit),324.183778008
MolLogP(RDKit),4.4479
XLogP(SDF),
XLogP(CDK),4.746
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),49.41
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.604559204528579
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,335659.55672534695
qed,0.6045592045285786
Chi0,17.10408352775558
Chi1,11.685070510202193
TPSA,49.410000000000004
Chi0n,14.393102209495101
Chi0v,14.393102209495101
Chi1n,8.844157143326278
Chi1v,8.844157143326278
Chi2n,6.284643862717749
Chi2v,6.284643862717749
Chi3n,4.57280813599551
Chi3v,4.57280813599551
Chi4n,3.219481856027084
Chi4v,3.219481856027084
MolMR,97.62070000000006
MolWt,324.4240000000001
fr_SH,0
Kappa1,16.496115849416373
Kappa2,7.035268641459336
Kappa3,2.769298394045508
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,760.2976648098224
MolLogP,4.447900000000003
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.0613847942975183
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,39.53076089108528
SMR_VSA6,18.406301415831482
SMR_VSA7,41.45873832570204
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,1
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,142.389397695568
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,14.48898409899412
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,38.821851782156486
PEOE_VSA7,31.040744451236847
PEOE_VSA8,40.67625049883229
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,28.274194162316164
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,324.18377800799993
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
