DLiP-ID,C000K3
DLiP-Mol-ID,30938
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H20N4O4S/c1-25-15-9-8-12(10-17(15)27-3)14-11-29-20-22-21-19(24(20)23-14)13-6-5-7-16(26-2)18(13)28-4/h5-10H,11H2,1-4H3"
Standard Inchi Key(RDKit),RBXRZIOIHNXRSB-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C2=Nn3c(nnc3-c3cccc(OC)c3OC)SC2)cc1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),412.471
MW Monoisotopic(RDKit),412.12052612
MolLogP(RDKit),3.3376
XLogP(SDF),
XLogP(CDK),4.374
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),9
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),79.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.614245251055395
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6647614.763957443
qed,0.6142452510553947
Chi0,20.38010440969447
Chi1,14.193733105501336
TPSA,79.99000000000001
Chi0n,16.501304230643452
Chi0v,17.31780081157118
Chi1n,8.79592720952197
Chi1v,9.781525769175458
Chi2n,6.0641977902781745
Chi2v,7.006696431137909
Chi3n,4.531390873230572
Chi3v,5.461950751549198
Chi4n,3.1160435017596884
Chi4v,3.9544009561770292
MolMR,110.76700000000002
MolWt,412.47100000000023
fr_SH,0
Kappa1,19.13101851851852
Kappa2,8.039944140472976
