DLiP-ID,T005AX
Vabc,463.4472879210736
WPol,52
apol,72.73258299999999
bpol,40.595417000000026
nRot,9
ABCGG,20.758077445703996
ATS0Z,1560.0
ATS0d,209.0
ATS0i,11071.214143866722
ATS0m,6154.889260000001
ATS0p,93.414724050319
ATS0s,350.05555555555554
ATS0v,14066.434148986642
ATS1Z,1716.0
ATS1d,255.0
ATS1i,10356.152050276753
ATS1m,6492.362606
ATS1p,117.28352924599999
ATS1s,233.36111111111111
ATS1v,17515.308218775157
ATS2Z,2479.0
ATS2d,395.0
ATS2i,18591.56379316684
ATS2m,9220.371051
ATS2p,170.467583157037
ATS2s,424.19444444444446
ATS2v,24624.375975650444
ATS3Z,2664.0
ATS3d,450.0
ATS3i,24748.636531387434
ATS3m,9583.175632
ATS3p,196.84402404467795
ATS3s,485.11111111111114
ATS3v,27804.858343786695
ATS4Z,2713.0
ATS4d,446.0
ATS4i,26136.734941750423
ATS4m,9753.973451999998
ATS4p,194.036438054621
ATS4s,543.8055555555557
ATS4v,27579.843539498233
ATS5Z,2828.0
ATS5d,435.0
ATS5i,25341.272796703273
ATS5m,10242.471174
ATS5p,193.56537625237596
ATS5s,648.9166666666666
ATS5v,27862.472380119965
ATS6Z,2735.0
ATS6d,427.0
ATS6i,24956.74985211673
ATS6m,9893.531120999998
ATS6p,201.29437608922498
ATS6s,544.9444444444445
ATS6v,28342.95564144953
ATS7Z,2692.0
ATS7d,425.0
ATS7i,27188.554287186762
ATS7m,9656.916534
ATS7p,199.713195613413
ATS7s,583.8611111111112
ATS7v,27575.38370750199
ATS8Z,2269.0
ATS8d,386.0
ATS8i,26286.947680949568
ATS8m,7821.534511999999
ATS8p,176.713974135168
ATS8s,543.1111111111112
ATS8v,24325.314754068728
C1SP1,0
C1SP2,2
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,4
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.36
GGI10,0.20640750943781247
JGI10,0.006070809101112132
JGT10,0.4466845059852886
Kier1,30.54016620498615
Kier2,15.555555555555555
Kier3,10.252082773447999
MAXdO,12.854801948489857
MID_C,51.34272227926365
MID_N,10.162159168908502
MID_O,10.80070945546354
MID_X,0.0
MID_h,20.962868624372042
MINdO,11.662833057296638
MPC10,123
MWC01,38.0
MWC02,5.187385805840755
MWC03,5.998936561946683
MWC04,6.853299093186078
MWC05,7.6838639802564295
MWC06,8.540714386457584
MWC07,9.37999875481674
MWC08,10.237635661893249
MWC09,11.082157933374816
MWC10,11.94028904177951
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,4
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,4
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.8390000000000004
SRW02,4.343805421853684
SRW03,0.0
SRW04,5.638354669333745
SRW05,0.0
SRW06,7.109062135687172
SRW07,0.0
SRW08,8.660254034256889
SRW09,0.0
SRW10,10.254038784766838
SaaCH,11.918224855726244
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.5519520824054838
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.6800074968870355
SdssS,0
SsCH3,4.777449801851779
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,11.50698084728307
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.964386307439386
VE1_D,5.902183514691712
VE2_A,0.13789961965109407
VE2_D,0.16394954207476978
VE3_A,2.8832235315813377
VE3_D,3.056256215144232
VR1_A,436.69287105141757
VR1_D,245.0294968409369
VR2_A,12.130357529206044
VR2_D,6.8063749122482475
VR3_A,7.360163981230036
VR3_D,6.782312444028992
WPath,4779
Xc-3d,2.5449981211499866
Xc-4d,0.0
Xc-5d,0.36785113019775795
Xc-6d,0.0
Xp-0d,26.078775022443743
Xp-1d,17.24442249606543
Xp-2d,15.563142701760047
Xp-3d,11.624670206849105
Xp-4d,9.571476217426698
Xp-5d,7.472227023554995
Xp-6d,4.74159573131346
Xp-7d,3.6192480552752007
ZMIC0,120.29396251758996
ZMIC1,51.60295249432498
ZMIC2,29.494000153429297
ZMIC3,26.773510871851265
ZMIC4,26.773510871851265
ZMIC5,26.773510871851265
nAcid,1
nAtom,67
nBase,3
nRing,3
piPC1,3.8918202981106265
piPC2,4.394449154672439
piPC3,4.808111029984782
piPC4,5.285738584341177
piPC5,5.762837237437516
piPC6,5.876158908916757
piPC7,6.2043683506919995
piPC8,6.444031887693552
piPC9,6.723945114761723
AATS0Z,23.28358208955224
AATS0d,3.1194029850746268
AATS0i,165.24200214726451
AATS0m,91.86401880597016
AATS0p,1.3942496126913282
AATS0s,5.224709784411277
AATS0v,209.94677834308422
AATS1Z,24.869565217391305
AATS1d,3.6956521739130435
AATS1i,150.08916014893845
AATS1m,94.09221168115941
AATS1p,1.6997612934202897
AATS1s,3.382045088566828
AATS1v,253.84504664891531
AATS2Z,21.008474576271187
AATS2d,3.347457627118644
AATS2i,157.55562536582067
AATS2m,78.13873772033898
AATS2p,1.4446405352291272
AATS2s,3.594868173258004
AATS2v,208.68115233602072
AATS3Z,17.41176470588235
AATS3d,2.9411764705882355
AATS3i,161.7557943227937
AATS3m,62.63513484967321
AATS3p,1.286562248658026
AATS3s,3.170660856935367
AATS3v,181.73110028618754
AATS4Z,16.95625
AATS4d,2.7875
AATS4i,163.35459338594015
AATS4m,60.96233407499999
AATS4p,1.2127277378413812
AATS4s,3.398784722222223
AATS4v,172.37402212186396
AATS5Z,18.24516129032258
AATS5d,2.806451612903226
AATS5i,163.49208255937594
AATS5m,66.08045918709678
AATS5p,1.2488088790475869
AATS5s,4.186559139784946
AATS5v,179.75788632335463
AATS6Z,17.53205128205128
AATS6d,2.7371794871794872
AATS6i,159.97916571869698
AATS6m,63.42007128846153
AATS6p,1.2903485646745192
AATS6s,3.493233618233618
AATS6v,181.68561308621494
AATS7Z,16.023809523809526
AATS7d,2.5297619047619047
AATS7i,161.83663266182597
AATS7m,57.481646035714284
AATS7p,1.1887690215084108
AATS7s,3.475363756613757
AATS7v,164.1391887351309
AATS8Z,14.270440251572326
AATS8d,2.4276729559748427
AATS8i,165.32671497452557
AATS8m,49.19204095597484
AATS8p,1.1114086423595473
AATS8s,3.415793151642209
AATS8v,152.9894009689857
AMID_C,1.4261867299795457
AMID_N,0.2822821991363473
AMID_O,0.30001970709620945
AMID_X,0.0
AMID_h,0.5823019062325567
ATS0dv,538.0
ATS0pe,429.8121
ATS0se,527.90376
ATS1dv,505.0
ATS1pe,457.92599999999993
ATS1se,546.433624
ATS2dv,690.0
ATS2pe,768.5862999999999
ATS2se,932.000988
ATS3dv,670.0
ATS3pe,978.7137000000001
ATS3se,1201.96964
ATS4dv,700.0
ATS4pe,1021.9441
ATS4se,1259.688904
ATS5dv,802.0
ATS5pe,1014.9467000000001
ATS5se,1244.22904
ATS6dv,740.0
ATS6pe,990.8243
ATS6se,1218.9597479999998
ATS7dv,643.0
ATS7pe,1049.5552
ATS7se,1301.7372719999998
ATS8dv,483.0
ATS8pe,1009.9371999999998
ATS8se,1257.6161280000003
ATSC0Z,519.7611940298507
ATSC0c,2.074628469792747
ATSC0d,38.11940298507463
ATSC0i,98.08010752479221
ATSC0m,2459.993846507463
ATSC0p,14.459072858499757
ATSC0s,129.11857379767827
ATSC0v,3191.930770462052
ATSC1Z,9.380262864780585
ATSC1c,-1.497588362889557
ATSC1d,10.966584985520164
ATSC1i,-15.310703132726104
ATSC1m,47.529209865449104
ATSC1p,-0.6788180227218111
ATSC1s,-10.64077003044479
ATSC1v,20.44778828499669
ATSC2Z,75.24147917130766
ATSC2c,0.9355480498527576
ATSC2d,-1.9416351080418761
ATSC2i,8.137876327967284
ATSC2m,340.46108527043896
ATSC2p,-0.001578334139861387
ATSC2s,42.75178213410558
ATSC2v,-0.7205112054681493
ATSC3Z,-94.73824905324126
ATSC3c,-0.2797172216411174
ATSC3d,-1.4069948763644446
ATSC3i,-11.214471106759346
ATSC3m,-437.40404883047444
ATSC3p,-0.5833782455442892
ATSC3s,-27.276577312442768
ATSC3v,-230.27426446457397
ATSC4Z,-27.683448429494312
ATSC4c,-0.6320662162471788
ATSC4d,-3.523947427043884
ATSC4i,-22.020758858042893
ATSC4m,-118.62502013722425
ATSC4p,-1.1831237098659362
ATSC4s,-32.360690329447294
ATSC4v,-3.1340064574635207
ATSC5Z,-33.656493651147244
ATSC5c,0.5809443453336001
ATSC5d,-0.12697705502338924
ATSC5i,24.59934929336275
ATSC5m,-157.30032326353285
ATSC5p,2.5487930456611787
ATSC5s,26.29989975495655
ATSC5v,181.13506403313903
ATSC6Z,-0.8021831142793303
ATSC6c,-0.536647468029511
ATSC6d,-8.7705502339051
ATSC6i,-9.283864042687954
ATSC6m,-14.05637379349514
ATSC6p,-1.714201317685905
ATSC6s,6.131048736417415
ATSC6v,-244.15349326795467
ATSC7Z,99.16596123858318
ATSC7c,0.9357486115785613
ATSC7d,-4.120294052127422
ATSC7i,-1.4960563194192231
ATSC7m,447.02163601113836
ATSC7p,-2.9074888504648033
ATSC7s,23.785184772654144
ATSC7v,-224.78966390438586
ATSC8Z,-203.50790822009353
ATSC8c,-0.6031327546808547
ATSC8d,1.0002227667631982
ATSC8i,4.559211481422875
ATSC8m,-931.7810006968145
ATSC8p,2.1280350617812815
ATSC8s,-90.22500680676222
ATSC8v,-158.43187553800027
AXp-0d,0.724410417290104
AXp-1d,0.4538005920017218
AXp-2d,0.30515966081882445
AXp-3d,0.19056836404670663
AXp-4d,0.12594047654508814
AXp-5d,0.08121985895168472
AXp-6d,0.05153908403601587
AXp-7d,0.03480046206995385
GATS1Z,0.814337188745393
GATS1c,1.7529482158393321
GATS1d,0.9158864185761465
GATS1i,1.4496607221323963
GATS1m,0.8195420277669191
GATS1p,1.1977920956311292
GATS1s,0.675988017281071
GATS1v,1.0282104724884382
GATS2Z,0.8291454461563621
GATS2c,0.7686639324234177
GATS2d,1.2398597082675231
GATS2i,1.1071237029723286
GATS2m,0.8356712807118808
GATS2p,1.0592412384164407
GATS2s,0.46627530407998957
GATS2v,1.0017593652919423
GATS3Z,1.0378446462435194
GATS3c,1.1417876503955124
GATS3d,1.0920278839805302
GATS3i,1.1202494321655228
GATS3m,1.0364555830536144
GATS3p,1.0175338168403507
GATS3s,0.9095606698275038
GATS3v,1.0085725019899006
GATS4Z,1.009502067539628
GATS4c,1.2868491177162151
GATS4d,1.1200004894283475
GATS4i,1.1164276797993185
GATS4m,1.0061364816248295
GATS4p,1.0113904112815795
GATS4s,1.1962962256850571
GATS4v,0.966371342426796
GATS5Z,1.035922389453325
GATS5c,0.9941839079748762
GATS5d,1.0723520347588855
GATS5i,0.9201693679580386
GATS5m,1.0314638027124203
GATS5p,0.8951403746587882
GATS5s,1.2302603544436588
GATS5v,0.9205867749532637
GATS6Z,0.9519534494336356
GATS6c,1.1111145687798951
GATS6d,1.1209716282151678
GATS6i,1.0824406648547977
GATS6m,0.9550100871456152
GATS6p,1.086185225195768
GATS6s,0.9550536945474557
GATS6v,1.0362513911130349
GATS7Z,0.8979398444422566
GATS7c,0.800820607135999
GATS7d,1.056361170153261
GATS7i,0.9790330874012857
GATS7m,0.9023859963503752
GATS7p,1.099331950829643
GATS7s,0.9487441847343946
GATS7v,1.0362826306998179
GATS8Z,1.2067225379157294
GATS8c,1.1881797209625728
GATS8d,1.0072620085400628
GATS8i,0.894042360020119
GATS8m,1.1960881001635026
GATS8p,0.8970512431594874
GATS8s,1.7915089916988984
GATS8v,0.9758306380489934
MATS1Z,0.01752414626594355
MATS1c,-0.7009351436742807
MATS1d,0.2793515145324754
MATS1i,-0.1515793060521203
MATS1m,0.01876084026551631
MATS1p,-0.045586749887477095
MATS1s,-0.08002211927937276
MATS1v,0.006220403948991472
MATS2Z,0.08219516444922072
MATS2c,0.2560463326766843
MATS2d,-0.028921067650611143
MATS2i,0.047111067775189634
MATS2m,0.07858257466197893
MATS2p,-6.197996117028079e-05
MATS2s,0.18800019439872614
MATS2v,-0.00012816813692821064
MATS3Z,-0.07981874118818216
MATS3c,-0.05904216095673138
MATS3d,-0.016163291210506626
MATS3i,-0.05007042006723301
MATS3m,-0.07786318236518959
MATS3p,-0.017668234542596608
MATS3s,-0.0925091148048406
MATS3v,-0.03159186844555451
MATS4Z,-0.022303404261428895
MATS4c,-0.12757837458961852
MATS4d,-0.03871133516053249
MATS4i,-0.09401695210697615
MATS4m,-0.020192825788156687
MATS4p,-0.03426451048105209
MATS4s,-0.10495034662239833
MATS4v,-0.00041115089844911523
MATS5Z,-0.027990336660664132
MATS5c,0.12104233695904984
MATS5d,-0.0014398666228812344
MATS5i,0.10841410539050808
MATS5m,-0.02764004201806846
MATS5p,0.07619688755645322
MATS5s,0.0880457662339061
MATS5v,0.024529696232614653
MATS6Z,-0.000662857033463496
MATS6c,-0.11109613638241261
MATS6d,-0.09881683834307169
MATS6i,-0.04065350949404906
MATS6m,-0.002454084323404595
MATS6p,-0.05091802885365052
MATS6s,0.020393710615394824
MATS6v,-0.0328518388167976
MATS7Z,0.07608942382374498
MATS7c,0.17988062133667232
MATS7d,-0.04310698437558264
MATS7i,-0.006083206099554827
MATS7m,0.07247029745349223
MATS7p,-0.08019423204259854
MATS7s,0.07346548164145152
MATS7v,-0.028085903255988816
MATS8Z,-0.16498904825270508
MATS8c,-0.12250399720953975
MATS8d,0.011056771225799452
MATS8i,0.019587837061070233
MATS8m,-0.15960904844564003
MATS8p,0.06201775077507008
MATS8s,-0.29445293091971436
MATS8v,-0.020915429074965446
MAXdsN,4.366894792942663
MAXsOH,9.522190285688177
MAXssO,5.408815351357704
MINdsN,4.366894792942663
MINsOH,9.522190285688177
MINssO,4.974303738242586
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.04116893827838
SpAD_D,551.3986112025584
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.5350985031892317
SssNH2,0
SsssAs,0
SsssCH,-1.6017400386378216
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,900
TMWC10,150.90428121955188
TSRW10,72.00551504589833
VE1_Dt,5.908865445676157
VE2_Dt,0.16413515126878214
VE3_Dt,3.0573876864842853
VR1_Dt,243.8886017714123
VR2_Dt,6.774683382539231
VR3_Dt,6.777645416387367
Xc-3dv,0.9500560008079436
Xc-4dv,0.0
Xc-5dv,0.05970050646472695
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.32354443847745745
Xp-0dv,20.460248190772056
Xp-1dv,11.584819594513625
Xp-2dv,8.390560964598203
Xp-3dv,5.1866517917913315
Xp-4dv,3.495804710449406
Xp-5dv,2.29961903337553
Xp-6dv,1.210458414040997
Xp-7dv,0.7337948369399304
Xpc-4d,4.649211933895244
Xpc-5d,6.819843064106864
Xpc-6d,9.636077630995159
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,69
nFRing,0
nHBAcc,8
nHBDon,5
nHRing,1
nSpiro,0
naRing,2
piPC10,6.956783510049491
AATS0dv,8.029850746268657
AATS0pe,6.415105970149254
AATS0se,7.879160597014926
AATS1dv,7.318840579710145
AATS1pe,6.636608695652173
AATS1se,7.919327884057971
AATS2dv,5.8474576271186445
AATS2pe,6.513443220338982
AATS2se,7.898313457627118
AATS3dv,4.379084967320262
AATS3pe,6.396821568627452
AATS3se,7.8560107189542485
AATS4dv,4.375
AATS4pe,6.387150625
AATS4se,7.87305565
AATS5dv,5.174193548387096
AATS5pe,6.5480432258064525
AATS5se,8.027284129032259
AATS6dv,4.743589743589744
AATS6pe,6.35143782051282
AATS6se,7.813844538461537
AATS7dv,3.8273809523809526
AATS7pe,6.247352380952381
AATS7se,7.748436142857142
AATS8dv,3.0377358490566038
AATS8pe,6.3518062893081755
AATS8se,7.909535396226417
AATSC0Z,7.757629761639563
AATSC0c,0.03096460402675742
AATSC0d,0.568946313210069
AATSC0i,1.4638822018625703
AATSC0m,36.71632606727557
AATSC0p,0.21580705758954863
AATSC0s,1.9271428925026608
AATSC0v,47.640757768090324
AATSC1Z,0.13594583862000847
AATSC1c,-0.021704179172312422
AATSC1d,0.15893601428290094
AATSC1i,-0.22189424830037832
AATSC1m,0.6888291284847696
AATSC1p,-0.009837942358287118
AATSC1s,-0.15421405841224334
AATSC1v,0.2963447577535752
AATSC2Z,0.6376396539941327
AATSC2c,0.007928373303836929
AATSC2d,-0.016454534813914203
AATSC2i,0.06896505362684138
AATSC2m,2.8852634344952452
AATSC2p,-1.3375713049672772e-05
AATSC2s,0.3623032384246236
AATSC2v,-0.006106027164984316
AATSC3Z,-0.6192042421780475
AATSC3c,-0.0018282171349092641
AATSC3d,-0.009196044943558461
AATSC3i,-0.07329719677620487
AATSC3m,-2.858849992356042
AATSC3p,-0.0038129297094397986
AATSC3s,-0.17827828308786123
AATSC3v,-1.505060552056039
AATSC4Z,-0.17302155268433944
AATSC4c,-0.0039504138515448674
AATSC4d,-0.022024671419024276
AATSC4i,-0.13762974286276808
AATSC4m,-0.7414063758576516
