DLiP-ID,C0026M
DLiP-Mol-ID,28890
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H26N2/c1-3-7-16-11-13-9-12(14(16)5-1)10-17-8-4-2-6-15(13)17/h12-15H,1-11H2/t12-,13-,14-,15+/m0/s1"
Standard Inchi Key(RDKit),SLRCCWJSBJZJBV-ZQDZILKHSA-N
Canonical SMILES(RDKit),C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1
SMILES(SDF),
MW(SDF),
MW(RDKit),234.387
MW Monoisotopic(RDKit),234.209598832
MolLogP(RDKit),2.3451
XLogP(SDF),
XLogP(CDK),2.12
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),6.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.634630320215008
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,18323.964679961144
qed,0.6346303202150081
Chi0,11.24227620818978
Chi1,8.415816237971965
TPSA,6.48
Chi0n,10.982002860810445
Chi0v,10.982002860810445
Chi1n,7.897465253011519
