DLiP-ID,T006SU
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.1295087622309713
RPCG,0.08716882893724917
SIC0,0.3094607922444978
SIC1,0.6965534938365147
SIC2,0.8678263235633319
SIC3,0.9459631586479319
SIC4,0.9596630063047998
SIC5,0.9596630063047998
SaaN,4.067485389271972
SaaO,0
SaaS,0
Sare,59.624
SdNH,0
SdSe,0
SddC,0
SdsN,3.7894717647989205
SsBr,0
SsCl,0
SsLi,0
SsOH,9.360855348166185
SsSH,0
SssO,5.292225019567121
SssS,0
StCH,0
StsC,0
TIC0,107.40639533427913
TIC1,241.7569585725387
TIC2,301.20163693142143
TIC3,328.3210524101852
TIC4,333.0759399123486
TIC5,333.0759399123486
Vabc,411.7460647693045
WPol,43
apol,65.04861799999999
bpol,39.63138200000002
nRot,13
ABCGG,20.040377430544158
ATS0Z,1680.0
ATS0d,190.0
ATS0i,9831.223973305574
ATS0m,6652.527984000001
ATS0p,86.86715952607398
ATS0s,372.2994684499314
ATS0v,12633.52232807367
ATS1Z,1870.0
ATS1d,238.0
ATS1i,9217.311184502256
ATS1m,7170.2056790000015
ATS1p,108.76964769600004
ATS1s,196.304012345679
ATS1v,15868.605092661903
ATS2Z,2532.0
ATS2d,354.0
ATS2i,16687.313999256774
ATS2m,9454.542044000002
ATS2p,159.6914288550941
ATS2s,432.94135802469134
ATS2v,22573.93775201294
ATS3Z,2597.0
ATS3d,388.0
ATS3i,23622.58380302081
ATS3m,9342.558679000002
ATS3p,175.654595040621
ATS3s,467.7114197530863
ATS3v,23507.112207743085
ATS4Z,2670.0
ATS4d,366.0
ATS4i,23731.851556088393
ATS4m,9547.652645999999
ATS4p,166.26831001407405
ATS4s,517.0787037037037
ATS4v,22951.28018575626
ATS5Z,2426.0
ATS5d,349.0
ATS5i,22648.16448971662
ATS5m,8679.776977
ATS5p,157.56107777607403
ATS5s,634.0401234567901
ATS5v,22120.839024784775
ATS6Z,2276.0
ATS6d,341.0
ATS6i,21269.906579226532
ATS6m,8183.554664999998
ATS6p,151.97815785437606
ATS6s,499.41975308641975
ATS6v,21201.025856761167
ATS7Z,2284.0
ATS7d,325.0
ATS7i,20838.36758357603
ATS7m,8270.750617
ATS7p,144.37427787037606
ATS7s,527.875
ATS7v,20358.910277019182
ATS8Z,2147.0
ATS8d,304.0
ATS8i,19462.901666372883
ATS8m,7763.667366000001
ATS8p,134.06996370207403
ATS8s,452.2422839506172
ATS8v,18715.77051592572
C1SP1,0
C1SP2,4
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,6
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.4
GGI10,0.1722314049586777
JGI10,0.006151121605667061
JGT10,0.4386457636596975
Kier1,27.58530612244898
Kier2,13.921231326392032
Kier3,9.183673469387756
MAXdO,12.364083969281932
MID_C,41.22428546306979
MID_N,12.06435724784535
MID_O,10.710535493086482
MID_X,0.0
MID_h,25.00726117340982
MINdO,11.496874950212248
MPC10,72
MWC01,35.0
MWC02,5.10594547390058
MWC03,5.916202062607435
MWC04,6.7650389767805414
MWC05,7.594381242551817
MWC06,8.445267451844648
MWC07,9.282568005973063
MWC08,10.135035686194149
MWC09,10.97683331395635
MWC10,11.830717158808618
NaaCH,7
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,3
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.6847000000000013
SRW02,4.2626798770413155
SRW03,0.0
SRW04,5.556828061699537
SRW05,3.044522437723423
SRW06,7.016609683894219
SRW07,5.209486152841421
SRW08,8.552367266423891
SRW09,7.1252830915107115
SRW10,10.132652936168832
SaaCH,10.77439048405392
SaaNH,2.9505751076579294
SaaSe,0
SaaaC,0
SaasC,0.6374784941323032
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.8691091180637045
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,7.645662131996435
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.394373258117074
VE1_D,5.6530138983553515
VE2_A,0.1331628260035477
VE2_D,0.17130345146531367
VE3_A,2.674247386054414
VE3_D,2.926111304743028
VR1_A,1759.192323123874
VR1_D,213.7715132028712
VR2_A,53.30885827648103
VR2_D,6.477924642511248
VR3_A,8.666532543858464
VR3_D,6.558830217787919
WPath,4062
Xc-3d,2.5054316004754016
Xc-4d,0.2041241452319315
Xc-5d,0.6329795093937626
Xc-6d,0.10206207261596575
Xp-0d,23.68358750805832
Xp-1d,15.848173775453851
Xp-2d,14.31402043537812
Xp-3d,11.020256000035298
Xp-4d,8.344737234955431
Xp-5d,5.89670482385784
Xp-6d,3.666446966274501
Xp-7d,2.426377719411924
ZMIC0,108.80940894406332
ZMIC1,45.15146229620089
ZMIC2,31.659035607233783
ZMIC3,27.324936434084687
ZMIC4,26.968475488496875
ZMIC5,26.968475488496875
nAcid,1
nAtom,59
nBase,0
nRing,3
piPC1,3.8394523125933104
piPC2,4.353498551059343
piPC3,4.71961432037896
piPC4,5.082568283641564
piPC5,5.264308050445289
piPC6,5.209144564452105
piPC7,5.360998695421185
piPC8,5.137634984857563
piPC9,5.308267697401205
AATS0Z,28.47457627118644
AATS0d,3.2203389830508473
AATS0i,166.6309148017894
AATS0m,112.75471159322036
AATS0p,1.4723247377300674
AATS0s,6.310160482202227
AATS0v,214.1274970859944
AATS1Z,30.65573770491803
AATS1d,3.901639344262295
AATS1i,151.10346204102058
AATS1m,117.54435539344264
AATS1p,1.7831089786229515
AATS1s,3.218098563043918
AATS1v,260.1410670928181
AATS2Z,23.88679245283019
AATS2d,3.339622641509434
AATS2i,157.42749055902618
AATS2m,89.19379286792454
AATS2p,1.5065229137273028
AATS2s,4.0843524341952016
AATS2v,212.96167690578244
AATS3Z,18.16083916083916
AATS3d,2.7132867132867133
AATS3i,165.19289372741827
AATS3m,65.33257817482519
AATS3p,1.228353811472874
AATS3s,3.2707092290425615
AATS3v,164.38540005414745
AATS4Z,18.802816901408452
AATS4d,2.5774647887323945
AATS4i,167.12571518372107
AATS4m,67.23699046478872
AATS4p,1.1709035916484087
AATS4s,3.6413993218570684
AATS4v,161.62873370250887
AATS5Z,17.83823529411765
AATS5d,2.5661764705882355
AATS5i,166.53062124791632
AATS5m,63.8218895367647
AATS5p,1.1585373365887797
AATS5s,4.662059731299927
AATS5v,162.65322812341745
AATS6Z,17.643410852713178
AATS6d,2.643410852713178
AATS6i,164.88299673819017
AATS6m,63.43840825581394
AATS6p,1.1781252546850858
AATS6s,3.871470954158293
AATS6v,164.34903764931138
AATS7Z,18.272
AATS7d,2.6
AATS7i,166.70694066860824
AATS7m,66.166004936
AATS7p,1.1549942229630086
AATS7s,4.223
AATS7v,162.87128221615345
AATS8Z,18.35042735042735
AATS8d,2.5982905982905984
AATS8i,166.34958689207593
AATS8m,66.35613133333334
AATS8p,1.1458971256587525
AATS8s,3.8653186662445913
AATS8v,159.9638505634677
AMID_C,1.2492207716081756
AMID_N,0.36558658326804094
AMID_O,0.32456168160868126
AMID_X,0.0
AMID_h,0.7577957931336309
ATS0dv,504.44444444444446
ATS0pe,388.9976
ATS0se,475.55434499999984
ATS1dv,407.3333333333333
ATS1pe,411.4082
ATS1se,491.39307599999984
ATS2dv,647.0
ATS2pe,704.4322999999997
ATS2se,850.1927819999999
ATS3dv,520.0
ATS3pe,910.526
ATS3se,1128.1160759999998
ATS4dv,526.0
ATS4pe,928.5659999999999
ATS4se,1149.25316
ATS5dv,619.6666666666667
ATS5pe,892.2916999999999
ATS5se,1100.8023500000002
ATS6dv,522.6666666666666
ATS6pe,831.0756
ATS6se,1026.719516
ATS7dv,590.6666666666666
ATS7pe,814.0338
ATS7se,1002.906528
ATS8dv,534.0
ATS8pe,759.2053000000001
ATS8se,939.311648
ATSC0Z,603.6610169491527
ATSC0c,1.6724885855852312
ATSC0d,33.79661016949152
ATSC0i,91.8636627172488
ATSC0m,2771.4225844067796
ATSC0p,15.149825564888848
ATSC0s,152.70760677501102
ATSC0v,2770.6638330527826
ATSC1Z,104.045389255961
ATSC1c,-1.029326987685502
ATSC1d,4.108589485779942
ATSC1i,-13.480940477719397
ATSC1m,450.1483938336686
ATSC1p,-0.6652388943327096
ATSC1s,-20.309848136010935
ATSC1v,86.42204199814762
ATSC2Z,-1.8994541798334037
ATSC2c,0.3815216370398917
ATSC2d,-8.075265728239017
ATSC2i,-12.385458077038152
ATSC2m,-29.25142947658704
ATSC2p,-3.04757453346844
ATSC2s,58.09590323563265
ATSC2v,-751.559787930993
ATSC3Z,-13.636024130996857
ATSC3c,-0.04300311515279099
ATSC3d,-4.65958058029302
ATSC3i,-4.011719399592028
ATSC3m,-48.398526596093156
ATSC3p,-0.512593986803902
ATSC3s,-4.092255666563817
ATSC3v,-116.14046979165117
ATSC4Z,-108.37058316575697
ATSC4c,-0.22606835235890274
ATSC4d,-4.900316001149095
ATSC4i,-2.000493110598731
ATSC4m,-500.3794595214018
ATSC4p,-1.579425319638412
ATSC4s,-65.50080300703524
ATSC4v,-103.99047992984438
ATSC5Z,-90.23556449296177
ATSC5c,0.0436234608059505
ATSC5d,-1.9887963228957182
ATSC5i,4.238648885105889
ATSC5m,-398.01493254783134
ATSC5p,0.1604198441468945
ATSC5s,57.67457531557751
ATSC5v,-31.371152517910616
ATSC6Z,20.741166331513952
ATSC6c,0.09099546422277738
ATSC6d,-2.4875035909221492
ATSC6i,-8.761662426261646
ATSC6m,73.8733065512784
ATSC6p,-0.6627875667689367
ATSC6s,7.252374712775477
ATSC6v,-185.07575567076577
ATSC7Z,62.548692904337855
ATSC7c,-0.24139886216889542
ATSC7d,0.21057167480609046
ATSC7i,-3.0629852558172996
ATSC7m,271.7112656297042
ATSC7p,-0.6382328755222353
ATSC7s,35.61073667496962
ATSC7v,-97.086992753701
ATSC8Z,61.50272910083308
ATSC8c,0.20514710713234627
ATSC8d,1.9626544096523995
ATSC8i,-6.944611121985564
ATSC8m,285.0706345492674
ATSC8p,-0.6800499448286289
ATSC8s,-3.524812656320867
ATSC8v,123.2558471823531
AXp-0d,0.7176844699411612
AXp-1d,0.4528049650129672
AXp-2d,0.30455362628464083
AXp-3d,0.19679028571491602
AXp-4d,0.12838057284546817
AXp-5d,0.08671624740967412
AXp-6d,0.056406876404223094
AXp-7d,0.03732888799095267
GATS1Z,0.8300717673397844
GATS1c,1.6470039286855016
GATS1d,1.111276452307743
GATS1i,1.4905688964297032
GATS1m,0.8224008051473453
GATS1p,1.3120669296013945
GATS1s,0.719775608546385
GATS1v,1.009167954134239
GATS2Z,0.8937291274644423
GATS2c,0.8321319087934294
GATS2d,1.270921254329025
GATS2i,1.264159918294681
GATS2m,0.8970881886455985
GATS2p,1.1739590352390818
GATS2s,0.49787194018634895
GATS2v,1.149680071455059
GATS3Z,1.0851039683586852
GATS3c,0.9446131532077381
GATS3d,1.1280975794516415
GATS3i,1.0241263672959207
GATS3m,1.0744172508254826
GATS3p,1.0797579442889362
GATS3s,0.8546570980205349
GATS3v,1.0200463432794054
GATS4Z,1.2331447410880374
GATS4c,1.1096419867175098
GATS4d,1.1420847048186815
GATS4i,0.9852475317252446
GATS4m,1.2178195247841446
GATS4p,1.1176398146240623
GATS4s,1.4063320081614885
GATS4v,0.9783455601802813
GATS5Z,1.047700389117911
GATS5c,1.0172742680998368
GATS5d,1.0410459319133871
GATS5i,0.9189945635541881
GATS5m,1.046117629785041
GATS5p,0.9336313932067867
GATS5s,1.1025542686619003
GATS5v,0.9554169703978934
GATS6Z,0.8554136021089728
GATS6c,0.9867177310904196
GATS6d,1.0177159385132142
GATS6i,0.9875797549717532
GATS6m,0.8698666302162372
GATS6p,0.9056673836936022
GATS6s,1.008303630379484
GATS6v,0.9998744184672689
GATS7Z,0.8339779874213834
GATS7c,1.1691947061797379
GATS7d,0.9267201604814445
GATS7i,0.9681715232400043
GATS7m,0.8468428515019712
GATS7p,0.8814321410300665
GATS7s,0.9181530397980926
GATS7v,0.9625333433358189
GATS8Z,0.9649101335422088
GATS8c,1.0877499958483994
GATS8d,0.9974196092551159
GATS8i,0.9708568614794034
GATS8m,0.9629712258463458
GATS8p,0.9935302755319445
GATS8s,1.0960445043678504
GATS8v,0.9467711134920083
MATS1Z,0.16670625101262287
MATS1c,-0.5952677766774586
MATS1d,0.11758225496160596
MATS1i,-0.1419379768190031
MATS1m,0.15709961827947355
MATS1p,-0.04247096973408837
MATS1s,-0.1286376749047997
MATS1v,0.030169135435076603
MATS2Z,-0.0017513858515994713
MATS2c,0.12697030324209208
MATS2d,-0.13299331958138577
MATS2i,-0.07504373872480778
MATS2m,-0.005874764866616731
MATS2p,-0.11196772387538956
MATS2s,0.21175368833079095
MATS2v,-0.15098223358845603
MATS3Z,-0.009319886088754023
MATS3c,-0.010608469419168074
MATS3d,-0.05688393852887335
MATS3i,-0.01801784163776454
MATS3m,-0.007205188762506752
MATS3p,-0.01395988526847701
MATS3s,-0.011056509972036532
MATS3v,-0.017294806882156694
MATS4Z,-0.0745902300596029
MATS4c,-0.05616170369354485
MATS4d,-0.0602441126195488
MATS4i,-0.009048091213524541
MATS4m,-0.07501712037777647
MATS4p,-0.043316676801688075
MATS4s,-0.1782172018205972
MATS4v,-0.015594570358223524
MATS5Z,-0.0648481680408012
MATS5c,0.011315403821049758
MATS5d,-0.025528792259130316
MATS5i,0.020016898574289167
MATS5m,-0.062303108796179896
MATS5p,0.0045937098534508175
MATS5s,0.16384637510292535
MATS5v,-0.004912015649346907
MATS6Z,0.015714564310439706
MATS6c,0.024883925005345316
MATS6d,-0.03366300451742826
MATS6i,-0.04362194848177233
MATS6m,0.012191217739480094
MATS6p,-0.0200091675944659
MATS6s,0.021721102516517394
MATS6v,-0.030551180563089943
MATS7Z,0.04890655884995508
MATS7c,-0.06812618269908795
MATS7d,0.0029408224674022103
MATS7i,-0.01573776831864018
MATS7m,0.04627504953549756
MATS7p,-0.01988444790708752
MATS7s,0.11006830678284298
MATS7v,-0.016539379492046043
MATS8Z,0.05137684206080431
MATS8c,0.06185408468363407
MATS8d,0.029284434500081453
MATS8i,-0.038121530131879466
MATS8m,0.051869956122335956
MATS8p,-0.022635981337931134
MATS8s,-0.011639692793623079
MATS8v,0.02243312856629065
MAXaaN,4.067485389271972
MAXdsN,3.7894717647989205
MAXsOH,9.360855348166185
MAXssO,5.292225019567121
MINaaN,4.067485389271972
MINdsN,3.7894717647989205
MINsOH,9.360855348166185
MINssO,5.292225019567121
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,-4.057834993266813
SdssSe,0
SdsssP,0
SpAD_A,41.864980573609266
SpAD_D,511.52058079953457
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.0287889754460364
SssNH2,0
SsssAs,0
SsssCH,-1.7770804146147905
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,639
TMWC10,144.05198937261721
TSRW10,83.90042950730336
VE1_Dt,5.6287668830644835
VE2_Dt,0.17056869342619646
VE3_Dt,2.9218128605356437
VR1_Dt,216.13652183778473
VR2_Dt,6.549591570841962
VR3_Dt,6.569832722045238
Xc-3dv,1.1168557981967469
Xc-4dv,0.05103103630798288
Xc-5dv,0.15212535462701773
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.2621886974951644
Xch-6d,0.35549886030924205
Xch-7d,0.34639181166447985
Xp-0dv,18.546420220036698
Xp-1dv,11.875736273895262
Xp-2dv,9.079032540322123
Xp-3dv,6.341977366373974
Xp-4dv,4.324396859515362
Xp-5dv,2.6859321821164976
Xp-6dv,1.5466935606733507
Xp-7dv,0.9213456375779359
Xpc-4d,4.864341573991014
Xpc-5d,6.343196311286653
Xpc-6d,8.527611177532515
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,61
nFRing,0
nHBAcc,8
nHBDon,5
nHRing,2
nSpiro,0
naRing,2
piPC10,5.452110839727453
AATS0dv,8.54990583804143
AATS0pe,6.593179661016949
AATS0se,8.060243135593218
AATS1dv,6.6775956284153
AATS1pe,6.7443967213114755
AATS1se,8.05562419672131
AATS2dv,6.10377358490566
AATS2pe,6.645587735849054
AATS2se,8.020686622641508
AATS3dv,3.6363636363636362
AATS3pe,6.367314685314685
AATS3se,7.888923608391607
AATS4dv,3.704225352112676
AATS4pe,6.539197183098591
AATS4se,8.093332112676055
AATS5dv,4.556372549019608
AATS5pe,6.56096838235294
AATS5se,8.09413492647059
AATS6dv,4.051679586563307
AATS6pe,6.442446511627907
AATS6se,7.959066015503877
AATS7dv,4.725333333333333
AATS7pe,6.5122704
AATS7se,8.023252224
AATS8dv,4.564102564102564
AATS8pe,6.488934188034189
AATS8se,8.028304683760684
AATSC0Z,10.23154266015513
AATSC0c,0.028347264162461545
AATSC0d,0.5728239011778224
AATSC0i,1.5570112324957424
AATSC0m,46.97326414248779
AATSC0p,0.2567767044896415
AATSC0s,2.5882645216103564
AATSC0v,46.960403950047166
AATSC1Z,1.7056621189501804
AATSC1c,-0.016874212912877082
AATSC1d,0.06735392599639249
AATSC1i,-0.22099902422490814
AATSC1m,7.379481866125714
AATSC1p,-0.010905555644798517
AATSC1s,-0.3329483300985399
AATSC1v,1.416754786854879
AATSC2Z,-0.01791937905503211
AATSC2c,0.0035992607267914313
AATSC2d,-0.07618175215319828
AATSC2i,-0.11684394412300143
AATSC2m,-0.2759568818545947
AATSC2p,-0.02875070314592868
AATSC2s,0.5480745588267231
AATSC2v,-7.090186678594274
AATSC3Z,-0.09535681210487312
AATSC3c,-0.0003007210849845524
AATSC3d,-0.03258447958246867
AATSC3i,-0.02805398181532887
AATSC3m,-0.3384512349377144
AATSC3p,-0.003584573334293021
