DLiP-ID,T000SY
ATS4i,27328.043511117554
ATS4m,6885.7523519999995
ATS4p,188.920640980205
ATS4s,414.55555555555554
ATS4v,24238.80448919935
ATS5Z,1937.0
ATS5d,357.0
ATS5i,25407.90551929096
ATS5m,6636.98225
ATS5p,173.45752779165798
ATS5s,466.69444444444446
ATS5v,22429.729226347117
ATS6Z,1715.0
ATS6d,331.0
ATS6i,23669.043382042866
ATS6m,5761.52039
ATS6p,163.904505367413
ATS6s,372.25
ATS6v,21022.74884636978
ATS7Z,1675.0
ATS7d,322.0
ATS7i,23057.857097430307
ATS7m,5689.720574
ATS7p,161.91214817596
ATS7s,347.16666666666674
ATS7v,20633.407858323437
ATS8Z,1619.0
ATS8d,309.0
ATS8i,22977.262432908214
ATS8m,5434.438188
ATS8p,156.76056692911098
ATS8s,359.3888888888889
ATS8v,19914.36502736962
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,8
C2SP3,11
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.48
GGI10,0.09488827670645852
JGI10,0.004313103486657206
JGT10,0.330961932015168
Kier1,25.619834710743802
Kier2,14.302721088435375
Kier3,9.408
MAXdO,12.140906264333722
MID_C,51.61879178773275
MID_N,6.131895942124366
MID_O,5.18701461793569
MID_X,0.0
MID_h,11.318910560060058
MINdO,11.485861374151703
MPC10,55
MWC01,33.0
MWC02,5.017279836814924
MWC03,5.814130531825066
MWC04,6.639875833826536
MWC05,7.45298232946546
MWC06,8.282735880201754
MWC07,9.103089181229207
MWC08,9.935034668034257
MWC09,10.75958232070683
MWC10,11.593186610322979
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.134900000000003
SRW02,4.204692619390966
SRW03,0.0
SRW04,5.459585514144159
SRW05,0.0
SRW06,6.898714534329988
SRW07,0.0
SRW08,8.425735580927402
SRW09,0.0
SRW10,10.000478137849756
SaaCH,13.702614045151902
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.393679953975131
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.209125527940697
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,6.039544124598795
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.4456452297493634
VE1_D,5.497507252189878
VE2_A,0.11114984612094721
VE2_D,0.1773389436190283
VE3_A,2.368513292976431
VE3_D,2.8356968741166146
VR1_A,7315.726004264487
VR1_D,191.8441388713767
VR2_A,235.99116142788665
VR2_D,6.188520608754088
VR3_A,10.029183668723778
VR3_D,6.388085377138164
WPath,3634
Xc-3d,1.5302567583920093
Xc-4d,0.0
Xc-5d,0.25
Xc-6d,0.0
Xp-0d,21.89069428924488
Xp-1d,15.11419354072963
Xp-2d,12.913520188983037
Xp-3d,9.943947036857102
Xp-4d,7.930915924940064
Xp-5d,6.349810832291842
Xp-6d,3.7207166094187407
Xp-7d,2.6563757351665602
ZMIC0,105.03475241821984
ZMIC1,58.16797874836166
ZMIC2,36.10328232901476
ZMIC3,25.714614648336088
ZMIC4,23.125
ZMIC5,22.75
nAcid,1
nAtom,64
nBase,0
nRing,3
piPC1,3.7376696182833684
piPC2,4.189654742026425
piPC3,4.584967478670572
piPC4,5.030437921392435
piPC5,5.478031359934911
piPC6,5.3662680284565445
piPC7,5.496014896530771
piPC8,5.614951260949585
piPC9,5.576777358532954
AATS0Z,19.875
AATS0d,2.859375
AATS0i,163.4721166388706
AATS0m,78.07227010937501
AATS0p,1.4055365290627657
AATS0s,4.057725694444445
AATS0v,203.01251500800095
AATS1Z,22.151515151515152
AATS1d,3.5303030303030303
AATS1i,146.35132511637502
AATS1m,82.66419813636361
AATS1p,1.7785100285757574
AATS1s,2.82449494949495
AATS1v,252.98031676584816
AATS2Z,17.369747899159663
AATS2d,3.0588235294117645
AATS2i,152.83944608504908
AATS2m,62.64146579831932
AATS2p,1.4855720536415042
AATS2s,2.777544351073763
AATS2v,200.46331287544254
AATS3Z,13.047619047619047
AATS3d,2.494047619047619
AATS3i,161.89474911028844
AATS3m,45.22546460119048
AATS3p,1.203677323271774
AATS3s,2.4417989417989414
AATS3v,155.6812742754861
AATS4Z,12.107784431137725
AATS4d,2.3353293413173652
AATS4i,163.64097910848835
AATS4m,41.23205001197604
AATS4p,1.1312613232347606
AATS4s,2.4823685961410513
AATS4v,145.1425418514931
AATS5Z,12.496774193548386
AATS5d,2.303225806451613
AATS5i,163.92197109219973
AATS5m,42.81924032258065
AATS5p,1.1190808244623096
AATS5s,3.010931899641577
AATS5v,144.70793049256204
AATS6Z,11.827586206896552
AATS6d,2.282758620689655
AATS6i,163.23478194512322
AATS6m,39.73462337931034
AATS6p,1.130375899085607
AATS6s,2.567241379310345
AATS6v,144.9844748025502
AATS7Z,11.795774647887324
AATS7d,2.267605633802817
AATS7i,162.37927533401626
AATS7m,40.06845474647887
AATS7p,1.140226395605352
AATS7s,2.4448356807511744
AATS7v,145.3056891431228
AATS8Z,11.4822695035461
AATS8d,2.1914893617021276
AATS8i,162.95930803481002
AATS8m,38.54211480851064
AATS8p,1.111777070419227
AATS8s,2.5488573680063045
AATS8v,141.23663139978453
AMID_C,1.6651223157333144
AMID_N,0.19780309490723763
AMID_O,0.16732305219147386
AMID_X,0.0
AMID_h,0.36512614709871155
ATS0dv,366.0
ATS0pe,385.50810000000007
ATS0se,480.88226799999995
ATS1dv,351.0
ATS1pe,418.13199999999995
ATS1se,503.25620399999997
ATS2dv,454.0
ATS2pe,728.6687999999999
ATS2se,893.776584
ATS3dv,423.0
ATS3pe,997.4942
ATS3se,1251.374804
ATS4dv,362.0
ATS4pe,988.9724999999999
ATS4se,1246.034768
ATS5dv,354.0
ATS5pe,927.8732
ATS5se,1167.67464
ATS6dv,274.0
ATS6pe,864.4280000000001
ATS6se,1089.7406799999999
ATS7dv,265.0
ATS7pe,833.482
ATS7se,1053.171008
ATS8dv,248.0
ATS8pe,831.653
ATS8se,1051.506168
ATSC0Z,459.75
ATSC0c,1.1071500606141043
ATSC0d,29.859375
ATSC0i,91.01905728490817
ATSC0m,2193.491970609375
ATSC0p,14.56816477394573
ATSC0s,94.46484375
ATSC0v,3256.0783103567137
ATSC1Z,8.9453125
ATSC1c,-0.7217241453415
ATSC1d,5.75439453125
ATSC1i,-2.3791947355425282
ATSC1m,45.69160544970682
ATSC1p,0.5242941184084715
ATSC1s,-2.035793728298611
ATSC1v,119.76310394111648
ATSC2Z,-35.09765625
ATSC2c,0.2254009026206067
ATSC2d,-5.582275390625
ATSC2i,-26.42479085675381
ATSC2m,-187.3929642424318
ATSC2p,-4.287954080270621
ATSC2s,29.588806152343743
ATSC2v,-872.9724570657265
ATSC3Z,-7.84375
ATSC3c,0.17403073617376522
ATSC3d,-1.943359375
ATSC3i,-5.816670402003717
ATSC3m,-40.20391767773445
ATSC3p,-0.583191187387319
ATSC3s,-4.960666232638886
ATSC3v,-139.9119909125131
ATSC4Z,-40.91015625
ATSC4c,-0.4216824162152012
ATSC4d,-7.039306640625
ATSC4i,-8.172910250469698
ATSC4m,-193.38711151196287
ATSC4p,-1.6041956816245406
ATSC4s,-12.04628499348958
ATSC4v,-248.8090234856878
ATSC5Z,-11.01953125
ATSC5c,0.2640961682882308
ATSC5d,-3.784423828125
ATSC5i,0.8858456417561982
ATSC5m,-59.367161132080085
ATSC5p,-0.5634345415876995
ATSC5s,35.89156765407985
ATSC5v,-153.52916650359228
ATSC6Z,-114.12109375
ATSC6c,-0.1367614017139083
ATSC6d,-4.212646484375
ATSC6i,2.4780547087823006
ATSC6m,-531.1909885837401
ATSC6p,-0.09729254337216298
ATSC6s,-31.078769259982636
ATSC6v,-286.6631878387986
ATSC7Z,-21.1953125
ATSC7c,0.09716620520121678
ATSC7d,-4.92236328125
ATSC7i,-1.3845855906624953
ATSC7m,-99.06541494580071
ATSC7p,-0.6960458597972536
ATSC7s,-6.599080403645829
ATSC7v,-94.24686003757157
ATSC8Z,-64.94921875
ATSC8c,0.018795835693353545
ATSC8d,-3.299560546875
ATSC8i,-5.711128182581174
ATSC8m,-305.1362890456543
ATSC8p,-1.193052495397367
ATSC8s,-16.239820692274307
ATSC8v,-302.010962461223
AXp-0d,0.7061514286853188
AXp-1d,0.45800586487059486
AXp-2d,0.30746476640435805
AXp-3d,0.19887894073714205
AXp-4d,0.1321819320823344
AXp-5d,0.08943395538439214
AXp-6d,0.05905899380029747
AXp-7d,0.04024811719949334
GATS1Z,0.9228829897671659
GATS1c,1.6580771977488649
GATS1d,0.975024975024975
GATS1i,1.2938316338007085
GATS1m,0.9282808758968599
GATS1p,1.1399644848059352
GATS1s,0.6354777147482769
GATS1v,1.0686208718057886
GATS2Z,0.981095864120526
GATS2c,0.7645285184266134
GATS2d,1.3031674208144797
GATS2i,1.3095838138080713
GATS2m,0.9916862585397472
GATS2p,1.2522149320809248
GATS2s,0.41915687004239727
GATS2v,1.202126133792149
GATS3Z,0.9812398042414355
GATS3c,0.8426254036157161
GATS3d,1.054945054945055
GATS3i,1.0430809166072341
GATS3m,0.9829433033386117
GATS3p,0.998045861087753
GATS3s,0.8414726598574758
GATS3v,1.0020756637220178
GATS4Z,1.025681101093083
GATS4c,1.1658447329450312
GATS4d,1.0928472724879912
GATS4i,1.0189631826377414
GATS4m,1.0246161773920206
GATS4p,1.0007632858161264
GATS4s,1.0147376751273534
GATS4v,0.9962618517925627
GATS5Z,1.0259643214229333
GATS5c,1.0182570409440885
GATS5d,1.054945054945055
GATS5i,0.9604306346469571
GATS5m,1.023939790996703
GATS5p,0.9694481689446334
GATS5s,1.1081183395960639
GATS5v,0.9765050017610091
GATS6Z,1.1236541598694942
GATS6c,1.1495097999489337
GATS6d,1.054945054945055
GATS6i,0.9424097122409286
GATS6m,1.1176960332757988
GATS6p,0.9681705119037768
GATS6s,1.4474094797285642
GATS6v,1.0025645211582053
GATS7Z,1.0016772740849664
GATS7c,0.9680715950554458
GATS7d,1.0326574833617088
GATS7i,0.9609314801453313
GATS7m,1.0013061749366239
GATS7p,1.005947088487334
GATS7s,1.0419891053720078
GATS7v,0.9987843973102388
GATS8Z,1.0627191003436187
GATS8c,1.0328034199906448
GATS8d,0.9576806172550854
GATS8i,0.9656006453237699
GATS8m,1.059863243040428
GATS8p,1.0110445726554649
GATS8s,1.2538155430093765
GATS8v,1.016151198913972
MATS1Z,0.01886730271722115
MATS1c,-0.6321218248469401
MATS1d,0.18687661544804401
MATS1i,-0.025347416180689353
MATS1m,0.020199304095406056
MATS1p,0.03489845328767099
MATS1s,-0.020897753395789205
MATS1v,0.035666807706624545
MATS2Z,-0.0410572059166244
MATS2c,0.10949194618436872
MATS2d,-0.10054571279061075
MATS2i,-0.15613930367346782
MATS2m,-0.04594626834079854
MATS2p,-0.1582990445236811
MATS2s,0.16845745865645598
MATS2v,-0.14419118561798772
MATS3Z,-0.0064993914912348846
MATS3c,0.05988115402126993
MATS3d,-0.024793800304004385
MATS3i,-0.024345170175982166
MATS3m,-0.006982372567651375
MATS3p,-0.015250244271191888
MATS3s,-0.02000508906186447
MATS3v,-0.01636932560632136
MATS4Z,-0.034101454513485265
MATS4c,-0.1459629077315103
MATS4d,-0.09034677896953346
MATS4i,-0.034411840366977954
MATS4m,-0.033787416120819994
MATS4p,-0.04220034493885939
MATS4s,-0.04887045988245151
MATS4v,-0.029284296017396884
MATS5Z,-0.00989668297988037
MATS5c,0.09849266480539164
MATS5d,-0.052331999797437585
MATS5i,0.004018592742647187
MATS5m,-0.011175282456856828
MATS5p,-0.01596933748088914
MATS5s,0.1568810519905197
MATS5v,-0.01946903055220567
MATS6Z,-0.10956104329564419
MATS6c,-0.0545216545775148
MATS6d,-0.06227106227106227
MATS6i,0.012016846921797778
MATS6m,-0.10688742668948265
MATS6p,-0.0029477230908384762
MATS6s,-0.14521302526726682
MATS6v,-0.038858770609751465
MATS7Z,-0.020778285810567593
MATS7c,0.039554908411717916
MATS7d,-0.07429927550651898
MATS7i,-0.006856130954200828
MATS7m,-0.02035530637932023
MATS7p,-0.021533996554632538
MATS7s,-0.031485082738640535
MATS7v,-0.013045588587348545
MATS8Z,-0.06412288516345994
MATS8c,0.007705769484274745
MATS8d,-0.050157542558758365
MATS8i,-0.02848068536245914
MATS8m,-0.06314204923579499
MATS8p,-0.037171969304319985
MATS8s,-0.07803184589321502
MATS8v,-0.04210064285533206
MAXaaN,4.7307708263791195
MAXsOH,9.412479452170412
MINaaN,4.7307708263791195
MINsOH,9.412479452170412
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,11
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,39.87660239630231
SpAD_D,482.635788923313
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,9.952892018319433
SssNH2,0
SsssAs,0
SsssCH,-0.8162891978061884
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,603
TMWC10,138.597897192427
TSRW10,65.98920638664228
VE1_Dt,5.45223703305428
VE2_Dt,0.17587861396949292
VE3_Dt,2.827428100729232
VR1_Dt,196.0987224139919
VR2_Dt,6.325765239161029
VR3_Dt,6.410020329700184
Xc-3dv,0.5940374791028882
Xc-4dv,0.0
Xc-5dv,0.041455673041880164
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.3343574811438676
Xp-0dv,18.107900518496674
Xp-1dv,11.403801401379573
Xp-2dv,8.267804267556977
Xp-3dv,5.718351719077655
Xp-4dv,3.9769661862128918
Xp-5dv,2.753611329727614
Xp-6dv,1.5576499275813815
Xp-7dv,1.012096559125602
Xpc-4d,3.086382848354778
Xpc-5d,4.348372282852125
Xpc-6d,6.218544643718439
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,66
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,2
nSpiro,0
naRing,2
piPC10,5.356881042544449
AATS0dv,5.71875
AATS0pe,6.023564062500001
AATS0se,7.513785437499999
AATS1dv,5.318181818181818
AATS1pe,6.335333333333333
AATS1se,7.625094
AATS2dv,3.8151260504201683
AATS2pe,6.123267226890755
AATS2se,7.510727596638655
AATS3dv,2.517857142857143
AATS3pe,5.937465476190476
AATS3se,7.448659547619048
AATS4dv,2.1676646706586826
AATS4pe,5.921991017964071
AATS4se,7.461286035928143
AATS5dv,2.2838709677419353
AATS5pe,5.9862787096774195
AATS5se,7.533384774193548
AATS6dv,1.889655172413793
AATS6pe,5.961572413793104
AATS6se,7.51545296551724
AATS7dv,1.8661971830985915
AATS7pe,5.869591549295775
AATS7se,7.41669723943662
AATS8dv,1.7588652482269505
AATS8pe,5.898248226950355
AATS8se,7.457490553191489
AATSC0Z,7.18359375
AATSC0c,0.01729921969709538
AATSC0d,0.466552734375
AATSC0i,1.4221727700766902
AATSC0m,34.273312040771486
AATSC0p,0.22762757459290203
AATSC0s,1.47601318359375
AATSC0v,50.87622359932365
AATSC1Z,0.13553503787878787
AATSC1c,-0.010935214323356061
AATSC1d,0.0871877959280303
AATSC1i,-0.0360484050839777
AATSC1m,0.6922970522682852
AATSC1p,0.007943850278916234
AATSC1s,-0.030845359519675927
AATSC1v,1.8145924839563103
AATSC2Z,-0.29493828781512604
AATSC2c,0.0018941252321059386
AATSC2d,-0.046909877232142856
AATSC2i,-0.22205706602314126
AATSC2m,-1.5747307919532083
AATSC2p,-0.036033227565299336
AATSC2s,0.2486454298516281
AATSC2v,-7.335903000552324
AATSC3Z,-0.046688988095238096
AATSC3c,0.001035897239129555
AATSC3d,-0.011567615327380952
AATSC3i,-0.03462303810716498
AATSC3m,-0.2393090337960384
AATSC3p,-0.0034713761154007085
AATSC3s,-0.02952777519427908
AATSC3v,-0.8328094697173398
AATSC4Z,-0.24497099550898205
AATSC4c,-0.0025250444084742585
AATSC4d,-0.04215153677020958
AATSC4i,-0.048939582338141906
AATSC4m,-1.1580066557602566
AATSC4p,-0.00960596216541641
AATSC4s,-0.0721334430747879
AATSC4v,-1.489874392129867
AATSC5Z,-0.07109375
AATSC5c,0.0017038462470208438
AATSC5d,-0.02441563760080645
AATSC5i,0.005715133172620634
AATSC5m,-0.38301394278761347
AATSC5p,-0.0036350615586303193
