DLiP-ID,J100AA
AATSC5i,-0.07453536213114634
AATSC5m,0.5539339163096779
AATSC5p,-0.022221071620316207
AATSC5s,0.08257562724014333
AATSC5v,-3.482113140514833
AATSC6Z,0.054238655462184836
AATSC6c,-0.0013250309507147752
AATSC6d,-0.008067226890756288
AATSC6i,-0.003118635714547428
AATSC6m,0.2632865500369742
AATSC6p,0.007968007826408595
AATSC6s,-0.06879887955182076
AATSC6v,0.9404783187816136
AATSC7Z,0.001929896907216548
AATSC7c,0.0005668141994064488
AATSC7d,-0.08123711340206186
AATSC7i,-0.01534586893879046
AATSC7m,0.04260109017732006
AATSC7p,0.006289194239548572
AATSC7s,0.056017411225658655
AATSC7v,1.0490280178375244
AATSC8Z,-1.5542518518518518
AATSC8c,-0.0012189462010184359
AATSC8d,0.02666666666666667
AATSC8i,-0.0032846715547562885
AATSC8m,-7.358609452029629
AATSC8p,-0.024042942066160776
AATSC8s,-0.20725157750342935
AATSC8v,-7.02340541933644
ATS0are,303.35959999999994
ATS1are,330.574
ATS2are,552.3910000000001
ATS3are,652.729
ATS4are,714.9258000000001
ATS5are,742.3708
ATS6are,711.8710000000001
ATS7are,577.3910000000001
ATS8are,494.76700000000005
ATSC0dv,195.12000000000003
ATSC0pe,5.0502879999999974
ATSC0se,3.0207731199999994
ATSC1dv,97.83520000000001
ATSC1pe,0.6845964800000007
ATSC1se,0.34491563519999624
ATSC2dv,60.12640000000002
ATSC2pe,0.71243136
ATSC2se,0.12614608639999558
ATSC3dv,-33.774399999999986
ATSC3pe,-1.7318705599999984
ATSC3se,-1.1162156544000048
ATSC4dv,14.276800000000001
ATSC4pe,0.7171283200000008
ATSC4se,0.47746631679999807
ATSC5dv,31.10240000000001
ATSC5pe,1.61158976
ATSC5se,0.9965146623999993
ATSC6dv,-7.545599999999993
ATSC6pe,0.28869056
ATSC6se,0.3692324543999985
ATSC7dv,-43.5728
ATSC7pe,-0.29969472000000014
ATSC7se,-0.20462817279999992
ATSC8dv,-40.41440000000001
ATSC8pe,-1.9936545599999982
ATSC8se,-1.0488586944000031
AXp-0dv,0.6005308774664646
AXp-1dv,0.31337086730803926
AXp-2dv,0.16018228144893426
AXp-3dv,0.08544993980937414
AXp-4dv,0.045526884395938466
AXp-5dv,0.02320289134111175
AXp-6dv,0.01155691620644617
AXp-7dv,0.006473904986915414
BertzCT,888.9343867769087
ECIndex,600
ETA_eta,20.980515729995723
GATS1dv,0.4322290819062036
GATS1pe,0.6929951321587997
GATS1se,0.7135274235817026
GATS2dv,0.8775354607478657
GATS2pe,0.8649050634184327
GATS2se,0.8948779281415334
GATS3dv,1.1182281634137095
GATS3pe,1.1859877529719358
GATS3se,1.2267119644860605
GATS4dv,0.934279469913343
GATS4pe,0.8572373177496116
GATS4se,0.8375832776370367
GATS5dv,0.9113498393048445
GATS5pe,0.860048843717172
GATS5se,0.8920821962805463
GATS6dv,1.0424957190748376
GATS6pe,1.0940983493824277
GATS6se,1.1223138952781808
GATS7dv,1.1261903856151962
GATS7pe,1.0229198197650609
GATS7se,1.0091503555358825
GATS8dv,1.1021707439296615
GATS8pe,1.3220740952340946
GATS8se,1.3172135414324855
LogEE_A,4.181844305071745
LogEE_D,145.58229124052124
MATS1dv,0.48212539817705874
MATS1pe,0.13034223912653045
MATS1se,0.1097896584933746
MATS2dv,0.1731184727577613
MATS2pe,0.07925138864925166
MATS2se,0.023460413956929698
MATS3dv,-0.08164883535627804
MATS3pe,-0.1617571266176697
MATS3se,-0.17429869678965162
MATS4dv,0.03100395410733768
MATS4pe,0.06016843637499293
MATS4se,0.06697498550708854
MATS5dv,0.06427475565078233
MATS5pe,0.12867277680899813
MATS5se,0.1330190691007925
MATS6dv,-0.01624856584700299
MATS6pe,0.024018146018969372
MATS6se,0.051357609644874125
MATS7dv,-0.11510970779810889
MATS7pe,-0.0305887138382979
MATS7se,-0.03491769669468883
MATS8dv,-0.12785547608562503
MATS8pe,-0.24367936303097218
MATS8se,-0.21433044217452535
MAXaaCH,2.0233227828168303
MAXaasC,1.1448809762401035
MAXaasN,1.8449722817399585
MAXdssC,-0.1695905244813971
MAXsCH3,2.12672220912831
MAXssNH,2.961500614134543
MAXsssN,2.257746077208559
MDEC-11,0.6240055962716325
MDEC-12,6.322769779638502
MDEC-13,4.6984967740998025
MDEC-22,8.140913876585682
MDEC-23,16.256121491048102
MDEC-33,6.4364206958376515
MDEN-22,0.19999999999999996
MDEN-23,0.7521206186172787
MDEN-33,0.1111111111111111
MDEO-12,0.16666666666666669
MINaaCH,1.790625
MINaasC,0.5635365226337448
MINaasN,1.8449722817399585
MINdssC,-0.1695905244813971
MINsCH3,1.829989895649618
MINssNH,2.961500614134543
MINsssN,2.257746077208559
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0714285714285716
SM1_Dzi,1.2472667135871938
SM1_Dzm,1.0685318721261376
SM1_Dzp,-4.237315801405576
SM1_Dzv,-2.0752874690897665
SddssSe,0
SpAD_Dt,438.7986634038502
SpAbs_A,33.3518636566948
SpAbs_D,291.16458248104243
SpMAD_A,1.282763986795954
SpMAD_D,11.198637787732403
SpMax_A,2.445271464683091
SpMax_D,145.58229124052124
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,63.300000000000004
TpiPC10,8.35562234176047
VAdjMat,5.807354922057604
VE1_DzZ,5.011330180245169
VE1_Dzi,5.011699834908883
VE1_Dzm,5.011330499237706
VE1_Dzp,5.005610877418322
VE1_Dzv,5.00796208913874
VE2_DzZ,0.19274346847096804
VE2_Dzi,0.19275768595803394
VE2_Dzm,0.1927434807399118
VE2_Dzp,0.19252349528532006
VE2_Dzv,0.19261392650533615
VE3_DzZ,2.56721282992294
VE3_Dzi,2.5672865909838816
VE3_Dzm,2.567212893577203
VE3_Dzp,2.5660709037769407
VE3_Dzv,2.566540508736425
VR1_DzZ,154.22618631445158
VR1_Dzi,154.20079439469814
VR1_Dzm,154.22666465200865
VR1_Dzp,155.21003641255612
VR1_Dzv,154.84114485551908
VR2_DzZ,5.931776396709676
VR2_Dzi,5.930799784411467
VR2_Dzm,5.931794794308025
VR2_Dzp,5.969616785098312
VR2_Dzv,5.955428648289195
VR3_DzZ,5.993931712195688
VR3_Dzi,5.993767057859985
VR3_Dzm,5.993934813723559
VR3_Dzp,6.000290718292371
VR3_Dzv,5.997911164506496
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.063620113459733
Xch-6dv,0.14184184777987552
Xch-7dv,0.13628355946982115
Xpc-4dv,1.5109790937764604
Xpc-5dv,2.0233508656061816
Xpc-6dv,2.214224554135036
Zagreb1,134.0
Zagreb2,157.0
fragCpx,134.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,17
nBondsO,28
nBondsS,35
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,2
AATS0are,6.067191999999999
AATS1are,6.357192307692308
AATS2are,6.206640449438203
AATS3are,6.157820754716981
AATS4are,6.058693220338984
AATS5are,5.986861290322581
AATS6are,5.982109243697479
AATS7are,5.952484536082475
AATS8are,6.108234567901235
AATSC0dv,3.9024000000000005
AATSC0pe,0.10100575999999994
AATSC0se,0.06041546239999999
AATSC1dv,1.8814461538461542
AATSC1pe,0.013165316923076938
AATSC1se,0.006632992984615312
AATSC2dv,0.6755775280898878
AATSC2pe,0.008004846741573033
AATSC2se,0.0014173717573033211
AATSC3dv,-0.3186264150943395
AATSC3pe,-0.01633840150943395
AATSC3se,-0.010530336362264196
AATSC4dv,0.12098983050847459
AATSC4pe,0.006077358644067803
AATSC4se,0.004046324718644052
AATSC5dv,0.250825806451613
AATSC5pe,0.012996691612903226
AATSC5se,0.00803640856774193
AATSC6dv,-0.06340840336134448
AATSC6pe,0.0024259710924369746
AATSC6se,0.003102793734453769
AATSC7dv,-0.4492041237113402
AATSC7pe,-0.003089636288659795
AATSC7se,-0.0021095687917525767
AATSC8dv,-0.4989432098765433
AATSC8pe,-0.024613019259259235
AATSC8se,-0.012948872770370408
AETA_eta,0.8069429126921432
ATSC0are,5.289071999999997
ATSC1are,0.6972371200000018
ATSC2are,0.49759584000000223
ATSC3are,-1.938184639999996
ATSC4are,0.852534080000001
ATSC5are,1.8540294399999988
ATSC6are,0.3653206400000003
ATSC7are,-0.35211167999999987
ATSC8are,-2.0751606399999964
BCUTZ-1h,8.033452683592465
BCUTZ-1l,5.698325518561057
BCUTc-1h,0.4184909212963221
BCUTc-1l,-0.46573214905035004
BCUTd-1h,3.227777682942043
BCUTd-1l,0.9778636951840796
BCUTi-1h,14.565242299494278
BCUTi-1l,10.960364734078293
BCUTm-1h,16.016119949158377
BCUTm-1l,11.710526409176715
BCUTp-1h,1.9847191571190927
BCUTp-1l,0.7157291132231887
BCUTs-1h,7.008271176117494
BCUTs-1l,1.4276802713499568
BCUTv-1h,20.886161480927946
BCUTv-1l,14.681748569192882
BalabanJ,1.5002152836317078
Diameter,14
ETA_beta,33.5
GATS1are,0.7069349420261829
GATS2are,0.9017577748521496
GATS3are,1.2135383124740902
GATS4are,0.8495480422107817
GATS5are,0.8491817596247386
GATS6are,1.1014575402441331
GATS7are,1.0270191728370237
GATS8are,1.3390010269298986
HybRatio,0.3
Lipinski,True
LogEE_Dt,219.3993317019251
MATS1are,0.12675575369219966
MATS2are,0.052853926873958706
MATS3are,-0.1728541486551606
MATS4are,0.0682999312993449
MATS5are,0.14134663247712115
MATS6are,0.029021360878976683
MATS7are,-0.034316202535980125
MATS8are,-0.24219056916311402
MAXssCH2,0.9510894898985628
MINssCH2,0.9510894898985628
NsssssAs,0
RotRatio,0.21428571428571427
SM1_Dzpe,1.1621787025703796
SM1_Dzse,1.0580415728862167
SMR_VSA1,9.31763212104517
SMR_VSA2,0.0
SMR_VSA3,9.7237629049168
SMR_VSA4,7.04767198267719
SMR_VSA5,20.771211599071872
SMR_VSA6,23.30621114668196
SMR_VSA7,54.049221396105644
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,227.5691029285929
SpAD_Dzi,219.5111385514541
SpAD_Dzm,227.60873678476526
SpAD_Dzp,302.91954596105165
SpAD_Dzv,279.05523827223476
SpAbs_Dt,438.7986634038502
SpDiam_A,4.7674516698150615
SpDiam_D,220.9726678829204
SpMAD_Dt,16.876871669378854
SpMax_Dt,219.3993317019251
SsssssAs,0
VE1_Dzpe,5.011371324694307
VE1_Dzse,5.0113241987291035
VE2_Dzpe,0.19274505094978103
VE2_Dzse,0.19274323841265784
VE3_Dzpe,2.5672210401742617
VE3_Dzse,2.5672116363237523
VMcGowan,277.3400000000004
VR1_Dzpe,154.2113978939344
VR1_Dzse,154.22839094553888
VR2_Dzpe,5.931207611305169
VR2_Dzse,5.931861190213033
VR3_Dzpe,5.993835819728067
VR3_Dzse,5.993946006884436
mZagreb1,9.0
mZagreb2,5.861111111111112
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,44
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.10578143999999995
AATSC1are,0.013408406153846189
AATSC2are,0.005590964494382048
AATSC3are,-0.018284760754716942
AATSC4are,0.007224865084745771
AATSC5are,0.014951850322580635
AATSC6are,0.0030699213445378177
AATSC7are,-0.0036300173195876273
AATSC8are,-0.025619267160493783
AETA_beta,1.2884615384615385
BCUTdv-1h,6.033386147598863
BCUTdv-1l,0.987256900388486
BCUTpe-1h,3.5152144102509175
BCUTpe-1l,2.2464093470540334
BCUTse-1h,3.723417436927462
BCUTse-1l,2.4421253023377827
ETA_alpha,12.26666666666667
ETA_dBeta,-0.5
ETA_eta_B,0.4026432116759793
ETA_eta_F,25.016117117172392
ETA_eta_L,5.807499687308604
ETA_eta_R,45.996632847168115
ETA_psi_1,0.5750000000000004
LabuteASA,152.95586974465874
LogEE_DzZ,113.82576025550524
LogEE_Dzi,109.8035410724035
LogEE_Dzm,113.84546577207978
LogEE_Dzp,150.9708519265175
LogEE_Dzv,139.28816288968395
PEOE_VSA1,19.30689291962151
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,5.156663257125445
PEOE_VSA7,45.03667987291831
PEOE_VSA8,55.53546304725422
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.3140995812005583
SpAD_Dzpe,225.66393890160407
SpAD_Dzse,227.8401388099162
SpAbs_DzZ,226.58009193958196
SpAbs_Dzi,218.35981543121986
SpAbs_Dzm,226.62239967203345
SpAbs_Dzp,306.1790196544406
SpAbs_Dzv,280.6516132484576
SpDiam_Dt,323.03152695624215
SpMAD_DzZ,8.752657804945882
SpMAD_Dzi,8.442736098132851
SpMAD_Dzm,8.754182184029434
SpMAD_Dzp,11.650751767732755
SpMAD_Dzv,10.732893779701337
SpMax_DzZ,113.82576025550524
SpMax_Dzi,109.8035410724035
SpMax_Dzm,113.84546577207978
SpMax_Dzp,150.9708519265175
SpMax_Dzv,139.28816288968395
VE1_Dzare,5.011375704261706
VE2_Dzare,0.192745219394681
VE3_Dzare,2.5672219140998207
VR1_Dzare,154.1870673729128
VR2_Dzare,5.930271822035108
VR3_Dzare,5.99367803346249
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4717948717948719
AETA_dBeta,-0.019230769230769232
AETA_eta_B,0.01548627737215305
AETA_eta_F,0.9621583506604766
AETA_eta_L,0.22336537258879247
AETA_eta_R,1.7691012633526197
BCUTare-1h,3.5696284413099515
BCUTare-1l,2.196872219211542
ETA_beta_s,17.0
ETA_dPsi_A,0.13899999999999957
ETA_dPsi_B,0.0
ETA_eta_BR,0.6606432116759793
ETA_eta_FL,6.704070663388513
ETA_eta_RL,12.511570350697117
LogEE_Dzpe,112.87666863167011
LogEE_Dzse,113.96076331160758
PEOE_VSA10,11.454175413722904
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,10.216698334856808
SlogP_VSA2,28.720455446093457
SlogP_VSA3,7.04767198267719
SlogP_VSA4,6.923737199690624
SlogP_VSA5,29.965710494024506
SlogP_VSA6,47.24861742250755
SlogP_VSA7,0.0
SlogP_VSA8,11.257379486545457
SlogP_VSA9,0.0
SpAD_Dzare,223.05568167050586
SpAbs_Dzpe,224.59115856076983
SpAbs_Dzse,226.8634850503289
SpDiam_DzZ,173.99881722969002
SpDiam_Dzi,167.5970069519472
SpDiam_Dzm,174.0286070251437
SpDiam_Dzp,230.36942031036182
SpDiam_Dzv,212.83443567384813
SpMAD_Dzpe,8.67938226544631
SpMAD_Dzse,8.763082261919854
SpMax_Dzpe,112.87666863167011
SpMax_Dzse,113.96076331160758
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,26
AETA_beta_s,0.6538461538461539
AETA_eta_BR,0.02540935429522997
AETA_eta_FL,0.25784887166878895
AETA_eta_RL,0.4812142442575814
DetourIndex,2769
EState_VSA1,0.0
EState_VSA2,5.907179729351506
EState_VSA3,17.0176269054199
EState_VSA4,30.02773685288927
EState_VSA5,0.0
EState_VSA6,6.196843571613076
EState_VSA7,55.0671877440803
EState_VSA8,29.2208359913635
EState_VSA9,4.523094936973348
ETA_beta_ns,16.5
ETA_shape_p,0.19021739130434775
ETA_shape_x,0.0
ETA_shape_y,0.35054347826086946
GhoseFilter,True
LogEE_Dzare,111.57838312683756
SlogP_VSA10,11.374772549367124
SlogP_VSA11,0.0
SpAbs_Dzare,221.84266667247462
SpDiam_Dzpe,172.52528631114097
SpDiam_Dzse,174.20805936905722
SpMAD_Dzare,8.579064679634842
SpMax_Dzare,111.57838312683756
TopoPSA(NO),63.300000000000004
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,6.987336228461735
VSA_EState9,49.67933043820494
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6346153846153846
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.028205128205128105
FilterItLogS,-5.252656810594218
SpDiam_Dzare,170.53168198730836
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.5706666666666669
ETA_epsilon_2,0.8205128205128202
ETA_epsilon_3,0.44054054054054076
ETA_epsilon_4,0.5182795698924734
ETA_epsilon_5,0.8012345679012343
AETA_beta_ns_d,0.038461538461538464
ETA_dEpsilon_A,0.13012612612612612
ETA_dEpsilon_B,0.05238709677419351
ETA_dEpsilon_C,-0.07773902935193261
ETA_dEpsilon_D,0.01927825261158589
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6923076923076923
MDEDescriptor,"0.6240055962716325,6.322769779638502,4.6984967740998025,0.0,8.140913876585682,16.256121491048102,0.0,6.4364206958376515,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.19999999999999996,0.7521206186172787,0.1111111111111111"
APolDescriptor,57.207031999999984
BCUTDescriptor,"11.850000000000009,15.995928778288189,-0.2758302773965233,0.23705051867385768,5.507091617572531,10.320445551284225"
BPolDescriptor,33.730968
TPSADescriptor,63.300000000000004
ALOGPDescriptor,"3.7114999999999982,13.775232249999988,104.22189999999996"
XLogPDescriptor,3.8010000000000006
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,352.1899262
ChiPathDescriptor,"18.681433796945203,12.511570350697117,11.152957336300245,9.282739320950322,7.7626173295608965,5.642436973883993,3.602622050333491,2.6549246713179526,15.613802814128078,8.774384284625102,6.247108976508437,4.357946930278081,3.0047743701319383,1.7170139592422689,0.8898825478963547,0.5502819238878104"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.4765620012511172,0.579068513593117,0.0,0.0,0.063620113459733,0.14184184777987552,0.13628355946982115"
AtomCountDescriptor,50
BondCountDescriptor,28
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.789342201792982,0.0,0.30315531549780367,0.0,0.7965129861982393,0.0,0.0914664240455478,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,9,2,5,0,0,0"
ZagrebIndexDescriptor,134.0
LargestChainDescriptor,15
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"52.47664423230258,2.0183324704731764,18.201657987371476,5.563415386339615,12.638242601031846"
FractionalPSADescriptor,0.17973256839848817
WienerNumbersDescriptor,"1825.0,38.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.9495527366523455,6.346994307723805,8.058938358229238,1.5109790937764604,2.023350865606182,1.9546980156345302"
FractionalCSP3Descriptor,0.3
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,2,0,0,7,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,20
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"20.727040816326532,9.467455621301776,5.093425605536332"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2054.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.3
AutocorrelationDescriptorMass,"28.988859276187814,30.713282949955758,42.8760127037622,41.156369173515145,42.42924759467807"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.4032155504583917,-0.1636837594979641,-0.003830741149861918,-0.08225630410873983,0.03671865831195244"
EccentricConnectivityIndexDescriptor,600
AutocorrelationDescriptorPolarizability,"1697.8694246466139,1971.1649636016982,2725.666775663908,2580.9586607602996,2421.567399509344"
