DLiP-ID,C0003P
DLiP-Mol-ID,30234
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+"
Standard Inchi Key(RDKit),CRDAMVZIKSXKFV-YFVJMOTDSA-N
Canonical SMILES(RDKit),CC(C)=CCC/C(C)=C/CC/C(C)=C/CO
SMILES(SDF),
MW(SDF),
MW(RDKit),222.372
MW Monoisotopic(RDKit),222.198365452
MolLogP(RDKit),4.3979
XLogP(SDF),
XLogP(CDK),4.346
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),1
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),20.23
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.63303016438278
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2341.9417973689515
qed,0.6330301643827798
Chi0,12.38890505706126
Chi1,7.5577493102643665
TPSA,20.23
Chi0n,11.214798309001575
Chi0v,11.214798309001575
Chi1n,6.114104822379414
Chi1v,6.114104822379414
Chi2n,4.642352500750139
Chi2v,4.642352500750139
Chi3n,2.562484212224506
Chi3v,2.562484212224506
Chi4n,1.4947151036533204
Chi4v,1.4947151036533204
MolMR,72.49880000000005
MolWt,222.37199999999996
fr_SH,0
Kappa1,15.18
Kappa2,9.409141869664666
Kappa3,9.724281562263146
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,265.1595387832714
MolLogP,4.397900000000004
NOCount,1
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.788179491871102
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,53.378235290466534
SMR_VSA6,6.606881964512918
SMR_VSA7,34.947373910709445
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,100.5738652850253
NHOHCount,1
PEOE_VSA1,5.106527394840706
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,34.947373910709445
PEOE_VSA7,53.378235290466534
PEOE_VSA8,0.0
PEOE_VSA9,6.606881964512918
RingCount,0
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,222.198365452
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,11.713409359353623
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,53.378235290466534
SlogP_VSA6,34.947373910709445
SlogP_VSA7,0.0
SlogP_VSA8,0.0
