DLiP-ID,T0023H
DLiP-Mol-ID,18136
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H18O3/c1-10(2)4-7-12-13(17-3)8-5-11-6-9-14(16)18-15(11)12/h4-5,8H,6-7,9H2,1-3H3"
Standard Inchi Key(RDKit),HDCUYVWVMGOCTK-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc2c(c1CC=C(C)C)OC(=O)CC2
SMILES(SDF),
MW(SDF),
MW(RDKit),246.306
MW Monoisotopic(RDKit),246.125594436
MolLogP(RDKit),3.0555
XLogP(SDF),
XLogP(CDK),3.066
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),35.53
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.46691327362177
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CRM1/Rev
Common Target Pref Name,CRM1/Rev
RDKit Descriptors
Ipc,12126.693094704659
qed,0.46691327362177043
Chi0,13.120955864630139
Chi1,8.613392202930195
TPSA,35.53
Chi0n,11.07811602252011
Chi0v,11.07811602252011
Chi1n,6.143012070753047
Chi1v,6.143012070753047
Chi2n,4.694293292525177
Chi2v,4.694293292525177
Chi3n,3.0477697823988565
Chi3v,3.0477697823988565
Chi4n,2.0745909575962393
Chi4v,2.0745909575962393
MolMR,70.08500000000004
MolWt,246.30599999999995
fr_SH,0
Kappa1,12.680832662732099
Kappa2,5.25294526130362
Kappa3,2.5537631738491307
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,496.70533243441673
MolLogP,3.055500000000001
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.453360679365791
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,33.10993926815928
SMR_VSA6,7.109797541277533
SMR_VSA7,34.90876175722036
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,107.40906052241048
NHOHCount,0
PEOE_VSA1,9.473725907600098
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,17.71549170536476
PEOE_VSA7,38.31893620539188
PEOE_VSA8,5.563451491696996
PEOE_VSA9,13.530619164203543
RingCount,2
SMR_VSA10,5.969305287951849
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,246.125594436
NumHDonors,0
PEOE_VSA10,11.49902366656781
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,9.473725907600098
SlogP_VSA2,13.079102829229383
SlogP_VSA3,17.63618042992384
SlogP_VSA4,0.0
SlogP_VSA5,31.39519900570125
SlogP_VSA6,23.78185877382637
