DLiP-ID,C001E5
DLiP-Mol-ID,32235
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H16N2O4S4/c1-2-16-13(18)12(24-15(16)22)14-17(8-5-9-25(19,20)21)10-6-3-4-7-11(10)23-14/h3-4,6-7H,2,5,8-9H2,1H3,(H,19,20,21)/b14-12-"
Standard Inchi Key(RDKit),ZHNBFYMZDUSWSL-OWBHPGMISA-N
Canonical SMILES(RDKit),CCN1C(=O)/C(=C2/Sc3ccccc3N2CCCS(=O)(=O)O)SC1=S
SMILES(SDF),
MW(SDF),
MW(RDKit),416.571
MW Monoisotopic(RDKit),415.999290992
MolLogP(RDKit),2.9259
XLogP(SDF),
XLogP(CDK),1.983
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),77.92
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.445979203382141
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,440648.31625278865
qed,0.44597920338214087
Chi0,18.189869965382485
Chi1,11.814680367203314
TPSA,77.92
Chi0n,13.337207021251611
Chi0v,16.603193344962516
Chi1n,7.590667298564558
Chi1v,11.241074058410273
Chi2n,5.412674347288146
Chi2v,9.659587564737064
Chi3n,3.751471970904696
Chi3v,7.305745089592157
Chi4n,2.630481368545848
Chi4v,5.845778551441074
MolMR,105.27960000000004
MolWt,416.5710000000001
fr_SH,0
Kappa1,18.713101556907564
Kappa2,7.276332068419749
Kappa3,3.8725332830557213
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,1
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,866.0372616377808
MolLogP,2.9259000000000013
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9402273683190234
SMR_VSA1,17.76508404209112
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,18.24004229813441
SMR_VSA6,23.74227614942242
SMR_VSA7,34.1996760846131
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,159.92944255825023
NHOHCount,1
PEOE_VSA1,4.899909730850478
PEOE_VSA2,14.247196788612662
PEOE_VSA3,0.0
PEOE_VSA4,8.417796984328938
PEOE_VSA5,0.0
PEOE_VSA6,47.87437747875215
PEOE_VSA7,25.477292959539852
PEOE_VSA8,17.984996287342927
PEOE_VSA9,11.440239881430351
RingCount,3
SMR_VSA10,61.77487029045652
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,415.99929099199994
NumHDonors,1
PEOE_VSA10,14.25474189632563
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,16.02530658838506
PEOE_VSA14,0.0
SlogP_VSA1,4.899909730850478
SlogP_VSA2,46.9405368223522
SlogP_VSA3,14.912664043105377
SlogP_VSA4,0.0
SlogP_VSA5,13.344558822616634
SlogP_VSA6,39.095159560130874
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,2
