DLiP-ID,C100K7
DLiP-Mol-ID,36314
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H15F3N2O3/c1-2-10-25-16(12-5-7-14(8-6-12)20(21,22)23)15(18(27)19(25)28)17(26)13-4-3-9-24-11-13/h2-9,11,16,27H,1,10H2"
Standard Inchi Key(RDKit),WGRRDXSDJKETPP-UHFFFAOYSA-N
Canonical SMILES(RDKit),C=CCN1C(=O)C(O)=C(C(=O)c2cccnc2)C1c1ccc(C(F)(F)F)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),388.345
MW Monoisotopic(RDKit),388.103477
MolLogP(RDKit),3.8647
XLogP(SDF),
XLogP(CDK),3.738
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),70.5
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.623734645614668
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Annexin A2/S100-A10
Common Target Pref Name,Annexin A2/S100-A10
RDKit Descriptors
Ipc,1785662.0101488968
qed,0.6237346456146675
Chi0,20.474327015758657
Chi1,13.252237423263947
TPSA,70.5
Chi0n,14.479747040724638
Chi0v,14.479747040724638
Chi1n,8.222464021755547
Chi1v,8.222464021755547
Chi2n,6.101599869679055
Chi2v,6.101599869679055
Chi3n,4.3515632605432595
Chi3v,4.3515632605432595
Chi4n,3.066521601048035
Chi4v,3.066521601048035
MolMR,94.31730000000003
MolWt,388.345
fr_SH,0
Kappa1,19.344589883260557
Kappa2,7.300751906619665
Kappa3,3.4040014264180765
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
