DLiP-ID,C101XB
DLiP-Mol-ID,40581
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H15N3O3S/c17-13(15-6-2-1-5-14-8-20)16-10-3-4-11-12(7-10)19-9-18-11/h3-4,7H,1-2,5-6,9H2,(H2,15,16,17)"
Standard Inchi Key(RDKit),BMSRLXZGVTZXHY-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(NCCCCN=C=S)Nc1ccc2c(c1)OCO2
SMILES(SDF),
MW(SDF),
MW(RDKit),293.348
MW Monoisotopic(RDKit),293.08341234
MolLogP(RDKit),2.4198
XLogP(SDF),
XLogP(CDK),2.363
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),71.95
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.47983010176987
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,50221.04129508856
qed,0.4798301017698702
Chi0,14.208896013370174
Chi1,9.792024997884274
TPSA,71.95
Chi0n,10.847791470857027
Chi0v,11.664288051784753
Chi1n,6.275268676190029
Chi1v,6.683516966653891
Chi2n,4.129055902298092
Chi2v,4.311630088133148
Chi3n,2.6772388212173697
Chi3v,2.80633826609095
Chi4n,1.7130069322839376
Chi4v,1.8042940252014654
MolMR,78.71340000000004
MolWt,293.3480000000001
fr_SH,0
Kappa1,14.302294745904305
Kappa2,7.472142479807953
Kappa3,4.22102776660519
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,1
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,529.5927079824158
MolLogP,2.4198000000000004
NOCount,6
