DLiP-ID,I000RS
AATSC5m,-2.8067634115186864
AATSC5p,0.01597882180790646
AATSC5s,-0.33681534460194984
AATSC5v,0.12286640518169384
AATSC6Z,-0.7810184866741385
AATSC6c,-0.000545726221218015
AATSC6d,-0.03693491023706155
AATSC6i,-0.14089900601148186
AATSC6m,-3.704224875936168
AATSC6p,-0.016834407435650945
AATSC6s,-0.20783420077424553
AATSC6v,-4.82336019171721
AATSC7Z,-0.31039247069123543
AATSC7c,-0.0014917659294179575
AATSC7d,-0.05349350311799525
AATSC7i,-0.05484716422053311
AATSC7m,-1.5061170441033633
AATSC7p,-0.011301123770559581
AATSC7s,0.1316163894138204
AATSC7v,-2.475096205892491
AATSC8Z,0.024501260812665498
AATSC8c,0.0012155897417547483
AATSC8d,-0.017040654558609165
AATSC8i,-0.0540749866031309
AATSC8m,0.027464504744272356
AATSC8p,-0.01785394529145624
AATSC8s,0.2566647515081873
AATSC8v,-2.5943029619651328
ATS0are,361.0247
ATS1are,395.32500000000005
ATS2are,677.484
ATS3are,885.8159
ATS4are,956.1289999999999
ATS5are,909.8238999999999
ATS6are,865.0269999999999
ATS7are,883.5299999999999
ATS8are,806.8619
ATSC0dv,221.93220338983053
ATSC0pe,5.798894915254233
ATSC0se,3.667598508474574
ATSC1dv,57.29273197357082
ATSC1pe,0.2541393277793794
ATSC1se,-0.00987732260844661
ATSC2dv,9.09020396437806
ATSC2pe,-0.08545679402469561
ATSC2se,0.15064917092789273
ATSC3dv,7.9632289571962085
ATSC3pe,1.7842413099684034
ATSC3se,1.251695191037057
ATSC4dv,-75.92358517667338
ATSC4pe,-1.2863798621085818
ATSC4se,-1.0104147934501597
ATSC5dv,-84.54524561907498
ATSC5pe,-1.6233400459637903
ATSC5se,-0.783480469979894
ATSC6dv,-68.32835392128699
ATSC6pe,-1.4458640333237518
ATSC6se,-0.7867780373455908
ATSC7dv,-16.797184717035343
ATSC7pe,-0.2356890261419135
ATSC7se,0.050075512783682705
ATSC8dv,40.13817868428612
ATSC8pe,0.9719862108589461
ATSC8se,0.6974555484056311
AXp-0dv,0.5518286353431939
AXp-1dv,0.30035464600528194
AXp-2dv,0.15949008661600214
AXp-3dv,0.08627443149168253
AXp-4dv,0.047088301918254666
AXp-5dv,0.02593870005767169
AXp-6dv,0.013177009109495914
AXp-7dv,0.007147178407462141
BertzCT,1337.3561806270543
ECIndex,1033
ETA_eta,26.680219439137762
GATS1dv,0.5185338735056162
GATS1pe,0.6032657349889624
GATS1se,0.611559782470474
GATS2dv,0.9062243662633153
GATS2pe,0.8533338835821221
GATS2se,0.778954704150359
GATS3dv,0.9615549106460973
GATS3pe,0.7943789406982278
GATS3se,0.7604823683822628
GATS4dv,1.2460067896155342
GATS4pe,1.3166508639284868
GATS4se,1.4367068983270317
GATS5dv,1.3085077134565448
GATS5pe,1.4947710083861685
GATS5se,1.6285413973745497
GATS6dv,1.1226623526096244
GATS6pe,1.1520962716005176
GATS6se,1.1929961656479964
GATS7dv,1.0231414086942243
GATS7pe,1.0097842327954134
GATS7se,0.972883854627185
GATS8dv,0.9050144538918021
GATS8pe,0.9223942640065761
GATS8se,0.8936480329074474
LogEE_A,4.467450066088167
LogEE_D,231.39166589049705
MATS1dv,0.24176346369717377
MATS1pe,0.041042905747110996
MATS1se,-0.0025221383946158436
MATS2dv,0.022375953928573465
MATS2pe,-0.008050625291767326
MATS2se,0.022439502014151836
MATS3dv,0.01460000105339113
MATS3pe,0.12519654987368795
MATS3se,0.13886756030296699
MATS4dv,-0.1302197017102145
MATS4pe,-0.0844392383805556
MATS4se,-0.10486684982946257
MATS5dv,-0.15500755808135336
MATS5pe,-0.11390643849068803
MATS5se,-0.08692213742627437
MATS6dv,-0.12792172309863456
MATS6pe,-0.10359669083236032
MATS6se,-0.08913209367692038
MATS7dv,-0.030377417501291044
MATS7pe,-0.016312810833942804
MATS7se,0.0054799714353679155
MATS8dv,0.0790415740316458
MATS8pe,0.07325429755886978
MATS8se,0.08310994391450356
MAXaaCH,2.0393257256889457
MAXaaaC,0.9173890370805263
MAXaasC,1.1183182583562585
MAXaasN,2.015521225707914
MAXdssC,-0.05277046221046655
MAXsssN,1.7314699149989554
MDEC-22,30.30313680843269
MDEC-23,31.098066288421588
MDEC-33,7.269401507947251
MDEN-33,0.6082201995573401
MDEO-11,0.5436901865014462
MINaaCH,1.7848011673805324
MINaaaC,0.7728448800801451
MINaasC,0.41603949938816487
MINaasN,2.015521225707914
MINdssC,-0.5190516082976393
MINsssN,1.555967970521542
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078471
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,810.8519652540424
SpAbs_A,45.934026105389805
SpAbs_D,462.78333178099444
SpMAD_A,1.3510007678055824
SpMAD_D,13.611274464146888
SpMax_A,2.498258554693989
SpMax_D,231.39166589049705
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,62.620000000000005
TpiPC10,9.039229026557475
VAdjMat,6.247927513443585
VE1_DzZ,5.740769037913495
VE1_Dzi,5.740121189611684
VE1_Dzm,5.740776992707952
VE1_Dzp,5.749157895683813
VE1_Dzv,5.746883446549127
VE2_DzZ,0.16884614817392632
VE2_Dzi,0.16882709381210836
VE2_Dzm,0.16884638213846917
VE2_Dzp,0.16909287928481803
VE2_Dzv,0.16902598372203315
VE3_DzZ,2.971368611709816
VE3_Dzi,2.971255754903478
VE3_Dzm,2.9713699973758994
VE3_Dzp,2.9728288227815436
VE3_Dzv,2.972433130195435
VR1_DzZ,234.92324569378863
VR1_Dzi,235.12505637101975
VR1_Dzm,234.92293763554437
VR1_Dzp,234.7052779374549
VR1_Dzv,234.57315131532158
VR2_DzZ,6.909507226287901
VR2_Dzi,6.915442834441757
VR2_Dzm,6.909498165751305
VR2_Dzp,6.903096409925144
VR2_Dzv,6.899210332803576
VR3_DzZ,6.683034278347298
VR3_Dzi,6.683892958992435
VR3_Dzm,6.683032967031999
VR3_Dzp,6.6821060222426665
VR3_Dzv,6.681542916770996
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.2181548111513122
Xch-7dv,0.22976909868099776
Xpc-4dv,1.94580175790365
Xpc-5dv,2.6785426477556484
Xpc-6dv,3.411175225748958
Zagreb1,182.0
Zagreb2,217.0
fragCpx,322.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,22
nBondsD,3
nBondsM,25
nBondsO,38
nBondsS,38
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.119062711864407
AATS1are,6.275
AATS2are,6.273000000000001
AATS3are,6.109075172413793
AATS4are,6.168574193548387
AATS5are,6.274647586206895
AATS6are,6.091739436619718
AATS7are,6.010408163265305
AATS8are,5.976754814814814
AATSC0dv,3.761562769319162
AATSC0pe,0.09828635449583446
AATSC0se,0.062162686584314814
AATSC1dv,0.9094084440249336
AATSC1pe,0.004033957583799673
AATSC1se,-0.00015678289854677158
AATSC2dv,0.08416855522572278
AATSC2pe,-0.0007912666113397742
AATSC2se,0.0013948997308138216
AATSC3dv,0.05491882039445661
AATSC3pe,0.012305112482540712
AATSC3se,0.008632380627841774
AATSC4dv,-0.4898295817849896
AATSC4pe,-0.00829922491682956
AATSC4se,-0.006518805119033288
AATSC5dv,-0.5830706594418964
AATSC5pe,-0.011195448592853726
AATSC5se,-0.005403313586068235
AATSC6dv,-0.4811855909949788
AATSC6pe,-0.01018214107974473
AATSC6se,-0.005540690403842189
AATSC7dv,-0.1142665627009207
AATSC7pe,-0.0016033267084483913
AATSC7se,0.0003406497468277735
AATSC8dv,0.2973198421058231
AATSC8pe,0.007199897858214416
AATSC8se,0.005166337395597267
AETA_eta,0.7847123364452283
ATSC0are,6.092766101694911
ATSC1are,0.17067009480034995
ATSC2are,0.002995949439825684
ATSC3are,1.9645511060040255
ATSC4are,-1.45793467394426
ATSC5are,-1.473294656707829
ATSC6are,-1.405521804079283
ATSC7are,-0.20993757540936486
ATSC8are,1.0629097673082422
BCUTZ-1h,8.025292383274051
BCUTZ-1l,5.675815828302878
BCUTc-1h,0.465152439694261
BCUTc-1l,-0.456790350031468
BCUTd-1h,3.279164245003857
BCUTd-1l,0.9762359044135139
BCUTi-1h,14.551376144552313
BCUTi-1l,10.936809994192066
BCUTm-1h,16.01249249163395
BCUTm-1l,11.687421978844917
BCUTp-1h,2.0159748933069643
BCUTp-1l,0.7465778897779874
BCUTs-1h,7.010550573265124
BCUTs-1l,1.3669078580956486
BCUTv-1h,20.91644954005581
BCUTv-1l,14.701658539751381
BalabanJ,1.1503207264566095
Diameter,18
ETA_beta,46.5
GATS1are,0.6175653044245751
GATS2are,0.8574015701618677
GATS3are,0.7906490942857494
GATS4are,1.35561468928026
GATS5are,1.5321612292654923
GATS6are,1.157582873266519
GATS7are,1.007258728515358
GATS8are,0.9156229212121558
HybRatio,0.17857142857142858
Lipinski,True
LogEE_Dt,405.42598262702114
MATS1are,0.02623338819138755
MATS2are,0.0002686261142393826
MATS3are,0.13119969770323325
MATS4are,-0.09108437282039873
MATS5are,-0.09839184788683218
MATS6are,-0.09584881510413029
MATS7are,-0.01382962321409391
MATS8are,0.07624302781176771
MAXssCH2,0.6141821871379813
MINssCH2,0.3390906381810972
NsssssAs,0
RotRatio,0.13157894736842105
SM1_Dzpe,1.259715422276622
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,14.366919109492311
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,26.1790256236503
SMR_VSA7,107.81633700516664
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,376.98928765736235
SpAD_Dzi,364.2866944261657
SpAD_Dzm,377.050101435765
SpAD_Dzp,492.45282207532426
SpAD_Dzv,455.5388267928811
SpAbs_Dt,810.8519652540422
SpDiam_A,4.876752952211961
SpDiam_D,349.2937552814814
SpMAD_Dt,23.84858721335419
SpMax_Dt,405.42598262702114
SsssssAs,0
VE1_Dzpe,5.740503925272865
VE1_Dzse,5.74080731522128
VE2_Dzpe,0.16883835074331954
VE2_Dzse,0.16884727397709648
VE3_Dzpe,2.9713224299594954
VE3_Dzse,2.9713752793147874
VMcGowan,342.73000000000127
VR1_Dzpe,234.95354030363862
VR1_Dzse,234.91915642404513
VR2_Dzpe,6.910398244224665
VR2_Dzse,6.9093869536483865
VR3_Dzpe,6.683163225385308
VR3_Dzse,6.683016871362637
mZagreb1,9.222222222222221
mZagreb2,7.472222222222223
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,13
nBondsKS,50
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.10326722206262562
AATSC1are,0.0027090491238150787
AATSC2are,2.7740272590978556e-05
AATSC3are,0.013548628317269142
AATSC4are,-0.009406030154479097
AATSC5are,-0.01016065280488158
AATSC6are,-0.009898040873797767
AATSC7are,-0.001428146771492278
AATSC8are,0.007873405683764757
AETA_beta,1.3676470588235294
BCUTdv-1h,6.025269720250717
BCUTdv-1l,1.8936780638277744
BCUTpe-1h,3.4960879968699845
BCUTpe-1l,2.2246888835459373
BCUTse-1h,3.7088587234718764
BCUTse-1l,2.4205683672313296
ETA_alpha,16.200000000000003
ETA_dBeta,2.5
ETA_eta_B,0.3000200216434692
ETA_eta_F,38.80776388546772
ETA_eta_L,7.074772129682695
ETA_eta_R,65.48798332460548
ETA_psi_1,0.5934065934065939
LabuteASA,197.56432737315146
LogEE_DzZ,188.46789854152152
LogEE_Dzi,182.06126925095023
LogEE_Dzm,188.49835521739948
LogEE_Dzp,245.0966632147062
LogEE_Dzv,227.26236461552182
PEOE_VSA1,14.366919109492311
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,66.73003775307771
PEOE_VSA7,23.762552697081826
PEOE_VSA8,55.387002024954
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,374.0234043904345
SpAD_Dzse,377.41061665054906
SpAbs_DzZ,375.94937169097574
SpAbs_Dzi,363.2321491491
SpAbs_Dzm,376.0130744304038
SpAbs_Dzp,494.9947546769753
SpAbs_Dzv,456.6796865499482
SpDiam_Dt,582.5944672980685
SpMAD_DzZ,11.08792022521654
SpMAD_Dzi,10.71431454194605
SpMAD_Dzm,11.089708865757794
SpMAD_Dzp,14.483906531627184
SpMAD_Dzv,13.398200788025914
SpMax_DzZ,188.46789854152152
SpMax_Dzi,182.06126925095023
SpMax_Dzm,188.49835521739948
SpMax_Dzp,245.0966632147062
SpMax_Dzv,227.26236461552182
VE1_Dzare,5.740056484849341
VE2_Dzare,0.16882519073086297
VE3_Dzare,2.9712444824712603
VR1_Dzare,234.98786640116725
VR2_Dzare,6.911407835328449
VR3_Dzare,6.683309312097822
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4764705882352942
AETA_dBeta,0.07352941176470588
AETA_eta_B,0.008824118283631447
AETA_eta_F,1.1414048201608153
AETA_eta_L,0.20808153322596162
AETA_eta_R,1.9261171566060435
BCUTare-1h,3.549950168263928
BCUTare-1l,2.1749517979924824
ETA_beta_s,22.0
ETA_dPsi_A,0.12059340659340612
ETA_dPsi_B,0.0
ETA_eta_BR,0.7300200216434691
ETA_eta_FL,9.53942141104693
ETA_eta_RL,16.614193540729627
LogEE_Dzpe,186.97726850799782
LogEE_Dzse,188.67960073606332
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.14354913821055
SlogP_VSA3,11.339293589984397
SlogP_VSA4,0.0
SlogP_VSA5,26.27942884323463
SlogP_VSA6,91.12598253007565
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,369.9799823189611
SpAbs_Dzpe,372.9118907825434
SpAbs_Dzse,376.3815519034963
SpDiam_DzZ,291.24855531310436
SpDiam_Dzi,280.6381650068731
SpDiam_Dzm,291.29740849831813
SpDiam_Dzp,382.5097138288732
SpDiam_Dzv,354.1195619125564
SpMAD_Dzpe,11.000688364424544
SpMAD_Dzse,11.100312254427914
SpMax_Dzpe,186.97726850799782
SpMax_Dzse,188.67960073606332
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6470588235294118
AETA_eta_BR,0.021471177107160858
AETA_eta_FL,0.28057121797196855
AETA_eta_RL,0.48865275119793017
DetourIndex,6676
EState_VSA1,11.690424675716445
EState_VSA2,5.907179729351506
EState_VSA3,43.850685012956866
EState_VSA4,16.466376423778055
EState_VSA5,0.0
EState_VSA6,28.12939717023725
EState_VSA7,77.36350446933069
EState_VSA8,0.0
EState_VSA9,0.0
ETA_beta_ns,24.5
ETA_shape_p,0.061728395061728385
ETA_shape_x,0.0
ETA_shape_y,0.3209876543209876
GhoseFilter,False
LogEE_Dzare,184.94793702423067
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,368.73220633560373
SpDiam_Dzpe,288.8176212398932
SpDiam_Dzse,291.5934809709986
SpMAD_Dzare,10.881764185851797
SpMax_Dzare,184.94793702423067
TopoPSA(NO),62.620000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,2.015521225707914
VSA_EState9,75.81781210762543
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7205882352941176
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0235294117647058
FilterItLogS,-5.127803446788645
SpDiam_Dzare,285.53204506258453
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5898305084745757
ETA_epsilon_2,0.8029411764705878
ETA_epsilon_3,0.4446808510638289
ETA_epsilon_4,0.5164556962025305
ETA_epsilon_5,0.8029411764705878
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.14514965741074687
ETA_dEpsilon_B,0.07337481227204523
ETA_dEpsilon_C,-0.07177484513870164
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.9117647058823529
MDEDescriptor,"0.0,0.0,0.0,0.0,30.30313680843269,31.098066288421588,0.0,7.269401507947251,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6082201995573401"
APolDescriptor,71.65582499999998
BCUTDescriptor,"11.85,15.996940420492988,-0.28311377804008386,0.27459422425919405,5.424416413836415,10.772207193386485"
BPolDescriptor,36.14417499999999
TPSADescriptor,62.620000000000005
ALOGPDescriptor,"4.1032,16.836250240000002,131.4589"
XLogPDescriptor,4.417000000000002
VAdjMaDescriptor,6.247927513443585
WeightDescriptor,451.18959186
ChiPathDescriptor,"23.49298858481683,16.614193540729627,14.66184111756552,13.167770506075469,10.79145720856504,8.751421669861259,5.768094129815302,4.494649014557185,18.762173601668593,11.413476548200718,8.452974590648115,6.298033498892819,4.473388682234193,3.112644006920602,1.69983417512497,1.1078126531566317"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.5828183997279163,0.7198131098335687,0.0,0.0,0.03227486121839514,0.2181548111513122,0.2297690986809978"
AtomCountDescriptor,59
BondCountDescriptor,38
SmallRingDescriptor,"5,4,4,3,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.8563893715520874,0.0,0.657506158692851,0.0,0.8672837731583053,0.0,0.1507259501065554,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,16,4,5,0,0,0"
ZagrebIndexDescriptor,182.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.88
WeightedPathDescriptor,"70.40785410775482,2.070819238463377,18.143584727533316,7.715898851793948,10.42768587573938"
FractionalPSADescriptor,0.13878866252621894
WienerNumbersDescriptor,"3786.0,56.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.356934945773755,8.559559291649048,12.05059961829224,1.9458017579036502,2.6785426477556484,3.11456707969169"
FractionalCSP3Descriptor,0.17857142857142858
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.641274238227147,12.029903880384479,5.956839932445112"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,2847.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.17857142857142858
AutocorrelationDescriptorMass,"37.40334801045228,40.4919133300217,57.09711043446793,62.00619419352065,58.200384654461814"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.6252991268144579,-0.33110573049554165,-0.053488786777271057,0.18666595578503384,-0.20458355484847196"
EccentricConnectivityIndexDescriptor,1033
AutocorrelationDescriptorPolarizability,"2420.225244312797,2871.1925617090833,4041.7743437075414,4105.999753195814,3757.596004084407"
