DLiP-ID,T0001N
DLiP-Mol-ID,15316
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H35N3O4S/c1-2-3-16-29(27,28)24-19(21(25)26)12-8-6-4-5-7-11-18-14-13-17-10-9-15-22-20(17)23-18/h13-14,19,24H,2-12,15-16H2,1H3,(H,22,23)(H,25,26)/t19-/m0/s1"
Standard Inchi Key(RDKit),ADPBZOJNGBDSMJ-IBGZPJMESA-N
Canonical SMILES(RDKit),CCCCS(=O)(=O)N[C@@H](CCCCCCCc1ccc2c(n1)NCCC2)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),425.595
MW Monoisotopic(RDKit),425.2348276
MolLogP(RDKit),3.4955
XLogP(SDF),
XLogP(CDK),2.086
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),108.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),14
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.393784718307627
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2275822.0021412196
qed,0.39378471830762674
Chi0,21.114673407305986
Chi1,13.909815381593782
TPSA,108.39
Chi0n,17.451859315849365
Chi0v,18.26835589677709
Chi1n,10.86512626678476
Chi1v,12.517391493104915
Chi2n,7.8281916522259625
Chi2v,9.701637955292476
Chi3n,5.264064260295496
Chi3v,6.73383142671654
Chi4n,3.5358056683274186
Chi4v,4.974532312996597
MolMR,115.70800000000008
MolWt,425.59500000000014
fr_SH,0
Kappa1,23.60740229150939
Kappa2,12.122864719203166
Kappa3,8.698383275880861
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,752.2931430251024
MolLogP,3.4955000000000016
NOCount,7
fr_Ar_N,1
fr_COO2,1
fr_urea,0
BalabanJ,1.61915530225127
SMR_VSA1,18.318861563241462
SMR_VSA2,0.0
SMR_VSA3,9.706073385399296
SMR_VSA4,0.0
SMR_VSA5,83.59461588102472
SMR_VSA6,17.614398616665696
SMR_VSA7,23.390113623468675
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,174.3005498891309
NHOHCount,3
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,18.123870369728234
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,45.09421238278228
PEOE_VSA7,50.15474829771466
PEOE_VSA8,12.238684400761036
PEOE_VSA9,5.752853606746789
RingCount,2
SMR_VSA10,21.810459219194463
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,425.2348276
NumHDonors,3
PEOE_VSA10,11.85970360698299
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,10.038883468458419
SlogP_VSA2,42.81705902987603
SlogP_VSA3,27.659471583331424
SlogP_VSA4,0.0
SlogP_VSA5,75.96851129257018
SlogP_VSA6,12.13273413692322
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
