DLiP-ID,T001OB
CIC4,0.5999999999999979
CIC5,0.5999999999999979
GGI1,5.0
GGI2,2.88888888888889
GGI3,1.5
GGI4,1.2888888888888892
GGI5,0.9861111111111112
GGI6,0.5069387755102042
GGI7,0.3090277777777778
GGI8,0.2829428067523305
GGI9,0.14687500000000003
JGI1,0.17857142857142855
JGI2,0.07602339181286552
JGI3,0.03846153846153847
JGI4,0.03682539682539683
JGI5,0.029882154882154885
JGI6,0.01635286372613562
JGI7,0.011445473251028803
JGI8,0.01178928361468044
JGI9,0.007343750000000001
MIC0,15.632558530043926
MIC1,31.602968648810958
MIC2,38.55688303541127
MIC3,39.197455695629344
MIC4,39.197455695629344
MIC5,39.197455695629344
MPC2,38
MPC3,48
MPC4,61
MPC5,79
MPC6,85
MPC7,97
MPC8,110
MPC9,123
Mare,0.9926400000000001
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.1716257262053856
RPCG,0.10865511052831983
SIC0,0.2873746485333596
SIC1,0.6072434030562962
SIC2,0.7810913835021617
SIC3,0.8936897079186656
SIC4,0.8936897079186656
SIC5,0.8936897079186656
SaaN,0
SaaO,0
SaaS,0
Sare,49.632000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.60882640953668
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,81.09505944546686
TIC1,171.35972195195725
TIC2,220.41837197791892
TIC3,252.19280948873632
TIC4,252.19280948873632
TIC5,252.19280948873632
Vabc,335.24401264433857
WPol,39
apol,53.67103199999998
bpol,31.240967999999995
nRot,6
ABCGG,15.274745768653505
ATS0Z,1124.0
ATS0d,156.0
ATS0i,8307.087452651976
ATS0m,4429.795914000001
ATS0p,68.28372571637598
ATS0s,276.41666666666663
ATS0v,10208.133898574422
ATS1Z,1264.0
ATS1d,199.0
ATS1i,7821.11760069965
ATS1m,4769.3483719999995
ATS1p,88.158103096
ATS1s,162.47222222222223
ATS1v,13015.673368322055
ATS2Z,1855.0
ATS2d,318.0
ATS2i,15015.084279234641
ATS2m,6815.066473999998
ATS2p,134.767054573641
ATS2s,302.3055555555556
ATS2v,19171.26536730447
ATS3Z,2021.0
ATS3d,373.0
ATS3i,21036.273550622427
ATS3m,7164.062390999999
ATS3p,162.918382829527
ATS3s,369.0
ATS3v,22300.81881081742
ATS4Z,1915.0
ATS4d,349.0
ATS4i,21239.338604899378
ATS4m,6685.381455
ATS4p,159.43966533722502
ATS4s,397.05555555555554
ATS4v,21336.505041333985
ATS5Z,1800.0
ATS5d,318.0
ATS5i,20732.22393774637
ATS5m,6347.442780999999
ATS5p,143.130509484017
ATS5s,411.4444444444444
ATS5v,19207.17195236502
ATS6Z,1664.0
ATS6d,294.0
ATS6i,17679.785377600627
ATS6m,5935.817695
ATS6p,126.73436135522502
ATS6s,373.77777777777777
ATS6v,17309.272967220208
ATS7Z,1516.0
ATS7d,268.0
ATS7i,16409.507773998586
ATS7m,5259.017659
ATS7p,118.753458969886
ATS7s,319.36111111111114
ATS7v,16259.60831118224
ATS8Z,1386.0
ATS8d,243.0
ATS8i,16568.71329044613
ATS8m,4789.672008
ATS8p,114.055794628678
ATS8s,297.02777777777777
ATS8v,15084.81753686203
C1SP1,0
C1SP2,3
C1SP3,7
C2SP1,0
C2SP2,4
C2SP3,2
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.5
GGI10,0.09907152331394756
JGI10,0.0066047682209298365
JGT10,0.41330004936615894
Kier1,20.727040816326532
Kier2,9.97229916897507
Kier3,5.75
MAXdO,12.790205630091542
MID_C,37.44550020824471
MID_N,8.4489281078853
MID_O,6.948202350583037
MID_X,0.0
MID_h,15.397130458468334
MINdO,10.498821559759987
MPC10,121
MWC01,28.0
MWC02,4.890349128221754
MWC03,5.720311776607412
MWC04,6.583409222158765
MWC05,7.4377951216719325
MWC06,8.310660905907225
MWC07,9.177920480720072
MWC08,10.057452500830639
MWC09,10.933053396853715
MWC10,11.817206509077378
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,-0.3145999999999969
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.342334251964811
SRW05,0.0
SRW06,6.838405200847344
SRW07,0.0
SRW08,8.430545384690566
SRW09,0.0
SRW10,10.07857467043465
SaaCH,5.99806953157103
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.7022205060985733
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.4382899200489938
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.8499757744090495
SssPH,0
SssSe,0
SsssB,0
SsssN,3.7793533226356653
SsssP,0
VE1_A,4.078575604192587
VE1_D,5.007929967510895
VE2_A,0.15686829246894568
VE2_D,0.19261269105811135
VE3_A,2.3612592558686485
VE3_D,2.5665340946042314
VR1_A,611.3525167413065
VR1_D,154.49985670693576
VR2_A,23.5135583362041
VR2_D,5.94230218103599
VR3_A,7.371185188303865
VR3_D,5.995704613901608
WPath,1854
Xc-3d,1.6921229449431723
Xc-4d,0.0
Xc-5d,0.32616718007408674
Xc-6d,0.0
Xp-0d,18.518297090128677
Xp-1d,12.541713895658196
Xp-2d,11.25732771402335
Xp-3d,8.915839448483661
Xp-4d,7.220570805498497
Xp-5d,5.9207803728791
Xp-6d,4.116793532665884
Xp-7d,2.9501033429399213
ZMIC0,86.99540961117997
ZMIC1,46.26263977680492
ZMIC2,29.248796304535233
ZMIC3,25.579280948873617
ZMIC4,25.579280948873617
ZMIC5,25.579280948873617
nAcid,1
nAtom,50
nBase,1
nRing,3
piPC1,3.5553480614894135
piPC2,4.0163830207523885
piPC3,4.433788569232471
piPC4,4.889408836662112
piPC5,5.38420832443587
piPC6,5.6035016281984555
piPC7,5.893455415908811
piPC8,6.092864103513842
piPC9,6.305590746134063
AATS0Z,22.48
AATS0d,3.12
AATS0i,166.14174905303952
AATS0m,88.59591828000002
AATS0p,1.3656745143275197
AATS0s,5.528333333333332
AATS0v,204.16267797148845
AATS1Z,24.307692307692307
AATS1d,3.826923076923077
AATS1i,150.4061077057625
AATS1m,91.71823792307691
AATS1p,1.6953481364615386
AATS1s,3.124465811965812
AATS1v,250.3014109292703
AATS2Z,19.73404255319149
AATS2d,3.382978723404255
AATS2i,159.73493914079407
AATS2m,72.50070717021275
AATS2p,1.433692069932351
AATS2s,3.2160165484633576
AATS2v,203.94963156706882
AATS3Z,15.666666666666666
AATS3d,2.891472868217054
AATS3i,163.07188798932114
AATS3m,55.53536737209301
AATS3p,1.2629332002288913
AATS3s,2.86046511627907
AATS3v,172.87456442494124
AATS4Z,14.507575757575758
AATS4d,2.643939393939394
AATS4i,160.9040803401468
AATS4m,50.646829204545455
AATS4p,1.207876252554735
AATS4s,3.007996632996633
AATS4v,161.64018970707565
AATS5Z,14.285714285714286
AATS5d,2.5238095238095237
AATS5i,164.5414598233839
AATS5m,50.3765300079365
AATS5p,1.1359564244763254
AATS5s,3.265432098765432
AATS5v,152.43787263781763
AATS6Z,15.407407407407407
AATS6d,2.7222222222222223
AATS6i,163.70171645926507
AATS6m,54.9612749537037
AATS6p,1.1734663088446762
AATS6s,3.460905349794239
AATS6v,160.2710459927797
AATS7Z,15.16
AATS7d,2.68
AATS7i,164.09507773998587
AATS7m,52.59017659
AATS7p,1.18753458969886
AATS7s,3.1936111111111116
AATS7v,162.5960831118224
AATS8Z,13.722772277227723
AATS8d,2.405940594059406
AATS8i,164.04666624204089
AATS8m,47.42249512871287
AATS8p,1.1292652933532474
AATS8s,2.9408690869086906
AATS8v,149.35462907784188
AMID_C,1.4402115464709504
AMID_N,0.32495877338020385
AMID_O,0.2672385519455014
AMID_X,0.0
AMID_h,0.5921973253257051
ATS0dv,374.0
ATS0pe,317.50579999999997
ATS0se,391.1858319999999
ATS1dv,341.0
ATS1pe,342.39700000000005
ATS1se,408.90913599999993
ATS2dv,457.0
ATS2pe,605.4807999999999
ATS2se,735.3691919999999
ATS3dv,451.0
ATS3pe,805.2668
ATS3se,995.9511
ATS4dv,437.0
ATS4pe,812.1502
ATS4se,1010.438884
ATS5dv,450.0
ATS5pe,773.3364
ATS5se,966.058084
ATS6dv,380.0
ATS6pe,669.6257
ATS6se,831.847396
ATS7dv,319.0
ATS7pe,636.5977
ATS7se,786.7863239999999
ATS8dv,306.0
ATS8pe,620.7684
ATS8se,774.693984
ATSC0Z,386.72
ATSC0c,1.3343892630499414
ATSC0d,28.0
ATSC0i,72.62278486030746
ATSC0m,1831.8308860799998
ATSC0p,10.67213219747552
ATSC0s,116.21166666666663
ATSC0v,2383.7989305107917
ATSC1Z,10.931200000000015
ATSC1c,-0.7809862410772579
ATSC1d,7.319999999999998
ATSC1i,-19.131875339667236
ATSC1m,54.17137911680006
ATSC1p,-0.5119792445239791
ATSC1s,-3.854577777777776
ATSC1v,-1.1527519093847474
ATSC2Z,-7.553599999999982
ATSC2c,0.09323061069451145
ATSC2d,-2.9600000000000044
ATSC2i,2.169283720048952
ATSC2m,-40.661452830399924
ATSC2p,0.03558432804510325
ATSC2s,27.40928888888889
ATSC2v,-47.57519402827002
ATSC3Z,-74.25759999999998
ATSC3c,0.06293899641860959
ATSC3d,-3.9600000000000035
ATSC3i,31.82017769591391
ATSC3m,-342.17099780639995
ATSC3p,1.5635671901604782
ATSC3s,-22.574433333333335
ATSC3v,72.72209190714503
ATSC4Z,-86.10079999999999
ATSC4c,-0.058013224454954875
ATSC4d,-1.080000000000001
ATSC4i,-24.999680295233617
ATSC4m,-412.96535505119994
ATSC4p,-3.1376423193951726
ATSC4s,-23.689911111111112
ATSC4v,-731.5367132996449
ATSC5Z,59.8656
ATSC5c,-0.023411229412595397
ATSC5d,2.1599999999999997
ATSC5i,-1.995833418623948
ATSC5m,279.1182399183999
ATSC5p,0.36243280957868973
ATSC5s,12.94271111111111
ATSC5v,153.7635187920278
ATSC6Z,53.964800000000004
ATSC6c,0.1106726512224607
ATSC6d,-7.120000000000001
ATSC6i,-17.511482888546112
ATSC6m,246.15102226720006
ATSC6p,-1.199621206317003
ATSC6s,41.410577777777775
ATSC6v,-29.157095354751334
ATSC7Z,-165.92
ATSC7c,-0.14379452509358462
ATSC7d,-8.799999999999999
ATSC7i,-6.181552688539269
ATSC7m,-780.12978296
ATSC7p,-1.53075932688728
ATSC7s,-38.340555555555554
ATSC7v,-671.123295095595
ATSC8Z,-46.93440000000001
ATSC8c,0.1187405730291295
ATSC8d,-7.239999999999999
ATSC8i,-0.2701587089981353
ATSC8m,-231.99586052159995
ATSC8p,-2.52522482148751
ATSC8s,-7.349788888888892
ATSC8v,-557.1990936335698
AXp-0d,0.7122421957741799
AXp-1d,0.44791835341636416
AXp-2d,0.2962454661585092
AXp-3d,0.18574665517674294
AXp-4d,0.11837001320489339
AXp-5d,0.07494658699846962
AXp-6d,0.04843286509018687
AXp-7d,0.03041343652515383
GATS1Z,0.8187199643550491
GATS1c,1.6118520998241208
GATS1d,0.858173076923077
GATS1i,1.5957766108774236
GATS1m,0.8252437628778992
GATS1p,1.2269283785604115
GATS1s,0.5941762617799161
GATS1v,1.0668961077559322
GATS2Z,0.9152534353295363
GATS2c,1.021316711462523
GATS2d,1.2752659574468086
GATS2i,1.2004052315377032
GATS2m,0.9214515715095162
GATS2p,1.0405025190135975
GATS2s,0.43740623894180225
GATS2v,1.0111529406127109
GATS3Z,1.0200377333679715
GATS3c,0.9336438377225356
GATS3d,1.180232558139535
GATS3i,0.8955159570042457
GATS3m,1.0204589680266427
GATS3p,0.9505341635270043
GATS3s,0.871253184577475
GATS3v,0.9816798748146847
GATS4Z,1.0299715713193165
GATS4c,0.8015618521261194
GATS4d,1.0075757575757578
GATS4i,1.12824680114847
GATS4m,1.0334740296391463
GATS4p,1.1542620657849483
GATS4s,1.032727130759457
GATS4v,1.1362514194376543
GATS5Z,0.9125896428078886
GATS5c,0.7960438453778865
GATS5d,0.9513888888888888
GATS5i,0.9674293086399635
GATS5m,0.9145288611745511
GATS5p,0.9757098997134221
GATS5s,0.9344313191818463
GATS5v,0.9679398506345122
GATS6Z,0.89867872630595
GATS6c,0.8695665056845423
GATS6d,1.255787037037037
GATS6i,1.1134837996806057
GATS6m,0.9025928362615846
GATS6p,1.046046879388343
GATS6s,0.73679324674874
GATS6v,0.9975454285840398
GATS7Z,1.2049803475382705
GATS7c,1.077279584992966
GATS7d,1.23375
GATS7i,1.0644794843821752
GATS7m,1.201211118393002
GATS7p,1.045754595717272
GATS7s,1.320274068868588
GATS7v,1.0979917472591056
GATS8Z,1.0268257638755185
GATS8c,0.7800622195214915
GATS8d,1.0396039603960396
GATS8i,0.9731106332270137
GATS8m,1.0306459171450844
GATS8p,1.1108396934288176
GATS8s,0.9867940413155865
GATS8v,1.1091958070337926
MATS1Z,0.027179275007160848
MATS1c,-0.5627655508945948
MATS1d,0.2513736263736263
MATS1i,-0.253309398914331
MATS1m,0.02843486532037319
MATS1p,-0.046128339305585145
MATS1s,-0.03189288040206622
MATS1v,-0.0004649785194961166
MATS2Z,-0.010389616105775552
MATS2c,0.03716363114019225
MATS2d,-0.05623100303951376
MATS2i,0.01588859916890399
MATS2m,-0.011807002775719737
MATS2p,0.001773575675067222
MATS2s,0.1254556397101686
MATS2v,-0.010615809054387792
MATS3Z,-0.07442598134018402
MATS3c,0.018281741713370818
MATS3d,-0.05481727574750835
MATS3i,0.1698282740250503
MATS3m,-0.07239992444838961
MATS3p,0.056786571176395365
MATS3s,-0.07529175523189388
MATS3v,0.011824343474435155
MATS4Z,-0.08433476260327727
MATS4c,-0.01646798789635871
MATS4d,-0.014610389610389624
MATS4i,-0.13039400633866824
MATS4m,-0.08539340178255724
MATS4p,-0.11136489471522062
MATS4s,-0.07721643993102685
MATS4v,-0.11624186769261353
MATS5Z,0.06142995054869278
MATS5c,-0.006962114173932671
MATS5d,0.03061224489795918
MATS5i,-0.010905632300747927
MATS5m,0.0604647553212989
MATS5p,0.013476458201822883
MATS5s,0.04419518814229616
MATS5v,0.025596651035010423
MATS6Z,0.06460411590738442
MATS6c,0.03839759502546249
MATS6d,-0.11772486772486772
MATS6i,-0.11163394545597448
MATS6m,0.06221033146190133
MATS6p,-0.052040227560252506
MATS6s,0.1649710767938523
MATS6v,-0.0056626652038714006
MATS7Z,-0.21452213487794783
MATS7c,-0.05388027657121627
MATS7d,-0.1571428571428571
MATS7i,-0.04255932005657528
MATS7m,-0.21293717364636958
MATS7p,-0.07171759581695301
MATS7s,-0.16496001070842958
MATS7v,-0.14076759715463694
MATS8Z,-0.06008184600007374
MATS8c,0.04405195959180065
MATS8d,-0.12800565770862798
MATS8i,-0.0018415974463778712
MATS8m,-0.06269652770597867
MATS8p,-0.11713791345855017
MATS8s,-0.03130932939264643
MATS8v,-0.11571493381073757
MAXsOH,8.60882640953668
MINsOH,8.60882640953668
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,33.442957569338354
SpAD_D,297.7330607872773
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.759348602721931
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,816
TMWC10,128.9281590420489
TSRW10,60.73291077577192
VE1_Dt,5.0542390074954735
VE2_Dt,0.19439380798059513
VE3_Dt,2.5757387436341648
VR1_Dt,149.46713182524974
VR2_Dt,5.748735839432682
VR3_Dt,5.962587959675034
Xc-3dv,0.6547353058088983
Xc-4dv,0.0
Xc-5dv,0.10272851232118614
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.22565900991549848
Xch-7d,0.3590121934164998
Xp-0dv,14.662397496139272
Xp-1dv,8.90745810828531
Xp-2dv,6.548897541395828
Xp-3dv,4.739775583752194
Xp-4dv,3.3175271065787273
Xp-5dv,2.3463072586060556
Xp-6dv,1.3531392382956895
Xp-7dv,0.884490592774883
Xpc-4d,3.512422319851645
Xpc-5d,5.282104446469498
Xpc-6d,8.107001272180565
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,52
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,2
nSpiro,0
naRing,1
piPC10,6.346567944313784
AATS0dv,7.48
AATS0pe,6.350115999999999
AATS0se,7.823716639999998
AATS1dv,6.5576923076923075
AATS1pe,6.584557692307693
AATS1se,7.863637230769229
AATS2dv,4.861702127659575
AATS2pe,6.441285106382978
AATS2se,7.8230765106382965
AATS3dv,3.496124031007752
AATS3pe,6.242378294573643
AATS3se,7.720551162790698
AATS4dv,3.3106060606060606
AATS4pe,6.15265303030303
AATS4se,7.65484003030303
AATS5dv,3.5714285714285716
AATS5pe,6.137590476190477
AATS5se,7.667127650793651
AATS6dv,3.5185185185185186
AATS6pe,6.200237962962963
AATS6se,7.702290703703704
AATS7dv,3.19
AATS7pe,6.365977
AATS7se,7.867863239999999
AATS8dv,3.0297029702970297
AATS8pe,6.146221782178218
AATS8se,7.670237465346535
AATSC0Z,7.734400000000001
AATSC0c,0.02668778526099883
AATSC0d,0.56
AATSC0i,1.4524556972061493
AATSC0m,36.6366177216
AATSC0p,0.2134426439495104
AATSC0s,2.3242333333333325
AATSC0v,47.675978610215836
AATSC1Z,0.2102153846153849
AATSC1c,-0.015018966174562652
AATSC1d,0.14076923076923073
AATSC1i,-0.3679206796089853
AATSC1m,1.0417572907076935
AATSC1p,-0.009845754702384215
AATSC1s,-0.07412649572649568
AATSC1v,-0.02216830594970668
AATSC2Z,-0.08035744680851044
AATSC2c,0.0009918150073884198
AATSC2d,-0.031489361702127704
AATSC2i,0.02307748638349949
AATSC2m,-0.43256864713191406
AATSC2p,0.00037855668133088564
AATSC2s,0.2915881796690308
AATSC2v,-0.5061190854071279
AATSC3Z,-0.5756403100775193
AATSC3c,0.0004878991970434852
AATSC3d,-0.03069767441860468
AATSC3i,0.24666804415437138
AATSC3m,-2.6524883550883716
AATSC3p,0.012120675892716886
AATSC3s,-0.17499560723514213
AATSC3v,0.5637371465670157
AATSC4Z,-0.6522787878787878
AATSC4c,-0.00043949412465874905
AATSC4d,-0.00818181818181819
AATSC4i,-0.18939151738813345
AATSC4m,-3.128525417054545
AATSC4p,-0.02377001757117555
AATSC4s,-0.17946902356902358
AATSC4v,-5.541944797724582
AATSC5Z,0.4751238095238095
AATSC5c,-0.0001858034080364714
AATSC5d,0.01714285714285714
AATSC5i,-0.01583994776685673
AATSC5m,2.215224126336507
AATSC5p,0.0028764508696721407
AATSC5s,0.10271992945326278
AATSC5v,1.2203453872383159
AATSC6Z,0.4996740740740741
AATSC6c,0.0010247467705783398
