DLiP-ID,T003XC
Vabc,247.71570734954665
WPol,32
apol,36.295550999999996
bpol,13.446448999999996
nRot,2
ABCGG,13.318558653153568
ATS0Z,3264.0
ATS0d,109.0
ATS0i,4411.132488314744
ATS0m,16081.855152299539
ATS0p,61.08989633394301
ATS0s,270.73988340192045
ATS0v,8160.306597731245
ATS1Z,1221.0
ATS1d,132.0
ATS1i,4089.1938580869505
ATS1m,5062.852722670399
ATS1p,61.49172183599998
ATS1s,120.60493827160495
ATS1v,9135.130189413429
ATS2Z,2000.0
ATS2d,187.0
ATS2i,6358.291073977701
ATS2m,8378.325209340803
ATS2p,90.81555602999995
ATS2s,200.2530864197531
ATS2v,13223.542747377438
ATS3Z,2730.0
ATS3d,189.0
ATS3i,8889.357694243348
ATS3m,11412.8832738624
ATS3p,99.97428774769797
ATS3s,275.5617283950618
ATS3v,14546.112208794637
ATS4Z,3410.0
ATS4d,152.0
ATS4i,8773.204031245396
ATS4m,15392.679726509772
ATS4p,86.580353943396
ATS4s,419.7912379972566
ATS4v,12048.496783514336
ATS5Z,1360.0
ATS5d,126.0
ATS5i,6789.190850841198
ATS5m,5221.3409693728
ATS5p,65.795241927698
ATS5s,199.47530864197532
ATS5v,9165.088303549908
ATS6Z,1726.0
ATS6d,117.0
ATS6i,5154.533691793697
ATS6m,7363.224391340799
ATS6p,60.588156551698
ATS6s,169.3456790123457
ATS6v,9011.117723639034
ATS7Z,1554.0
ATS7d,106.0
ATS7i,5518.753602836597
ATS7m,6553.6165870432
ATS7p,61.89878771369801
ATS7s,192.65432098765433
ATS7v,8692.058743140813
ATS8Z,2514.0
ATS8d,76.0
ATS8i,4864.619432199246
ATS8m,11458.0205568416
ATS8p,55.19917839539598
ATS8s,129.92592592592592
ATS8v,7680.963181775066
C1SP1,0
C1SP2,1
C1SP3,0
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.012345679012345678
JGI10,0.012345679012345678
JGT10,0.5598464676765769
Kier1,16.3718820861678
Kier2,6.84
Kier3,3.814404432132964
MAXdO,11.87904903628118
MAXsF,13.46692985218779
MID_C,27.052203922643628
MID_N,2.025857742603926
MID_O,3.529163982401256
MID_X,7.0521177068357055
MID_h,12.607139431840887
MINdO,11.87904903628118
MINsF,13.46692985218779
MPC10,40
MWC01,21.0
MWC02,4.634728988229636
MWC03,5.476463551931511
MWC04,6.354370040797351
MWC05,7.205635176410364
MWC06,8.0861025356691
MWC07,8.939449862164238
MWC08,9.82081221586722
MWC09,10.674868112614474
MWC10,11.556607366056351
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.447700000000001
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.093750200806762
SRW05,0.0
SRW06,6.621405651764134
SRW07,0.0
SRW08,8.24143968982973
SRW09,0.0
SRW10,9.90463689179265
SaaCH,6.003928375349733
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,-1.6590048920802878
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9119538926681783
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.3587037037037035
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.180765882807371
VE1_D,4.41768308301386
VE2_A,0.20903829414036856
VE2_D,0.220884154150693
VE3_A,2.1236416358648618
VE3_D,2.1787625498508976
VR1_A,96.56519127274173
VR1_D,101.1278957313736
VR2_A,4.828259563637086
VR2_D,5.05639478656868
VR3_A,5.2633655180493015
VR3_D,5.309533190696717
WPath,822
Xc-3d,1.6861966480504973
Xc-4d,0.0
Xc-5d,0.5078677873714245
Xc-6d,0.0
Xp-0d,14.861442840636295
Xp-1d,9.396754605515326
Xp-2d,8.826922291303614
Xp-3d,7.200620977837568
Xp-4d,5.842525118087477
Xp-5d,3.577536386471769
Xp-6d,2.5604368204203984
Xp-7d,1.297823368676896
ZMIC0,73.29407268107491
ZMIC1,55.55008090236836
ZMIC2,44.86805919575965
ZMIC3,34.516961126816284
ZMIC4,34.516961126816284
ZMIC5,34.516961126816284
nAcid,0
nAtom,27
nBase,0
nRing,2
piPC1,3.367295829986474
piPC2,4.007333185232471
piPC3,4.543294782270004
piPC4,5.056245805348308
piPC5,5.443499376392535
piPC6,5.526697184657492
piPC7,5.524456426842045
piPC8,5.809455441496072
piPC9,5.95518949124327
AATS0Z,120.88888888888889
AATS0d,4.037037037037037
AATS0i,163.3752773449905
AATS0m,595.6242648999829
AATS0p,2.2625887531090005
AATS0s,10.027403088960016
AATS0v,302.23357769374985
AATS1Z,43.607142857142854
AATS1d,4.714285714285714
AATS1i,146.04263778881966
AATS1m,180.81616866679997
AATS1p,2.196132922714285
AATS1s,4.307319223985891
AATS1v,326.2546496219082
AATS2Z,46.51162790697674
AATS2d,4.348837209302325
AATS2i,147.8672342785512
AATS2m,194.84477231025122
AATS2p,2.111989675116278
AATS2s,4.657048521389607
AATS2v,307.5242499390102
AATS3Z,48.75
AATS3d,3.375
AATS3i,158.7385302543455
AATS3m,203.80148703325716
AATS3p,1.7852551383517494
AATS3s,4.920745149911817
AATS3v,259.75200372847564
AATS4Z,65.57692307692308
AATS4d,2.923076923076923
AATS4i,168.71546213933453
AATS4m,296.01307166364944
AATS4p,1.6650068066037693
AATS4s,8.072908423024165
AATS4v,231.70186122142954
AATS5Z,33.170731707317074
AATS5d,3.073170731707317
AATS5i,165.59002075222435
AATS5m,127.3497797408
AATS5p,1.6047619982365366
AATS5s,4.865251430292081
AATS5v,223.53873911097338
AATS6Z,52.303030303030305
AATS6d,3.5454545454545454
AATS6i,156.19799066041506
AATS6m,223.1280118588121
AATS6p,1.8360047439908485
AATS6s,5.131687242798354
AATS6v,273.0641734436071
AATS7Z,45.705882352941174
AATS7d,3.1176470588235294
AATS7i,162.3162824363705
AATS7m,192.75342903068236
AATS7p,1.8205525798146474
AATS7s,5.666303558460421
AATS7v,255.64878656296509
AATS8Z,83.8
AATS8d,2.533333333333333
AATS8i,162.15398107330822
AATS8m,381.93401856138667
AATS8p,1.8399726131798662
AATS8s,4.330864197530864
AATS8v,256.0321060591689
AMID_C,1.3526101961321815
AMID_N,0.10129288713019631
AMID_O,0.1764581991200628
AMID_X,0.3526058853417853
AMID_h,0.6303569715920443
ATS0dv,348.1344307270233
ATS0pe,200.52530000000002
ATS0se,234.68494600000005
ATS1dv,304.0740740740741
ATS1pe,195.28050000000002
ATS1se,228.62084800000002
ATS2dv,431.6296296296296
ATS2pe,301.28510000000006
ATS2se,353.0151520000001
ATS3dv,466.74074074074076
ATS3pe,403.15629999999993
ATS3se,476.6375080000001
ATS4dv,466.6968449931413
ATS4pe,391.3891
ATS4se,460.624853
ATS5dv,276.0740740740741
ATS5pe,292.11210000000005
ATS5se,350.603956
ATS6dv,261.1851851851852
ATS6pe,236.08780000000004
ATS6se,279.372512
ATS7dv,264.14814814814815
ATS7pe,244.21760000000003
ATS7se,289.0884720000001
ATS8dv,154.37037037037035
ATS8pe,218.5852
ATS8se,259.46304
ATSC0Z,1841.1851851851848
ATSC0c,0.8109565506759625
ATSC0d,20.07407407407407
ATSC0i,83.78241451500956
ATSC0m,9946.441504627217
ATSC0p,12.298525134179997
ATSC0s,119.2117118833511
ATSC0v,1272.7630262411926
ATSC1Z,-18.451303155006855
ATSC1c,-0.446814595382781
ATSC1d,2.812071330589849
ATSC1i,2.662524824938166
ATSC1m,-80.903464879277
ATSC1p,0.894658972213446
ATSC1s,-10.395161457245488
ATSC1v,111.08451775555963
ATSC2Z,-24.257887517146788
ATSC2c,0.1254772795439123
ATSC2d,-5.30315500685871
ATSC2i,-19.719270447149157
ATSC2m,-141.20426968943448
ATSC2p,-0.7168273525722192
ATSC2s,-1.2515321550275582
ATSC2v,-181.08689995319395
ATSC3Z,-271.5692729766804
ATSC3c,-0.3470418612191173
ATSC3d,-9.486968449931412
ATSC3i,-38.70417742066121
ATSC3m,-1519.6076788201738
ATSC3p,-4.138769903849775
ATSC3s,-38.38095950444169
ATSC3v,-353.7201412497899
ATSC4Z,589.6433470507545
ATSC4c,0.39766283857384344
ATSC4d,0.22770919067215378
ATSC4i,28.355170507938254
ATSC4m,3196.4314152753
ATSC4p,2.1697343630007753
ATSC4s,75.89810310551874
ATSC4v,-117.6240133818329
ATSC5Z,-682.5404663923182
ATSC5c,0.024542120010996007
ATSC5d,3.331961591220851
ATSC5i,16.202167662964452
ATSC5m,-3536.086768060802
ATSC5p,-0.23894600660911325
ATSC5s,-50.67502319166191
ATSC5v,-141.75808627018498
ATSC6Z,103.95884773662551
ATSC6c,-0.2511942316751542
ATSC6d,0.6502057613168724
ATSC6i,-11.127976952851792
ATSC6m,464.1627532596612
ATSC6p,-0.617791961893333
ATSC6s,-22.73818918751092
ATSC6v,136.9947086118309
ATSC7Z,-22.603566529492436
ATSC7c,0.11154170615856454
ATSC7d,-3.426611796982167
ATSC7i,-0.17294003958307513
ATSC7m,-163.53039323655517
ATSC7p,3.0075552543264434
ATSC7s,-16.717712784674113
ATSC7v,158.93755003273037
ATSC8Z,276.5349794238683
ATSC8c,-0.19292533322996816
ATSC8d,-3.045267489711933
ATSC8i,-26.960921908251102
ATSC8m,1397.269180248815
ATSC8p,-3.3736193041626645
ATSC8s,-31.438951830965227
ATSC8v,144.99750201804
AXp-0d,0.7430721420318147
AXp-1d,0.4474645050245393
AXp-2d,0.2942307430434538
AXp-3d,0.18949002573256757
AXp-4d,0.1270114156105973
AXp-5d,0.0745320080514952
AXp-6d,0.0533424337587583
AXp-7d,0.030900556397068953
GATS1Z,0.4841601912731621
GATS1c,1.4176480780434977
GATS1d,0.8788877174486034
GATS1i,0.7610200588708206
GATS1m,0.4833742381736534
GATS1p,0.5164781219839372
GATS1s,0.6327781514477175
GATS1v,0.5853003553034808
GATS2Z,0.6142782426778244
GATS2c,0.6896903838615509
GATS2d,1.2048399553762983
GATS2i,0.9882504648159125
GATS2m,0.6161327228140303
GATS2p,0.7123931926023792
GATS2s,0.6360562139015647
GATS2v,0.821418394350144
GATS3Z,0.9879893903167963
GATS3c,1.1844458310542196
GATS3d,1.2142527675276755
GATS3i,1.1793470731766382
GATS3m,0.9911978434776872
GATS3p,1.0777511709454495
GATS3s,1.07535643352014
GATS3v,1.0337169462622842
GATS4Z,0.8437500000000002
GATS4c,0.8810873179545429
GATS4d,0.921586715867159
GATS4i,0.9386845125434161
GATS4m,0.842577887525981
GATS4p,0.9322112174730831
GATS4s,0.873362995059599
GATS4v,1.0247492756930678
GATS5Z,1.2118519746912952
GATS5c,0.9357424928638048
GATS5d,0.8845288452884532
GATS5i,0.8176863775283923
GATS5m,1.200192529356632
GATS5p,1.0111635663487148
GATS5s,1.3956797612726077
GATS5v,1.0986457303599726
GATS6Z,0.7550637124381896
GATS6c,1.1001546717060258
GATS6d,0.9419657832941969
GATS6i,0.9881914903941316
GATS6m,0.7623609048446855
GATS6p,0.8915821628857186
GATS6s,1.0960395716375149
GATS6v,0.7966594561516898
GATS7Z,0.811976987447699
GATS7c,0.6042791035354916
GATS7d,1.0666377252007817
GATS7i,1.2406808804437206
GATS7m,0.8131968415464921
GATS7p,0.7286892195564589
GATS7s,1.2412563370567717
GATS7v,0.8644767179822881
GATS8Z,1.4987447698744776
GATS8c,0.8844827650601987
GATS8d,1.0361623616236166
GATS8i,1.3620402424298153
GATS8m,1.5126166860775427
GATS8p,1.6045220951171704
GATS8s,1.2952554964418768
GATS8v,1.0636884366405284
MATS1Z,-0.009663519012368385
MATS1c,-0.5312947172112145
MATS1d,0.13508170795993676
MATS1i,0.030644075698713504
MATS1m,-0.007843413685488387
MATS1p,0.07014718079205573
MATS1s,-0.08408490686488675
MATS1v,0.0841611606728941
MATS2Z,-0.008272767419405549
MATS2c,0.09715447662742263
MATS2d,-0.16588003089333223
MATS2i,-0.14778599496977013
MATS2m,-0.008914056956230652
MATS2p,-0.03659795714449067
MATS2s,-0.00659201817796595
MATS2v,-0.08933770508198226
MATS3Z,-0.07111462021242358
MATS3c,-0.20632887714747422
MATS3d,-0.227859778597786
MATS3i,-0.22273102050094962
MATS3m,-0.07366131773476342
MATS3p,-0.16225346736521892
MATS3s,-0.15522892157997947
MATS3v,-0.13399480972888517
MATS4Z,0.16628472308187472
MATS4c,0.25461139859475845
MATS4d,0.005889866590973607
MATS4i,0.175727532797098
MATS4m,0.1668622433233717
MATS4p,0.09160389803134238
MATS4s,0.33057683541358884
MATS4v,-0.047985371737759505
MATS5Z,-0.2441242041966606
MATS5c,0.019929407927229595
MATS5d,0.10930609306093066
MATS5i,0.12735035424864952
MATS5m,-0.23411815217661736
MATS5p,-0.012794598178431399
MATS5s,-0.2799335418371176
MATS5v,-0.07334663574888844
MATS6Z,0.04619700383298711
MATS6c,-0.25343226220622034
MATS6d,0.02650117410265012
MATS6i,-0.10867087644434674
MATS6m,0.03818144662265338
MATS6p,-0.04109973717378606
MATS6s,-0.15605826539764708
MATS6v,0.08806555302312455
MATS7Z,-0.009749095969253482
MATS7c,0.1092256264157846
MATS7d,-0.13555459084002605
MATS7i,-0.0016391833311436496
MATS7m,-0.013056163959663726
MATS7p,0.19419830230922727
MATS7s,-0.11136347705300169
MATS7v,0.09916623178002949
MATS8Z,0.13517460572899906
MATS8c,-0.21410863475021186
MATS8d,-0.13653136531365312
MATS8i,-0.2896172169050936
MATS8m,0.1264313736363812
MATS8p,-0.24687979579828215
MATS8s,-0.23735131557841796
MATS8v,0.10253106754808122
MAXsBr,3.0925385015117155
MAXsOH,9.543674295348177
MINsBr,3.0925385015117155
MINsOH,9.543674295348177
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.192696716193872
SpAD_D,168.8816191025703
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,421
TMWC10,113.74903784974025
TSRW10,53.62243254988684
VE1_Dt,4.418543363465949
VE2_Dt,0.22092716817329744
VE3_Dt,2.1789572665571786
VR1_Dt,100.40921117181446
VR2_Dt,5.020460558590723
VR3_Dt,5.302401128348471
Xc-3dv,0.9288217237106481
Xc-4dv,0.0
Xc-5dv,0.1668081335657723
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12359693729953272
Xch-7d,0.3813168502864596
Xp-0dv,12.926064202178269
Xp-1dv,6.918373902350613
Xp-2dv,5.547955622921292
Xp-3dv,3.673563770191198
Xp-4dv,2.732471048964305
Xp-5dv,1.2472754813945646
Xp-6dv,0.8672574552919228
Xp-7dv,0.3038990242201862
Xpc-4d,3.8813029432496435
Xpc-5d,6.250504119327621
Xpc-6d,8.127486445420132
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,28
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,0
nSpiro,0
naRing,2
piPC10,6.2777002615881745
AATS0dv,12.893867804704566
AATS0pe,7.426862962962963
AATS0se,8.692035037037039
AATS1dv,10.859788359788359
AATS1pe,6.974303571428572
AATS1se,8.165030285714286
AATS2dv,10.037898363479759
AATS2pe,7.006630232558141
AATS2se,8.209654697674422
AATS3dv,8.334656084656086
AATS3pe,7.199219642857142
AATS3se,8.511384071428573
AATS4dv,8.97493932679118
AATS4pe,7.526713461538462
AATS4se,8.858170249999999
AATS5dv,6.733514001806685
AATS5pe,7.12468536585366
AATS5se,8.551316
AATS6dv,7.914702581369249
AATS6pe,7.154175757575759
AATS6se,8.465833696969696
AATS7dv,7.769063180827887
AATS7pe,7.1828705882352955
AATS7se,8.502602117647061
AATS8dv,5.145679012345679
AATS8pe,7.286173333333333
AATS8se,8.648767999999999
AATSC0Z,68.19204389574759
AATSC0c,0.030035427802813427
AATSC0d,0.7434842249657062
AATSC0i,3.1030523894447986
AATSC0m,368.3867223936006
AATSC0p,0.45550093089555543
AATSC0s,4.415248588272263
AATSC0v,47.139371342266394
AATSC1Z,-0.6589751126788163
AATSC1c,-0.01595766412081361
AATSC1d,0.10043111894963745
AATSC1i,0.09509017231922022
AATSC1m,-2.8894094599741784
AATSC1p,0.03195210615048021
AATSC1s,-0.37125576633019597
AATSC1v,3.9673042055557013
AATSC2Z,-0.5641369190034137
AATSC2c,0.0029180762684630768
AATSC2d,-0.12332918620601652
AATSC2i,-0.45858768481742224
AATSC2m,-3.2838202253356856
AATSC2p,-0.016670403548191146
AATSC2s,-0.02910539895412926
AATSC2v,-4.211323254725441
AATSC3Z,-4.849451303155007
AATSC3c,-0.006197176093198523
AATSC3d,-0.16941015089163236
AATSC3i,-0.6911460253689502
AATSC3m,-27.135851407503104
AATSC3p,-0.07390660542588885
AATSC3s,-0.6853742768650302
AATSC3v,-6.316431093746248
AATSC4Z,11.339295135591433
AATSC4c,0.0076473622802662195
AATSC4d,0.004379022897541419
AATSC4i,0.5452917405372741
AATSC4m,61.46983490914038
AATSC4p,0.04172566082693799
AATSC4s,1.4595789058753605
AATSC4v,-2.2620002573429403
AATSC5Z,-16.647328448593125
AATSC5c,0.0005985882929511221
AATSC5d,0.0812673558834354
