DLiP-ID,T0082Z
DLiP-Mol-ID,26515
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H26N4O6/c1-28-8-7-25-24-19(28)4-3-17(26-24)6-9-31-22-13-18(34-27-22)10-16(12-23(29)30)15-2-5-20-21(11-15)33-14-32-20/h2-5,11,13,16H,6-10,12,14H2,1H3,(H,25,26)(H,29,30)"
Standard Inchi Key(RDKit),ZQAQMOMRTYIDJU-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1CCNc2nc(CCOc3cc(CC(CC(=O)O)c4ccc5c(c4)OCO5)on3)ccc21
SMILES(SDF),
MW(SDF),
MW(RDKit),466.494
MW Monoisotopic(RDKit),466.185234552
MolLogP(RDKit),3.0825
XLogP(SDF),
XLogP(CDK),3.015
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),9
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),119.18
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.486801863956576
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,89365278.5452159
qed,0.48680186395657576
Chi0,23.49298858481683
Chi1,16.546846531107203
TPSA,119.18
Chi0n,18.821295186952362
Chi0v,18.821295186952362
Chi1n,11.196148687366648
Chi1v,11.196148687366648
Chi2n,8.360186294709289
Chi2v,8.360186294709289
Chi3n,5.964640781124728
Chi3v,5.964640781124728
Chi4n,4.179010385045922
