DLiP-ID,C000FX
NumAliphaticHeterocycles,1
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,290.0790381680004
MZ,0.7238095238095239
Mi,1.118952684589728
Mm,0.6904884807973641
Mp,0.6706091017964074
Mv,0.6594739786572068
SZ,25.333333333333336
Si,39.16334396064048
Sm,24.167096827907745
Sp,23.47131856287426
Sv,23.08158925300224
nB,0
nC,15
nF,0
nH,14
nI,0
nN,0
nO,6
nP,0
nS,0
nX,0
ABC,16.608204393397084
AMW,8.287972519085725
IC0,1.488822935594647
IC1,3.288181248437902
IC2,4.1690075748182
IC3,4.729283016944966
IC4,5.014997302659251
IC5,5.0721401598021085
MID,42.6898301275907
Mpe,1.0049299719887952
Mse,1.0342524191031113
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,72.62300000000002
SdO,0
SdS,0
Spe,35.172549019607835
SsF,0
SsI,0
Sse,36.198834668608896
StN,0
fMF,0.45714285714285713
nBr,0
nCl,0
AMID,2.0328490536947954
BIC0,0.2743734415657688
BIC1,0.6059750854560769
BIC2,0.7683015413513634
BIC3,0.8715540488227806
BIC4,0.9242080011509822
BIC5,0.9347387916166227
CIC0,3.6404600813503194
CIC1,1.8411017685070643
CIC2,0.9602754421267665
CIC3,0.40000000000000036
CIC4,0.11428571428571566
CIC5,0.05714285714285783
GGI1,5.5
GGI2,3.1111111111111125
GGI3,1.8125
GGI4,1.8222222222222226
GGI5,0.7569444444444445
GGI6,0.6073469387755103
GGI7,0.2517361111111111
GGI8,0.1970269589317208
GGI9,0.11687500000000002
JGI1,0.23913043478260865
JGI2,0.09150326797385624
JGI3,0.05034722222222222
JGI4,0.06074074074074074
JGI5,0.030277777777777785
JGI6,0.028921282798833818
JGI7,0.01398533950617284
JGI8,0.016418913244310065
JGI9,0.014609375000000003
MIC0,13.803625242843431
MIC1,29.328922626807046
MIC2,36.88753122895427
MIC3,41.27966030318949
MIC4,42.424288874618064
MIC5,42.481888874618065
MPC2,34
MPC3,45
MPC4,59
MPC5,78
MPC6,85
MPC7,93
MPC8,97
MPC9,109
Mare,1.0205714285714287
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,5
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.17081103001256773
RPCG,0.09868009724417702
SIC0,0.290259463296568
SIC1,0.6410606000049426
SIC2,0.8127856390543424
SIC3,0.9220163912424854
SIC4,0.9777189689264242
SIC5,0.988859484463212
SaaN,0
SaaO,0
SaaS,0
Sare,35.720000000000006
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,48.29762026725546
SsSH,0
SssO,5.624025888133032
SssS,0
StCH,0
StsC,0
TIC0,52.108802745812646
TIC1,115.08634369532658
TIC2,145.915265118637
TIC3,165.5249055930738
TIC4,175.52490559307378
TIC5,177.5249055930738
Vabc,246.0494684848683
WPol,36
apol,39.19710199999999
bpol,15.780897999999997
nRot,1
ABCGG,13.337924085858209
ATS0Z,938.0
ATS0d,128.0
ATS0i,5603.470184504486
ATS0m,3713.994717
ATS0p,51.91730466788601
ATS0s,251.5
ATS0v,8086.27061005911
ATS1Z,1006.0
ATS1d,161.0
ATS1i,5406.137309241851
ATS1m,3842.9726109999997
ATS1p,66.69351872
ATS1s,151.66666666666669
ATS1v,10338.074642982026
ATS2Z,1547.0
ATS2d,253.0
ATS2i,8759.79852242325
ATS2m,5887.311338000001
ATS2p,101.654428006849
ATS2s,236.11111111111111
ATS2v,15542.604246251885
ATS3Z,1833.0
ATS3d,285.0
ATS3i,13089.291885186347
ATS3m,6761.305235999999
ATS3p,118.347298924245
ATS3s,371.63888888888886
ATS3v,17776.357803636743
ATS4Z,1646.0
ATS4d,263.0
ATS4i,14648.408278420187
ATS4m,5929.337521999999
ATS4p,111.11502365988599
ATS4s,376.0
ATS4v,16063.74666124666
ATS5Z,1373.0
ATS5d,230.0
ATS5i,13295.437564742437
ATS5m,4893.094057
ATS5p,98.54179101473501
ATS5s,319.11111111111114
ATS5v,13973.05113888385
ATS6Z,1168.0
ATS6d,186.0
ATS6i,11631.509257430787
ATS6m,4146.579244999999
ATS6p,83.159432249886
ATS6s,293.88888888888886
ATS6v,11801.054888579503
ATS7Z,985.0
ATS7d,150.0
ATS7i,9591.387171426886
ATS7m,3561.525457999999
ATS7p,65.88223936473499
ATS7s,273.3333333333333
ATS7v,9463.100076411998
ATS8Z,712.0
ATS8d,101.0
ATS8i,7177.295223176645
ATS8m,2479.468012
ATS8p,47.123609925094
ATS8s,198.72222222222223
ATS8v,6925.605272627385
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,3
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.2
GGI10,0.012345679012345678
JGI10,0.004115226337448559
JGT10,0.5500495803839709
Kier1,15.879017013232515
Kier2,6.2456747404844295
Kier3,3.2
MID_C,31.747145015498187
MID_N,0.0
MID_O,10.942685112092516
MID_X,0.0
MID_h,10.942685112092516
MPC10,99
MWC01,23.0
MWC02,4.74493212836325
MWC03,5.60947179518496
MWC04,6.508769136971682
MWC05,7.392031567514591
MWC06,8.293299358711323
MWC07,9.1834829178063
MWC08,10.085434038999999
MWC09,10.979189389621132
MWC10,11.881429172422106
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,1.5460999999999998
SRW02,3.8501476017100584
SRW03,0.0
SRW04,5.209486152841421
SRW05,0.0
SRW06,6.767343125265392
SRW07,0.0
SRW08,8.419580362549237
SRW09,0.0
SRW10,10.119687049615907
SaaCH,6.666153274568677
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.30535698538674927
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.132648206620498
VE1_D,4.517340580932235
VE2_A,0.19679277174383325
VE2_D,0.21511145623486833
VE3_A,2.1608557584703556
VE3_D,2.249860798367311
VR1_A,126.86184564699522
VR1_D,113.78174214956289
VR2_A,6.041040268904534
VR2_D,5.418178197598233
VR3_A,5.5850360095207305
VR3_D,5.476219415496996
WPath,894
Xc-3d,1.8369830364861184
Xc-4d,0.0
Xc-5d,0.4951995198844963
Xc-6d,0.0
Xp-0d,15.14589989101247
Xp-1d,9.952397498181151
Xp-2d,9.618037355274096
Xp-3d,8.009677351986742
Xp-4d,6.5788097743798595
Xp-5d,5.423061879808874
Xp-6d,3.8114296524810065
Xp-7d,2.708264405029205
ZMIC0,75.488342402131
ZMIC1,48.762554061229835
ZMIC2,33.47178288037073
ZMIC3,24.90823071765353
ZMIC4,22.63337573266899
ZMIC5,22.454559560272134
nAcid,0
nAtom,35
nBase,0
nRing,3
piPC1,3.4011973816621555
piPC2,4.04305126783455
piPC3,4.579852378003801
piPC4,5.1089711948171175
piPC5,5.633002292595154
piPC6,5.787855511170771
piPC7,5.972297655189237
piPC8,6.2771720150608505
piPC9,6.678302805705645
AATS0Z,26.8
AATS0d,3.657142857142857
AATS0i,160.0991481286996
AATS0m,106.11413477142857
AATS0p,1.4833515619396003
AATS0s,7.185714285714286
AATS0v,231.036303144546
AATS1Z,27.18918918918919
AATS1d,4.351351351351352
AATS1i,146.11181916869867
AATS1m,103.86412462162161
AATS1p,1.802527532972973
AATS1s,4.099099099099099
AATS1v,279.407422783298
AATS2Z,25.783333333333335
AATS2d,4.216666666666667
AATS2i,145.9966420403875
AATS2m,98.12185563333335
AATS2p,1.6942404667808166
AATS2s,3.935185185185185
AATS2v,259.0434041041981
AATS3Z,21.564705882352943
AATS3d,3.3529411764705883
AATS3i,153.99166923748643
AATS3m,79.54476748235294
AATS3p,1.392321163814647
AATS3s,4.372222222222222
AATS3v,209.13362121925582
AATS4Z,17.891304347826086
AATS4d,2.858695652173913
AATS4i,159.2218291132629
AATS4m,64.44932089130434
AATS4p,1.2077719963031086
AATS4s,4.086956521739131
AATS4v,174.6059419700724
AATS5Z,16.542168674698797
AATS5d,2.7710843373493974
AATS5i,160.18599475593297
AATS5m,58.952940445783135
AATS5p,1.1872504941534339
AATS5s,3.84471218206158
AATS5v,168.35001372149216
AATS6Z,16.22222222222222
AATS6d,2.5833333333333335
AATS6i,161.5487396865387
AATS6m,57.591378402777764
AATS6p,1.1549921145817499
AATS6s,4.0817901234567895
AATS6v,163.90354011915977
AATS7Z,16.694915254237287
AATS7d,2.542372881355932
AATS7i,162.56588426147266
AATS7m,60.36483827118643
AATS7p,1.1166481248260167
AATS7s,4.63276836158192
AATS7v,160.39152671884742
AATS8Z,16.181818181818183
AATS8d,2.2954545454545454
AATS8i,163.1203459812874
AATS8m,56.35154572727272
AATS8p,1.0709911346612273
AATS8s,4.516414141414142
AATS8v,157.40011983244057
AMID_C,1.5117688102618185
AMID_N,0.0
AMID_O,0.521080243432977
AMID_X,0.0
AMID_h,0.521080243432977
ATS0dv,340.0
ATS0pe,236.29909999999998
ATS0se,287.276532
ATS1dv,325.0
ATS1pe,253.774
ATS1se,302.299972
ATS2dv,474.0
ATS2pe,401.8639999999999
ATS2se,480.65103199999993
ATS3dv,543.0
ATS3pe,571.6842
ATS3se,693.2783519999999
ATS4dv,462.0
ATS4pe,601.1078
ATS4se,740.0101280000001
ATS5dv,363.0
ATS5pe,533.2456999999999
ATS5se,660.146548
ATS6dv,328.0
ATS6pe,464.1966999999999
ATS6se,575.573492
ATS7dv,277.0
ATS7pe,378.02920000000006
ATS7se,469.608776
ATS8dv,198.0
ATS8pe,292.624
ATS8se,361.691248
ATSC0Z,277.8857142857143
ATSC0c,1.966893992417024
ATSC0d,25.14285714285715
ATSC0i,47.096931791228705
ATSC0m,1306.6446186857145
ATSC0p,8.0197959479316
ATSC0s,97.84920634920634
ATSC0v,1639.6202109984697
ATSC1Z,-24.622040816326507
ATSC1c,-1.0569398475436562
ATSC1d,7.448979591836737
ATSC1i,12.203568745567484
ATSC1m,-102.80620472489778
ATSC1p,2.094269331311684
ATSC1s,-26.727891156462583
ATSC1v,291.7548752086219
ATSC2Z,-0.9183673469387426
ATSC2c,-0.0803582003470211
ATSC2d,-6.102040816326527
ATSC2i,-10.949124252044992
ATSC2m,-4.688800232652774
ATSC2p,-1.6359597977697937
ATSC2s,-4.043083900226756
ATSC2v,-149.22265421791866
ATSC3Z,-81.57959183673466
ATSC3c,0.13112964897990262
ATSC3d,-6.918367346938773
ATSC3i,-17.780613523985807
ATSC3m,-391.00656260816294
ATSC3p,-3.156840984146997
ATSC3s,-11.240929705215418
ATSC3v,-662.3723546679306
ATSC4Z,-32.328163265306145
ATSC4c,0.2947654473292266
ATSC4d,-6.63265306122449
ATSC4i,-11.493020862298794
ATSC4m,-161.59255968816325
ATSC4p,-2.10399747278632
ATSC4s,6.739229024943311
ATSC4v,-436.25814411160076
ATSC5Z,-27.757551020408183
ATSC5c,-0.3787847335031929
ATSC5d,-2.6530612244897966
ATSC5i,-2.5462742444257134
ATSC5m,-132.2272511404083
ATSC5p,-0.531416871021081
ATSC5s,-4.802721088435373
ATSC5v,-166.47142219708957
ATSC6Z,-23.307755102040836
ATSC6c,0.014564224703505145
ATSC6d,-1.8367346938775522
ATSC6i,3.622248194001239
ATSC6m,-107.73276335346951
ATSC6p,0.5033759538324782
ATSC6s,-16.505668934240365
ATSC6v,-8.366321672079927
ATSC7Z,73.99265306122446
ATSC7c,0.38535392382585265
ATSC7d,-0.6122448979591844
ATSC7i,2.178621744223945
ATSC7m,347.08075395836727
ATSC7p,0.5761793214119583
ATSC7s,23.551020408163264
ATSC7v,289.9926946544067
ATSC8Z,-91.05632653061225
ATSC8c,-0.7260265916903746
ATSC8d,0.5918367346938763
ATSC8i,-6.629582422408788
ATSC8m,-420.86911143346947
ATSC8p,-1.1109743613538416
ATSC8s,-44.97392290249432
ATSC8v,-296.78713333418136
AXp-0d,0.7212333281434509
AXp-1d,0.4327129347035283
AXp-2d,0.2828834516257087
AXp-3d,0.1779928300441498
AXp-4d,0.11150525041321796
AXp-5d,0.06952643435652403
AXp-6d,0.044840348852717725
AXp-7d,0.029121122634722635
GATS1Z,0.8233989696050151
GATS1c,1.3527630586024788
GATS1d,0.8588759213759212
GATS1i,0.8596356973342905
GATS1m,0.8173969155448864
GATS1p,0.8263142464309292
GATS1s,1.1115497848404006
GATS1v,0.7522655672764601
GATS2Z,0.7432911782850091
GATS2c,0.7225115890482748
GATS2d,1.352272727272727
GATS2i,1.2246425422396359
GATS2m,0.7495383940496696
GATS2p,1.1917351405944518
GATS2s,0.6796644767080325
GATS2v,1.0069487370806651
GATS3Z,1.0104873534855028
GATS3c,0.8483658136524435
GATS3d,1.1295454545454544
GATS3i,1.1670511275341235
GATS3m,1.012978024071566
GATS3p,1.158533691255263
GATS3s,0.931876064563225
GATS3v,1.1026923662846029
GATS4Z,1.0240368711387673
GATS4c,0.8598211547823011
GATS4d,1.0215538537549405
GATS4i,1.0557238746067747
GATS4m,1.0269595687285458
GATS4p,1.0655259670447723
GATS4s,0.8181152955033555
GATS4v,1.0766966833763956
GATS5Z,1.034099383344606
GATS5c,0.9347003698020272
GATS5d,0.9775465498357062
GATS5i,0.9787987962721042
GATS5m,1.035950856148762
GATS5p,0.9948229382235867
GATS5s,0.8956046425950376
GATS5v,1.0399239172477264
GATS6Z,1.0578389540064432
GATS6c,0.8936981177750749
GATS6d,0.9672506313131312
GATS6i,0.9081560826301679
GATS6m,1.0572133525853522
GATS6p,0.9246655588740844
GATS6s,1.1114592063878301
GATS6v,0.9943648563494593
GATS7Z,0.8813524468748801
GATS7c,0.8629764887835225
GATS7d,0.9740947611710321
GATS7i,0.9075694723497707
GATS7m,0.8821944618963355
GATS7p,0.9081682922328682
GATS7s,0.8924865035035214
GATS7v,0.902765884778532
GATS8Z,1.3152889163068062
GATS8c,1.5475598492648528
GATS8d,0.8298037190082643
GATS8i,1.0375876610988313
GATS8m,1.3055528911891034
GATS8p,1.0273509831539156
GATS8s,1.691849040326208
GATS8v,1.0769837165123293
MATS1Z,-0.08381546259399428
MATS1c,-0.5083181746180588
MATS1d,0.2802518427518428
MATS1i,0.24510973309501544
MATS1m,-0.07442659709219467
MATS1p,0.24702194376705494
MATS1s,-0.2583888130161145
MATS1v,0.1683221148179777
MATS2Z,-0.0019278223318938234
MATS2c,-0.023832304664011095
MATS2d,-0.14157196969696959
MATS2i,-0.13561369932416178
MATS2m,-0.0020932497099315182
MATS2p,-0.11899428467110906
MATS2s,-0.024103063238435116
MATS2v,-0.053089457979282696
MATS3Z,-0.12088277630608069
MATS3c,0.027451688577437974
MATS3d,-0.11330213903743308
MATS3i,-0.15545448120837757
MATS3m,-0.12321843288373563
MATS3p,-0.16208338813033007
MATS3s,-0.04730358361204811
MATS3v,-0.16634434973105888
MATS4Z,-0.04425833042763014
MATS4c,0.057013255064878636
MATS4d,-0.10035820158102765
MATS4i,-0.0928371494059863
MATS4m,-0.04704831706878645
MATS4p,-0.09980725524259129
MATS4s,0.026201920533771565
MATS4v,-0.10122330226418803
MATS5Z,-0.04212160176796021
MATS5c,-0.08120849557498358
MATS5d,-0.04449616648411829
MATS5i,-0.02279830261195602
MATS5m,-0.0426730257020017
MATS5p,-0.027942288443534708
MATS5s,-0.020697601013185678
MATS5v,-0.04281405658570168
MATS6Z,-0.0407727283112848
MATS6c,0.0035994982344690093
MATS6d,-0.035511363636363646
MATS6i,0.03738704470413273
MATS6m,-0.0400798293184736
MATS6p,0.030511579822330954
MATS6s,-0.08199953136687667
MATS6v,-0.002480429246142989
MATS7Z,0.15795683072107955
MATS7c,0.11622374474767982
MATS7d,-0.014445300462249627
MATS7i,0.027441335995162852
MATS7m,0.1575756403640761
MATS7p,0.04261969937666315
MATS7s,0.1427803538852176
MATS7v,0.1049203733105581
MATS8Z,-0.26065092628942105
MATS8c,-0.29362088384402
MATS8d,0.018724173553718963
MATS8i,-0.11197186890532783
MATS8m,-0.256215227111951
MATS8p,-0.11019352753610873
MATS8s,-0.3656106445262094
MATS8v,-0.1439849744834105
MAXsOH,10.180342970521542
MAXssO,5.624025888133032
MINsOH,9.319106735299467
MINssO,5.624025888133032
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.699543024493728
SpAD_D,175.8609672439211
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.1465790343915343
SssNH2,0
SsssAs,0
SsssCH,-1.706402116402117
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,743
TMWC10,118.67803950559532
TSRW10,55.366244291982014
VE1_Dt,4.559077595231207
VE2_Dt,0.21709893310624795
VE3_Dt,2.2590576660464174
VR1_Dt,109.5749817128102
VR2_Dt,5.217856272038581
VR3_Dt,5.438546424142246
Xc-3dv,0.685174361255422
Xc-4dv,0.0
Xc-5dv,0.10451880795630439
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.17915249285508827
Xch-7d,0.5240343003282566
Xp-0dv,10.892874933477584
Xp-1dv,6.3689970454516445
Xp-2dv,4.9996604659943396
Xp-3dv,3.514868397915127
Xp-4dv,2.465957938833949
Xp-5dv,1.7513602807598123
Xp-6dv,0.9978842203355118
Xp-7dv,0.5977543268042148
Xpc-4d,4.159814256244642
Xpc-5d,6.215265527833553
Xpc-6d,9.723944616735402
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,37
nFRing,1
nHBAcc,6
nHBDon,5
nHRing,1
nSpiro,0
naRing,2
piPC10,6.9253188819251905
AATS0dv,9.714285714285714
AATS0pe,6.751402857142857
AATS0se,8.207900914285714
AATS1dv,8.783783783783784
AATS1pe,6.8587567567567564
AATS1se,8.170269513513514
AATS2dv,7.9
AATS2pe,6.697733333333332
AATS2se,8.010850533333333
AATS3dv,6.3882352941176475
AATS3pe,6.725696470588236
AATS3se,8.156215905882352
AATS4dv,5.021739130434782
AATS4pe,6.533780434782608
AATS4se,8.043588347826088
AATS5dv,4.373493975903615
AATS5pe,6.424646987951807
AATS5se,7.95357286746988
AATS6dv,4.555555555555555
AATS6pe,6.447176388888888
AATS6se,7.994076277777777
AATS7dv,4.694915254237288
AATS7pe,6.407274576271187
AATS7se,7.959470779661016
AATS8dv,4.5
AATS8pe,6.650545454545455
AATS8se,8.220255636363635
AATSC0Z,7.939591836734694
AATSC0c,0.05619697121191497
AATSC0d,0.7183673469387757
AATSC0i,1.3456266226065345
AATSC0m,37.33270339102042
AATSC0p,0.22913702708376
AATSC0s,2.795691609977324
AATSC0v,46.84629174281342
AATSC1Z,-0.6654605626034191
AATSC1c,-0.02856594182550422
AATSC1d,0.20132377275234425
AATSC1i,0.3298261823126347
AATSC1m,-2.778546073645886
AATSC1p,0.056601873819234705
AATSC1s,-0.7223754366611509
AATSC1v,7.885266897530322
AATSC2Z,-0.015306122448979043
AATSC2c,-0.0013393033391170183
AATSC2d,-0.10170068027210878
AATSC2i,-0.18248540420074988
AATSC2m,-0.0781466705442129
AATSC2p,-0.027265996629496563
AATSC2s,-0.06738473167044592
AATSC2v,-2.487044236965311
AATSC3Z,-0.9597599039615843
AATSC3c,0.0015427017527047367
AATSC3d,-0.08139255702280909
AATSC3i,-0.20918368851748007
AATSC3m,-4.600077207154858
AATSC3p,-0.03713930569584702
AATSC3s,-0.13224623182606374
AATSC3v,-7.792615937269772
AATSC4Z,-0.351393078970719
AATSC4c,0.00320397225357855
AATSC4d,-0.07209405501330968
AATSC4i,-0.12492413980759558
AATSC4m,-1.7564408661756874
AATSC4p,-0.02286953774767739
AATSC4s,0.07325248940155774
AATSC4v,-4.741936349039139
AATSC5Z,-0.33442832554708657
AATSC5c,-0.004563671487990276
AATSC5d,-0.031964593066142126
AATSC5i,-0.03067800294488811
AATSC5m,-1.5930994113302204
AATSC5p,-0.0064026129038684465
AATSC5s,-0.05786410949922136
AATSC5v,-2.005679785507103
AATSC6Z,-0.3237188208616783
AATSC6c,0.00020228089865979368
AATSC6d,-0.025510204081632668
