DLiP-ID,T000FG
AATSC6i,0.2627354125328821
AATSC6m,-1.7809126377160907
AATSC6p,0.018441240097543787
AATSC6s,-0.025561465721040188
AATSC6v,1.0016143058131164
AATSC7Z,-0.15384615384615385
AATSC7c,-0.0011139612162768572
AATSC7d,-0.07091346153846154
AATSC7i,0.08612001560705364
AATSC7m,-0.7558561571514423
AATSC7p,-0.007145778329124299
AATSC7s,0.022970085470085486
AATSC7v,-0.8150314922280032
AATSC8Z,0.3333333333333333
AATSC8c,0.0027362579135334223
AATSC8d,-0.051682692307692304
AATSC8i,-0.2665161534123405
AATSC8m,1.4230075383613796
AATSC8p,-0.045949140582813394
AATSC8s,0.11912393162393164
AATSC8v,-4.777810502860603
ATS0are,198.6098
ATS1are,210.375
ATS2are,338.6509
ATS3are,377.623
ATS4are,348.807
ATS5are,328.96500000000003
ATS6are,294.97
ATS7are,228.911
ATS8are,229.99300000000002
ATSC0dv,128.0
ATSC0pe,3.6362874999999977
ATSC0se,2.3726994999999995
ATSC1dv,39.0
ATSC1pe,0.16229726562499847
ATSC1se,-0.038826609374999876
ATSC2dv,12.0
ATSC2pe,0.4221425781249985
ATSC2se,0.4804244531250003
ATSC3dv,-29.0
ATSC3pe,-0.7873132812500001
ATSC3se,-0.5991117812499998
ATSC4dv,-34.0
ATSC4pe,-0.06590937499999999
ATSC4se,0.1596393750000002
ATSC5dv,-25.0
ATSC5pe,-0.8605261718750006
ATSC5se,-0.6292702968749996
ATSC6dv,-5.0
ATSC6pe,-0.13059726562500024
ATSC6se,0.0530263593750004
ATSC7dv,1.0
ATSC7pe,-0.09132539062499928
ATSC7se,-0.04861226562500029
ATSC8dv,4.0
ATSC8pe,0.3808621093750003
ATSC8se,0.10245423437499962
AXp-0dv,0.561899054212268
AXp-1dv,0.30167367200156664
AXp-2dv,0.15166393811263248
AXp-3dv,0.08070387004538085
AXp-4dv,0.04324400248113295
AXp-5dv,0.023190010585713544
AXp-6dv,0.011667371735176114
AXp-7dv,0.0063998712247901835
BertzCT,543.9314516585836
ECIndex,342
ETA_eta,10.332960712491625
GATS1dv,0.5063920454545454
GATS1pe,0.6835384782535553
GATS1se,0.754012759293664
GATS2dv,0.9230542452830189
GATS2pe,0.9298717805111593
GATS2se,0.9160634789574346
GATS3dv,1.099609375
GATS3pe,1.065200427633954
GATS3se,1.0943661428680704
GATS4dv,1.1547154017857144
GATS4pe,1.0197711952093995
GATS4se,0.9793412524426292
GATS5dv,1.1378242924528303
GATS5pe,1.2031520070328834
GATS5se,1.2290303504987494
GATS6dv,1.1207613031914894
GATS6pe,1.2606653047542866
GATS6se,1.2721519867891924
GATS7dv,0.8228165064102564
GATS7pe,0.7220935483208473
GATS7se,0.6161964570907633
GATS8dv,0.9035456730769231
GATS8pe,0.7677797612861879
GATS8se,0.7789349922595199
LogEE_A,3.7962091183464057
LogEE_D,81.88805498598434
MATS1dv,0.29545454545454547
MATS1pe,0.043280177012039144
MATS1se,-0.015868020983923727
MATS2dv,0.05660377358490566
MATS2pe,0.07009306545091618
MATS2se,0.12225214121704955
MATS3dv,-0.11693548387096774
MATS3pe,-0.11175003129853847
MATS3se,-0.13032370254681122
MATS4dv,-0.15178571428571427
MATS4pe,-0.010357404358153754
MATS4se,0.03844671438587151
MATS5dv,-0.1179245283018868
MATS5pe,-0.14288280882579113
MATS5se,-0.16012848783373865
MATS6dv,-0.026595744680851064
MATS6pe,-0.02445276596914924
MATS6se,0.015216024275931123
MATS7dv,0.00641025641025641
MATS7pe,-0.020607186270654703
MATS7se,-0.016810804393682145
MATS8dv,0.02564102564102564
MATS8pe,0.08593991635417828
MATS8se,0.03543011359867212
MAXaaCH,1.9878317901234568
MAXaasC,1.0423932613168727
MAXaasN,1.7214814814814814
MAXdsCH,1.6224537037037037
MAXdssC,-0.3542026748971192
MAXsCH3,1.774269547325103
MDEC-12,1.5299623047618776
MDEC-13,0.5000000000000001
MDEC-22,12.026972203126933
MDEC-23,9.706377138802988
MDEC-33,0.9654893846056297
MDEN-23,0.4999999999999999
MDEO-12,0.4999999999999999
MINaaCH,1.650852229780801
MINaasC,0.864915622113043
MINaasN,1.7214814814814814
MINdsCH,1.3749537037037036
MINdssC,-0.3542026748971192
MINsCH3,1.774269547325103
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.7857142857142858
SM1_Dzi,0.7967675426718981
SM1_Dzm,0.7835315151617626
SM1_Dzp,-3.20095216504194
SM1_Dzv,-1.436638212602909
SddssSe,0
SpAD_Dt,241.72763181420095
SpAbs_A,23.230062267850787
SpAbs_D,163.77610997196868
SpMAD_A,1.2905590148805992
SpMAD_D,9.098672776220482
SpMax_A,2.342283727109438
SpMax_D,81.88805498598434
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,44.120000000000005
TpiPC10,7.975779485882223
VAdjMat,5.247927513443585
VE1_DzZ,4.165615592953692
VE1_Dzi,4.159706867445805
VE1_Dzm,4.165605647523593
VE1_Dzp,4.147208538252583
VE1_Dzv,4.160886026477865
VE2_DzZ,0.23142308849742735
VE2_Dzi,0.23109482596921138
VE2_Dzm,0.23142253597353296
VE2_Dzp,0.2304004743473657
VE2_Dzv,0.23116033480432582
VE3_DzZ,2.0146507310288277
VE3_Dzi,2.0132312721362506
VE3_Dzm,2.0146483435204874
VE3_Dzp,2.010222131435094
VE3_Dzv,2.0135147036308534
VR1_DzZ,87.0499358304573
VR1_Dzi,87.41849435805548
VR1_Dzm,87.05060459020812
VR1_Dzp,88.06734247414278
VR1_Dzv,87.3227133250909
VR2_DzZ,4.836107546136517
VR2_Dzi,4.856583019891971
VR2_Dzm,4.836144699456007
VR2_Dzp,4.892630137452376
VR2_Dzv,4.851261851393939
VR3_DzZ,5.054268593958748
VR3_Dzi,5.058493531105641
VR3_Dzm,5.054276276413372
VR3_Dzp,5.065888442109704
VR3_Dzv,5.05739726945303
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03333333333333333
Xch-6dv,0.0679866905946334
Xch-7dv,0.056016132048082
Xpc-4dv,0.515288313643804
Xpc-5dv,0.628270850620387
Xpc-6dv,0.6414204381003449
Zagreb1,86.0
Zagreb2,96.0
fragCpx,55.04
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,2
nBondsM,13
nBondsO,19
nBondsS,20
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,4
naHRing,1
AATS0are,6.20655625
AATS1are,6.375
AATS2are,6.389639622641509
AATS3are,6.0906935483870965
AATS4are,6.228696428571429
AATS5are,6.20688679245283
AATS6are,6.275957446808511
AATS7are,5.869512820512821
AATS8are,5.897256410256411
AATSC0dv,4.0
AATSC0pe,0.11363398437499993
AATSC0se,0.07414685937499998
AATSC1dv,1.1818181818181819
AATSC1pe,0.004918098958333287
AATSC1se,-0.0011765639204545416
AATSC2dv,0.22641509433962265
AATSC2pe,0.007964954304245256
AATSC2se,0.009064612323113213
AATSC3dv,-0.46774193548387094
AATSC3pe,-0.012698601310483873
AATSC3se,-0.009663093245967739
AATSC4dv,-0.6071428571428571
AATSC4pe,-0.0011769531249999998
AATSC4se,0.0028507031250000034
AATSC5dv,-0.4716981132075472
AATSC5pe,-0.01623634286556605
AATSC5se,-0.011873024469339615
AATSC6dv,-0.10638297872340426
AATSC6pe,-0.002778665226063835
AATSC6se,0.001128220412234051
AATSC7dv,0.02564102564102564
AATSC7pe,-0.0023416766826922894
AATSC7se,-0.0012464683493589818
AATSC8dv,0.10256410256410256
AATSC8pe,0.009765695112179494
AATSC8se,0.002627031650641016
AETA_eta,0.5740533729162014
ATSC0are,3.8746874999999985
ATSC1are,0.09086601562500032
ATSC2are,0.551805078125001
ATSC3are,-0.9035507812499997
ATSC4are,0.10188437500000047
ATSC5are,-0.9934074218749991
ATSC6are,-0.035872265624999344
ATSC7are,-0.11830039062500033
ATSC8are,0.3223121093749993
BCUTZ-1h,8.02877188206964
BCUTZ-1l,5.692048379351594
BCUTc-1h,0.4538407956930055
BCUTc-1l,-0.49268081167944555
BCUTd-1h,3.1442256430615263
BCUTd-1l,0.9779500909302079
BCUTi-1h,14.557722576264808
BCUTi-1l,10.952948223838591
BCUTm-1h,16.013987816891238
BCUTm-1l,11.70346772033072
BCUTp-1h,1.9855906716100729
BCUTp-1l,0.7415111850504661
BCUTs-1h,7.00827112781718
BCUTs-1l,1.4720467953276808
BCUTv-1h,20.892445849639792
BCUTv-1l,14.701464832619324
BalabanJ,1.6447793682827607
Diameter,12
ETA_beta,24.0
GATS1are,0.7133302539061067
GATS2are,0.9372227522913441
GATS3are,1.074815710944431
GATS4are,1.0068669132303294
GATS5are,1.228702862525432
GATS6are,1.269387476340748
GATS7are,0.6967228539936015
GATS8are,0.765056569905348
HybRatio,0.14285714285714285
Lipinski,True
LogEE_Dt,120.86381590710047
MATS1are,0.02274054359222527
MATS2are,0.08598508400707927
MATS3are,-0.12035778119463328
MATS4are,0.015025635707948874
MATS5are,-0.15479781540507673
MATS6are,-0.006303390973534129
MATS7are,-0.025051565366106945
MATS8are,0.06825356056423067
MAXssCH2,0.377348464459756
MINssCH2,0.377348464459756
NsssssAs,0
RotRatio,0.21052631578947367
SM1_Dzpe,0.839810281517748
SM1_Dzse,0.7775155866620465
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,6.606881964512918
SMR_VSA7,48.93201909551955
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,120.12364505262582
SpAD_Dzi,119.19018789768836
SpAD_Dzm,120.15175348195578
SpAD_Dzp,173.27772800968273
SpAD_Dzv,150.34858672653854
SpAbs_Dt,241.727631814201
SpDiam_A,4.569912341611046
SpDiam_D,126.23577016300462
SpMAD_Dt,13.42931287856672
SpMax_Dt,120.86381590710047
SsssssAs,0
VE1_Dzpe,4.165174805776313
VE1_Dzse,4.165668300335195
VE2_Dzpe,0.23139860032090626
VE2_Dzse,0.23142601668528862
VE3_Dzpe,2.0145449098145867
VE3_Dzse,2.014663383912148
VMcGowan,187.99999999999974
VR1_Dzpe,87.07638495440261
VR1_Dzse,87.04680756102212
VR2_Dzpe,4.837576941911256
VR2_Dzse,4.835933753390118
VR3_Dzpe,5.054572386332349
VR3_Dzse,5.054232656819724
mZagreb1,5.444444444444445
mZagreb2,4.194444444444445
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,7
nBondsKS,26
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.12108398437499995
AATSC1are,0.00275351562500001
AATSC2are,0.010411416568396245
AATSC3are,-0.01457339969758064
AATSC4are,0.0018193638392857228
AATSC5are,-0.018743536261792437
AATSC6are,-0.0007632396941489222
AATSC7are,-0.003033343349358983
AATSC8are,0.008264413060897419
AETA_beta,1.3333333333333333
BCUTdv-1h,6.0281011399916276
BCUTdv-1l,0.9880193098936507
BCUTpe-1h,3.501055338225812
BCUTpe-1l,2.241328878679243
BCUTse-1h,3.7139688809853046
BCUTse-1l,2.437215264240678
ETA_alpha,8.466666666666667
ETA_dBeta,1.0
ETA_eta_B,0.12218856448882143
ETA_eta_F,15.402356885117692
ETA_eta_L,3.7101676856331025
ETA_eta_R,25.735317597609317
ETA_psi_1,0.566964285714286
LabuteASA,105.53745208346658
LogEE_DzZ,60.10547331996371
LogEE_Dzi,59.63935881232595
LogEE_Dzm,60.11940626959799
LogEE_Dzp,86.10537197733434
LogEE_Dzv,74.93485366116879
PEOE_VSA1,9.303962601591405
PEOE_VSA2,0.0
PEOE_VSA3,9.77851570501903
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,6.923737199690624
PEOE_VSA8,24.0362700599644
PEOE_VSA9,18.62813003412592
SM1_Dzare,0.9427640763145648
SpAD_Dzpe,119.33280214940066
SpAD_Dzse,120.24171122891445
SpAbs_DzZ,119.42523235421314
SpAbs_Dzi,118.48195008198002
SpAbs_Dzm,119.45528102403429
SpAbs_Dzp,175.41169611971074
SpAbs_Dzv,151.30634553494056
SpDiam_Dt,178.50128523398024
SpMAD_DzZ,6.67353583625699
SpMAD_Dzi,6.621677105427131
SpMAD_Dzm,6.67509741566421
SpMAD_Dzp,9.626540444982375
SpMAD_Dzv,8.352699262585475
SpMax_DzZ,60.10547331996371
SpMax_Dzi,59.63935881232595
SpMax_Dzm,60.11940626959799
SpMax_Dzp,86.10537197733434
SpMax_Dzv,74.93485366116879
VE1_Dzare,4.1650719418342685
VE2_Dzare,0.23139288565745936
VE3_Dzare,2.0145202133211537
VR1_Dzare,87.0803566029849
VR2_Dzare,4.837797589054717
VR3_Dzare,5.054617996379338
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4703703703703704
AETA_dBeta,0.05555555555555555
AETA_eta_B,0.006788253582712301
AETA_eta_F,0.8556864936176496
AETA_eta_L,0.2061204269796168
AETA_eta_R,1.429739866533851
BCUTare-1h,3.5549794321077837
BCUTare-1l,2.1915089038717515
ETA_beta_s,11.5
ETA_dPsi_A,0.14703571428571394
ETA_dPsi_B,0.0
ETA_eta_BR,0.2941885644888214
ETA_eta_FL,5.081857312251172
ETA_eta_RL,8.792024997884274
LogEE_Dzpe,59.71305720145132
LogEE_Dzse,60.164050924827336
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,22.12726542120333
SlogP_VSA3,9.53140013787187
SlogP_VSA4,0.0
SlogP_VSA5,6.923737199690624
SlogP_VSA6,48.93201909551955
SlogP_VSA7,0.0
SlogP_VSA8,17.457334376365903
SlogP_VSA9,0.0
SpAD_Dzare,117.93229508077212
SpAbs_Dzpe,118.58630412138487
SpAbs_Dzse,119.55058626299265
SpDiam_DzZ,92.9473278305424
SpDiam_Dzi,91.84814073460288
SpDiam_Dzm,92.96827867596352
SpDiam_Dzp,133.37245819057614
SpDiam_Dzv,116.10869741645911
SpMAD_Dzpe,6.629600119411148
SpMAD_Dzse,6.680095068273025
SpMax_Dzpe,59.71305720145132
SpMax_Dzse,60.164050924827336
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,18
AETA_beta_s,0.6388888888888888
AETA_eta_BR,0.016343809138267856
AETA_eta_FL,0.2823254062361762
AETA_eta_RL,0.48844583321579305
DetourIndex,1055
EState_VSA1,0.0
EState_VSA2,5.969305287951849
EState_VSA3,6.606881964512918
EState_VSA4,11.257379486545457
EState_VSA5,6.076020106833881
EState_VSA6,24.01811181206697
EState_VSA7,36.52867891392113
EState_VSA8,4.9839785209472085
EState_VSA9,4.736862953800049
ETA_beta_ns,12.5
ETA_shape_p,0.09842519685039369
ETA_shape_x,0.0
ETA_shape_y,0.22440944881889763
GhoseFilter,True
LogEE_Dzare,59.01852332240354
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,117.09428256849256
SpDiam_Dzpe,92.30944641632871
SpDiam_Dzse,93.04176647174756
SpMAD_Dzare,6.551794171154007
SpMax_Dzare,59.01852332240354
TopoPSA(NO),44.120000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.7214814814814814
VSA_EState9,40.27851851851851
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6944444444444444
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029629629629629624
FilterItLogS,-2.4449440781243554
SpDiam_Dzare,91.22810261384565
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5979166666666668
ETA_epsilon_2,0.8296296296296293
ETA_epsilon_3,0.4384615384615388
ETA_epsilon_4,0.5269841269841272
ETA_epsilon_5,0.8296296296296293
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.15945512820512797
ETA_dEpsilon_B,0.07093253968253954
ETA_dEpsilon_C,-0.08852258852258843
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6111111111111112
MDEDescriptor,"0.0,1.5299623047618776,0.5000000000000001,0.0,12.026972203126933,9.706377138802988,0.0,0.9654893846056297,0.0,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,37.779101999999995
BCUTDescriptor,"11.988360762177978,15.995923752262717,-0.31258236232520653,0.2869518718642472,4.356979674923111,9.343195558781371"
BPolDescriptor,21.478897999999997
TPSADescriptor,44.120000000000005
ALOGPDescriptor,"1.8694000000000015,3.494656360000006,68.7444"
XLogPDescriptor,3.0990000000000006
VAdjMaDescriptor,5.247927513443585
WeightDescriptor,242.1055278
ChiPathDescriptor,"12.794682450997078,8.792024997884274,7.308444804417697,5.74747376482364,4.5669023109539815,3.2102835593937544,2.002274553411365,1.4386135529621302,10.114182975820825,5.731799768029766,3.639934514703181,2.3404122313160443,1.5135400868396542,0.8812204022571148,0.43169275420151626,0.2495949777668172"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.25343678769327627,0.2621886974951644,0.0,0.0,0.03333333333333333,0.0679866905946334,0.05601613204808201"
AtomCountDescriptor,32
BondCountDescriptor,19
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"0.8261326131600778,0.0,0.08333333333333333,0.0,0.28206187478497946,0.0,0.02151657414559676,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,7,1,2,0,0,0"
ZagrebIndexDescriptor,86.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"36.2250993582645,2.0125055199035833,11.8518382463508,5.330636686738103,6.521201559612694"
FractionalPSADescriptor,0.1822345834104495
WienerNumbersDescriptor,"709.0,21.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.735957511505677,2.529372635961546,2.869808306086451,0.515288313643804,0.628270850620387,0.582604210663758"
FractionalCSP3Descriptor,0.14285714285714285
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,1,0,2,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"14.409972299168976,7.555555555555555,4.565992865636147"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,783.04
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.14285714285714285
AutocorrelationDescriptorMass,"20.268898673634855,20.827185597299927,26.795453000936906,22.827185597299927,21.26992483716803"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.40730077061248726,-0.2802260488466226,0.11582018173502312,-0.09774597679308618,0.1673084922275853"
EccentricConnectivityIndexDescriptor,342
AutocorrelationDescriptorPolarizability,"980.6989912293557,1098.15525277662,1406.0795332115576,1203.951816546155,1047.8764463901332"
