DLiP-ID,T000FG
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,242.105527688
MZ,0.6666666666666666
Mi,1.1221023807092174
Mm,0.6303544667388228
Mp,0.6833664296407186
Mv,0.648072498982292
SZ,21.333333333333332
Si,35.90727618269496
Sm,20.17134293564233
Sp,21.867725748502995
Sv,20.738319967433345
nB,0
nC,14
nF,0
nH,14
nI,0
nN,2
nO,2
nP,0
nS,0
nX,0
ABC,13.503978527765705
AMW,7.56579774025
IC0,1.5435644431995963
IC1,3.1984768596329824
IC2,4.093139062229566
IC3,4.640319531114783
IC4,4.788909765557392
IC5,4.788909765557392
MID,36.22509935826451
Mpe,0.9737745098039217
Mse,1.0063273852876913
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,69.62600000000003
SdO,11.150394183538124
SdS,0
Spe,31.160784313725493
SsF,0
SsI,0
Sse,32.20247632920612
StN,0
fMF,0.34375
nBr,0
nCl,0
AMID,2.0125055199035837
BIC0,0.29003857543330175
BIC1,0.6009996382148936
BIC2,0.7691082985810609
BIC3,0.8719245071297782
BIC4,0.8998448833154985
BIC5,0.8998448833154985
CIC0,3.456435556800404
CIC1,1.8015231403670176
CIC2,0.9068609377704338
CIC3,0.3596804688852169
CIC4,0.211090234442608
CIC5,0.211090234442608
GGI1,3.0
GGI2,1.5555555555555562
GGI3,0.6597222222222222
GGI4,0.5661111111111112
GGI5,0.34055555555555556
GGI6,0.17233560090702943
GGI7,0.14671910430839002
GGI8,0.11338655832703451
GGI9,0.04437500000000001
JGI1,0.15789473684210525
JGI2,0.06481481481481485
JGI3,0.03141534391534391
JGI4,0.029795321637426903
JGI5,0.02003267973856209
JGI6,0.012309685779073532
JGI7,0.01333810039167182
JGI8,0.01133865583270345
JGI9,0.0055468750000000015
MIC0,14.294582743007773
MIC1,30.019375475366
MIC2,35.30688332515538
MIC3,37.49337958736369
MIC4,37.64315854368185
MIC5,37.64315854368185
MPC2,24
MPC3,29
MPC4,35
MPC5,38
MPC6,37
MPC7,39
MPC8,39
MPC9,36
Mare,0.98675
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2929614250565029
RPCG,0.2099968106069958
SIC0,0.30871288863991925
SIC1,0.6396953719265965
SIC2,0.8186278124459132
SIC3,0.9280639062229566
SIC4,0.9577819531114784
SIC5,0.9577819531114784
SaaN,4.269964962836987
SaaO,0
SaaS,0
Sare,31.576
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,4.795559723315405
SssS,0
StCH,0
StsC,0
TIC0,49.39406218238708
TIC1,102.35125950825544
TIC2,130.98044999134612
TIC3,148.49022499567306
TIC4,153.24511249783654
TIC5,153.24511249783654
Vabc,225.3060966504887
WPol,21
apol,36.51910199999998
bpol,19.498897999999997
nRot,4
ABCGG,11.499695581390277
ATS0Z,744.0
ATS0d,100.0
ATS0i,5157.350810824486
ATS0m,2938.25069
ATS0p,48.975588667886
ATS0s,138.83333333333334
ATS0v,7283.81894689572
ATS1Z,834.0
ATS1d,121.0
ATS1i,4816.775201365601
ATS1m,3174.0869149999994
ATS1p,59.47054034
ATS1s,111.86111111111111
ATS1v,8778.238960317625
ATS2Z,1127.0
ATS2d,176.0
ATS2i,8223.202069787096
ATS2m,4188.399276
ATS2p,81.991942681396
ATS2s,185.83333333333334
ATS2v,11820.911156798675
ATS3Z,1025.0
ATS3d,179.0
ATS3i,9803.764659521788
ATS3m,3691.6287249999996
ATS3p,84.101765613339
ATS3s,183.16666666666669
ATS3v,11583.824002819767
ATS4Z,964.0
ATS4d,158.0
ATS4i,8912.127737134942
ATS4m,3460.896299
ATS4p,76.029938307943
ATS4s,184.0
ATS4v,10470.864627604313
ATS5Z,877.0
ATS5d,144.0
ATS5i,8531.570446101943
ATS5m,3133.2058369999995
ATS5p,67.953014896792
ATS5s,173.94444444444446
ATS5v,9428.379177195533
ATS6Z,746.0
ATS6d,120.0
ATS6i,7734.250201747841
ATS6m,2648.9672299999997
ATS6p,56.939394237641
ATS6s,156.44444444444446
ATS6v,7858.21918873494
ATS7Z,558.0
ATS7d,99.0
ATS7i,6204.566333005592
ATS7m,1964.997167
ATS7p,51.134381398792
ATS7s,98.16666666666667
ATS7v,6746.925116256571
ATS8Z,545.0
ATS8d,90.0
ATS8i,6226.750408203041
ATS8m,1913.5249099999999
ATS8p,46.651118323641
ATS8s,114.16666666666667
ATS8v,6168.458042530945
C1SP1,0
C1SP2,3
C1SP3,2
C2SP1,0
C2SP2,7
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.14285714285714285
GGI10,0.03295582083460871
JGI10,0.005492636805768118
JGT10,0.35197885075746993
Kier1,14.409972299168976
Kier2,7.555555555555555
Kier3,4.565992865636147
MAXdO,11.150394183538124
MID_C,28.299180235089104
MID_N,4.260600779806347
MID_O,3.6653183433690515
MID_X,0.0
MID_h,7.925919123175398
MINdO,11.150394183538124
MPC10,31
MWC01,19.0
MWC02,4.465908118654584
MWC03,5.262690188904886
MWC04,6.089044875446846
MWC05,6.90875477931522
MWC06,7.744569809354496
MWC07,8.575650760987806
MWC08,9.416459832284596
MWC09,10.254320464991228
MWC10,11.098303561076646
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,2
NdssC,1
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.5839000000000008
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.90527477843843
SRW05,2.3978952727983707
SRW06,6.329720905522696
SRW07,4.59511985013459
SRW08,7.834788107388194
SRW09,6.580639137284949
SRW10,9.384209641955154
SaaCH,13.36046802110294
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.9073088834299157
SaasN,1.7214814814814814
SdCH2,0
SddsN,0
SdsCH,2.9974074074074073
SdssC,-0.3542026748971192
SdssS,0
SsCH3,1.774269547325103
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.565051513452274
VE1_D,4.173338523013934
VE2_A,0.19805841741401523
VE2_D,0.23185214016744077
VE3_A,1.8589651684402153
VE3_D,2.016502985438879
VR1_A,182.81163790341574
VR1_D,86.82427412995979
VR2_A,10.156202105745319
VR2_D,4.8235707849977665
VR3_A,5.796242986575177
VR3_D,5.051672903347121
WPath,709
Xc-3d,0.8261326131600777
Xc-4d,0.0
Xc-5d,0.08333333333333333
Xc-6d,0.0
Xp-0d,12.794682450997078
Xp-1d,8.792024997884274
Xp-2d,7.308444804417696
Xp-3d,5.747473764823639
Xp-4d,4.56690231095398
Xp-5d,3.210283559393754
Xp-6d,2.002274553411365
Xp-7d,1.4386135529621307
ZMIC0,58.63465771678022
ZMIC1,36.33862413610059
ZMIC2,25.596522263393922
ZMIC3,21.170958593344352
ZMIC4,20.679229296672176
ZMIC5,20.679229296672176
nAcid,0
nAtom,32
nBase,0
nRing,2
piPC1,3.3141860046725258
piPC2,3.82319179172153
piPC3,4.364689715020605
piPC4,4.884221369240597
piPC5,5.2822514988612435
piPC6,5.527194449710007
piPC7,5.896123116815366
piPC8,6.217291993551349
piPC9,6.407292442251693
AATS0Z,23.25
AATS0d,3.125
AATS0i,161.1672128382652
AATS0m,91.8203340625
AATS0p,1.5304871458714375
AATS0s,4.338541666666667
AATS0v,227.61934209049124
AATS1Z,25.272727272727273
AATS1d,3.6666666666666665
AATS1i,145.9628848898667
AATS1m,96.18445196969695
AATS1p,1.8021375860606061
AATS1s,3.3897306397306397
AATS1v,266.0072412217462
AATS2Z,21.264150943396228
AATS2d,3.3207547169811322
AATS2i,155.1547560337188
AATS2m,79.02640143396226
AATS2p,1.5470177864414338
AATS2s,3.506289308176101
AATS2v,223.03605956223913
AATS3Z,16.532258064516128
AATS3d,2.8870967741935485
AATS3i,158.1252364438998
AATS3m,59.54239879032257
AATS3p,1.3564800905377257
AATS3s,2.9543010752688175
AATS3v,186.83587101322206
AATS4Z,17.214285714285715
AATS4d,2.8214285714285716
AATS4i,159.14513816312396
AATS4m,61.801719625
AATS4p,1.3576774697846965
AATS4s,3.2857142857142856
AATS4v,186.97972549293416
AATS5Z,16.547169811320753
AATS5d,2.7169811320754715
AATS5i,160.97302728494233
AATS5m,59.117091264150936
AATS5p,1.2821323565432452
AATS5s,3.2819706498951784
AATS5v,177.89394673953836
AATS6Z,15.872340425531915
AATS6d,2.5531914893617023
AATS6i,164.55851493080513
AATS6m,56.361004893617014
AATS6p,1.2114764731412977
AATS6s,3.328605200945627
AATS6v,167.19615295180722
AATS7Z,14.307692307692308
AATS7d,2.5384615384615383
AATS7i,159.09144443604083
AATS7m,50.38454274358974
AATS7p,1.3111379845844102
AATS7s,2.517094017094017
AATS7v,172.99807990401465
AATS8Z,13.974358974358974
AATS8d,2.3076923076923075
AATS8i,159.66026687700105
AATS8m,49.06474128205128
AATS8p,1.196182521119
AATS8s,2.9273504273504276
AATS8v,158.1655908341268
AMID_C,1.5721766797271723
AMID_N,0.23670004332257483
AMID_O,0.2036287968538362
AMID_X,0.0
AMID_h,0.440328840176411
ATS0dv,256.0
ATS0pe,200.9454
ATS0se,246.732424
ATS1dv,251.0
ATS1pe,215.14349999999996
ATS1se,256.547796
ATS2dv,328.0
ATS2pe,343.7747
ATS2se,416.01223200000004
ATS3dv,257.0
ATS3pe,383.0945
ATS3se,473.50415599999997
ATS4dv,246.0
ATS4pe,353.22069999999997
ATS4se,433.630932
ATS5dv,223.0
ATS5pe,332.932
ATS5se,410.22138
ATS6dv,201.0
ATS6pe,297.4052
ATS6se,367.784664
ATS7dv,123.0
ATS7pe,232.548
ATS7se,289.907836
ATS8dv,122.0
ATS8pe,233.26850000000002
ATS8se,291.750088
ATSC0Z,232.0
ATSC0c,0.6468911976903067
ATSC0d,15.5
ATSC0i,48.59824988083584
ATSC0m,1103.918524875
ATSC0p,7.299188327685874
ATSC0s,40.833333333333336
ATSC0v,1591.7793812096513
ATSC1Z,14.0
ATSC1c,-0.3304253503188383
ATSC1d,5.015625
ATSC1i,-14.854852314401485
ATSC1m,64.00350453515624
ATSC1p,-1.0835836057437445
ATSC1s,-2.3263888888888884
ATSC1v,-98.2791742169304
ATSC2Z,-5.0
ATSC2c,0.01953018626960078
ATSC2d,0.703125
ATSC2i,6.188406549459117
ATSC2m,-26.254142824218746
ATSC2p,0.21950350097002008
ATSC2s,8.9375
ATSC2v,-29.466059142790726
ATSC3Z,-11.0
ATSC3c,-0.12948826630314
ATSC3d,-1.78125
ATSC3i,-4.395647452378619
ATSC3m,-46.04224732031255
ATSC3p,0.5375286047869924
ATSC3s,-4.666666666666668
ATSC3v,74.99132439789139
ATSC4Z,-44.0
ATSC4c,0.2631998450159639
ATSC4d,-2.875
ATSC4i,-4.570057986784397
ATSC4m,-211.05014103125
ATSC4p,-0.676681955550031
ATSC4s,-9.666666666666666
ATSC4v,-291.46969732061336
ATSC5Z,-35.0
ATSC5c,-0.1186748464010288
ATSC5d,-0.421875
ATSC5i,-10.41540863376511
ATSC5m,-165.08404513671874
ATSC5p,-1.2257240848447928
ATSC5s,-8.493055555555555
ATSC5v,-220.76591574490777
ATSC6Z,-18.0
ATSC6c,-0.0680400873846382
ATSC6d,-1.265625
ATSC6i,12.348564389045457
ATSC6m,-83.70289397265626
ATSC6p,0.8667382845845579
ATSC6s,-1.2013888888888888
ATSC6v,47.07587237321647
ATSC7Z,-6.0
ATSC7c,-0.04344448743479743
ATSC7d,-2.765625
ATSC7i,3.3586806086750918
ATSC7m,-29.47839012890625
ATSC7p,-0.27868535483584767
ATSC7s,0.8958333333333339
ATSC7v,-31.786228196892125
ATSC8Z,13.0
ATSC8c,0.10671405862780348
ATSC8d,-2.015625
ATSC8i,-10.394129983081278
ATSC8m,55.4972939960938
ATSC8p,-1.7920164827297222
ATSC8s,4.645833333333334
ATSC8v,-186.3346096115635
AXp-0d,0.7108156917220598
AXp-1d,0.46273815778338284
AXp-2d,0.304518533517404
AXp-3d,0.19818875051115997
AXp-4d,0.1304829231701137
AXp-5d,0.08448114629983564
AXp-6d,0.054115528470577434
AXp-7d,0.03688752699902899
GATS1Z,0.7430120167189133
GATS1c,1.5212590324690711
GATS1d,0.7575757575757576
GATS1i,1.4188313386886944
GATS1m,0.7499353377384628
GATS1p,1.1566584355499838
GATS1s,0.5955885384456812
GATS1v,0.9971176098923038
GATS2Z,0.9239996746909566
GATS2c,1.1806275324015691
GATS2d,1.0943396226415094
GATS2i,1.0044969918800897
GATS2m,0.924383093478068
GATS2p,0.9403271214628981
GATS2s,0.5763509177255808
GATS2v,0.9275943687268255
GATS3Z,0.9795258620689656
GATS3c,1.1558352097430447
GATS3d,1.1290322580645162
GATS3i,1.0173082874500452
GATS3m,0.9769174601197264
GATS3p,0.9418606080201088
GATS3s,0.8916666666666665
GATS3v,0.94603178113945
GATS4Z,1.0618072660098523
GATS4c,0.804039030432171
GATS4d,1.1428571428571428
GATS4i,1.0775268843496635
GATS4m,1.061621983321889
GATS4p,0.9987925546173599
GATS4s,1.3564382896015548
GATS4v,1.0386457885020786
GATS5Z,1.0689655172413794
GATS5c,1.1541399905765999
GATS5d,1.0
GATS5i,1.1406158353118945
GATS5m,1.0660260817650746
GATS5p,1.0321073226989794
GATS5s,1.404569374919779
GATS5v,1.0136335751811463
GATS6Z,1.0846019809244314
GATS6c,1.2462747322609258
GATS6d,1.0
GATS6i,0.8184874000112919
GATS6m,1.077710974558842
GATS6p,0.8332384510905663
GATS6s,1.2558836300477636
GATS6v,0.8977431606736617
GATS7Z,0.9473364279398763
GATS7c,0.821383472480862
GATS7d,1.0769230769230769
GATS7i,0.9225437273039513
GATS7m,0.9536085359906208
GATS7p,1.0173971108985533
GATS7s,0.5139630211058782
GATS7v,1.0230919874604296
GATS8Z,0.9233532272325377
GATS8c,0.762822092908628
GATS8d,1.0256410256410255
GATS8i,1.0885641384429843
GATS8m,0.9305643026261662
GATS8p,1.1886053968697552
GATS8s,0.7751351822780393
GATS8v,1.1025455010738712
MATS1Z,0.05851619644723093
MATS1c,-0.4953112085297406
MATS1d,0.31378299120234604
MATS1i,-0.2964037863481061
MATS1m,0.05622154443395626
MATS1p,-0.14395405238655523
MATS1s,-0.055246340960626666
MATS1v,-0.059870744996115756
MATS2Z,-0.013012361743656475
MATS2c,0.018228429479291496
MATS2d,0.027388922702373707
MATS2i,0.07688335313272267
MATS2m,-0.01435935494732158
MATS2p,0.01815687028889545
MATS2s,0.1321524836349634
MATS2v,-0.011176692179644308
MATS3Z,-0.024471635150166853
MATS3c,-0.10331359247805026
MATS3d,-0.05931321540062435
MATS3i,-0.04668318861907099
MATS3m,-0.021526715982151143
MATS3p,0.038008899913902536
MATS3s,-0.05898617511520738
MATS3v,0.024315681020959556
MATS4Z,-0.1083743842364532
MATS4c,0.23249645686119888
MATS4d,-0.10599078341013825
MATS4i,-0.05373571503371649
MATS4m,-0.10924726587312378
MATS4p,-0.05297512350856652
MATS4s,-0.13527696793002914
MATS4v,-0.10463391769031814
MATS5Z,-0.09108653220559532
MATS5c,-0.11076474329146903
MATS5d,-0.016433353621424222
MATS5i,-0.12939866403595623
MATS5m,-0.09029052733235982
MATS5p,-0.10138933146921256
MATS5s,-0.12558079835707867
MATS5v,-0.08373812976079009
MATS6Z,-0.05282465150403522
MATS6c,-0.07161198984358472
MATS6d,-0.055593685655456415
MATS6i,0.17300074018442463
MATS6m,-0.05162446604777102
MATS6p,0.08084730200522063
MATS6s,-0.020031842524243736
MATS6v,0.020135741274436222
MATS7Z,-0.021220159151193636
MATS7c,-0.05510472093009526
MATS7d,-0.14640198511166252
MATS7i,0.05670657906782875
MATS7m,-0.02191049111308732
MATS7p,-0.03132744303426861
MATS7s,0.018001046572475154
MATS7v,-0.016384813158891523
MATS8Z,0.04597701149425287
MATS8c,0.13535545628955706
MATS8d,-0.10669975186104218
MATS8i,-0.17549020654256148
MATS8m,0.04124963953541803
MATS8p,-0.20144328830000113
MATS8s,0.09335426478283622
MATS8v,-0.09604970255070941
MAXaaN,4.269964962836987
MAXssO,4.795559723315405
MINaaN,4.269964962836987
MINssO,4.795559723315405
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.230062267850787
SpAD_D,163.77610997196868
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.377348464459756
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,345
TMWC10,106.81570239101632
TSRW10,63.691209339652026
VE1_Dt,4.1866019591285495
VE2_Dt,0.23258899772936387
VE3_Dt,2.019676081532461
VR1_Dt,86.10742469254984
VR2_Dt,4.783745816252769
VR3_Dt,5.043382305980869
Xc-3dv,0.28206187478497946
Xc-4dv,0.0
Xc-5dv,0.02151657414559676
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.25343678769327627
Xch-7d,0.2621886974951644
Xp-0dv,10.114182975820825
Xp-1dv,5.731799768029766
Xp-2dv,3.63993451470318
Xp-3dv,2.3404122313160447
Xp-4dv,1.5135400868396534
Xp-5dv,0.8812204022571146
Xp-6dv,0.4316927542015162
Xp-7dv,0.24959497776681716
Xpc-4d,1.7359575115056765
Xpc-5d,2.529372635961546
Xpc-6d,3.1428100462480266
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,33
nFRing,0
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.546919906737055
AATS0dv,8.0
AATS0pe,6.27954375
AATS0se,7.71038825
AATS1dv,7.606060606060606
AATS1pe,6.519499999999999
AATS1se,7.774175636363637
AATS2dv,6.188679245283019
AATS2pe,6.486315094339623
AATS2se,7.849287396226416
AATS3dv,4.145161290322581
AATS3pe,6.178943548387097
AATS3se,7.637163806451612
AATS4dv,4.392857142857143
AATS4pe,6.3075125
AATS4se,7.743409499999999
AATS5dv,4.2075471698113205
AATS5pe,6.281735849056604
AATS5se,7.740026037735849
AATS6dv,4.276595744680851
AATS6pe,6.327770212765957
AATS6se,7.825205617021277
AATS7dv,3.1538461538461537
AATS7pe,5.962769230769231
AATS7se,7.433534256410256
AATS8dv,3.128205128205128
AATS8pe,5.98124358974359
AATS8se,7.480771487179488
AATSC0Z,7.25
AATSC0c,0.020215349927822084
AATSC0d,0.484375
AATSC0i,1.51869530877612
AATSC0m,34.49745390234375
AATSC0p,0.22809963524018356
AATSC0s,1.2760416666666667
AATSC0v,49.743105662801604
AATSC1Z,0.42424242424242425
AATSC1c,-0.01001288940360116
AATSC1d,0.15198863636363635
AATSC1i,-0.45014703983034804
AATSC1m,1.9395001374289769
AATSC1p,-0.03283586684071953
AATSC1s,-0.07049663299663299
AATSC1v,-2.9781567944524365
AATSC2Z,-0.09433962264150944
AATSC2c,0.0003684940805585053
AATSC2d,0.013266509433962265
AATSC2i,0.11676238772564372
AATSC2m,-0.49536118536261786
AATSC2p,0.004141575490000379
AATSC2s,0.16863207547169812
AATSC2v,-0.5559633800526552
AATSC3Z,-0.1774193548387097
AATSC3c,-0.0020885204242441936
AATSC3d,-0.028729838709677418
AATSC3i,-0.07089753955449386
AATSC3m,-0.7426168922631056
AATSC3p,0.008669816206241812
AATSC3s,-0.07526881720430109
AATSC3v,1.2095374902885707
AATSC4Z,-0.7857142857142857
AATSC4c,0.004699997232427927
AATSC4d,-0.05133928571428571
AATSC4i,-0.08160817833543565
AATSC4m,-3.768752518415179
AATSC4p,-0.012083606349107696
AATSC4s,-0.17261904761904762
AATSC4v,-5.2048160235823815
AATSC5Z,-0.660377358490566
AATSC5c,-0.00223914804530243
AATSC5d,-0.007959905660377358
AATSC5i,-0.19651714403330398
AATSC5m,-3.1147933044663914
AATSC5p,-0.023126869525373447
AATSC5s,-0.16024633123689727
AATSC5v,-4.165394636696373
AATSC6Z,-0.3829787234042553
AATSC6c,-0.0014476614337157062
AATSC6d,-0.0269281914893617
