DLiP-ID,T007RJ
DLiP-Mol-ID,26022
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H18ClNO4/c1-29-22(27)16-8-6-15(7-9-16)14-25-21(26)19-4-2-3-5-20(19)23(25,28)17-10-12-18(24)13-11-17/h2-13,28H,14H2,1H3"
Standard Inchi Key(RDKit),YQGYZGTXNKOHHM-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),407.853
MW Monoisotopic(RDKit),407.092435736
MolLogP(RDKit),3.976
XLogP(SDF),
XLogP(CDK),4.619
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),66.84
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.664248704007852
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,4792156.839486208
qed,0.6642487040078524
Chi0,20.595647359318296
Chi1,13.945744101903417
TPSA,66.84
Chi0n,15.632446546862793
Chi0v,16.38837549288125
Chi1n,9.020289191805782
Chi1v,9.39825366481501
Chi2n,6.804493063478078
Chi2v,7.240928843950063
Chi3n,5.1313045912070825
Chi3v,5.383280906546568
Chi4n,3.637863966452279
