DLiP-ID,T007V2
DLiP-Mol-ID,26176
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C13H18N2O3S/c1-11(16)12-6-5-7-13(10-12)14-19(17,18)15-8-3-2-4-9-15/h5-7,10,14H,2-4,8-9H2,1H3"
Standard Inchi Key(RDKit),YXKBCWWBQVEINW-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)c1cccc(NS(=O)(=O)N2CCCCC2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),282.365
MW Monoisotopic(RDKit),282.103813436
MolLogP(RDKit),2.0318
XLogP(SDF),
XLogP(CDK),1.57
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),66.48
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.859266733810616
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,18715.67124958723
qed,0.8592667338106162
Chi0,13.880468888623982
Chi1,8.988000430147713
TPSA,66.48
Chi0n,10.925141740046653
Chi0v,11.74163832097438
Chi1n,6.377978546711846
Chi1v,7.8180418755124865
Chi2n,4.703798677952515
Chi2v,6.374453282335085
Chi3n,3.1708730282931206
Chi3v,4.709513331045885
Chi4n,2.120403855622382
Chi4v,3.4132450649898285
MolMR,74.41300000000004
MolWt,282.36499999999995
fr_SH,0
Kappa1,14.018545496589201
Kappa2,5.7094465487025845
Kappa3,3.543558724563372
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,563.00599086819
MolLogP,2.0318
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.1493821092654737
SMR_VSA1,13.212334168400758
SMR_VSA2,0.0
SMR_VSA3,4.305215991296234
SMR_VSA4,0.0
SMR_VSA5,26.186202068468653
SMR_VSA6,17.811607676277237
SMR_VSA7,29.828919765543436
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,113.34753812364276
NHOHCount,1
PEOE_VSA1,0.0
PEOE_VSA2,9.51663204852391
PEOE_VSA3,0.0
PEOE_VSA4,12.72301297562517
PEOE_VSA5,0.0
PEOE_VSA6,18.553555759849232
PEOE_VSA7,31.898114582465862
PEOE_VSA8,18.652964303522147
PEOE_VSA9,5.687386274683562
RingCount,2
