DLiP-ID,C0028Z
DLiP-Mol-ID,29410
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H21N3O3/c1-2-23-17(22)19-10-8-13(9-11-19)15-12-16(21)20(18-15)14-6-4-3-5-7-14/h3-7,12-13,18H,2,8-11H2,1H3"
Standard Inchi Key(RDKit),BESZOVZGKDHEIT-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOC(=O)N1CCC(c2cc(=O)n(-c3ccccc3)[nH]2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),315.373
MW Monoisotopic(RDKit),315.158291532
MolLogP(RDKit),2.5015
XLogP(SDF),
XLogP(CDK),2.387
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),67.33
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.946043261743257
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,269410.94499808963
qed,0.9460432617432573
Chi0,16.233840039752504
Chi1,11.185871848001627
TPSA,67.33
Chi0n,13.196157852651627
Chi0v,13.196157852651627
Chi1n,7.978242661745871
Chi1v,7.978242661745871
Chi2n,5.680921865560181
Chi2v,5.680921865560181
Chi3n,4.215454304766842
Chi3v,4.215454304766842
Chi4n,2.9798693003250074
Chi4v,2.9798693003250074
MolMR,86.95970000000004
MolWt,315.3730000000001
fr_SH,0
Kappa1,15.397777777777778
Kappa2,6.726001511715798
Kappa3,3.3062283737024223
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,712.1848647397842
MolLogP,2.501500000000001
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.7018966877451753
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
