DLiP-ID,C003IM
DLiP-Mol-ID,34060
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H14N4O3S/c1-22-11-8-6-10(7-9-11)15-20-21-16(24-15)19-17-18-14-12(23-2)4-3-5-13(14)25-17/h3-9H,1-2H3,(H,18,19,21)"
Standard Inchi Key(RDKit),FBCSWQRNKAYAGY-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(-c2nnc(Nc3nc4c(OC)cccc4s3)o2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),354.391
MW Monoisotopic(RDKit),354.078661308
MolLogP(RDKit),4.1071
XLogP(SDF),
XLogP(CDK),4.335
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),82.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.577359508395914
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,1099836.4802237803
qed,0.577359508395914
Chi0,17.225403871315223
Chi1,12.262682790722632
TPSA,82.30000000000001
Chi0n,13.516085832682709
Chi0v,14.332582413610435
Chi1n,7.451052784221442
Chi1v,8.267549365149168
Chi2n,5.0919026838220125
Chi2v,6.1225515657483776
Chi3n,3.577712136212672
Chi3v,4.51375559911483
Chi4n,2.3569222631318913
Chi4v,3.230018090343567
MolMR,95.74070000000002
MolWt,354.3910000000001
fr_SH,0
Kappa1,15.400758496655467
Kappa2,6.4040605564700295
Kappa3,2.9880476095679134
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1010.3451778705655
MolLogP,4.107100000000003
NOCount,7
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.5806382514165296
SMR_VSA1,13.890876844653445
SMR_VSA2,0.0
SMR_VSA3,15.181342137549283
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,19.536383686561397
SMR_VSA7,42.46456947923127
SMR_VSA8,0.0
SMR_VSA9,22.953199080290712
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,146.7961829805078
NHOHCount,1
PEOE_VSA1,13.890876844653445
PEOE_VSA2,5.316788604006331
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,22.501834754697384
PEOE_VSA7,36.39820241076966
PEOE_VSA8,5.563451491696996
PEOE_VSA9,18.919514999024166
RingCount,4
SMR_VSA10,32.6996236968719
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,354.07866130799994
