DLiP-ID,T000OY
NumAromaticHeterocycles,0
NumSaturatedCarbocycles,0
NumAliphaticHeterocycles,0
NumSaturatedHeterocycles,0
Mordred Descriptors
MW,351.15829153200053
MZ,0.6595744680851064
Mi,1.1247003037030303
Mm,0.6224896681587975
Mp,0.6766295451649894
Mv,0.6405846798117022
SZ,31.000000000000004
Si,52.86091427404243
Sm,29.257014403463483
Sp,31.8015886227545
Sv,30.107479951150005
nB,0
nC,20
nF,0
nH,21
nI,0
nN,3
nO,3
nP,0
nS,0
nX,0
ABC,20.22461852836958
AMW,7.47145301131916
IC0,1.5506100691153362
IC1,3.7813533426113777
IC2,4.593710990853594
IC3,5.256716511252106
IC4,5.34182289423083
IC5,5.34182289423083
MID,52.70049680926524
Mpe,0.9732165206508131
Mse,1.0064620105065787
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,99.62110000000003
SdO,23.336127983474128
SdS,0
Spe,45.741176470588215
SsF,0
SsI,0
Sse,47.303714493809196
StN,0
fMF,0.3829787234042553
nBr,0
nCl,0
AMID,2.02694218497174
BIC0,0.2647004267178521
BIC1,0.6455045425645034
BIC2,0.7841799068099493
BIC3,0.8973597755992085
BIC4,0.9118880547195253
BIC5,0.9118880547195253
CIC0,4.003978782562301
CIC1,1.77323550906626
CIC2,0.960877860824044
CIC3,0.29787234042553123
CIC4,0.21276595744680726
CIC5,0.21276595744680726
GGI1,6.5
GGI2,2.88888888888889
GGI3,1.625
GGI4,1.4488888888888891
GGI5,0.9027777777777779
GGI6,0.5657142857142857
GGI7,0.3680555555555556
GGI8,0.2829428067523306
GGI9,0.15687500000000004
JGI1,0.23214285714285712
JGI2,0.07407407407407413
JGI3,0.04166666666666667
JGI4,0.042614379084967326
JGI5,0.031130268199233726
JGI6,0.020204081632653064
JGI7,0.01363168724279835
JGI8,0.012301861163144807
JGI9,0.007843750000000002
MIC0,14.426607520499825
MIC1,32.45467518929799
MIC2,39.156921286770896
MIC3,41.22986914920493
MIC4,41.315656383247486
MIC5,41.315656383247486
MPC2,39
MPC3,48
MPC4,60
MPC5,76
MPC6,83
MPC7,92
MPC8,96
MPC9,102
Mare,0.9864680851063832
NaaN,0
NaaO,0
NaaS,0
NdNH,1
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.19007281407135632
RPCG,0.11973158690134243
SIC0,0.2791583878700598
SIC1,0.6807620588280455
SIC2,0.8270118839608025
SIC3,0.9463736473788577
SIC4,0.9616954624134699
SIC5,0.9616954624134699
SaaN,0
SaaO,0
SaaS,0
Sare,46.36400000000001
SdNH,7.380411345332275
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,8.988989441554533
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,72.8786732484208
TIC1,177.72360710273475
TIC2,215.9044165701189
TIC3,247.065676028849
TIC4,251.06567602884903
TIC5,251.06567602884903
Vabc,331.2396186996175
WPol,39
apol,53.10865299999998
bpol,22.803347
nRot,5
ABCGG,15.098434256536223
ATS0Z,1080.0
ATS0d,155.0
ATS0i,7609.2318601467305
ATS0m,4263.111914000003
ATS0p,70.67448300182896
ATS0s,263.25
ATS0v,10502.211518594255
ATS1Z,1200.0
ATS1d,193.0
ATS1i,7203.054329782745
ATS1m,4545.307440000003
ATS1p,91.21828614600007
ATS1s,168.25
ATS1v,13351.749159647872
ATS2Z,1770.0
ATS2d,304.0
ATS2i,12319.548656956842
ATS2m,6610.596535000002
ATS2p,139.67891661424508
ATS2s,292.91666666666663
ATS2v,19691.023304601593
ATS3Z,1932.0
ATS3d,349.0
ATS3i,18144.494875275235
ATS3m,6891.940523
ATS3p,166.69142991903692
ATS3s,352.38888888888886
ATS3v,22619.94862478414
ATS4Z,1818.0
ATS4d,333.0
ATS4i,20663.298490698726
ATS4m,6360.849809999999
ATS4p,158.36087214492306
ATS4s,380.9166666666667
ATS4v,20929.289276711865
ATS5Z,1568.0
ATS5d,288.0
ATS5i,19216.725721006867
ATS5m,5435.855981
ATS5p,133.90974515747007
ATS5s,363.8611111111111
ATS5v,17896.34247164784
ATS6Z,1392.0
ATS6d,245.0
ATS6i,14439.154377852274
ATS6m,5016.245572000002
ATS6p,112.80300725152702
ATS6s,278.38888888888897
ATS6v,15443.156755406982
ATS7Z,1374.0
ATS7d,220.0
ATS7i,12427.872752590687
ATS7m,4978.532718999999
ATS7p,103.60802961218799
ATS7s,312.1666666666665
ATS7v,14464.961296664645
ATS8Z,1202.0
ATS8d,205.0
ATS8i,12246.375638644235
ATS8m,4257.001335
ATS8p,96.420429521037
ATS8s,271.2222222222222
ATS8v,13257.525401803705
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,8
C2SP3,4
C3SP2,4
C3SP3,1
C4SP3,0
FCSP3,0.25
GGI10,0.1361085603509846
JGI10,0.007561586686165811
JGT10,0.48317121189256096
Kier1,20.727040816326532
Kier2,9.467455621301776
Kier3,5.75
MAXdO,12.39938084917928
MID_C,42.04871718320314
MID_N,5.461621875141544
MID_O,5.1901577509205605
MID_X,0.0
MID_h,10.651779626062103
MINdO,10.936747134294848
MPC10,103
MWC01,28.0
MWC02,4.90527477843843
MWC03,5.733341276897746
MWC04,6.5998704992128365
MWC05,7.44600149832412
MWC06,8.315077007294104
MWC07,9.168788944817948
MWC08,10.039110506320842
MWC09,10.89698003731375
MWC10,11.768117919533008
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.802570000000001
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.3612921657094255
SRW05,0.0
SRW06,6.863803391452954
SRW07,0.0
SRW08,8.450412157725886
SRW09,0.0
SRW10,10.081508207028378
SaaCH,12.35326806679433
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.068817964960193
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.044052665216951
SdssS,0
SsCH3,0
SsNH2,5.415583231831064
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.872448900856639
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.311505112815998
VE1_D,5.016005747810457
VE2_A,0.1658271197236922
VE2_D,0.19292329799270988
VE3_A,2.4167985022924774
VE3_D,2.568145394252626
VR1_A,235.52646308049145
VR1_D,153.62572787883997
VR2_A,9.058710118480441
VR2_D,5.908681841493845
VR3_A,6.417334721939441
VR3_D,5.990030750925779
WPath,1898
Xc-3d,2.052198841323242
Xc-4d,0.0
Xc-5d,0.3678511301977579
Xc-6d,0.0
Xp-0d,18.681433796945203
Xp-1d,12.41872399336994
Xp-2d,11.63972721761918
Xp-3d,8.904143419676156
Xp-4d,7.282165768802107
Xp-5d,5.725885417301129
Xp-6d,4.167769012331056
Xp-7d,3.1178540094817455
ZMIC0,85.25206540042957
ZMIC1,45.15042619224689
ZMIC2,28.60954120410961
ZMIC3,23.04080362416016
ZMIC4,22.738285424017377
ZMIC5,22.738285424017377
nAcid,1
nAtom,47
nBase,2
nRing,3
piPC1,3.6375861597263857
piPC2,4.189654742026425
piPC3,4.658710952916121
piPC4,5.1547356380700124
piPC5,5.662960480135946
piPC6,5.873173569971164
piPC7,6.171765835366381
piPC8,6.259581464064923
piPC9,6.5609422602916
AATS0Z,22.97872340425532
AATS0d,3.297872340425532
AATS0i,161.8985502158879
AATS0m,90.7045088085107
AATS0p,1.5037124042942331
AATS0s,5.601063829787234
AATS0v,223.45130890626075
AATS1Z,24.489795918367346
AATS1d,3.938775510204082
AATS1i,147.00110877107645
AATS1m,92.76137632653068
AATS1p,1.861597676448981
AATS1s,3.433673469387755
AATS1v,272.4846767275076
AATS2Z,21.325301204819276
AATS2d,3.6626506024096384
AATS2i,148.42829707176918
AATS2m,79.6457413855422
AATS2p,1.6828785134246396
AATS2s,3.5291164658634533
AATS2v,237.24124463375412
AATS3Z,16.512820512820515
AATS3d,2.982905982905983
AATS3i,155.08115278013022
AATS3m,58.90547455555556
AATS3p,1.424713076231085
AATS3s,3.0118708452041782
AATS3v,193.3328942289243
AATS4Z,14.093023255813954
AATS4d,2.5813953488372094
AATS4i,160.18060845502887
AATS4m,49.30891325581394
AATS4p,1.2276036600381632
AATS4s,2.952842377260982
AATS4v,162.2425525326501
AATS5Z,13.401709401709402
AATS5d,2.4615384615384617
AATS5i,164.24551898296468
AATS5m,46.46030752991453
AATS5p,1.144527736388633
AATS5s,3.109924026590693
AATS5v,152.96019206536616
AATS6Z,15.466666666666667
AATS6d,2.7222222222222223
AATS6i,160.43504864280305
AATS6m,55.73606191111113
AATS6p,1.2533667472391892
AATS6s,3.093209876543211
AATS6v,171.59063061563313
AATS7Z,17.615384615384617
AATS7d,2.8205128205128207
AATS7i,159.33170195629086
AATS7m,63.82734255128204
AATS7p,1.328308071951128
AATS7s,4.00213675213675
AATS7v,185.44822175211084
AATS8Z,15.81578947368421
AATS8d,2.6973684210526314
AATS8i,161.13652156110834
AATS8m,56.01317546052631
AATS8p,1.2686898621189078
AATS8s,3.568713450292397
AATS8v,174.4411237079435
AMID_C,1.6172583532001208
AMID_N,0.2100623798131363
AMID_O,0.1996214519584831
AMID_X,0.0
AMID_h,0.4096838317716193
ATS0dv,354.0
ATS0pe,294.9155999999998
ATS0se,362.55811999999986
ATS1dv,345.0
ATS1pe,317.95650000000006
ATS1se,380.0040559999997
ATS2dv,461.0
ATS2pe,521.6687999999999
ATS2se,631.4939159999998
ATS3dv,439.0
ATS3pe,719.649
ATS3se,886.302036
ATS4dv,399.0
ATS4pe,776.7750000000001
ATS4se,969.1063119999999
ATS5dv,383.0
ATS5pe,713.4064999999999
ATS5se,894.188316
ATS6dv,369.0
ATS6pe,547.3380000000001
ATS6se,682.1027120000001
ATS7dv,359.0
ATS7pe,492.8363999999999
ATS7se,605.6355319999998
ATS8dv,279.0
ATS8pe,477.4187
ATS8se,590.8061559999999
ATSC0Z,343.9148936170213
ATSC0c,1.1409109283425436
ATSC0d,28.851063829787236
ATSC0i,70.9667780947926
ATSC0m,1635.746449404255
ATSC0p,10.663227183224546
ATSC0s,101.58983451536639
ATSC0v,2334.0992085758385
ATSC1Z,-7.358080579447735
ATSC1c,-0.82865201929786
ATSC1d,6.6871887732005435
ATSC1i,13.77914710424394
ATSC1m,-27.273812017201912
ATSC1p,1.7335309860257264
ATSC1s,-11.56824354911724
ATSC1v,268.80311407010936
ATSC2Z,18.70348574015388
ATSC2c,0.4719018038666555
ATSC2d,-8.949751018560434
ATSC2i,-2.5341198669776324
ATSC2m,75.88826077546466
ATSC2p,-1.0106914528497128
ATSC2s,37.78284543031035
ATSC2v,-238.22250106221023
ATSC3Z,-129.74558623811683
ATSC3c,-0.22373913912994184
ATSC3d,-8.671797193300137
ATSC3i,-21.837551064662797
ATSC3m,-617.2345651765498
ATSC3p,-3.1698351452974336
ATSC3s,-17.62552185503747
ATSC3v,-825.9538509074162
ATSC4Z,-28.10683567224988
ATSC4c,0.08495011657382533
ATSC4d,-0.6550475328202809
ATSC4i,-31.638682292792875
ATSC4m,-142.18499585423274
ATSC4p,-4.057189115952837
ATSC4s,-5.315716010261052
ATSC4v,-601.7999506075593
ATSC5Z,-22.80941602535078
ATSC5c,-0.18098363117944558
ATSC5d,7.328202806699863
ATSC5i,12.010418687388864
ATSC5m,-90.66402500633791
ATSC5p,2.5020703609359165
ATSC5s,-43.8637015240682
ATSC5v,410.0343044393232
ATSC6Z,82.7587143503848
ATSC6c,-0.10055233365056586
ATSC6d,-1.6509732910819372
ATSC6i,-1.8527063674175244
ATSC6m,398.2930170982342
ATSC6p,1.3268323040149825
ATSC6s,-7.687980986871882
ATSC6v,517.3046456046458
ATSC7Z,-0.49705749207787786
ATSC7c,0.4127164725716201
ATSC7d,-3.157084653689452
ATSC7i,11.804259696846689
ATSC7m,-9.597502181529915
ATSC7p,-0.9077592684520019
ATSC7s,16.652331371661376
ATSC7v,-189.80968814957646
ATSC8Z,-57.3942960615663
ATSC8c,-0.025014310502218518
ATSC8d,-2.2272521502942504
ATSC8i,14.321098433055075
ATSC8m,-266.7080758664554
ATSC8p,0.9734271285098494
ATSC8s,-26.534744228157543
ATSC8v,-42.810411799102596
AXp-0d,0.7185166844978924
AXp-1d,0.44352585690606927
AXp-2d,0.29845454404151744
AXp-3d,0.18550298790991993
AXp-4d,0.12136942948003512
AXp-5d,0.07534059759606748
AXp-6d,0.050214084485916334
AXp-7d,0.0338897174943668
GATS1Z,0.8311857036801358
GATS1c,1.6546798910606222
GATS1d,0.9110830172777075
GATS1i,0.995573334415053
GATS1m,0.8325551409953034
GATS1p,0.8993852983685902
GATS1s,0.762497729326183
GATS1v,0.8627067561825384
GATS2Z,0.8001068863426982
GATS2c,0.456368557779449
GATS2d,1.4311138358744713
GATS2i,1.1101807939861057
GATS2m,0.8120018827626374
GATS2p,1.123278051617944
GATS2s,0.3775616515745922
GATS2v,1.0694643716094667
GATS3Z,1.0586002026239592
GATS3c,0.7937545718870227
GATS3d,1.1310667372614276
GATS3i,1.1443886272773276
GATS3m,1.0626413374097086
GATS3p,1.13859546367137
GATS3s,0.8294367845068877
GATS3v,1.1395680991528052
GATS4Z,0.9917497779542634
GATS4c,0.7753429277532436
GATS4d,0.8960748667992957
GATS4i,1.125434159417998
GATS4m,0.9964250675208184
GATS4p,1.1266207634421204
GATS4s,0.8017135981592701
GATS4v,1.0956463437503932
GATS5Z,1.062601391294784
GATS5c,1.0100675783024509
GATS5d,0.8244522602929684
GATS5i,0.8511038013923448
GATS5m,1.0552026124713694
GATS5p,0.8639453229291989
GATS5s,1.3005134470315696
GATS5v,0.9032855279322128
GATS6Z,0.862713437268003
GATS6c,1.0031485361092192
GATS6d,1.045214683710259
GATS6i,0.9528557169623663
GATS6m,0.8615975284976765
GATS6p,0.9287335334734377
GATS6s,0.9527692128686954
GATS6v,0.8827760894031155
GATS7Z,0.9791480275890075
GATS7c,0.8688368743097988
GATS7d,1.0424892216927615
GATS7i,0.9088281501430391
GATS7m,0.9797908627706957
GATS7p,1.0244385541372816
GATS7s,0.9804242725296893
GATS7v,1.0040477914315677
GATS8Z,1.1149101642376171
GATS8c,1.0594396566158968
GATS8d,1.0594337059462817
GATS8i,0.8415252292598555
GATS8m,1.108405227232922
GATS8p,0.9110015083013362
GATS8s,1.425181878863778
GATS8v,0.9643008363325352
MATS1Z,-0.020521794463888066
MATS1c,-0.6966621741914898
MATS1d,0.22232255734152068
MATS1i,0.1862383116656327
MATS1m,-0.01599306250042667
MATS1p,0.15593540217027857
MATS1s,-0.1092242190959809
MATS1v,0.11046298179891653
MATS2Z,0.03079578894643155
MATS2c,0.2342176735764787
MATS2d,-0.17565838575541098
MATS2i,-0.020220497219349015
MATS2m,0.026271107343837644
MATS2p,-0.05367223698781792
MATS2s,0.21060281617481633
MATS2v,-0.05779406394514552
MATS3Z,-0.15154918495675737
MATS3c,-0.07877750443624536
MATS3d,-0.12074225348561632
MATS3i,-0.12361205917037253
MATS3m,-0.15158151679420642
MATS3p,-0.11941531000465905
MATS3s,-0.06969533785520755
MATS3v,-0.14215052473713824
MATS4Z,-0.029776189407411235
MATS4c,0.02712816302969087
MATS4d,-0.008272163911184289
MATS4i,-0.16243194565932295
MATS4m,-0.03166984450291556
MATS4p,-0.13862601445674436
MATS4s,-0.019064247416208584
MATS4v,-0.09393792959398944
MATS5Z,-0.02664251253709302
MATS5c,-0.06372349005886814
MATS5d,0.10203464185765067
MATS5i,0.06798530572637657
MATS5m,-0.02226542582753382
MATS5p,0.09425900531385391
MATS5s,-0.17344709123753863
MATS5v,0.07056882351506927
MATS6Z,0.12566608925183537
MATS6c,-0.046025208299927164
MATS6d,-0.02988364470665355
MATS6i,-0.013633484037075589
MATS6m,0.12715752160757365
MATS6p,0.06498045126610562
MATS6s,-0.039520041887253464
MATS6v,0.11573971688991287
MATS7Z,-0.0008708811604134799
MATS7c,0.2179733095113933
MATS7d,-0.06593676726420089
MATS7i,0.10022750562471927
MATS7m,-0.0035354564217313883
MATS7p,-0.051296210756865815
MATS7s,0.09877068071262031
MATS7v,-0.0490007039879023
MATS8Z,-0.10320530353351824
MATS8c,-0.013558793984126566
MATS8d,-0.04774103400093152
MATS8i,0.12479739119592699
MATS8m,-0.1008334079421339
MATS8p,0.056454562875697445
MATS8s,-0.16152841015214758
MATS8v,-0.011342645518716471
MAXdNH,7.380411345332275
MAXsOH,8.988989441554533
MINdNH,7.380411345332275
MINsOH,8.988989441554533
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.73515499126467
SpAD_D,303.30525313399534
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.6514828562896464
SssNH2,0
SsssAs,0
SsssCH,0.14358954079081143
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,753
TMWC10,128.87256246815278
TSRW10,60.80006718975119
VE1_Dt,5.0524723132942775
VE2_Dt,0.19432585820362605
VE3_Dt,2.5753891355048504
VR1_Dt,149.95603628859192
VR2_Dt,5.767539857253535
VR3_Dt,5.965853604754623
Xc-3dv,0.8459978328573393
Xc-4dv,0.0
Xc-5dv,0.08273327331889536
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.21941609682128765
Xch-7d,0.3849001794597506
Xp-0dv,14.28828972388051
Xp-1dv,8.515336342738568
Xp-2dv,6.635326438627008
Xp-3dv,4.71603566471193
Xp-4dv,3.3358869239783973
Xp-5dv,2.3925387357051497
Xp-6dv,1.4285365526032354
Xp-7dv,0.8546717867442316
Xpc-4d,3.925415055298891
Xpc-5d,5.483728565558141
Xpc-6d,7.474929386936526
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,49
nFRing,1
nHBAcc,3
nHBDon,4
nHRing,0
nSpiro,0
naRing,2
piPC10,6.8168385587845
AATS0dv,7.531914893617022
AATS0pe,6.274799999999996
AATS0se,7.714002553191486
AATS1dv,7.040816326530612
AATS1pe,6.488908163265307
AATS1se,7.7551848163265245
AATS2dv,5.554216867469879
AATS2pe,6.28516626506024
AATS2se,7.608360433734937
AATS3dv,3.752136752136752
AATS3pe,6.150846153846154
AATS3se,7.575231076923077
AATS4dv,3.0930232558139537
AATS4pe,6.021511627906977
AATS4se,7.512452031007751
AATS5dv,3.2735042735042734
AATS5pe,6.097491452991452
AATS5se,7.642635179487179
AATS6dv,4.1
AATS6pe,6.081533333333335
AATS6se,7.578919022222223
AATS7dv,4.602564102564102
AATS7pe,6.318415384615384
AATS7se,7.7645581025640995
AATS8dv,3.6710526315789473
AATS8pe,6.281825
AATS8se,7.773765210526314
AATSC0Z,7.317338162064282
AATSC0c,0.024274700603032842
AATSC0d,0.6138524219103667
AATSC0i,1.5099314488253746
AATSC0m,34.803115944771385
AATSC0p,0.22687717411116054
AATSC0s,2.1614858407524764
AATSC0v,49.66168528884763
AATSC1Z,-0.15016490978464767
AATSC1c,-0.016911265699956327
AATSC1d,0.13647324026939886
AATSC1i,0.2812070837600804
AATSC1m,-0.5566084085143247
AATSC1p,0.03537818338828013
AATSC1s,-0.23608660304320897
AATSC1v,5.485777838165497
AATSC2Z,0.22534320168860097
AATSC2c,0.0056855639020078974
AATSC2d,-0.1078283255248245
AATSC2i,-0.030531564662381112
AATSC2m,0.9143163948851164
AATSC2p,-0.012177005456020637
AATSC2s,0.45521500518446206
AATSC2v,-2.870150615207352
AATSC3Z,-1.108936634513819
AATSC3c,-0.0019123003344439474
AATSC3d,-0.074117924729061
AATSC3i,-0.18664573559540854
AATSC3m,-5.275509104073076
AATSC3p,-0.027092608079465244
AATSC3s,-0.15064548594049118
AATSC3v,-7.059434623140309
AATSC4Z,-0.21788244707170448
AATSC4c,0.0006585280354560103
AATSC4d,-0.005077887851320007
AATSC4i,-0.245261103044906
AATSC4m,-1.1022092701878508
AATSC4p,-0.03145107841823905
AATSC4s,-0.04120710085473683
AATSC4v,-4.66511589618263
AATSC5Z,-0.19495227372094684
