DLiP-ID,T003EX
DLiP-Mol-ID,20169
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H24N2O6S2/c1-29-19-6-4-3-5-16(19)15-9-7-14(8-10-15)11-17(21(25)26)22-20(24)18-12-30-13-23(18)31(2,27)28/h3-10,17-18H,11-13H2,1-2H3,(H,22,24)(H,25,26)/t17-,18+/m0/s1"
Standard Inchi Key(RDKit),LBTMUQGNXSWGSG-ZWKOTPCHSA-N
Canonical SMILES(RDKit),COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@H]2CSCN2S(C)(=O)=O)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),464.565
MW Monoisotopic(RDKit),464.107578488
MolLogP(RDKit),1.8086
XLogP(SDF),
XLogP(CDK),2.543
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),113.01
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.612549926088818
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,8272470.469786884
qed,0.6125499260888184
Chi0,22.595647359318303
Chi1,14.701727166047126
TPSA,113.01
Chi0n,17.146988259702862
Chi0v,18.77998142155831
Chi1n,9.5049531080365
Chi1v,12.507965265680253
Chi2n,7.16653401435292
Chi2v,10.101372127147032
Chi3n,4.996834540569194
Chi3v,7.408006029928837
Chi4n,3.3679598610744548
Chi4v,6.104245085031642
MolMR,119.49630000000005
MolWt,464.56500000000017
fr_SH,0
Kappa1,23.11045574240962
Kappa2,9.713123441957158
Kappa3,5.57499279981476
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
