DLiP-ID,C000WZ
DLiP-Mol-ID,31488
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C8H8O4/c1-4(9)8-6(11)2-5(10)3-7(8)12/h2-3,10-12H,1H3"
Standard Inchi Key(RDKit),XLEYFDVVXLMULC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)c1c(O)cc(O)cc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),168.148
MW Monoisotopic(RDKit),168.042258736
MolLogP(RDKit),1.006
XLogP(SDF),
XLogP(CDK),1.539
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),77.76
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),12
QED Weighted(RDKit),0.546557024945103
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,348.7750033548645
qed,0.546557024945103
Chi0,9.300964908321225
Chi1,5.519744507803581
TPSA,77.76
Chi0n,6.4045896153429895
Chi0v,6.4045896153429895
Chi1n,3.279645076861121
Chi1v,3.279645076861121
Chi2n,2.4152077309484916
Chi2v,2.4152077309484916
Chi3n,1.4335471286719923
Chi3v,1.4335471286719923
Chi4n,0.9580843827366481
Chi4v,0.9580843827366481
MolMR,41.44090000000002
MolWt,168.14799999999997
fr_SH,0
Kappa1,8.387181729834792
Kappa2,2.7309251955115856
Kappa3,1.3169890868849217
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,306.8248996548373
MolLogP,1.006
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,3.3798143363005275
SMR_VSA1,20.11411936859394
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,17.696185628620217
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,3
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,68.70551070492198
NHOHCount,3
PEOE_VSA1,15.319582184522117
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,6.923737199690624
PEOE_VSA8,12.13273413692322
PEOE_VSA9,0.0
RingCount,1
SMR_VSA10,5.783244946364939
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,3
ExactMolWt,168.042258736
NumHDonors,3
PEOE_VSA10,22.81198699154871
PEOE_VSA11,5.783244946364939
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
