DLiP-ID,C100NR
ATSC2i,21.85904377680535
ATSC2m,894.3872986528928
ATSC2p,4.2466280924381365
ATSC2s,37.772908246796426
ATSC2v,795.3230938101901
ATSC3Z,-65.0
ATSC3c,0.006451536243595136
ATSC3d,-13.071797520661157
ATSC3i,-21.067817403333596
ATSC3m,-313.05064699380074
ATSC3p,-3.8926930519125196
ATSC3s,-16.862594168513606
ATSC3v,-809.9499866191369
ATSC4Z,-150.0
ATSC4c,-0.08618410667926511
ATSC4d,-4.996900826446283
ATSC4i,-61.77728598312883
ATSC4m,-655.8739161157021
ATSC4p,-9.023241947821676
ATSC4s,5.297933280066537
ATSC4v,-1030.560831257677
ATSC5Z,100.0
ATSC5c,0.1781825083990664
ATSC5d,1.9395661157024804
ATSC5i,4.533766449656634
ATSC5m,429.75338159710725
ATSC5p,5.148757079550481
ATSC5s,-22.277910418288446
ATSC5v,497.3906320847145
ATSC6Z,143.0
ATSC6c,-0.10140001289442158
ATSC6d,4.09555785123967
ATSC6i,10.601031590198568
ATSC6m,653.2244015764466
ATSC6p,-2.2331745706019266
ATSC6s,-41.001678694406024
ATSC6v,118.43302685036812
ATSC7Z,144.0
ATSC7c,-0.1021628759091523
ATSC7d,2.6518595041322315
ATSC7i,24.453274969707888
ATSC7m,671.6399333305781
ATSC7p,5.644435071752489
ATSC7s,10.92764378217578
ATSC7v,631.652533232611
ATSC8Z,3.0
ATSC8c,-0.029755574794576422
ATSC8d,-2.7556818181818175
ATSC8i,11.385008549113419
ATSC8m,11.740127204545306
ATSC8p,1.4894487084484256
ATSC8s,23.26313195180543
ATSC8v,29.428225203428866
AXp-0d,0.7321192679471151
AXp-1d,0.43688072346550927
AXp-2d,0.29122208189790744
AXp-3d,0.1840609692018607
AXp-4d,0.11659781375599763
AXp-5d,0.07177295271513653
AXp-6d,0.04717976334766516
AXp-7d,0.02913177978539695
GATS1Z,0.7225687295627952
GATS1c,1.5841172414103584
GATS1d,0.8880114432160204
GATS1i,1.1204687378020004
GATS1m,0.7073870314967092
GATS1p,0.9984226333712696
GATS1s,0.8625279011705125
GATS1v,0.8149337657279423
GATS2Z,0.6934467086937399
GATS2c,0.7294957068548464
GATS2d,1.219995671151834
GATS2i,0.9145928151355802
GATS2m,0.6780019822543959
GATS2p,0.8079181106476204
GATS2s,0.5630367447879456
GATS2v,0.714088171903357
GATS3Z,1.0611717943100372
GATS3c,0.910213933807946
GATS3d,1.3332049810937148
GATS3i,1.1849455652602796
GATS3m,1.0486036879032583
GATS3p,1.2160625474744287
GATS3s,1.0225951234135948
GATS3v,1.1260039527617576
GATS4Z,1.221218531560414
GATS4c,0.943058968367782
GATS4d,1.1683241299934044
GATS4i,1.340566554008303
GATS4m,1.1999036125535987
GATS4p,1.4191812025064605
GATS4s,1.0667512865090958
GATS4v,1.2045638346711178
GATS5Z,0.9325892745112799
GATS5c,0.8330970464214571
GATS5d,1.0456007755527972
GATS5i,0.9095972257772978
GATS5m,0.9346126729681642
GATS5p,0.8599718696622001
GATS5s,1.5700876671614532
GATS5v,0.893436558036396
GATS6Z,0.9002605804654507
GATS6c,1.0844806805729383
GATS6d,0.8993787171947201
GATS6i,0.9121721717533458
GATS6m,0.9001834077586006
GATS6p,1.020781501138479
GATS6s,1.5467552329616117
GATS6v,0.908264360484504
GATS7Z,0.7882002476013618
GATS7c,1.0817628829438843
GATS7d,0.8573147513517628
GATS7i,0.7573663734628991
GATS7m,0.7954728013559347
GATS7p,0.6988785759767123
GATS7s,1.0787093124894782
GATS7v,0.8364450257498371
GATS8Z,1.076438881452809
GATS8c,0.840864923436804
GATS8d,0.9852149221580336
GATS8i,0.8415714041278608
GATS8m,1.0848629212257457
GATS8p,0.9273564197268482
GATS8s,0.6667807722282363
GATS8v,1.011950724907771
MATS1Z,0.10790844132251423
MATS1c,-0.5983593327567007
MATS1d,0.32628065679291923
MATS1i,0.03826801541293421
MATS1m,0.10465014465354135
MATS1p,0.008918927583578724
MATS1s,-0.24043032428693847
MATS1v,0.06390016774912281
MATS2Z,0.1532033426183844
MATS2c,0.08566253522193233
MATS2d,-0.036145882183182466
MATS2i,0.16721222925313606
MATS2m,0.1602455218649827
MATS2p,0.15582682915001905
MATS2s,0.2415088484573162
MATS2v,0.20535388233224844
MATS3Z,-0.04475603267503364
MATS3c,0.003417346414998214
MATS3d,-0.19489260768111138
MATS3i,-0.13761951035643274
MATS3m,-0.047895914518290346
MATS3p,-0.12197525947879348
MATS3s,-0.09206628032245176
MATS3v,-0.17858341056421656
MATS4Z,-0.08671887318021758
MATS4c,-0.03832985617602326
MATS4d,-0.06255253663015507
MATS4i,-0.33882342553675976
MATS4m,-0.08425358034463491
MATS4p,-0.23739323284570046
MATS4s,0.024286606435652294
MATS4v,-0.19078344372704129
MATS5Z,0.05520841175437276
MATS5c,0.07567596370522625
MATS5d,0.023186311740115727
MATS5i,0.0237457906635951
MATS5m,0.05271936795243027
MATS5p,0.12935732338425215
MATS5s,-0.09752538876390879
MATS5v,0.0879321191173212
MATS6Z,0.09422829244915686
MATS6c,-0.05140092472251809
MATS6d,0.05843595922969777
MATS6i,0.06626979840376543
MATS6m,0.09564302909268632
MATS6p,-0.06696553189166414
MATS6s,-0.21423227768748535
MATS6v,0.024989800969976626
MATS7Z,0.09805013927576603
MATS7c,-0.053513883765415445
MATS7d,0.039098316959865966
MATS7i,0.15795922391060108
MATS7m,0.10161735147359816
MATS7p,0.17489990341247155
MATS7s,0.05899975874524737
MATS7v,0.1377236898442287
MATS8Z,0.00238758456028651
MATS8c,-0.0182176976229764
MATS8d,-0.04748849505532163
MATS8i,0.08595934651651024
MATS8m,0.002076136713273946
MATS8p,0.05394440713074191
MATS8s,0.14680595570123603
MATS8v,0.007499740949773494
MAXaaN,3.9671123966135378
MAXsCl,6.064502686583764
MAXsOH,10.151447421459146
MAXssS,1.0558412424249364
MINaaN,3.8976679521690936
MINsCl,6.064502686583764
MINsOH,10.151447421459146
MINssS,1.0558412424249364
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.828609090241033
SdssSe,0
SdsssP,0
SpAD_A,33.30812989712898
SpAD_D,286.83046200204325
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,740
TMWC10,132.42565556385875
TSRW10,75.50213994783019
VE1_Dt,5.1202322015865604
VE2_Dt,0.18963822968839114
VE3_Dt,2.62645156290571
VR1_Dt,161.6123269639134
VR2_Dt,5.9856417394042
VR3_Dt,6.078452196905339
Xc-3dv,1.666063175304406
Xc-4dv,0.05103103630798288
Xc-5dv,0.3631516956351165
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.21317318372707686
Xch-7d,0.44304854078627315
Xp-0dv,17.12827187518659
Xp-1dv,10.517138744397412
Xp-2dv,9.063136172539732
Xp-3dv,6.677395846183167
Xp-4dv,4.910004460843494
Xp-5dv,3.2827091710966356
Xp-6dv,2.23822245335992
Xp-7dv,1.2418413886727986
Xpc-4d,5.728958559603641
Xpc-5d,8.643085338632256
Xpc-6d,12.489839238290724
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,46
nFRing,0
nHBAcc,6
nHBDon,3
nHRing,1
nSpiro,0
naRing,3
piPC10,7.106439627963682
AATS0dv,8.465768799102133
AATS0pe,6.558820454545454
AATS0se,8.018810795454543
AATS1dv,6.886473429951692
AATS1pe,6.67790652173913
AATS1se,7.996285260869563
AATS2dv,6.869883040935672
AATS2pe,6.5964131578947365
AATS2se,7.970917710526315
AATS3dv,4.963795255930087
AATS3pe,6.562435955056179
AATS3se,7.9762041123595475
AATS4dv,4.436757512229211
AATS4pe,6.409159433962264
AATS4se,7.91031455660377
AATS5dv,4.6613279946613275
AATS5pe,6.463445945945944
AATS5se,8.014210864864866
AATS6dv,4.321385902031063
AATS6pe,6.643908602150538
AATS6se,8.145375612903226
AATS7dv,3.7913580246913576
AATS7pe,6.412723333333334
AATS7se,7.93700697777778
AATS8dv,4.11976911976912
AATS8pe,6.331806493506495
AATS8se,7.844802077922075
AATSC0Z,16.318181818181817
AATSC0c,0.021212122645279944
AATSC0d,0.753615702479339
AATSC0i,1.7200835031498392
AATSC0m,73.43889422107439
AATSC0p,0.35858193182525366
AATSC0s,2.057945097210727
AATSC0v,50.95972587069375
AATSC1Z,1.7608695652173914
AATSC1c,-0.01269247155238301
AATSC1d,0.24589022637441596
AATSC1i,0.06582418201007191
AATSC1m,7.685390903431556
AATSC1p,0.0031981662827292004
AATSC1s,-0.49479240708709027
AATSC1v,3.2563350315866444
AATSC2Z,2.5
AATSC2c,0.0018170842032332415
AATSC2d,-0.027240104393214476
AATSC2i,0.2876189970632283
AATSC2m,11.768253929643327
AATSC2p,0.055876685426817584
AATSC2s,0.49701195061574244
AATSC2v,10.46477755013408
AATSC3Z,-0.7303370786516854
AATSC3c,7.248917127634985e-05
AATSC3d,-0.14687412944563097
AATSC3i,-0.2367170494756584
AATSC3m,-3.5174229999303455
AATSC3p,-0.04373812417879235
AATSC3s,-0.18946735020801805
AATSC3v,-9.100561647406032
AATSC4Z,-1.4150943396226414
AATSC4c,-0.0008130576101817463
AATSC4d,-0.047140573834398895
