DLiP-ID,C0010W
DLiP-Mol-ID,31657
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H16N4O5S2/c1-2-12-16-17-14(24-12)18-25(22,23)10-5-3-9(4-6-10)15-11(19)7-8-13(20)21/h3-6H,2,7-8H2,1H3,(H,15,19)(H,17,18)(H,20,21)"
Standard Inchi Key(RDKit),UJNCDCNAKQUXAW-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)s1
SMILES(SDF),
MW(SDF),
MW(RDKit),384.439
MW Monoisotopic(RDKit),384.056211612
MolLogP(RDKit),1.7046
XLogP(SDF),
XLogP(CDK),1.102
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),138.35
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.629414590498951
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,344316.18123098754
qed,0.6294145904989511
Chi0,18.449382989376325
Chi1,11.796862180437596
TPSA,138.35
Chi0n,13.2218519496012
Chi0v,14.854845111456653
Chi1n,7.268032755987147
Chi1v,9.567692584509267
Chi2n,4.926297704574008
Chi2v,7.670771742712312
