DLiP-ID,I0010I
CIC1,1.919286628208856
CIC2,1.1865011629919504
CIC3,0.4888267443872998
CIC4,0.37824796526721904
CIC5,0.37824796526721904
GGI1,6.0
GGI2,3.555555555555557
GGI3,2.7222222222222223
GGI4,1.6322222222222225
GGI5,1.0902777777777775
GGI6,0.8652154195011338
GGI7,0.3594458616780045
GGI8,0.23406399596875785
GGI9,0.10938271604938274
JGI1,0.2222222222222222
JGI2,0.09116809116809121
JGI3,0.06805555555555555
JGI4,0.04080555555555556
JGI5,0.02946696696696697
JGI6,0.026218649075791932
JGI7,0.010571937108176603
JGI8,0.011145904569940851
JGI9,0.0072921810699588495
MIC0,18.876321451804113
MIC1,35.43304250005782
MIC2,42.11973612838474
MIC3,44.03969024899647
MIC4,44.15115365834951
MIC5,44.15115365834951
MPC2,39
MPC3,51
MPC4,67
MPC5,76
MPC6,77
MPC7,94
MPC8,93
MPC9,90
Mare,0.9970232558139537
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.24633949405440594
RPCG,0.13184751261982433
SIC0,0.3137713861979021
SIC1,0.6462969068094753
SIC2,0.7813410851426306
SIC3,0.9099146896649837
SIC4,0.9302931238400318
SIC5,0.9302931238400318
SaaN,3.9233967344717704
SaaO,5.181081706226006
SaaS,0
Sare,42.87200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.243982662509447
SssS,0
StCH,0
StsC,0
TIC0,73.21208440026696
TIC1,150.8000594392094
TIC2,182.30983444353635
TIC3,212.30983444353632
TIC4,217.0647219456998
TIC5,217.0647219456998
Vabc,304.6865980277296
WPol,40
apol,50.37027399999999
bpol,28.755725999999996
nRot,5
ABCGG,16.627262419438125
ATS0Z,1276.0
ATS0d,150.0
ATS0i,6882.431222086583
ATS0m,5059.151032000001
ATS0p,71.606048287282
ATS0s,219.29946844993142
ATS0v,10131.780322312121
ATS1Z,1469.0
ATS1d,183.0
ATS1i,6490.8977435705965
ATS1m,5669.488683000002
ATS1p,88.33384557000004
ATS1s,138.49845679012344
ATS1v,12619.45082246956
ATS2Z,1959.0
ATS2d,286.0
ATS2i,11405.02462787432
ATS2m,7467.5458279999975
ATS2p,126.26302293164095
ATS2s,299.9969135802468
ATS2v,17999.962146412196
ATS3Z,2212.0
ATS3d,307.0
ATS3i,13290.642433013576
ATS3m,8293.271902999999
ATS3p,143.54136294024494
ATS3s,300.9429012345678
ATS3v,20031.114456581687
ATS4Z,2347.0
ATS4d,318.0
ATS4i,15397.50273381828
ATS4m,8662.137831000002
ATS4p,152.06894229594297
ATS4s,390.29938271604937
ATS4v,20739.86790014926
ATS5Z,2143.0
ATS5d,297.0
ATS5i,16002.402758104574
ATS5m,7715.397977999999
ATS5p,149.96345919764104
ATS5s,386.17283950617275
ATS5v,20247.15608598448
ATS6Z,1984.0
ATS6d,284.0
ATS6i,17944.284176255707
ATS6m,7207.751669000001
ATS6p,135.018644248621
ATS6s,357.83796296296276
ATS6v,18257.695269063915
ATS7Z,1817.0
ATS7d,240.0
ATS7i,13234.531599280865
ATS7m,6652.104105999998
ATS7p,115.93539768218797
ATS7s,365.16666666666663
ATS7v,16381.322031415019
ATS8Z,1211.0
ATS8d,203.0
ATS8i,13574.88364580515
ATS8m,4038.0782649999996
ATS8p,104.97717903539596
ATS8s,284.6666666666666
ATS8v,14338.699249129819
C1SP1,0
C1SP2,0
C1SP3,2
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.16666666666666666
GGI10,0.048366493214978074
JGI10,0.004836649321497808
JGT10,0.5117837126137575
Kier1,19.753086419753085
Kier2,8.347140039447732
Kier3,4.465974625144176
MAXdO,12.842795020786092
MID_C,36.81633295145131
MID_N,4.005151043580996
MID_O,7.390647146043764
MID_X,0.0
MID_h,13.644948682046465
MINdO,12.842795020786092
MPC10,83
MWC01,27.0
MWC02,4.890349128221754
MWC03,5.746203190540153
MWC04,6.647688373563329
MWC05,7.522400231387125
MWC06,8.428799040653642
MWC07,9.312264991698108
MWC08,10.220230730583488
MWC09,11.108994179953779
MWC10,12.017457324487589
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.7678400000000023
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.351858133476067
SRW05,2.3978952727983707
SRW06,6.892641641172089
SRW07,4.727387818712341
SRW08,8.520985989654934
SRW09,6.78332520060396
SRW10,10.196716711417025
SaaCH,13.676443931082279
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.593478663325346
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,5.036572604350383
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5641640684051397
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.339273553908011
VE1_D,4.925008951612121
VE2_A,0.17357094215632046
VE2_D,0.19700035806448482
VE3_A,2.383997682084058
VE3_D,2.510616824082773
VR1_A,209.92915006913054
VR1_D,146.15569104868112
VR2_A,8.397166002765221
VR2_D,5.8462276419472445
VR3_A,6.263060825042789
VR3_D,5.9009631624521415
WPath,1453
Xc-3d,2.2883010563171156
Xc-4d,0.2041241452319315
Xc-5d,0.5561337577825363
Xc-6d,0.08333333333333333
Xp-0d,18.02673325856595
Xp-1d,11.919852082725852
Xp-2d,11.153962695473403
Xp-3d,9.037447086976522
Xp-4d,7.748549826983925
Xp-5d,5.727230633347387
Xp-6d,3.358605160819824
Xp-7d,2.735098276266961
ZMIC0,81.36502553958034
ZMIC1,48.237471747372666
ZMIC2,32.200200255574465
ZMIC3,26.700691024328293
ZMIC4,26.275274140102198
ZMIC5,26.275274140102198
nAcid,0
nAtom,43
nBase,0
nRing,3
piPC1,3.6506582412937387
piPC2,4.3208159036289855
piPC3,4.862715164019633
piPC4,5.452378756674802
piPC5,5.879484951370275
piPC6,6.093428676570475
piPC7,6.572413652979797
piPC8,6.838773568147191
piPC9,7.081222648729399
AATS0Z,29.674418604651162
AATS0d,3.488372093023256
AATS0i,160.0565400485252
AATS0m,117.65467516279071
AATS0p,1.6652569369135348
AATS0s,5.099987638370498
AATS0v,235.62279819330513
AATS1Z,32.644444444444446
AATS1d,4.066666666666666
AATS1i,144.2421720793466
AATS1m,125.98863740000004
AATS1p,1.9629743460000009
AATS1s,3.0777434842249654
AATS1v,280.43224049932354
AATS2Z,26.12
AATS2d,3.8133333333333335
AATS2i,152.06699503832425
AATS2m,99.56727770666663
AATS2p,1.6835069724218792
AATS2s,3.9999588477366244
AATS2v,239.99949528549595
AATS3Z,25.42528735632184
AATS3d,3.528735632183908
AATS3i,152.76600497716754
AATS3m,95.32496440229883
AATS3p,1.6499007234510912
AATS3s,3.4591138072938827
AATS3v,230.24269490323778
AATS4Z,23.707070707070706
AATS4d,3.212121212121212
AATS4i,155.5303306446291
AATS4m,87.49634172727275
AATS4p,1.5360499221812423
AATS4s,3.942418007232822
AATS4v,209.49361515302283
AATS5Z,20.805825242718445
AATS5d,2.883495145631068
AATS5i,155.36313357383082
AATS5m,74.90677648543688
AATS5p,1.4559559145402043
AATS5s,3.7492508689919686
AATS5v,196.57433093188814
AATS6Z,18.036363636363635
AATS6d,2.581818181818182
AATS6i,163.12985614777915
AATS6m,65.52501517272728
AATS6p,1.227442220442009
AATS6s,3.2530723905723886
AATS6v,165.97904790058104
AATS7Z,21.63095238095238
AATS7d,2.857142857142857
AATS7i,157.5539476104865
AATS7m,79.19171554761903
AATS7p,1.380183305740333
AATS7s,4.347222222222221
AATS7v,195.01573846922642
AATS8Z,14.416666666666666
AATS8d,2.4166666666666665
AATS8i,161.60575768815656
AATS8m,48.07236029761904
AATS8p,1.249728321849952
AATS8s,3.388888888888888
AATS8v,170.6988005848788
AMID_C,1.4726533180580523
AMID_N,0.16020604174323985
AMID_O,0.2956258858417506
AMID_X,0.0
AMID_h,0.5457979472818586
ATS0dv,372.44444444444446
ATS0pe,276.63899999999995
ATS0se,339.21562499999993
ATS1dv,322.33333333333337
ATS1pe,297.05070000000006
ATS1se,355.95567599999976
ATS2dv,537.3333333333333
ATS2pe,491.42179999999996
ATS2se,594.9748459999997
ATS3dv,469.6666666666667
ATS3pe,569.9947000000001
ATS3se,692.5246260000002
ATS4dv,534.3333333333334
ATS4pe,652.2837999999997
ATS4se,796.077414
ATS5dv,476.33333333333337
ATS5pe,664.5024999999998
ATS5se,817.0748620000003
ATS6dv,440.66666666666663
ATS6pe,687.7119000000002
ATS6se,859.712768
ATS7dv,473.0
ATS7pe,555.7808
ATS7se,679.1882639999999
ATS8dv,200.0
ATS8pe,544.874
ATS8se,672.6582679999999
ATSC0Z,454.046511627907
ATSC0c,0.7885757531264838
ATSC0d,29.441860465116278
ATSC0i,66.89051749610157
ATSC0m,2071.728665860465
ATSC0p,12.602222639954647
ATSC0s,76.02513398411332
ATSC0v,2166.1602516994167
ATSC1Z,112.53272038939967
ATSC1c,-0.3241662778427581
ATSC1d,12.793401838831798
ATSC1i,-4.019585643608358
ATSC1m,485.3702177971883
ATSC1p,-1.150933542124309
ATSC1s,-17.852951090976408
ATSC1v,31.280146797647348
ATSC2Z,109.19794483504603
ATSC2c,0.0038087438996728803
ATSC2d,3.9967550027041585
ATSC2i,3.394143088689077
ATSC2m,521.2396170340727
ATSC2p,2.4358385979168418
ATSC2s,35.51261243240516
ATSC2v,519.5738270328034
ATSC3Z,-11.768523526230386
ATSC3c,-0.26681389810645006
ATSC3d,-11.684694429421313
ATSC3i,-7.398111026608061
ATSC3m,-63.93603639210352
ATSC3p,-0.3715308324337128
ATSC3s,-16.617730888902244
ATSC3v,-180.9168094045719
ATSC4Z,-115.20010816657654
ATSC4c,0.4432685496329176
ATSC4d,-15.598702001081673
ATSC4i,-9.621546482157811
ATSC4m,-530.4371812833962
ATSC4p,-1.9886199525036157
ATSC4s,12.05672768470853
ATSC4v,-670.2293567260342
ATSC5Z,-286.460248783126
ATSC5c,-0.15639537518477442
ATSC5d,3.081124932395889
ATSC5i,-34.77553387728204
ATSC5m,-1291.9809598518116
ATSC5p,-7.122797478531861
ATSC5s,-17.666211614033752
ATSC5v,-1080.57407497525
ATSC6Z,156.16008653326122
ATSC6c,-0.5113929771720443
ATSC6d,-0.33964305029745867
ATSC6i,14.679191808514215
ATSC6m,730.1374769848564
ATSC6p,4.377049727926033
ATSC6s,-41.911309110474576
ATSC6v,1005.3532645297605
ATSC7Z,-118.7187669010275
ATSC7c,0.7499850647355372
ATSC7d,-18.444564629529477
ATSC7i,-7.5618552389373965
ATSC7m,-512.0210373553272
ATSC7p,-5.524226233625643
ATSC7s,47.041208739236204
ATSC7v,-467.65894162515315
ATSC8Z,-374.95132504056244
ATSC8c,-0.3704487288536965
ATSC8d,-5.2120064899945895
ATSC8i,17.018021386947098
ATSC8m,-1747.9360680297455
ATSC8p,0.7395442197588661
ATSC8s,-66.41678963381385
ATSC8v,-947.2762853475115
AXp-0d,0.7210693303426381
AXp-1d,0.44147600306392043
AXp-2d,0.285999043473677
AXp-3d,0.1772048448426769
AXp-4d,0.11564999741767051
AXp-5d,0.07535829780720245
AXp-6d,0.04361824884181589
AXp-7d,0.029096790173052778
GATS1Z,0.8068189578638256
GATS1c,1.4075624310474324
GATS1d,0.8083728278041075
GATS1i,1.201560075342554
GATS1m,0.795268407015243
GATS1p,1.2535516567249325
GATS1s,0.7826759069895242
GATS1v,0.9399629407988341
GATS2Z,0.7911964761319401
GATS2c,1.1431042636287245
GATS2d,1.1222116903633492
GATS2i,1.0195158934897477
GATS2m,0.7801010197678326
GATS2p,0.8916091835859582
GATS2s,0.5905418326162443
GATS2v,0.8039739174713754
GATS3Z,1.0414397134561177
GATS3c,1.288496124975605
GATS3d,1.3937462548346682
GATS3i,1.1281400987278623
GATS3m,1.0297490523585193
GATS3p,1.075764510463345
GATS3s,1.05954793889801
GATS3v,0.9760737047903465
GATS4Z,1.253909717953971
GATS4c,1.0063913164737954
GATS4d,1.3905165398056394
GATS4i,1.1199178995869832
GATS4m,1.2334392395250666
GATS4p,1.178451365764937
GATS4s,1.1261874499394389
GATS4v,1.070885263250204
GATS5Z,1.4575727558613447
GATS5c,1.0736153243593527
GATS5d,1.0387429255049925
GATS5i,1.2436487224104975
GATS5m,1.4302057161255313
GATS5p,1.3880034000303603
GATS5s,1.5156276554699504
GATS5v,1.1757070964418128
GATS6Z,0.9077764429792703
GATS6c,1.1899348665246263
GATS6d,1.024515295131409
GATS6i,0.8458591946384023
GATS6m,0.9045586559665819
GATS6p,0.8374171192709327
GATS6s,1.7022380582285446
GATS6v,0.8043620478514283
GATS7Z,1.257580413849621
GATS7c,0.9208389031477174
GATS7d,1.41804897314376
GATS7i,1.0661592900440904
GATS7m,1.2338973737848413
GATS7p,1.2935950784094519
GATS7s,0.895782445669953
GATS7v,1.0500729466797145
GATS8Z,1.1397510755992624
GATS8c,1.5631062760201215
GATS8d,0.8236571879936809
GATS8i,0.7987792615629218
GATS8m,1.171832563190257
GATS8p,0.7103271299256276
GATS8s,1.7832187506933415
GATS8v,1.106516461118828
MATS1Z,0.23682874638621407
MATS1c,-0.39280802952450083
MATS1d,0.4152185360716166
MATS1i,-0.057421253961821614
MATS1m,0.2238701504497843
MATS1p,-0.08726880739000144
MATS1s,-0.22439271993402837
MATS1v,0.01379857193281786
MATS2Z,0.1378863620842724
MATS2c,0.0027691440259921354
MATS2d,0.07783043707214313
MATS2i,0.029091946716689958
MATS2m,0.14424864222043968
MATS2p,0.11081755200689596
MATS2s,0.26781359524470283
MATS2v,0.13751937047675547
MATS3Z,-0.012810640367175549
MATS3c,-0.16723001604205398
MATS3d,-0.19615587151132183
MATS3i,-0.054664514055432024
MATS3m,-0.015253237661754704
MATS3p,-0.014571253563280801
MATS3s,-0.10803481445565757
MATS3v,-0.04127979582948546
MATS4Z,-0.11020106825269702
MATS4c,0.24415001782728352
MATS4d,-0.23012111637704064
MATS4i,-0.06247605339574435
MATS4m,-0.11120756825865079
MATS4p,-0.06853902239719566
MATS4s,0.0688819635702868
MATS4v,-0.13438974349648983
MATS5Z,-0.2633875558685054
MATS5c,-0.08279645027954449
MATS5d,0.04368932038834951
MATS5i,-0.2170403499756916
MATS5m,-0.26034813383872807
MATS5p,-0.23595798525456047
MATS5s,-0.09701021452795112
MATS5v,-0.2082548825379671
MATS6Z,0.13444525153191408
MATS6c,-0.2535053392283963
MATS6d,-0.0045095504811144705
MATS6i,0.08578539589682341
MATS6m,0.1377677405686054
MATS6p,0.1357719649058356
MATS6s,-0.21550125444841853
MATS6v,0.1814278192813731
MATS7Z,-0.13384686490863493
MATS7c,0.48685357681038605
MATS7d,-0.32069510268562407
MATS7i,-0.05786993210019831
MATS7m,-0.12651560580147
MATS7p,-0.22439515596768977
MATS7s,0.31674549583040457
MATS7v,-0.11051667990742747
MATS8Z,-0.42273063189627413
MATS8c,-0.2404771736766255
MATS8d,-0.09062100353569545
MATS8i,0.13023678859537932
MATS8m,-0.43189864168717235
MATS8p,0.030040431640483038
MATS8s,-0.4472082994431919
MATS8v,-0.22385935709438615
MAXaaN,3.9233967344717704
MAXaaO,5.181081706226006
MAXssO,5.243982662509447
MINaaN,3.9233967344717704
MINaaO,5.181081706226006
MINssO,5.243982662509447
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,-3.821377078609219
SdssSe,0
SdsssP,0
SpAD_A,31.66382362504616
SpAD_D,240.4676796452967
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,722
TMWC10,127.89438719108898
TSRW10,73.87814395306725
VE1_Dt,4.927470886922464
VE2_Dt,0.19709883547689855
VE3_Dt,2.5111165836157903
VR1_Dt,144.98903783406186
VR2_Dt,5.799561513362474
VR3_Dt,5.892948870292418
Xc-3dv,1.1328585437850691
Xc-4dv,0.05103103630798288
Xc-5dv,0.21759793407088152
Xc-6dv,0.01473139127471974
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4181090996453738
Xch-7d,0.4794892831269672
Xp-0dv,14.923753782264008
Xp-1dv,9.096139910139893
Xp-2dv,7.1871573779939455
Xp-3dv,5.20368875705724
Xp-4dv,3.908353951607918
Xp-5dv,2.5227779285508443
Xp-6dv,1.4535773135260686
Xp-7dv,1.0081868006276098
Xpc-4d,4.58586027708946
Xpc-5d,8.01893117909643
Xpc-6d,11.704684868538454
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,45
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,1
nSpiro,0
naRing,3
piPC10,7.237531037012228
AATS0dv,8.661498708010337
AATS0pe,6.433465116279069
AATS0se,7.8887354651162775
AATS1dv,7.162962962962964
AATS1pe,6.601126666666668
AATS1se,7.9101261333333275
AATS2dv,7.1644444444444435
AATS2pe,6.552290666666666
AATS2se,7.932997946666663
AATS3dv,5.398467432950191
AATS3pe,6.5516632183908055
AATS3se,7.9600531724137955
AATS4dv,5.397306397306398
AATS4pe,6.58872525252525
AATS4se,8.041186
AATS5dv,4.624595469255664
AATS5pe,6.45148058252427
AATS5se,7.93276565048544
AATS6dv,4.006060606060606
AATS6pe,6.251926363636366
AATS6se,7.815570618181818
AATS7dv,5.630952380952381
AATS7pe,6.616438095238095
AATS7se,8.08557457142857
AATS8dv,2.380952380952381
AATS8pe,6.486595238095238
AATS8se,8.007836523809523
AATSC0Z,10.559221200649
AATSC0c,0.018338971002941483
AATSC0d,0.6846944294213088
AATSC0i,1.555593430141897
AATSC0m,48.17973641535965
AATSC0p,0.29307494511522436
AATSC0s,1.7680263717235656
AATSC0v,50.37581980696318
AATSC1Z,2.500727119764437
AATSC1c,-0.007203695063172402
AATSC1d,0.28429781864070663
AATSC1i,-0.08932412541351907
AATSC1m,10.786004839937517
AATSC1p,-0.025576300936095756
AATSC1s,-0.3967322464661424
AATSC1v,0.6951143732810522
AATSC2Z,1.4559725978006137
AATSC2c,5.0783251995638405e-05
AATSC2d,0.053290066702722114
AATSC2i,0.04525524118252103
AATSC2m,6.949861560454303
AATSC2p,0.032477847972224555
AATSC2s,0.4735014990987355
AATSC2v,6.927651027104045
AATSC3Z,-0.13527038535896996
AATSC3c,-0.0030668264150166672
AATSC3d,-0.13430683252208406
AATSC3i,-0.08503575892652944
AATSC3m,-0.7348969700241783
AATSC3p,-0.004270469338318538
AATSC3s,-0.19100840102186487
AATSC3v,-2.0795035563743896
AATSC4Z,-1.1636374562280458
AATSC4c,0.004477460097302198
AATSC4d,-0.15756264647557244
AATSC4i,-0.09718733820361425
