DLiP-ID,J00079
DLiP-Mol-ID,26978
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H36N4O2/c1-4-8-20(2)29-17-15-25(16-18-29)30(19-22-9-6-5-7-10-22)26(32)28-24-13-11-23(12-14-24)27-21(3)31/h5-7,9-14,20,25H,4,8,15-19H2,1-3H3,(H,27,31)(H,28,32)"
Standard Inchi Key(RDKit),ZWRHRIZWIMQVRJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(NC(C)=O)cc2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),436.6
MW Monoisotopic(RDKit),436.283826392
MolLogP(RDKit),5.3321
XLogP(SDF),
XLogP(CDK),4.228
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),64.68
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.587628557330598
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,14369309.99453045
qed,0.5876285573305974
Chi0,22.924074484064487
Chi1,15.456728795830724
TPSA,64.68
Chi0n,19.51152420131936
Chi0v,19.51152420131936
Chi1n,11.69174228568859
Chi1v,11.69174228568859
Chi2n,8.707028048840458
Chi2v,8.707028048840458
Chi3n,6.182785759274447
Chi3v,6.182785759274447
Chi4n,4.420903991634202
Chi4v,4.420903991634202
MolMR,130.71440000000004
MolWt,436.6000000000002
fr_SH,0
Kappa1,23.795811346111723
Kappa2,11.672253664812908
Kappa3,6.821485434526178
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
