DLiP-ID,C101BN
DLiP-Mol-ID,36660
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H13ClF3N3O3S2/c1-16(25,17(19,20)21)9-2-4-11(12(18)6-9)15-24-8-14(28-15)29(26,27)10-3-5-13(22)23-7-10/h2-8,25H,1H3,(H2,22,23)/t16-/m0/s1"
Standard Inchi Key(RDKit),UEFBMKGVQXOXRD-INIZCTEOSA-N
Canonical SMILES(RDKit),C[C@](O)(c1ccc(-c2ncc(S(=O)(=O)c3ccc(N)nc3)s2)c(Cl)c1)C(F)(F)F
SMILES(SDF),
MW(SDF),
MW(RDKit),463.89
MW Monoisotopic(RDKit),463.003895616
MolLogP(RDKit),4.0433
XLogP(SDF),
XLogP(CDK),2.874
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),106.17
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.604397071274765
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Glucokinase/Glucokinase regulatory protein
Common Target Pref Name,Glucokinase/Glucokinase regulatory protein
RDKit Descriptors
Ipc,2085347.2976470666
qed,0.6043970712747647
Chi0,21.61251969619286
Chi1,13.336372094396715
TPSA,106.17
Chi0n,14.605293993909243
Chi0v,16.994216101783156
Chi1n,7.857719911043757
Chi1v,10.535344212575106
Chi2n,6.171250746447575
Chi2v,9.785622633122376
Chi3n,4.13245081307661
Chi3v,7.675894485355002
Chi4n,2.329943527949664
Chi4v,5.172117452771546
MolMR,102.287
MolWt,463.8900000000001
fr_SH,0
