DLiP-ID,C100IF
DLiP-Mol-ID,31621
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H14N2OS2/c22-17-12-24-19(21-17)10-18-20-16(11-23-18)15-8-6-14(7-9-15)13-4-2-1-3-5-13/h1-9,11-12,22H,10H2"
Standard Inchi Key(RDKit),QOOSZVJRQSFDSU-UHFFFAOYSA-N
Canonical SMILES(RDKit),Oc1csc(Cc2nc(-c3ccc(-c4ccccc4)cc3)cs2)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),350.468
MW Monoisotopic(RDKit),350.054755068
MolLogP(RDKit),5.23
XLogP(SDF),
XLogP(CDK),4.468
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),46.01
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.548014575162439
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
Common Target Pref Name,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
RDKit Descriptors
Ipc,714932.440032355
qed,0.5480145751624386
Chi0,16.355160383312146
Chi1,11.775989583278102
TPSA,46.010000000000005
Chi0n,12.716097109700035
Chi0v,14.349090271555488
Chi1n,7.514194657949841
Chi1v,9.273500280459631
Chi2n,5.346080074051557
Chi2v,7.231387756493358
Chi3n,3.681608763535487
Chi3v,5.366791084586692
Chi4n,2.5004674252452856
Chi4v,4.059830072303905
MolMR,99.5708
MolWt,350.468
fr_SH,0
Kappa1,15.052686380674718
Kappa2,6.549149338374291
Kappa3,3.2237048665620094
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,942.934348439888
MolLogP,5.230000000000004
NOCount,3
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.5383355309757505
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,6.4208216229260096
SMR_VSA6,0.0
SMR_VSA7,75.37267655079185
SMR_VSA8,0.0
SMR_VSA9,28.264270806374817
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,147.4818841069977
NHOHCount,1
PEOE_VSA1,5.106527394840706
PEOE_VSA2,0.0
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,22.673571755869474
PEOE_VSA6,54.59730361615449
PEOE_VSA7,11.126902983393991
PEOE_VSA8,10.94351426216291
PEOE_VSA9,17.494812388240387
RingCount,4
SMR_VSA10,22.673571755869474
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,350.0547550680001
NumHDonors,1
PEOE_VSA10,10.01524739370553
PEOE_VSA11,0.0
PEOE_VSA12,5.879988336435371
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,15.074484436735123
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,0.0
SlogP_VSA5,10.01524739370553
SlogP_VSA6,65.35742915708632
SlogP_VSA7,0.0
SlogP_VSA8,22.384282469939446
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
