DLiP-ID,P000EO
AATSC6s,-0.06000827400004351
AATSC6v,-10.995778265040816
AATSC7Z,1.729479695026638
AATSC7c,-0.0003655366842472911
AATSC7d,0.1444476345423804
AATSC7i,0.22915097721888472
AATSC7m,8.303404818547229
AATSC7p,0.05006016572937675
AATSC7s,0.053044239569266
AATSC7v,12.618551997112718
AATSC8Z,3.7050754458161865
AATSC8c,0.0007097010658288151
AATSC8d,0.23264746227709188
AATSC8i,0.38173273489784115
AATSC8m,17.737729649382718
AATSC8p,0.09310440777067866
AATSC8s,0.15022100289590015
AATSC8v,24.915786548246732
ATS0are,159.59490000000002
ATS1are,173.67000000000002
ATS2are,280.655
ATS3are,323.162
ATS4are,326.593
ATS5are,312.95000000000005
ATS6are,312.77299999999997
ATS7are,224.20399999999998
ATS8are,75.24000000000002
ATSC0dv,97.62962962962963
ATSC0pe,2.2525185185185164
ATSC0se,1.3180198518518516
ATSC1dv,54.0877914951989
ATSC1pe,0.6119067215363502
ATSC1se,0.43980000548696857
ATSC2dv,41.866941015089175
ATSC2pe,0.5942899862825773
ATSC2se,0.16497166529492438
ATSC3dv,-34.0
ATSC3pe,-0.20719259259259393
ATSC3se,-0.22215659259259254
ATSC4dv,-102.86556927297667
ATSC4pe,-1.5115363511659816
ATSC4se,-0.7717638573388198
ATSC5dv,-76.50891632373116
ATSC5pe,-1.3828245541838133
ATSC5se,-0.5365622331961587
ATSC6dv,-4.120713305898488
ATSC6pe,-0.4601124828532214
ATSC6se,-0.1519872482853223
ATSC7dv,37.515775034293554
ATSC7pe,0.5810519890260655
ATSC7se,0.19426719890260605
ATSC8dv,26.502057613168724
ATSC8pe,0.4858600823045276
ATSC8se,0.17366334156378582
AXp-0dv,0.6035228580784642
AXp-1dv,0.32210992687464984
AXp-2dv,0.16428697560238723
AXp-3dv,0.08581437359465545
AXp-4dv,0.046646843982658524
AXp-5dv,0.027937541697465526
AXp-6dv,0.014160636112267354
AXp-7dv,0.007430470949666496
BertzCT,417.14170243798173
ECIndex,161
ETA_eta,9.02470141112671
GATS1dv,0.38520214610882286
GATS1pe,0.5739781573124497
GATS1se,0.5442685201424012
GATS2dv,0.7536079811448682
GATS2pe,0.681089165231738
GATS2se,0.7449555569185169
GATS3dv,1.2748482549317146
GATS3pe,1.1220403498964127
GATS3se,1.2223198683906744
GATS4dv,1.7536433131960945
GATS4pe,1.7293590154851133
GATS4se,1.919077344838169
GATS5dv,1.3648520485584217
GATS5pe,1.369866651320333
GATS5se,1.2954137205149718
GATS6dv,0.8132045306741815
GATS6pe,0.9474854718762772
GATS6se,0.8308306465761576
GATS7dv,0.5295285316017927
GATS7pe,0.5476980499194316
GATS7se,0.4234301892833459
GATS8dv,0.24855842185128982
GATS8pe,0.1885297115985397
GATS8se,0.062378018473053916
LogEE_A,3.567787093853986
LogEE_D,42.48966872720548
MATS1dv,0.5342239323650552
MATS1pe,0.2619525234540524
MATS1se,0.3217651553866971
MATS2dv,0.24635166112420503
MATS2pe,0.15156396167707883
MATS2se,0.07190404342213111
MATS3dv,-0.17412746585735964
MATS3pe,-0.045991318359696484
MATS3se,-0.08427664889889816
MATS4dv,-0.5367552323417413
MATS4pe,-0.34185199639878266
MATS4se,-0.29829802580285586
MATS5dv,-0.40690294151978523
MATS5pe,-0.31875656119013374
MATS5se,-0.21137740883885875
MATS6dv,-0.020350097550401024
MATS6pe,-0.09848529335769919
MATS6se,-0.055598226411086644
MATS7dv,0.2412834809612874
MATS7pe,0.16197274062834907
MATS7se,0.0925492354095497
MATS8dv,0.4886191198786039
MATS8pe,0.3882534775888728
MATS8se,0.23716942834784466
MAXaaCH,2.082037037037037
MAXaasC,1.183425925925926
MAXsCH3,2.075787037037037
MDEC-11,0.19999999999999996
MDEC-12,2.695960951198558
MDEC-13,3.1506272122265426
MDEC-22,6.409925916482373
MDEC-23,9.013625782028546
MDEC-33,4.242640687119286
MINaaCH,2.011868858654573
MINaasC,0.9657870370370372
MINsCH3,1.9771759259259258
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.3928571428571429
SM1_Dzi,0.39838377133594904
SM1_Dzm,0.3917657575808813
SM1_Dzp,-1.60047608252097
SM1_Dzv,-0.7183191063014545
SddssSe,0
SpAD_Dt,165.92366931829446
SpAbs_A,18.34962044986597
SpAbs_D,84.97933745441102
SpMAD_A,1.310687174990426
SpMAD_D,6.069952675315071
SpMax_A,2.4053878573996545
SpMax_D,42.48966872720548
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,26.03
TpiPC10,7.511486204513583
VAdjMat,4.906890595608519
VE1_DzZ,3.6766456138717025
VE1_Dzi,3.676636111274109
VE1_Dzm,3.676654517463571
VE1_Dzp,3.679650029073084
VE1_Dzv,3.680639413390863
VE2_DzZ,0.26261754384797875
VE2_Dzi,0.2626168650910078
VE2_Dzm,0.2626181798188265
VE2_Dzp,0.2628321449337917
VE2_Dzv,0.2629028152422045
VE3_DzZ,1.6384730551472797
VE3_Dzi,1.6384704705604387
VE3_Dzm,1.6384754768060479
VE3_Dzp,1.6392898834843277
VE3_Dzv,1.639558727347459
VR1_DzZ,61.664392385792084
VR1_Dzi,61.66439860349825
VR1_Dzm,61.6641529016488
VR1_Dzp,61.736236871004806
VR1_Dzv,61.64647816450386
VR2_DzZ,4.404599456128006
VR2_Dzi,4.404599900249875
VR2_Dzm,4.404582350117772
VR2_Dzp,4.409731205071772
VR2_Dzv,4.403319868893133
VR3_DzZ,4.458178892120937
VR3_Dzi,4.458178992952318
VR3_Dzm,4.458175008443517
VR3_Dzp,4.459343302606734
VR3_Dzv,4.457888338314378
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.08244510540824966
Xch-7dv,0.08096812753254273
Xpc-4dv,0.745947077393427
Xpc-5dv,1.1229466759778222
Xpc-6dv,1.367922815302743
Zagreb1,70.0
Zagreb2,82.0
fragCpx,43.02
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,15
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,2
naHRing,1
AATS0are,5.910922222222223
AATS1are,6.202500000000001
AATS2are,5.971382978723404
AATS3are,5.984481481481481
AATS4are,6.162132075471699
AATS5are,6.018269230769231
AATS6are,5.5852321428571425
AATS7are,5.214046511627907
AATS8are,5.016000000000002
AATSC0dv,3.615912208504801
AATSC0pe,0.08342661179698209
AATSC0se,0.048815550068587094
AATSC1dv,1.9317068391142465
AATSC1pe,0.021853811483441076
AATSC1se,0.01570714305310602
AATSC2dv,0.8907859790444506
AATSC2pe,0.012644467793246326
AATSC2se,0.0035100354318069018
AATSC3dv,-0.6296296296296297
AATSC3pe,-0.0038368998628258134
AATSC3se,-0.0041140109739368986
AATSC4dv,-1.9408597976033335
AATSC4pe,-0.02851955379558456
AATSC4se,-0.014561582213939996
AATSC5dv,-1.4713253139179068
AATSC5pe,-0.026592779888150255
AATSC5se,-0.010318504484541514
AATSC6dv,-0.07358416617675871
AATSC6pe,-0.008216294336664669
AATSC6se,-0.0027140580050950412
AATSC7dv,0.8724598845184548
AATSC7pe,0.013512836954094547
AATSC7se,0.004517841834944327
AATSC8dv,1.766803840877915
AATSC8pe,0.032390672153635176
AATSC8se,0.011577556104252389
AETA_eta,0.6446215293661935
ATSC0are,2.293829629629628
ATSC1are,0.7129322359396436
ATSC2are,0.506244718792867
ATSC3are,-0.29843333333333283
ATSC4are,-1.4865470507544567
ATSC5are,-1.2596903978052116
ATSC6are,-0.38717626886145423
ATSC7are,0.5001528120713291
ATSC8are,0.42859465020576043
BCUTZ-1h,8.033266972153845
BCUTZ-1l,5.686652370746137
BCUTc-1h,0.37800753045125945
BCUTc-1l,-0.46549617209564875
BCUTd-1h,3.2513770905293815
BCUTd-1l,0.9878680407771773
BCUTi-1h,14.56491507245849
BCUTi-1l,10.947293615022796
BCUTm-1h,16.015883236003276
BCUTm-1l,11.697981957430587
BCUTp-1h,1.9923308508648274
BCUTp-1l,0.7157664135571447
BCUTs-1h,3.5537553889014912
BCUTs-1l,1.3880456963919097
BCUTv-1h,20.899717844367235
BCUTv-1l,14.681780026044878
BalabanJ,1.9783819382978107
Diameter,7
ETA_beta,18.25
GATS1are,0.5424085734491751
GATS2are,0.6963278467487624
GATS3are,1.1650135468099605
GATS4are,1.7952222384227587
GATS5are,1.36390905391921
GATS6are,0.9026008179754381
GATS7are,0.5004294936173372
GATS8are,0.13601707640788324
HybRatio,0.25
Lipinski,True
LogEE_Dt,82.96183465914723
MATS1are,0.29970419838084167
MATS2are,0.12678423473286243
MATS3are,-0.06505132933118472
MATS4are,-0.33014551053654645
MATS5are,-0.2851432407168891
MATS6are,-0.08138105379557496
MATS7are,0.13691053427909514
MATS8are,0.33632418049065566
MAXssCH2,0.8800273998488285
MINssCH2,0.8800273998488285
NsssssAs,0
RotRatio,0.13333333333333333
SM1_Dzpe,0.419905140758874
SM1_Dzse,0.3887577933310232
SMR_VSA1,4.523094936973348
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,20.268296022307258
SMR_VSA6,0.0
SMR_VSA7,41.786010756030954
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,65.39460245027853
SpAD_Dzi,65.41290027144073
SpAD_Dzm,65.39794295131207
SpAD_Dzp,72.2784472913209
SpAD_Dzv,69.4999561432697
SpAbs_Dt,165.92366931829446
SpDiam_A,4.700094030888751
SpDiam_D,60.885899858506036
SpMAD_Dt,11.85169066559246
SpMax_Dt,82.96183465914723
SsssssAs,0
VE1_Dzpe,3.6764304998733603
VE1_Dzse,3.6766779258095283
VE2_Dzpe,0.2626021785623829
VE2_Dzse,0.26261985184353775
VE3_Dzpe,1.6384145452134573
VE3_Dzse,1.63848184353736
VMcGowan,152.5699999999998
VR1_Dzpe,61.670202487787414
VR1_Dzse,61.66352816681705
VR2_Dzpe,4.405014463413386
VR2_Dzse,4.404537726201218
VR3_Dzpe,4.458273109027484
VR3_Dzse,4.458164877144099
mZagreb1,4.444444444444445
mZagreb2,3.25
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.08495665294924548
AATSC1are,0.025461865569272987
AATSC2are,0.010771164229635468
AATSC3are,-0.005526543209876534
AATSC4are,-0.028048057561404844
AATSC5are,-0.024224815342407915
AATSC6are,-0.00691386194395454
AATSC7are,0.011631460745844863
AATSC8are,0.02857297668038403
AETA_beta,1.3035714285714286
BCUTdv-1h,6.033244814553141
BCUTdv-1l,0.9879163411963492
BCUTpe-1h,3.514980188582454
BCUTpe-1l,2.2361085287031934
BCUTse-1h,3.7231649474274326
BCUTse-1l,2.432066880992945
ETA_alpha,6.733333333333333
ETA_dBeta,1.75
ETA_eta_B,0.08851505967760609
ETA_eta_F,9.854328911831686
ETA_eta_L,3.1795498635011206
ETA_eta_R,18.879030322958396
ETA_psi_1,0.6139817629179334
LabuteASA,83.5486572195435
LogEE_DzZ,32.725362449629095
LogEE_Dzi,32.73490611938726
LogEE_Dzm,32.726954744054716
LogEE_Dzp,35.796264485120254
LogEE_Dzv,34.59605254885596
PEOE_VSA1,4.523094936973348
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.41223579912412
PEOE_VSA7,12.487188691387619
PEOE_VSA8,11.984273114623004
PEOE_VSA9,5.693927994848461
SM1_Dzare,0.4713820381572824
SpAD_Dzpe,65.31695752017248
SpAD_Dzse,65.40651351199638
SpAbs_DzZ,65.05786775640098
SpAbs_Dzi,65.0714284674385
SpAbs_Dzm,65.06214373052848
SpAbs_Dzp,73.19300505276148
SpAbs_Dzv,69.91042420401337
SpDiam_Dt,120.93915033448604
SpMAD_DzZ,4.671043032162752
SpMAD_Dzi,4.672350019388624
SpMAD_Dzm,4.671281639379434
SpMAD_Dzp,5.1627462350943505
SpMAD_Dzv,4.964282581662121
SpMax_DzZ,32.72536244962905
SpMax_Dzi,32.73490611938722
SpMax_Dzm,32.72695474405467
SpMax_Dzp,35.796264485120254
SpMax_Dzv,34.59605254885595
VE1_Dzare,3.67599774139663
VE2_Dzare,0.2625712672426164
VE3_Dzare,1.6382968266957025
VR1_Dzare,61.68224145744093
VR2_Dzare,4.4058743898172095
VR3_Dzare,4.458468305317184
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.48095238095238096
AETA_dBeta,0.125
AETA_eta_B,0.006322504262686149
AETA_eta_F,0.7038806365594061
AETA_eta_L,0.22711070453579432
AETA_eta_R,1.3485021659255998
BCUTare-1h,3.5694230963259885
BCUTare-1l,2.1862227320632304
ETA_beta_s,8.25
ETA_dPsi_A,0.10001823708206659
ETA_dPsi_B,0.0
ETA_eta_BR,0.2605150596776061
ETA_eta_FL,3.6461486391943683
ETA_eta_RL,6.825698502695489
LogEE_Dzpe,32.68847198442621
LogEE_Dzse,32.731025169807594
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,5.156663257125445
SlogP_VSA3,6.4208216229260096
SlogP_VSA4,6.923737199690624
SlogP_VSA5,18.377912613413528
SlogP_VSA6,34.8549302792814
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,65.16562786166418
SpAbs_Dzpe,64.95703882809346
SpAbs_Dzse,65.07329254628405
SpDiam_DzZ,47.43639656085475
SpDiam_Dzi,47.42242732203454
SpDiam_Dzm,47.43775118275154
SpDiam_Dzp,50.305552404382595
SpDiam_Dzv,49.00127799841566
SpMAD_Dzpe,4.665496965726605
SpMAD_Dzse,4.671893822285456
SpMax_Dzpe,32.688471984426165
SpMax_Dzse,32.73102516980755
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,14
AETA_beta_s,0.5892857142857143
AETA_eta_BR,0.018608218548400435
AETA_eta_FL,0.2604391885138834
AETA_eta_RL,0.4875498930496778
DetourIndex,568
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,23.43844852834591
EState_VSA5,5.563451491696996
EState_VSA6,0.0
EState_VSA7,25.122838405075452
EState_VSA8,24.213134593739287
EState_VSA9,4.523094936973348
ETA_beta_ns,10.0
ETA_shape_p,0.1485148514851485
ETA_shape_x,0.0
ETA_shape_y,0.297029702970297
GhoseFilter,True
LogEE_Dzare,32.6164840764148
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,64.76158611467224
SpDiam_Dzpe,47.40184242300047
SpDiam_Dzse,47.44162671095468
SpMAD_Dzare,4.6546877044045845
SpMax_Dzare,32.61648407641475
TopoPSA(NO),26.03
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.248991874527589
VSA_EState9,23.417674792139074
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.7142857142857143
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.019047619047619042
FilterItLogS,-4.179276617772283
SpDiam_Dzare,47.33768117631877
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5506172839506175
ETA_epsilon_2,0.7833333333333331
ETA_epsilon_3,0.4400000000000004
ETA_epsilon_4,0.4933333333333336
ETA_epsilon_5,0.7833333333333331
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1106172839506171
ETA_dEpsilon_B,0.05728395061728386
ETA_dEpsilon_C,-0.05333333333333323
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.42857142857142855
TopoShapeIndex,0.75
CDK Descriptors
FMFDescriptor,0.7857142857142857
MDEDescriptor,"0.19999999999999996,2.695960951198558,3.1506272122265426,0.0,6.409925916482373,9.013625782028546,0.0,4.242640687119286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,31.690309
BCUTDescriptor,"11.85,15.994918156710067,-0.21690448900962678,0.11759507424569388,5.600171389324922,10.069070838166692"
BPolDescriptor,16.127691
TPSADescriptor,26.03
ALOGPDescriptor,"2.0292000000000003,4.117652640000001,56.6388"
XLogPDescriptor,3.2720000000000007
VAdjMaDescriptor,4.906890595608519
WeightDescriptor,187.09971414
ChiPathDescriptor,"9.966255326250886,6.825698502695489,5.698402464776963,4.912734403417426,4.171356122772144,3.02417265931524,1.569499970799094,0.9532575588021399,8.449320013098498,4.8316489031197465,3.285739512047745,2.3169880870556976,1.632639539393048,1.005751501108759,0.4106584472557533,0.2006227156409954"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.32188405478043614,0.3684150143401468,0.0,0.0,0.02282177322938192,0.08244510540824965,0.08096812753254275"
AtomCountDescriptor,27
BondCountDescriptor,15
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"0.6801467048399602,0.0,0.18967853124294973,0.0,0.329805515857026,0.0,0.06682637896425651,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,7,2,2,1,0,0"
ZagrebIndexDescriptor,70.0
LargestChainDescriptor,8
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"28.2546038326251,2.01818598804465,6.024506932412744,3.023101363199463,3.0014055692132815"
FractionalPSADescriptor,0.13912367594812403
WienerNumbersDescriptor,"288.0,19.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"1.8479006421325703,3.370368353709633,4.218194806106288,0.7459470773934271,1.122946675977822,1.1913784273023977"
FractionalCSP3Descriptor,0.25
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.42857142857142855
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"10.515555555555556,4.68,2.1728395061728394"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,602.02
HBondAcceptorCountDescriptor,0
HybridizationRatioDescriptor,0.25
AutocorrelationDescriptorMass,"15.134449336817426,16.051735507379625,21.49482173093903,20.328639797758584,18.162729753806463"
PetitjeanShapeIndexDescriptor,"0.75,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.08987432721802767,0.012502349132942193,-0.04989547393792969,-0.010575753051439865,0.002620088329928236"
EccentricConnectivityIndexDescriptor,161
AutocorrelationDescriptorPolarizability,"823.5391565826418,944.2040194058836,1274.3457233173829,1149.789367296509,917.7175711666263"
