DLiP-ID,T004N6
DLiP-Mol-ID,20051
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H19N5O4/c1-25-10-12-8-11(6-7-13(12)21-16(19(25)29)9-17(26)27)18(28)24-20-22-14-4-2-3-5-15(14)23-20/h2-8,16,21H,9-10H2,1H3,(H,26,27)(H2,22,23,24,28)"
Standard Inchi Key(RDKit),OPUQBUMGBDMYAS-UHFFFAOYSA-N
Canonical SMILES(RDKit),CN1Cc2cc(C(=O)Nc3nc4ccccc4[nH]3)ccc2NC(CC(=O)O)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),393.403
MW Monoisotopic(RDKit),393.143704088
MolLogP(RDKit),2.0424
XLogP(SDF),
XLogP(CDK),2.358
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),127.42
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.537160661099403
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,4226630.686849081
qed,0.5371606610994027
Chi0,20.54324111651101
Chi1,13.901887240964335
TPSA,127.42000000000002
Chi0n,15.599401373781568
Chi0v,15.599401373781568
Chi1n,9.028330469954753
Chi1v,9.028330469954753
Chi2n,6.917695755890263
Chi2v,6.917695755890263
Chi3n,4.779052435310532
Chi3v,4.779052435310532
Chi4n,3.360160600136321
Chi4v,3.360160600136321
MolMR,106.62640000000006
MolWt,393.4030000000002
fr_SH,0
Kappa1,18.481772043811425
Kappa2,7.267352700059254
Kappa3,3.7472461668281345
fr_ArN,0
fr_COO,1
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1090.0119782164636
MolLogP,2.0423999999999998
NOCount,9
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,1.5691323390310048
SMR_VSA1,19.49013894705617
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,19.007418857986544
SMR_VSA6,17.68124919068985
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,165.28609199625083
NHOHCount,4
