DLiP-ID,C0009J
DLiP-Mol-ID,30485
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H9NO3/c15-9-5-6-10(16)12-11(9)13(17)7-3-1-2-4-8(7)14(12)18/h1-6,16H,15H2"
Standard Inchi Key(RDKit),AQXYVFBSOOBBQV-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1ccc(O)c2c1C(=O)c1ccccc1C2=O
SMILES(SDF),
MW(SDF),
MW(RDKit),239.23
MW Monoisotopic(RDKit),239.058243148
MolLogP(RDKit),1.7498
XLogP(SDF),
XLogP(CDK),1.885
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),80.39
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.462323056526953
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,16300.73164915832
qed,0.46232305652695316
Chi0,12.861442840636295
Chi1,8.609060905280622
TPSA,80.39
Chi0n,9.305162060755066
Chi0v,9.305162060755066
Chi1n,5.408564094521241
Chi1v,5.408564094521241
Chi2n,4.127747618087363
Chi2v,4.127747618087363
Chi3n,3.0860170950302623
Chi3v,3.0860170950302623
Chi4n,2.2307218375960782
Chi4v,2.2307218375960782
MolMR,65.82620000000001
MolWt,239.23
fr_SH,0
Kappa1,10.528695443753058
Kappa2,3.434031110454225
Kappa3,1.1976128029572313
fr_ArN,1
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,644.1804464665498
