DLiP-ID,P0009P
DLiP-Mol-ID,24415
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H20N2O2/c1-15-7-9-16(10-8-15)11-12-3-5-13(6-4-12)14(17)18-2/h3-6H,7-11H2,1-2H3"
Standard Inchi Key(RDKit),MEYCYFIWDAQKQK-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)c1ccc(CN2CCN(C)CC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),248.326
MW Monoisotopic(RDKit),248.15247788
MolLogP(RDKit),1.2206
XLogP(SDF),
XLogP(CDK),1.352
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),32.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.753045687994577
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BAZ2B/H4
Common Target Pref Name,BAZ2B/H4
RDKit Descriptors
Ipc,14436.637566540056
qed,0.7530456879945774
Chi0,12.957819157813608
Chi1,8.685871848001627
TPSA,32.78
Chi0n,11.055858754618885
Chi0v,11.055858754618885
Chi1n,6.269769602151067
Chi1v,6.269769602151067
Chi2n,4.767928845897798
Chi2v,4.767928845897798
Chi3n,3.3771113166689206
Chi3v,3.3771113166689206
Chi4n,2.128272452614223
Chi4v,2.128272452614223
MolMR,70.55550000000004
MolWt,248.32599999999994
fr_SH,0
Kappa1,13.051388775220314
Kappa2,5.977386808187042
Kappa3,3.3062124026656985
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,394.7599479118407
MolLogP,1.2206
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9182431447520423
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,6.544756405912575
SMR_VSA6,40.33649514760502
SMR_VSA7,35.392371257240434
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
