DLiP-ID,C001AT
AATSC6Z,-1.183292140385566
AATSC6c,-0.007193481277226851
AATSC6d,-0.1309935739001483
AATSC6i,-0.15193281434140044
AATSC6m,-5.5673465869995065
AATSC6p,-0.027070540350026446
AATSC6s,-0.41608447300488843
AATSC6v,-6.186724564522965
AATSC7Z,-0.3392890846178045
AATSC7c,0.011732433257498339
AATSC7d,0.003460207612456736
AATSC7i,0.25751218162987666
AATSC7m,-1.9090925262661234
AATSC7p,0.002937362146877053
AATSC7s,0.7845181923036596
AATSC7v,-5.918522101448135
AATSC8Z,0.6833044982698961
AATSC8c,-0.008882303730186579
AATSC8d,-0.03918685121107266
AATSC8i,-0.05431426678244283
AATSC8m,3.168460927076121
AATSC8p,-0.015686061147250605
AATSC8s,-0.043430411380238274
AATSC8v,0.6173379835182187
ATS0are,222.7498
ATS1are,246.82500000000002
ATS2are,404.3949
ATS3are,517.2479999999999
ATS4are,560.293
ATS5are,521.3649999999999
ATS6are,447.18700000000007
ATS7are,352.824
ATS8are,237.678
ATSC0dv,128.11764705882354
ATSC0pe,4.080838235294117
ATSC0se,2.9847129411764697
ATSC1dv,26.809688581314877
ATSC1pe,-0.3218339100346018
ATSC1se,-0.26263116955017296
ATSC2dv,34.96193771626298
ATSC2pe,1.4536685121107273
ATSC2se,1.2356331072664357
ATSC3dv,17.484429065743946
ATSC3pe,0.07947361591695395
ATSC3se,-0.30318671280276854
ATSC4dv,-55.470588235294116
ATSC4pe,-1.3614661764705873
ATSC4se,-1.0012797647058815
ATSC5dv,-86.80622837370241
ATSC5pe,-2.377869377162628
ATSC5se,-1.6172579792387536
ATSC6dv,-60.88927335640138
ATSC6pe,-1.7704757785467122
ATSC6se,-1.2297005259515565
ATSC7dv,9.515570934256049
ATSC7pe,2.6540969723183405
ATSC7se,2.587956124567474
ATSC8dv,31.92041522491349
ATSC8pe,0.35945501730103635
ATSC8se,0.07764265743944551
AXp-0dv,0.5147620745889264
AXp-1dv,0.2672121387333077
AXp-2dv,0.1339222593425054
AXp-3dv,0.06827627700766828
AXp-4dv,0.0349045643628218
AXp-5dv,0.01810951995839765
AXp-6dv,0.009068391592524231
AXp-7dv,0.004690098249957498
BertzCT,1351.599475997306
ECIndex,417
ETA_eta,14.842219421686499
GATS1dv,0.4270334928229665
GATS1pe,0.6614923859774302
GATS1se,0.7009428374274742
GATS2dv,0.5400782013685239
GATS2pe,0.42679502376486017
GATS2se,0.40485141515425616
GATS3dv,0.7949869060980171
GATS3pe,0.7240029421739494
GATS3se,0.7507986243685727
GATS4dv,1.096969696969697
GATS4pe,1.1076655963848256
GATS4se,1.1300801811268875
GATS5dv,1.265340909090909
GATS5pe,1.3127895706980615
GATS5se,1.3331209159536872
GATS6dv,1.2768398268398267
GATS6pe,1.2995759645278016
GATS6se,1.3044029424560177
GATS7dv,1.0771349862258952
GATS7pe,0.7762008237926893
GATS7se,0.6345414240250121
GATS8dv,0.9337121212121211
GATS8pe,0.8412260673088355
GATS8se,0.7708198059050709
LogEE_A,4.164749325774736
LogEE_D,98.03312427923755
MATS1dv,0.1872311633077183
MATS1pe,-0.07056311466999261
MATS1se,-0.07872977666961517
MATS2dv,0.1496489824935573
MATS2pe,0.1953454190205138
MATS2se,0.2270252669942953
MATS3dv,0.05728440408575088
MATS3pe,0.00817461845989471
MATS3se,-0.0426384583605077
MATS4dv,-0.1731864095500459
MATS4pe,-0.13344965891523144
MATS4se,-0.13418774728952151
MATS5dv,-0.2879591368227731
MATS5pe,-0.24764384840196457
MATS5se,-0.23028500720928527
MATS6dv,-0.23084087629542172
MATS6pe,-0.21072763206191675
MATS6se,-0.20011408948748471
MATS7dv,0.04591368227731861
MATS7pe,0.40205330311515275
MATS7se,0.536007131670524
MATS8dv,0.2117768595041322
MATS8pe,0.07487107968734763
MATS8se,0.022111425830289484
MAXaaCH,1.8770635757874214
MAXaaaC,0.7790740740740743
MAXaasC,0.18792695473251064
MAXaasN,1.6040480914588056
MAXdssC,-1.0090505584950027
MDEC-22,9.259121708831785
MDEC-23,25.591133031889836
MDEC-33,17.181809805590763
MDEN-23,0.4999999999999999
MDEO-11,0.6506976368304991
MINaaCH,1.5726814058956915
MINaaaC,0.5011602418745278
MINaasC,0.18792695473251064
MINaasN,1.6040480914588056
MINdssC,-1.0090505584950027
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.0357142857142858
SM1_Dzi,0.9699017285501993
SM1_Dzm,1.0327970942604563
SM1_Dzp,-4.283246429381093
SM1_Dzv,-1.8356326906609346
SddssSe,0
SpAD_Dt,786.3709963704894
SpAbs_A,32.39499122123689
SpAbs_D,196.06624855847525
SpMAD_A,1.3497913008848708
SpMAD_D,8.1694270232698
SpMax_A,2.616838484025158
SpMax_D,98.03312427923755
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,71.67
TpiPC10,10.797114823124987
VAdjMat,5.807354922057604
VE1_DzZ,4.814757703415397
VE1_Dzi,4.81079579756134
VE1_Dzm,4.81475190701861
VE1_Dzp,4.795871310282813
VE1_Dzv,4.808866521913682
VE2_DzZ,0.20061490430897488
VE2_Dzi,0.20044982489838917
VE2_Dzm,0.20061466279244208
VE2_Dzp,0.19982797126178387
VE2_Dzv,0.2003694384130701
VE3_DzZ,2.4471544601364634
VE3_Dzi,2.4463312542652598
VE3_Dzm,2.447153256254434
VE3_Dzp,2.443224141440818
VE3_Dzv,2.4459301433718723
VR1_DzZ,148.76458620013094
VR1_Dzi,149.20110548293826
VR1_Dzm,148.7654942057867
VR1_Dzp,150.7311022560869
VR1_Dzv,149.4618887733339
VR2_DzZ,6.198524425005456
VR2_Dzi,6.216712728455761
VR2_Dzm,6.198562258574445
VR2_Dzp,6.2804625940036205
VR2_Dzv,6.227578698888912
VR3_DzZ,5.877833835460495
VR3_Dzi,5.880763834499183
VR3_Dzm,5.8778399390830565
VR3_Dzp,5.890966206934626
VR3_Dzv,5.88251017309276
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025
Xch-6dv,0.1405103106462005
Xch-7dv,0.2312135164135331
Xpc-4dv,1.6691425467649623
Xpc-5dv,2.6095401105900464
Xpc-6dv,3.839802088709112
Zagreb1,142.0
Zagreb2,180.0
fragCpx,232.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,4
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,24
nBondsD,2
nBondsM,26
nBondsO,28
nBondsS,12
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.551464705882353
AATS1are,6.495394736842106
AATS2are,6.522498387096774
AATS3are,6.385777777777777
AATS4are,6.591682352941176
AATS5are,6.517062499999999
AATS6are,6.3883857142857154
AATS7are,6.414981818181818
AATS8are,5.94195
AATSC0dv,3.768166089965398
AATSC0pe,0.12002465397923873
AATSC0se,0.0877856747404844
AATSC1dv,0.7055181205609178
AATSC1pe,-0.008469313421963207
AATSC1se,-0.0069113465671098145
AATSC2dv,0.5639022212300481
AATSC2pe,0.02344626632436657
AATSC2se,0.019929566246232835
AATSC3dv,0.2158571489598018
AATSC3pe,0.00098115575206116
AATSC3se,-0.0037430458370712166
AATSC4dv,-0.6525951557093426
AATSC4pe,-0.016017249134948085
AATSC4se,-0.011779761937716253
AATSC5dv,-1.08507785467128
AATSC5pe,-0.029723367214532847
AATSC5se,-0.02021572474048442
AATSC6dv,-0.8698467622343055
AATSC6pe,-0.02529251112209589
AATSC6se,-0.01756715037073652
AATSC7dv,0.17301038062283725
AATSC7pe,0.04825630858760619
AATSC7se,0.047053747719408616
AATSC8dv,0.7980103806228372
AATSC8pe,0.008986375432525909
AATSC8se,0.0019410664359861378
AETA_eta,0.6184258092369375
ATSC0are,4.511576470588234
ATSC1are,-0.38636782006920417
ATSC2are,1.7634252595155704
ATSC3are,-0.15980865051903131
ATSC4are,-1.5678176470588234
ATSC5are,-2.6135916955017295
ATSC6are,-1.9392103806228365
ATSC7are,3.435391003460207
ATSC8are,0.2892747404844295
BCUTZ-1h,8.02906693609938
BCUTZ-1l,5.637634715001787
BCUTc-1h,0.4757837819500785
BCUTc-1l,-0.4297458859140959
BCUTd-1h,3.3534244048167507
BCUTd-1l,0.9727809689297245
BCUTi-1h,14.560316903588502
BCUTi-1l,10.899439126099958
BCUTm-1h,16.01443660850526
BCUTm-1l,11.649916667866094
BCUTp-1h,2.0483488811677337
BCUTp-1l,0.7414595889488327
BCUTs-1h,7.009378483266014
BCUTs-1l,1.335401606468781
BCUTv-1h,20.950538563805566
BCUTv-1l,14.700675894545865
BalabanJ,1.4829891072229473
Diameter,10
ETA_beta,37.5
GATS1are,0.6856877889367785
GATS2are,0.42289702291486436
GATS3are,0.7460264892986987
GATS4are,1.1321322401977656
GATS5are,1.3247960638514253
GATS6are,1.2965189272191648
GATS7are,0.6986360578277059
GATS8are,0.8067728705760864
HybRatio,0.0
Lipinski,True
LogEE_Dt,391.0302327791081
MATS1are,-0.07662455141201256
MATS2are,0.21434628554970203
MATS3are,-0.014868455567415647
MATS4are,-0.13900397409018372
MATS5are,-0.24620583909628566
MATS6are,-0.20877451396742938
MATS7are,0.47072154723060633
MATS8are,0.05450057890290088
NsssssAs,0
RotRatio,0.03571428571428571
SM1_Dzpe,1.098531211750306
SM1_Dzse,1.0260103868809844
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,9.384673127209002
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,70.51455918697532
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,128.65683111621593
SpAD_Dzi,127.06022489436529
SpAD_Dzm,128.67414992891352
SpAD_Dzp,162.101571194626
SpAD_Dzv,148.68921646025143
SpAbs_Dt,786.3709963704896
SpDiam_A,5.175983369702673
SpDiam_D,140.4028206213763
SpMAD_Dt,32.76545818210372
SpMax_Dt,391.0302327791081
SsssssAs,0
VE1_Dzpe,4.814447713966903
VE1_Dzse,4.814795457997686
VE2_Dzpe,0.20060198808195429
VE2_Dzse,0.20061647741657027
VE3_Dzpe,2.4470900748761717
VE3_Dzse,2.447162301535053
VMcGowan,214.5399999999999
VR1_Dzpe,148.79301930102895
VR1_Dzse,148.76130238594143
VR2_Dzpe,6.199709137542873
VR2_Dzse,6.198387599414226
VR3_Dzpe,5.878024945352892
VR3_Dzse,5.877811761319618
mZagreb1,6.722222222222222
mZagreb2,5.0555555555555545
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,27
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1326934256055363
AATSC1are,-0.010167574212347479
AATSC2are,0.028442342895412427
AATSC3are,-0.0019729463027040903
AATSC4are,-0.018444913494809687
AATSC5are,-0.03266989619377162
AATSC6are,-0.02770300543746909
AATSC7are,0.062461654608367397
AATSC8are,0.007231868512110738
AETA_beta,1.5625
BCUTdv-1h,6.023422277129965
BCUTdv-1l,2.752016613199602
BCUTpe-1h,3.501408914155481
BCUTpe-1l,2.1851626920580234
BCUTse-1h,3.7142792510101508
BCUTse-1l,2.3808919237108457
ETA_alpha,11.299999999999999
ETA_dBeta,5.5
ETA_eta_B,0.24950976442664619
ETA_eta_F,27.606430558991285
ETA_eta_L,4.273868481867758
ETA_eta_R,42.448649980677786
ETA_psi_1,0.5678391959798996
LabuteASA,134.28593759760943
LogEE_DzZ,64.37157032001272
LogEE_Dzi,63.52510883070762
LogEE_Dzm,64.38010817671761
LogEE_Dzp,79.80150538874352
LogEE_Dzv,73.80921536201629
PEOE_VSA1,5.106527394840706
PEOE_VSA2,9.195231790333615
PEOE_VSA3,9.77851570501903
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,35.71805955677284
PEOE_VSA8,16.158672643394386
PEOE_VSA9,16.59685292692952
SM1_Dzare,1.2284783620288504
SpAD_Dzpe,128.04826443376203
SpAD_Dzse,128.74692693945036
SpAbs_DzZ,127.79205110776829
SpAbs_Dzi,126.25197345390677
SpAbs_Dzm,127.81172966367652
SpAbs_Dzp,163.88625720686815
SpAbs_Dzv,149.4540634146935
SpDiam_Dt,461.82314644241234
SpMAD_DzZ,5.360701296508997
SpMAD_Dzi,5.2941760372652205
SpMAD_Dzm,5.36142291370473
SpMAD_Dzp,6.754232133109416
SpMAD_Dzv,6.195384019177143
SpMax_DzZ,64.37157032001272
SpMax_Dzi,63.52510883070762
SpMax_Dzm,64.38010817671761
SpMax_Dzp,79.80150538874352
SpMax_Dzv,73.80921536201629
VE1_Dzare,4.81434445594847
VE2_Dzare,0.2005976856645196
VE3_Dzare,2.447068627114788
VR1_Dzare,148.79198076180978
VR2_Dzare,6.199665865075407
VR3_Dzare,5.878017965570853
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,20
nAromBond,24
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47083333333333327
AETA_dBeta,0.22916666666666666
AETA_eta_B,0.010396240184443592
AETA_eta_F,1.1502679399579703
AETA_eta_L,0.1780778534111566
AETA_eta_R,1.7686937491949077
BCUTare-1h,3.555285413929507
BCUTare-1l,2.1357515006362315
ETA_beta_s,16.0
ETA_dPsi_A,0.14616080402010034
ETA_dPsi_B,0.0
ETA_eta_BR,0.6795097644266461
ETA_eta_FL,7.390835316078691
ETA_eta_RL,11.66470379794645
LogEE_Dzpe,64.06495819820186
LogEE_Dzse,64.41621390251188
PEOE_VSA10,5.647177220767728
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
SlogP_VSA1,5.559266895052007
SlogP_VSA2,20.460505810001557
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,10.357988675768818
SlogP_VSA6,59.39184080022631
SlogP_VSA7,0.0
SlogP_VSA8,38.225475513859436
SlogP_VSA9,0.0
SpAD_Dzare,127.09350203138897
SpAbs_Dzpe,127.13282175730346
SpAbs_Dzse,127.88877818583188
SpDiam_DzZ,92.00982708885472
SpDiam_Dzi,90.62244870231876
SpDiam_Dzm,92.02157548275154
SpDiam_Dzp,113.77962231194027
SpDiam_Dzv,105.63033709252326
SpMAD_Dzpe,5.335344351406751
SpMAD_Dzse,5.364455289143765
SpMax_Dzpe,64.06495819820186
SpMax_Dzse,64.41621390251188
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,24
AETA_beta_s,0.6666666666666666
AETA_eta_BR,0.028312906851110254
AETA_eta_FL,0.3079514715032788
AETA_eta_RL,0.4860293249144354
DetourIndex,4683
EState_VSA1,5.969305287951849
EState_VSA2,11.122718386749003
EState_VSA3,21.805849864162113
EState_VSA4,16.419625649697316
EState_VSA5,0.0
EState_VSA6,34.73252994856984
EState_VSA7,24.26546827384644
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,21.5
ETA_shape_p,0.08849557522123895
ETA_shape_x,0.0
ETA_shape_y,0.47787610619469034
GhoseFilter,True
LogEE_Dzare,63.585981514485134
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,126.06977006303154
SpDiam_Dzpe,91.55992564535745
SpDiam_Dzse,92.07506484062692
SpMAD_Dzare,5.295562584641207
SpMax_Dzare,63.585981514485134
TopoPSA(NO),71.67
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6040480914588056
VSA_EState9,58.06261857520785
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.8958333333333334
EState_VSA10,14.69560176298435
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.029166666666666712
FilterItLogS,-4.589419006492248
SpDiam_Dzare,90.88041252173069
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6735294117647059
ETA_epsilon_2,0.8291666666666665
ETA_epsilon_3,0.45000000000000034
ETA_epsilon_4,0.5540000000000003
ETA_epsilon_5,0.8079999999999998
AETA_beta_ns_d,0.020833333333333332
ETA_dEpsilon_A,0.2235294117647056
ETA_dEpsilon_B,0.11952941176470566
ETA_dEpsilon_C,-0.10399999999999993
ETA_dEpsilon_D,0.021166666666666667
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8333333333333334
MDEDescriptor,"0.0,0.0,0.0,0.0,9.259121708831785,25.591133031889836,0.0,17.181809805590763,0.0,0.0,0.6506976368304991,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0"
APolDescriptor,44.71392999999999
BCUTDescriptor,"11.98829503180399,15.996932105124374,-0.3277649487382491,0.2913337795257027,4.504720390938926,11.432611516597692"
BPolDescriptor,16.148069999999997
TPSADescriptor,71.67
ALOGPDescriptor,"3.8614000000000006,14.910409960000004,82.37"
XLogPDescriptor,3.944000000000001
VAdjMaDescriptor,5.807354922057604
WeightDescriptor,314.06914226000004
ChiPathDescriptor,"16.421920772951363,11.66470379794645,11.029454788887593,10.161633225754663,9.54369173935133,8.478716256940771,6.604735385573802,5.412552462096289,12.354289790134235,7.481939884532615,5.758657151727732,4.506234282506107,3.490456436282182,2.5896613540508637,1.632310486654361,1.1021730887400125"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.4458002611063171,0.9209236627026215,0.0,0.0,0.025,0.14051031064620048,0.23121351641353308"
AtomCountDescriptor,34
BondCountDescriptor,28
SmallRingDescriptor,"5,5,1,1,0,0,1,4,0,0,0"
ChiClusterDescriptor,"1.7311688928798232,0.0,0.684757312198097,0.0,0.677463371823416,0.0,0.1724609755248931,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,5,0,0,0,0"
ZagrebIndexDescriptor,142.0
LargestChainDescriptor,11
MannholdLogPDescriptor,3.0
WeightedPathDescriptor,"50.7470076679152,2.1144586528298,14.33627952261589,7.511477561572151,6.8248019610437325"
FractionalPSADescriptor,0.22819815880118674
WienerNumbersDescriptor,"1137.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.938371694389718,9.200718611924618,14.852741360858182,1.6691425467649625,2.6095401105900446,3.4694240816421393"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,24
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"16.193877551020407,6.020551649540292,2.3333333333333335"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,24
FragmentComplexityDescriptor,892.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"27.043367709175797,29.827185597299927,46.847460397544836,53.31855514886493,53.53592881096836"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.4449483503224165,-0.27066175825393973,0.10229563605797555,-0.0647735693465268,0.07073966847788174"
EccentricConnectivityIndexDescriptor,417
AutocorrelationDescriptorPolarizability,"1900.2876639439485,2403.435511599663,3762.6044953541405,4109.559993250699,3703.00190707512"
