DLiP-ID,C003R8
DLiP-Mol-ID,34370
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10+/m0/s1"
Standard Inchi Key(RDKit),KWGRBVOPPLSCSI-WCBMZHEXSA-N
Canonical SMILES(RDKit),CN[C@@H](C)[C@@H](O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),165.236
MW Monoisotopic(RDKit),165.1153641
MolLogP(RDKit),1.3279
XLogP(SDF),
XLogP(CDK),1.388
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),32.26
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),12
QED Weighted(RDKit),0.707818722891175
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Guanine nucleotide-binding protein G(i) subunit alpha-1/Regulator of G-protein signaling 12
Common Target Pref Name,Guanine nucleotide-binding protein G(i) subunit alpha-1/Regulator of G-protein signaling 12
RDKit Descriptors
Ipc,606.7749387127436
qed,0.7078187228911748
Chi0,8.974691494688164
Chi1,5.753218857624056
TPSA,32.26
Chi0n,7.488665479827341
Chi0v,7.488665479827341
Chi1n,4.156916363982706
Chi1v,4.156916363982706
Chi2n,2.932871181752819
Chi2v,2.932871181752819
Chi3n,2.070042378653169
Chi3v,2.070042378653169
Chi4n,1.096760393670485
Chi4v,1.096760393670485
MolMR,49.92350000000003
MolWt,165.236
fr_SH,0
Kappa1,9.229766606822263
Kappa2,4.236737214638821
Kappa3,2.061452680853266
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,222.5400055614587
MolLogP,1.3278999999999999
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.7110407232330616
SMR_VSA1,5.106527394840706
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,19.069544416586886
SMR_VSA6,7.04767198267719
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
