DLiP-ID,J0007C
DLiP-Mol-ID,26983
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C28H40N4O2/c1-3-8-23(2)30-15-13-26(14-16-30)32(22-24-9-5-4-6-10-24)28(33)29-25-11-7-12-27(21-25)31-17-19-34-20-18-31/h4-7,9-12,21,23,26H,3,8,13-20,22H2,1-2H3,(H,29,33)"
Standard Inchi Key(RDKit),PJXFBXGGZRSOGR-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(N3CCOCC3)c2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),464.654
MW Monoisotopic(RDKit),464.31512652
MolLogP(RDKit),5.21030000000001
XLogP(SDF),
XLogP(CDK),4.903
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),48.05
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.582607805421576
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,65313281.26993202
qed,0.5826078054215761
Chi0,23.75250160881067
Chi1,16.635361590784804
TPSA,48.05
Chi0n,20.787164921565505
Chi0v,20.787164921565505
Chi1n,12.921030739429938
Chi1v,12.921030739429938
Chi2n,9.598240504801424
Chi2v,9.598240504801424
Chi3n,7.199903516871338
Chi3v,7.199903516871338
Chi4n,5.182660274788599
Chi4v,5.182660274788599
MolMR,139.44269999999995
MolWt,464.65400000000034
