DLiP-ID,C002IY
DLiP-Mol-ID,31549
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H19N3O5/c1-8-11(17-3-4-17)14(20)10(9(22-2)7-23-15(16)21)12(13(8)19)18-5-6-18/h9H,3-7H2,1-2H3,(H2,16,21)"
Standard Inchi Key(RDKit),SHHKQEUPHAENFK-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),321.333
MW Monoisotopic(RDKit),321.132470708
MolLogP(RDKit),-0.592199999999999
XLogP(SDF),
XLogP(CDK),-0.48
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),101.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.515039101437972
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Importin subunit beta-1/Snurportin-1
Common Target Pref Name,Importin subunit beta-1/Snurportin-1
RDKit Descriptors
Ipc,287015.69897391385
qed,0.5150391014379719
Chi0,16.723250160202095
Chi1,10.951596160381717
TPSA,101.71000000000001
Chi0n,13.125903087631222
Chi0v,13.125903087631222
Chi1n,7.446845485602717
Chi1v,7.446845485602717
Chi2n,5.722617369276977
Chi2v,5.722617369276977
Chi3n,4.136039104394029
Chi3v,4.136039104394029
Chi4n,2.7805428054374812
Chi4v,2.7805428054374812
MolMR,79.21840000000002
MolWt,321.3330000000001
fr_SH,0
Kappa1,15.54206613745011
Kappa2,5.692640380302717
Kappa3,2.8128636318207345
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,643.497789349035
MolLogP,-0.592199999999999
NOCount,8
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9922066973676982
SMR_VSA1,23.85733745981556
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,5.733667477162185
SMR_VSA5,13.027703587438927
SMR_VSA6,39.89570512944075
SMR_VSA7,22.540287686250203
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,133.0229559009904
NHOHCount,2
PEOE_VSA1,25.00721284646324
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,6.923737199690624
PEOE_VSA8,38.8619276949971
PEOE_VSA9,16.967183156180933
RingCount,3
SMR_VSA10,17.659729963668294
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,2
fr_lactam,0
fr_phenol,0
ExactMolWt,321.132470708
NumHDonors,1
PEOE_VSA10,12.71084835226122
PEOE_VSA11,0.0
PEOE_VSA12,11.566489892729878
PEOE_VSA13,0.0
PEOE_VSA14,6.093240070938415
SlogP_VSA1,5.733667477162185
SlogP_VSA2,73.4592209425583
SlogP_VSA3,19.06280027574374
SlogP_VSA4,0.0
SlogP_VSA5,6.923737199690624
SlogP_VSA6,22.540287686250203
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,12.197206458686718
EState_VSA2,23.74647638731206
EState_VSA3,16.967183156180933
EState_VSA4,26.1790256236503
EState_VSA5,7.109797541277533
EState_VSA6,6.923737199690624
EState_VSA7,9.799819461700956
EState_VSA8,0.0
