DLiP-ID,C001S4
DLiP-Mol-ID,32837
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H17NO4/c1-3-20-16(19)15-9(2)14-11(17-15)7-10(8-12(14)18)13-5-4-6-21-13/h4-6,10,17H,3,7-8H2,1-2H3"
Standard Inchi Key(RDKit),LAYLXGGTNSMQEK-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2
SMILES(SDF),
MW(SDF),
MW(RDKit),287.315
MW Monoisotopic(RDKit),287.115758024
MolLogP(RDKit),3.00552
XLogP(SDF),
XLogP(CDK),1.601
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),72.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.880714122009044
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,94477.01279341395
qed,0.8807141220090439
Chi0,14.982763184195939
Chi1,10.113392202930191
TPSA,72.30000000000001
Chi0n,12.063714582173601
Chi0v,12.063714582173601
Chi1n,7.0656010550751684
Chi1v,7.0656010550751684
Chi2n,5.242791198927745
Chi2v,5.242791198927745
Chi3n,3.913930667042259
Chi3v,3.913930667042259
Chi4n,2.965547051145243
Chi4v,2.965547051145243
MolMR,75.58670000000004
MolWt,287.31500000000005
fr_SH,0
Kappa1,13.6724847721067
Kappa2,5.237565385309127
Kappa3,2.28459750011782
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,681.4504714730906
MolLogP,3.0055200000000015
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.9593656745684427
SMR_VSA1,18.743088258997037
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,32.60702369139466
SMR_VSA6,6.606881964512918
SMR_VSA7,46.67090352452763
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,121.84228220189019
NHOHCount,1
PEOE_VSA1,14.137992411800603
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,37.96448165092747
PEOE_VSA8,23.596107155632858
PEOE_VSA9,12.870044960151976
RingCount,3
SMR_VSA10,11.75255023431679
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
