DLiP-ID,T006FN
DLiP-Mol-ID,23951
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H27N3O7/c1-21(2,3)31-20(29)23-15(19(27)28)11-13-5-7-14(8-6-13)17-16(30-4)12-22-24(9-10-25)18(17)26/h5-8,12,15,25H,9-11H2,1-4H3,(H,23,29)(H,27,28)/t15-/m0/s1"
Standard Inchi Key(RDKit),URESEGUVVXUPCQ-HNNXBMFYSA-N
Canonical SMILES(RDKit),COc1cnn(CCO)c(=O)c1-c1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),433.461
MW Monoisotopic(RDKit),433.184900204
MolLogP(RDKit),1.4316
XLogP(SDF),
XLogP(CDK),0.115
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),139.98
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.567987612390765
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,3827194.9721578797
qed,0.5679876123907648
Chi0,23.181433796945203
Chi1,14.55106247242176
TPSA,139.98
Chi0n,17.915517793016544
Chi0v,17.915517793016544
Chi1n,9.620055469023741
Chi1v,9.620055469023741
Chi2n,7.777946463423912
Chi2v,7.777946463423912
Chi3n,4.212286202599753
Chi3v,4.212286202599753
Chi4n,2.841160792423083
Chi4v,2.841160792423083
MolMR,112.06830000000005
MolWt,433.4610000000002
fr_SH,0
Kappa1,23.87483006503986
Kappa2,10.073372781065089
Kappa3,6.543174427679502
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,977.9483713518669
MolLogP,1.431599999999999
NOCount,10
fr_Ar_N,2
fr_COO2,1
fr_urea,0
BalabanJ,2.248208270484443
SMR_VSA1,29.275855065425155
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,0.0
SMR_VSA5,45.379681268042106
SMR_VSA6,13.716679505790452
SMR_VSA7,46.37956741628034
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,178.97056804796188
NHOHCount,3
PEOE_VSA1,25.00356930128784
PEOE_VSA2,4.794537184071822
PEOE_VSA3,14.270877303288827
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,24.26546827384644
PEOE_VSA7,31.898114582465865
PEOE_VSA8,6.4208216229260096
PEOE_VSA9,32.0217309750131
RingCount,2
SMR_VSA10,12.062545358890265
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,433.1849002039999
NumHDonors,3
PEOE_VSA10,11.642891640131648
PEOE_VSA11,5.749511833283905
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052008
PEOE_VSA14,12.062545358890265
SlogP_VSA1,15.612918452858388
SlogP_VSA2,57.41565603793999
SlogP_VSA3,22.496978166710456
SlogP_VSA4,0.0
SlogP_VSA5,26.334663090768867
SlogP_VSA6,35.25684902953134
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
