DLiP-ID,C1026O
DLiP-Mol-ID,40918
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H26F3N5OS/c23-22(24,25)12-18-11-19-20(27-14-28-21(19)32-18)29-16-4-7-30(8-5-16)13-15-2-1-3-17(10-15)31-9-6-26/h1-3,10-11,14,16H,4-9,12-13,26H2,(H,27,28,29)"
Standard Inchi Key(RDKit),HNSMHMUMFSTRAY-UHFFFAOYSA-N
Canonical SMILES(RDKit),NCCOc1cccc(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),465.545
MW Monoisotopic(RDKit),465.181016112
MolLogP(RDKit),4.2101
XLogP(SDF),
XLogP(CDK),3.318
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),76.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.519149171243796
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,18671172.741963945
qed,0.5191491712437962
Chi0,22.55383099606141
Chi1,15.39229264772375
TPSA,76.30000000000001
Chi0n,17.56768718946467
Chi0v,18.384183770392394
Chi1n,10.603086604851011
Chi1v,11.41958318577874
Chi2n,7.925071050411315
Chi2v,9.040270921700564
Chi3n,5.374751348852831
Chi3v,6.4178003675293205
Chi4n,3.9025252792147973
Chi4v,4.92888470371204
MolMR,120.08710000000005
MolWt,465.5450000000002
fr_SH,0
Kappa1,22.7528753807604
Kappa2,10.01316324927612
Kappa3,6.08201542770499
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,1033.823348411007
MolLogP,4.210100000000003
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.3363147330629388
SMR_VSA1,17.908108096824506
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,5.733667477162185
SMR_VSA5,38.02536062128204
SMR_VSA6,31.557939786256973
SMR_VSA7,47.09975410247088
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,188.15314906914728
NHOHCount,3
PEOE_VSA1,15.787319034968565
PEOE_VSA2,4.899909730850478
PEOE_VSA3,9.967957041894417
PEOE_VSA4,13.171245143024459
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
PEOE_VSA7,36.60419594293385
PEOE_VSA8,37.09801364649956
PEOE_VSA9,11.807045837390806
RingCount,4
SMR_VSA10,27.371269289855128
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,465.181016112
NumHDonors,2
PEOE_VSA10,29.33197307001696
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,6.176298517443475
SlogP_VSA1,15.787319034968565
SlogP_VSA2,53.32715730158698
SlogP_VSA3,12.965578028838586
SlogP_VSA4,0.0
SlogP_VSA5,23.282241931250315
SlogP_VSA6,36.65915541707259
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,1
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,3
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,12.597120140369483
